	Gene ID	Adj P-value (Real)	Rank (Real)	abs(logFC) (Real)	logFC (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Percent DE (simulated)	Mean abs(logFC) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
DDIT4L	DDIT4L	0.000450398772633592	6703.0	0.7951256666666658	-0.7951256666666658	0.710522653745798	5234.0	77.38834664300502	0.0	0.04001333333333279	0.03303876511009413	25	22.855343739909582
IRX2	IRX2	0.0005705720889821379	6702.0	0.7873946666666679	0.7873946666666679	0.39129867853682704	5751.5	85.04140786749481	0.0	0.0557066666666665	0.041587515933047256	25	17.593933746318573
ZFP36L2	ZFP36L2	0.00031542742352251297	6701.0	0.7825933333333359	-0.7825933333333359	0.540792740825139	5303.0	78.40875480627032	0.0	0.03980000000000027	0.02723236772393972	25	27.276120125256423
FAM110B	FAM110B	0.0027150555187841602	6700.0	0.7825816666666671	-0.7825816666666671	0.5131220627739139	4482.0	66.26737651582371	0.0	0.048866666666666426	0.050130847308337646	25	14.635998380142498
HSPA4L	HSPA4L	0.0324221322217024	6699.0	0.778347666666667	0.778347666666667	0.143713963070074	6730.0	99.51197870452528	0.0	0.10444000000000023	0.057885160895101664	25	11.642148976451994
UTP20	UTP20	0.000320003336138278	6698.0	0.7753116666666651	0.7753116666666651	0.12186402206187598	6701.0	99.08311150547175	0.0	0.08206666666666697	0.02642091623723144	25	26.238492025613454
ITPR1.AS1	ITPR1.AS1	0.0066101429696579705	6697.0	0.7656166666666658	-0.7656166666666658	0.647971056100526	2822.0	41.7184265010352	0.0	0.030253333333333295	0.025914974935853423	25	28.376000175711376
PPM1K	PPM1K	0.00045950467905204003	6696.0	0.762928666666665	0.762928666666665	0.67896698796398	3551.0	52.499260573794736	0.0	0.03136000000000006	0.03716067714568606	25	19.68663444421631
C12orf60	C12orf60	0.00112303455935346	6695.0	0.7582220000000011	0.7582220000000011	0.21981665264201	5963.5	88.17657497781721	0.0	0.044106666666667266	0.024058709056836027	25	29.682196648470025
FAM110C	FAM110C	0.000722616843691411	6694.0	0.7561200000000021	-0.7561200000000021	0.589691364287675	5359.5	79.24430641821945	0.0	0.05028000000000011	0.0480254253649196	25	14.697214957216937
KIF13B	KIF13B	0.000872202638986395	6693.0	0.755726666666667	-0.755726666666667	0.6755116914691539	2516.0	37.19313812481514	0.0	0.02579999999999951	0.02804823886991305	25	26.023974982958716
ACKR3	ACKR3	0.00192469917345799	6692.0	0.7511089999999979	-0.7511089999999979	0.196294636253494	6714.0	99.27536231884058	0.0	0.11990666666666612	0.10966280472767749	25	5.755847070488289
PAK1IP1	PAK1IP1	0.00429079456267759	6691.0	0.7502146666666679	0.7502146666666679	0.14189380409169	6696.5	99.01656314699792	0.0	0.08109333333333359	0.02385091037939498	25	28.054330953815263
TLE1	TLE1	0.000349865560433229	6690.0	0.741017333333335	-0.741017333333335	0.536942000240771	3944.5	58.318544809228044	0.0	0.02597333333333364	0.021645913137485123	25	33.033672243733164
PALM3	PALM3	0.0030218052679204604	6689.0	0.739210999999999	-0.739210999999999	0.773112048065708	3537.5	52.299615498373264	0.0	0.021306666666666804	0.01311343670523594	25	54.74570468980774
IL27RA	IL27RA	0.018536861454331	6688.0	0.738432666666667	0.738432666666667	0.24949073742633499	5849.5	86.49068322981365	0.0	0.04252000000000052	0.024361490558301273	25	28.566095535132657
CD3EAP	CD3EAP	0.000405215407468789	6687.0	0.736734000000001	0.736734000000001	0.21724108118646104	6422.5	94.96450754214729	0.0	0.054480000000000375	0.027098086579983964	25	25.177202013368294
DYNLT3	DYNLT3	0.000342368055649087	6686.0	0.7354570000000021	0.7354570000000021	0.547181815771888	4016.5	59.38331854480923	0.0	0.03587999999999908	0.03483836752564357	25	20.080648138437127
HELLS	HELLS	0.000844314724107531	6685.0	0.730685333333335	0.730685333333335	0.0761637860297038	6757.0	99.91126885536823	0.0	0.1495066666666666	0.05494813379367365	25	10.576859058561535
C12orf66	C12orf66	0.0009771736235437481	6684.0	0.73010066666667	0.73010066666667	0.30391265953076396	6013.5	88.91600118308192	0.0	0.05757333333333361	0.044797437096003256	25	15.012629671025042
RRP15	RRP15	0.000419804580407215	6683.0	0.7234573333333342	0.7234573333333342	0.15335708429947598	6706.0	99.15705412599821	0.0	0.08785333333333406	0.026347408334139774	25	24.123966651263125
GRSF1	GRSF1	0.0015102135557603302	6682.0	0.723312666666667	0.723312666666667	0.129348445961139	6517.5	96.36941733215025	0.0	0.06029333333333379	0.022127852400353785	25	29.96311261199179
PCBP1.AS1	PCBP1.AS1	0.0032756834866490897	6681.0	0.7167656666666659	-0.7167656666666659	0.753088846313178	982.0	14.5075421472937	0.0	0.019906666666666628	0.021310213166112944	25	32.70070527066007
SERPINB1	SERPINB1	0.000869125464748976	6680.0	0.7142363333333349	-0.7142363333333349	0.546277381144422	4982.5	73.6690328305235	0.0	0.03901333333333381	0.03130605786839445	25	21.568445405631337
C1orf115	C1orf115	0.0005505201837937559	6679.0	0.7073776666666658	-0.7073776666666658	0.67337260212439	4121.5	60.93611357586513	0.0	0.03995999999999984	0.03811669703151864	25	17.5098505023869
SLC16A6	SLC16A6	0.000393938899354783	6678.0	0.7062043333333349	0.7062043333333349	0.719767606788297	4879.5	72.1458148476782	0.0	0.04340000000000014	0.04975169827735993	25	13.322245396293363
TMED8	TMED8	0.000404273506004333	6677.0	0.7054100000000021	0.7054100000000021	0.17336661898202899	6273.0	92.7536231884058	0.0	0.05509333333333359	0.022751784626787692	25	28.583105779798615
FOXA1	FOXA1	0.000844314724107531	6676.0	0.698666000000001	-0.698666000000001	0.635046942801533	5976.5	88.36882579118604	0.0	0.04900000000000016	0.03184278510059964	25	20.40229828978643
FAM83B	FAM83B	0.00491039582354795	6675.0	0.697618333333334	-0.697618333333334	0.664138067381781	2912.5	43.05678793256433	0.0	0.03640000000000006	0.046912645377299916	25	14.094671660815873
HCAR1	HCAR1	0.0135043676654708	6674.0	0.696565333333333	-0.696565333333333	0.707192946419591	2725.5	40.2913339248743	0.0	0.025866666666666645	0.02483221473990775	25	27.00921660397811
LYRM7	LYRM7	0.00463183044285182	6673.0	0.6950643333333321	0.6950643333333321	0.14895220899790101	6624.5	97.95178941141674	0.0	0.06465333333333395	0.0372325624111975	25	16.931711361622675
MARCKS	MARCKS	0.00339654962613711	6672.0	0.691928666666666	-0.691928666666666	0.46665704845898504	5951.0	87.99171842650102	0.0	0.05051999999999989	0.037947463683361236	25	16.902543791033484
BMPER	BMPER	0.0126973613168881	6671.0	0.691412000000001	0.691412000000001	0.680890183801918	1905.5	28.164744158532976	0.0	0.02472000000000008	0.022532626550388027	25	29.587851132628835
RSAD2	RSAD2	0.0695436627097555	6670.0	0.683797	-0.683797	0.342776366700892	5489.5	81.16681455190772	0.0	0.04874666666666645	0.03594250552902082	25	17.668504852022043
HIST1H4C	HIST1H4C	0.00192469917345799	6669.0	0.6808523333333341	0.6808523333333341	0.136055465307614	6729.0	99.49719018041999	0.0	0.1033333333333337	0.04017726923227851	25	14.374272095526598
SRSF10	SRSF10	0.00631499178224973	6668.0	0.678597666666666	0.678597666666666	0.10540636824413	6699.5	99.06092871931381	0.0	0.08934666666666753	0.02943015586221177	25	20.022014248201618
ITPRIPL2	ITPRIPL2	0.000539629004850911	6667.0	0.675596333333333	-0.675596333333333	0.6448494441881539	4275.0	63.2061520260278	0.0	0.056386666666666925	0.05884896550272453	25	10.5220144717412
ID2	ID2	0.0018765545340806602	6666.0	0.674413999999999	-0.674413999999999	0.5487769119836451	4494.0	66.44483880508724	0.0	0.04277333333333333	0.04666038846657645	25	13.536978311252584
CENPQ	CENPQ	0.0055600325203427	6665.0	0.672124333333334	0.672124333333334	0.103752172570449	6736.0	99.60070984915704	0.0	0.10470666666666667	0.04149579630650694	25	13.67409996124573
SLC25A24	SLC25A24	0.0280742991067661	6664.0	0.671841666666667	0.671841666666667	0.744696437759945	3988.0	58.96184560780834	0.0	0.03222666666666678	0.025487055538056597	25	25.095680395287093
STARD13	STARD13	0.00126758948133363	6663.0	0.667282333333333	0.667282333333333	0.785154213925771	1070.5	15.816326530612246	0.0	0.019600000000000152	0.01757022945106181	25	36.862485782403475
SRFBP1	SRFBP1	0.0026549191256834397	6662.0	0.665320666666667	0.665320666666667	0.150398981157159	6421.0	94.94232475598935	0.0	0.059800000000000936	0.03287997251508304	25	18.416094064217827
NAA50	NAA50	0.0103805472813703	6661.0	0.664689666666668	0.664689666666668	0.18781956027118699	6611.0	97.75214433599527	0.0	0.07685333333333341	0.040537143461275287	25	14.501178009616995
SPATA17	SPATA17	0.000722616843691411	6660.0	0.664549000000002	-0.664549000000002	0.511948527386951	3062.5	45.275066548358474	0.0	0.03849333333333337	0.042288594031786066	25	14.804362287289482
C9orf152	C9orf152	0.00218555727351705	6659.0	0.662281666666667	-0.662281666666667	0.33946102596406297	5174.5	76.50842945874001	0.0	0.051999999999999595	0.04220880634812294	25	14.458633623355404
CDYL2	CDYL2	0.0005821229000176981	6658.0	0.6622320000000009	-0.6622320000000009	0.30391265953076396	6101.0	90.20999704229517	0.0	0.05459999999999953	0.04914199004095347	25	12.364822822470538
MAD2L1	MAD2L1	0.00463183044285182	6657.0	0.662142999999999	0.662142999999999	0.0542776578893385	6742.0	99.6894409937888	0.0	0.11848000000000064	0.048753450020371965	25	11.151272366834043
CAMK1D	CAMK1D	0.00145414484375919	6656.0	0.6592796666666639	-0.6592796666666639	0.7263503917707691	1172.0	17.317361727299613	0.0	0.02661333333333284	0.03189851964520501	25	19.833720823732133
ARRDC4	ARRDC4	0.000546174720901421	6655.0	0.659025666666668	0.659025666666668	0.42241534121291396	5615.0	83.02277432712215	0.0	0.06955999999999957	0.08027445514077369	25	7.34312884008928
PRDM6	PRDM6	0.0201991297664541	6654.0	0.657032	0.657032	0.7143818061097859	1723.0	25.465838509316768	0.0	0.020933333333333245	0.019693719623082712	25	32.29956955013745
CEP295	CEP295	0.0712053605533553	6653.0	0.656699666666666	-0.656699666666666	0.212276355176615	5990.0	88.56847086660751	0.0	0.04854666666666728	0.023777689511778062	25	25.576622980914763
GEMIN5	GEMIN5	0.000562002879709172	6652.0	0.6563853333333339	0.6563853333333339	0.10467046964380698	6727.0	99.4676131322094	0.0	0.09336000000000044	0.031090209248428948	25	18.10940958404081
ITGA2	ITGA2	0.0009469189062930471	6651.0	0.653345333333334	0.653345333333334	0.48975187422514	5301.0	78.37917775805974	0.0	0.046720000000000095	0.04412993021454626	25	13.746346989086694
PODXL	PODXL	0.0007180670649255719	6650.0	0.652941666666665	0.652941666666665	0.479586847420531	4759.5	70.37119195504287	0.0	0.03934666666666695	0.028319356029506283	25	21.666982800056818
HS3ST3A1	HS3ST3A1	0.0058575289481204605	6649.0	0.652753666666667	0.652753666666667	0.390904109063053	6150.0	90.9346347234546	0.0	0.056480000000000426	0.03397072268880943	25	17.552575261022927
NTN1	NTN1	0.00115705924350854	6648.0	0.6485449999999999	0.6485449999999999	0.744696437759945	2240.0	33.11150547175392	0.0	0.022973333333333307	0.01812812425180529	25	34.50835055945565
ASCL2	ASCL2	0.00149586068623993	6647.0	0.6450376666666661	0.6450376666666661	0.745188416592918	2289.0	33.836143152913344	0.0	0.021786666666666895	0.02115745206251872	25	29.457753143352907
PYGO1	PYGO1	0.0169107940755014	6646.0	0.643752666666667	0.643752666666667	0.305531252415752	5729.0	84.70866607512569	0.0	0.06167999999999999	0.07464424762634866	25	7.797957447175089
MRTO4	MRTO4	0.00483093542597903	6645.0	0.643115333333332	0.643115333333332	0.10214302435352499	6664.0	98.53593611357586	0.0	0.08181333333333385	0.017059829359573706	25	32.90197036378939
MANEA	MANEA	0.0171501211269392	6644.0	0.641599333333335	0.641599333333335	0.19200266210483896	6546.0	96.79089026915113	0.0	0.08242666666666654	0.05457890312810132	25	10.245216276227515
KHNYN	KHNYN	0.00118566001974421	6643.0	0.6407113333333311	-0.6407113333333311	0.9154911896422958	20.0	0.28098195800059156	0.0	0.00993333333333343	0.010138394204065782	25	62.21675615523392
DGKH	DGKH	0.0016326104194933	6642.0	0.63674666666667	0.63674666666667	0.42972604893802396	5906.0	87.32623484176278	0.0	0.05410666666666682	0.04606685158348472	25	12.64770610477065
FUT4	FUT4	0.00564499078390041	6641.0	0.6332036666666679	0.6332036666666679	0.38788361632680396	6295.0	93.07897071872226	0.0	0.05161333333333369	0.029903653932563924	25	19.44880497362915
UBE2H	UBE2H	0.00121250701599027	6640.0	0.631211333333332	-0.631211333333332	0.67896698796398	2131.0	31.49955634427684	0.0	0.02854666666666702	0.027571435836279554	25	21.858298212879273
LRP8	LRP8	0.00300588600316219	6639.0	0.622325666666669	0.622325666666669	0.185442023150822	6523.0	96.45075421472936	0.0	0.06800000000000077	0.032340634914402214	25	17.140222142633668
ZNF718	ZNF718	0.011393347553575002	6638.0	0.6215002356842529	0.6215002356842529	0.339734545943943	6411.5	94.80183377698906	0.0	0.06612000000000018	0.04890749772103789	25	11.355727885570236
ST3GAL4.AS1	ST3GAL4.AS1	0.0433983442414444	6637.0	0.621221000000001	-0.621221000000001	0.575084485227482	3837.5	56.73617272996155	0.0	0.025906666666666717	0.02577062640265443	25	23.100499150925398
LXN	LXN	0.000742006070686908	6636.0	0.62031	-0.62031	0.5651327414486961	5606.0	82.8896776101745	0.0	0.06063999999999984	0.06653437707932165	25	8.411741787749316
TFAP2C	TFAP2C	0.00192469917345799	6635.0	0.615912	0.615912	0.751128379781518	4810.5	71.1254066844129	0.0	0.05801333333333344	0.06330785159894549	25	8.812471953730924
KBTBD8	KBTBD8	0.0237889308540672	6634.0	0.614744000000001	0.614744000000001	0.172286329631451	6347.5	93.85536823425022	0.0	0.0628000000000007	0.04772083169620813	25	11.5661018549234
ENPP1	ENPP1	0.0047678187018233295	6633.0	0.611187333333333	-0.611187333333333	0.644775183964693	4166.5	61.601597160603376	0.0	0.0375066666666666	0.034329303970676385	25	16.711106847860837
THSD4	THSD4	0.00163459349475365	6632.0	0.608843000000001	0.608843000000001	0.5619011429056551	4644.0	68.66311742088139	0.0	0.03417333333333352	0.027898314033753358	25	20.598723850172142
KL	KL	0.0139632951229097	6631.0	0.607761	-0.607761	0.67896698796398	1968.5	29.096421177166516	0.0	0.025493333333333246	0.025922091250800416	25	22.462218076201225
HNRNPU	HNRNPU	0.0195508275185766	6630.0	0.607717000000001	0.607717000000001	0.134720153298065	6576.0	97.23454599230996	0.0	0.07062666666666716	0.03301925925095059	25	16.265971603159798
FOXC1	FOXC1	0.00224122748077072	6629.0	0.604897666666667	0.604897666666667	0.617127080990638	4183.0	61.84560780834073	0.0	0.028186666666667103	0.02537990602089851	25	22.723133786434047
PSD4	PSD4	0.00119838324264245	6628.0	0.600221000000001	-0.600221000000001	0.5716954411097591	4624.0	68.3673469387755	0.0	0.044839999999999575	0.05046176770585855	25	11.005975915019766
FKBP4	FKBP4	0.00990540333012254	6627.0	0.5993690000000029	0.5993690000000029	0.67896698796398	4482.0	66.26737651582371	0.0	0.025520000000000563	0.013027065841717355	25	44.050518126831854
ARHGAP18	ARHGAP18	0.0035619655136440898	6626.0	0.596952666666668	-0.596952666666668	0.491392303678664	4083.5	60.374149659863946	0.0	0.036640000000000346	0.03121266955485781	25	17.951449672764788
CYCS	CYCS	0.0028038576365981603	6625.0	0.596875000000002	0.596875000000002	0.47184897764438793	4426.5	65.44661342797988	0.0	0.03576000000000018	0.03432086073340027	25	16.34909463252294
ADAMTS19	ADAMTS19	0.0015102135557603302	6624.0	0.590587238175971	-0.590587238175971	0.81557173956267	946.0	13.975155279503106	0.0	0.024199999999999847	0.032190981023561334	25	17.594593894526515
DNASE1	DNASE1	0.0027122350441918302	6623.0	0.589875333333332	-0.589875333333332	0.7647435477567149	1336.0	19.74267968056788	0.0	0.016133333333332972	0.011571836820807983	25	49.58089272122474
WDR43	WDR43	0.00332913801104779	6622.0	0.586478000000002	0.586478000000002	0.116111808313547	6628.0	98.00354924578527	0.0	0.07678666666666711	0.021152418651653074	25	24.09612544679387
