	Gene ID	Gene ID Name	Test statistic (Real)_grp_1v2	Test statistic (Real)_grp_1v2_raw	Adj P-value (Real)_grp_1v2	Mean test statistic (simulated)_grp_1v2	Std deviation (simulated)_grp_1v2	Median adj p-value (simulated)_grp_1v2	Test statistic (Real)_grp_1v3	Test statistic (Real)_grp_1v3_raw	Adj P-value (Real)_grp_1v3	Mean test statistic (simulated)_grp_1v3	Std deviation (simulated)_grp_1v3	Median adj p-value (simulated)_grp_1v3	Z score_grp_1v2	Z score_grp_1v3	max Z score
17	PA2195	PA2195 hcnC	2.152	-2.152	0.0137905307608391	0.6248600000000002	0.33209808164657184	0.6587821131526179	1.5495	-1.5495	0.0134311968158001	0.2660200000000001	0.2524550075425983	0.96967085134317	4.5984607692652215	5.083995015561062	5.083995015561062
18	PA4587	PA4587 ccpR	2.1515	-2.1515	0.00330561108985099	1.1936200000000001	0.4743899872467798	0.5488815952719489	1.9885	-1.9885	0.0006456847240718308	0.42391999999999996	0.2961298870428309	0.9624700951031828	2.019182583425199	5.28342483639183	5.28342483639183
19	PA0999	PA0999 pqsD	2.13	-2.13	0.0208291680335675	0.6694	0.4699884528723374	0.6740393429707049	1.6305	-1.6305	0.00162442044378974	0.32241999999999943	0.2342209907331109	0.96967085134317	3.1077359264329445	5.58481114739424	5.58481114739424
20	PA3452	PA3452 mqoA	2.125	2.125	0.00327878227580453	0.6334199999999993	0.2837319627159878	0.5488815952719489	1.764	1.764	0.000926790925320934	0.19753999999999985	0.13171551730908526	0.9621645734876628	5.257003778220977	11.892752137351641	11.892752137351641
21	PA0517	PA0517 nirC	2.0885	-2.0885	0.00337811099736005	0.7493199999999999	0.4064131436522854	0.6740393429707049	0.7195	-0.7195	0.0586056099438727	0.2598599999999998	0.2324649400088825	0.973142675814635	3.295119808294785	1.9772443964343072	3.295119808294785
22	PA2110	PA2110 	2.083	2.083	0.0530709759581141	0.3070599999999998	0.23393283045922905	0.7698983485510641	0.815	0.815	0.16383910472746202	0.2970799999999996	0.2713168381554429	0.970918182788261	7.591666362150566	1.9089121173646937	7.591666362150566
23	PA3919	PA3919 	2.076	-2.076	0.0126358285234339	0.7172199999999992	0.2511417295738275	0.6329305320152969	0.373500000000003	-0.373500000000003	0.321493995526882	0.18307999999999994	0.20200890450670755	0.970918182788261	5.410411094586986	0.942631714502864	5.410411094586986
24	PA2113	PA2113 opdO	2.067	2.067	0.00531208876236628	0.3147000000000001	0.2837972427632093	0.7408751489234421	0.7635000000000011	0.7635000000000011	0.0459988855788772	0.3183399999999996	0.2641748836787228	0.9621645734876628	6.1744785923169045	1.6850958493896198	6.1744785923169045
25	PA0754	PA0754 	2.029	2.029	0.00531208876236628	0.1271600000000001	0.1601737155923733	0.949434730350187	0.555	0.555	0.16926966344241298	0.10518000000000004	0.0958419793201288	0.981101111789734	11.873608556599882	4.693350483690693	11.873608556599882
26	PA3873	PA3873 narJ	2.017	-2.017	0.00516862100643986	0.32119999999999976	0.213401519051138	0.8297638358181291	1.9545	-1.9545	0.00119674585609249	0.1848000000000001	0.2921019727766318	0.979565478336555	7.946522628049481	6.058500677615335	7.946522628049481
27	PA1657	PA1657 hsiB2	2.015	-2.015	0.00857644317639251	0.7747600000000001	0.3742881332164654	0.6329305320152969	1.105	-1.105	0.00836997267464548	0.30894000000000044	0.22074902415790348	0.9621645734876628	3.313596905522839	3.6061767567795533	3.6061767567795533
28	PA2193	PA2193 hcnA	2.012	-2.012	0.0357876539747202	0.8688600000000001	0.4235334628652932	0.6329305320152969	1.006	-1.006	0.0277112480358644	0.33607999999999977	0.2931844442212671	0.96967085134317	2.6990547388308275	2.2849779829874257	2.6990547388308275
29	PA4132	PA4132 	2.012	-2.012	0.0615371032461054	0.6143399999999998	0.3197961499142852	0.6740393429707049	2.087	-2.087	0.00251707150267013	0.2531	0.14691813196471054	0.96967085134317	4.370471628175055	12.482462004352865	12.482462004352865
30	PA0519	PA0519 nirS	2.004	-2.004	0.00625019228917303	1.0104799999999998	0.5356292148803439	0.6740393429707049	0.5909999999999979	-0.5909999999999979	0.09245320772714803	0.3391000000000002	0.2931915258552564	0.96967085134317	1.8548652172043043	0.859165350243978	1.8548652172043043
31	PA3877	PA3877 narK1	1.993	-1.993	0.007599669686430459	0.4571999999999996	0.24999291656631645	0.700186944601479	1.414	-1.414	0.0127955477335196	0.2444199999999999	0.20275907706766996	0.9627488062498348	6.143374064731125	5.7683237510972605	6.143374064731125
32	PA1123	PA1123 	1.9885	-1.9885	0.0144918692956724	0.6765400000000003	0.3033729113374056	0.6329305320152969	2.1755	-2.1755	0.0025772204852756	0.17960000000000004	0.15696967594623704	0.968301598131613	4.324578599375547	12.715194753180267	12.715194753180267
33	PA3872	PA3872 narI	1.981	-1.981	0.00531208876236628	0.3617400000000005	0.2382284932580482	0.7993079743008241	1.8915	-1.8915	0.0011036747834704199	0.22376	0.24097164943896104	0.970918182788261	6.797087862391098	6.9208971423936925	6.9208971423936925
34	PA3967	PA3967 	1.971	1.971	0.00948374212558262	0.4972799999999999	0.28976096758075154	0.6740393429707049	1.2085	1.2085	0.0202309207002557	0.1460200000000004	0.13501307652717698	0.967584366504568	5.085985225354063	7.869459961429228	7.869459961429228
35	PA3915	PA3915 moaB1	1.967	-1.967	0.00516862100643986	0.26043999999999995	0.18396231045153466	0.7661941288025691	2.0655	-2.0655	0.000917066444148015	0.16063999999999973	0.13528215267851573	0.9882072457000458	9.276682793400758	14.080645246137573	14.080645246137573
36	PA0511	PA0511 nirJ	1.961	-1.961	0.00625019228917303	0.5070400000000003	0.2973975986228984	0.698655367590459	1.5005	-1.5005	0.0016679649368215401	0.1908000000000004	0.17326539133171753	0.96967085134317	4.888943309335957	7.558924433400388	7.558924433400388
37	PA2112	PA2112 	1.9585	1.9585	0.00857644317639251	0.3316200000000001	0.2534804923460586	0.7377250842643559	0.9510000000000012	0.9510000000000012	0.0260103883631202	0.3107799999999997	0.3001342435755483	0.970918182788261	6.4181664827245895	2.133112144662188	6.4181664827245895
38	PA0516	PA0516 nirF	1.932	-1.932	0.0037249294527257203	0.5569800000000004	0.3090329162618981	0.698655367590459	0.817499999999999	-0.817499999999999	0.0236978985958594	0.19798000000000068	0.17319855417025531	0.975161790432787	4.449428936672566	3.576935171127388	4.449428936672566
39	PA0493	PA0493 	1.9315	-1.9315	0.0119292227363539	0.3021399999999998	0.17838468030261578	0.758487496977818	0.100999999999999	-0.100999999999999	0.824235262458771	0.14750000000000013	0.1158570419381856	0.96967085134317	9.133968215409066	-0.4013566997922384	9.133968215409066
40	PA0514	PA0514 nirL	1.8845	-1.8845	0.00516862100643986	0.5117200000000003	0.2876315669973195	0.6993264328257951	1.3805	-1.3805	0.00244552405489442	0.20536000000000015	0.16845959703541166	0.96967085134317	4.772702851536434	6.975797287185578	6.975797287185578
41	PA1001	PA1001 phnA	1.883	-1.883	0.00948374212558262	0.5209200000000004	0.35278574942874313	0.6740393429707049	1.5590000000000002	-1.5590000000000002	0.00381066835832115	0.2731600000000001	0.17524059175887238	0.9621645734876628	3.860926928612	7.337569378727566	7.337569378727566
42	PA5446	PA5446 	1.8745	1.8745	0.00516862100643986	0.4873399999999994	0.3051566783364464	0.684231939944692	1.464	1.464	0.0023563519979474604	0.27651999999999943	0.19739303432492236	0.969846637274298	4.545730434483908	6.015815117595933	6.015815117595933
43	PA3365	PA3365 	1.847	1.847	0.007599669686430459	0.31008	0.19516956729982274	0.6923350413240179	0.22699999999999895	0.22699999999999895	0.606171204460539	0.15738000000000027	0.22471724269994653	0.98043021317538	7.874793295201386	0.3098115621370397	7.874793295201386
44	PA0495	PA0495 	1.8125	-1.8125	0.00625019228917303	0.2606	0.15251263608851173	0.795288389141922	0.0550000000000015	0.0550000000000015	0.910425228305449	0.14392000000000016	0.08676917175279861	0.9621645734876628	10.17555030062784	-1.024787931056063	10.17555030062784
45	PA2381	PA2381 	1.807	-1.807	0.0470883768808435	1.19666	0.3887612731484453	0.6329305320152969	1.6375	-1.6375	0.0166238090855532	0.19173999999999933	0.1853274759266236	0.981101111789734	1.569960904431308	7.801109861186575	7.801109861186575
46	PA3188	PA3188 	1.7965	-1.7965	0.00857644317639251	0.2316800000000001	0.25774029564660617	0.92347201037686	0.0295000000000005	-0.0295000000000005	0.9553835254703008	0.22518000000000016	0.2465640501641174	0.970918182788261	6.071305210829593	-0.7936274565158692	6.071305210829593
47	PA4770	PA4770 lldP	1.796	1.796	0.0400271899475196	0.5747200000000001	0.3443493586945288	0.7317199322300211	1.3085	1.3085	0.0620374425970204	0.1735000000000003	0.11199069901856464	0.9621645734876628	3.5466306794646694	10.134770208121044	10.134770208121044
48	PA1337	PA1337 ansB	1.7775	-1.7775	0.00625019228917303	0.3630200000000003	0.2354336636931944	0.6740393429707049	1.0435	-1.0435	0.0121542060349324	0.17552000000000015	0.08560501348246671	0.970918182788261	6.00797684499053	10.139359421720977	10.139359421720977
49	PA1183	PA1183 dctA	1.7615	-1.7615	0.0102572433220053	0.2568399999999998	0.2070521633147874	0.80272018074653	0.699499999999999	-0.699499999999999	0.0924452131548351	0.20714000000000024	0.16893900033246714	0.96967085134317	7.267057614425513	2.9144247274522073	7.267057614425513
50	PA4130	PA4130 	1.7425	-1.7425	0.179791760810837	0.7251600000000002	0.3219998938923221	0.6587821131526179	1.475	-1.475	0.0034870064434621303	0.18246000000000007	0.14429584193593342	0.96967085134317	3.1594420349101164	8.957569273367426	8.957569273367426
51	PA2111	PA2111 	1.7380000000000002	1.7380000000000002	0.19012593696010105	0.2719600000000002	0.18269760534829124	0.779328060430115	1.0955	1.0955	0.0776659093979573	0.31645999999999996	0.2836343714479376	0.97857461411721	8.024407310676947	2.7466346762666465	8.024407310676947
52	PA2664	PA2664 fhp	1.7245	-1.7245	0.00857644317639251	0.18379999999999935	0.14497873407273662	0.959619562577452	1.5615	1.5615	0.00544546849671969	0.18658	0.12782016012090275	0.970918182788261	10.62707582497598	10.756675619084568	10.756675619084568
53	PA0753	PA0753 	1.72	1.72	0.00857644317639251	0.09189999999999973	0.07924277043785602	0.918150823090856	0.0204999999999993	0.0204999999999993	0.9686573389724372	0.0753600000000002	0.07275007445586087	0.973142675814635	20.545722859056184	-0.7540885753084104	20.545722859056184
54	PA0996	PA0996 pqsA	1.6875	-1.6875	0.0216864531224871	0.5243399999999998	0.4174613934245899	0.6763227685590529	1.702	-1.702	0.00251707150267013	0.2637199999999996	0.1566779526076768	0.96967085134317	2.786269624738636	9.179849341033119	9.179849341033119
55	PA2114	PA2114 	1.6815	1.6815	0.0783580189667288	0.43638000000000027	0.3093510775262737	0.6587821131526179	0.458999999999999	0.458999999999999	0.461751866892229	0.3665000000000002	0.3649703469689923	0.968301598131613	4.024941532308869	0.2534452477254474	4.024941532308869
56	PA0494	PA0494 	1.6769999999999998	-1.6769999999999998	0.00857644317639251	0.2267599999999997	0.13141133893237647	0.74508957758422	0.212499999999999	-0.212499999999999	0.5770996812620179	0.1774199999999999	0.0943202302442766	0.96967085134317	11.035881772320161	0.3719244525712739	11.035881772320161
57	PA3366	PA3366 amiE	1.6705	1.6705	0.112383008828316	0.3563999999999998	0.1879252400113761	0.639838744231524	0.566999999999998	0.566999999999998	0.34475498362050705	0.1466600000000005	0.14245611312494347	0.970918182788261	6.992674320492824	2.9506631255011944	6.992674320492824
58	PA0887	PA0887 acsA	1.66	-1.66	0.00857644317639251	0.35861999999999994	0.2919535236985501	0.7981372520672131	1.4895	-1.4895	0.0016025893473352699	0.21540000000000006	0.19338023856295794	0.9621645734876628	4.4574903002154205	6.588573938413035	6.588573938413035
59	PA1228	PA1228 	1.659	1.659	0.0357876539747202	0.81316	0.42884434627651696	0.64709792201503	0.663999999999999	0.663999999999999	0.17718346845269606	0.14643999999999952	0.13765198569823375	0.970918182788261	1.9723706453031005	3.759916701344328	3.759916701344328
60	PA2109	PA2109 	1.6475	1.6475	0.0200637627611015	0.1779199999999999	0.14281439586633607	0.8807763801222959	0.5729999999999991	0.5729999999999991	0.140468541429252	0.2274199999999998	0.20317575929885556	0.970918182788261	10.290139107372763	1.7008918839165177	10.290139107372763
61	PA3189	PA3189 	1.628	-1.628	0.0163370460272541	0.17022000000000015	0.1809435961840038	0.939404977046614	0.339999999999998	0.339999999999998	0.4739317875703429	0.15714000000000009	0.19635912677201076	0.970918182788261	8.056543755865034	0.931252868181236	8.056543755865034
62	PA0752	PA0752 	1.5845	1.5845	0.0207710578677542	0.1127399999999998	0.0935953301897768	0.954974190108058	0.170999999999999	0.170999999999999	0.7125448080708849	0.10023999999999936	0.10535823018002274	0.970918182788261	15.724716147865644	0.6716134076957626	15.724716147865644
63	PA2788	PA2788 	1.523	-1.523	0.0246101191949946	0.5024799999999998	0.30617837529779945	0.6329305320152969	0.943999999999999	-0.943999999999999	0.0436020699100094	0.17076000000000044	0.17876754692430488	0.9840908734770308	3.333089735705234	4.325393581237703	4.325393581237703
64	PA0162	PA0162 opdC	1.503	1.503	0.0210907518209055	0.47276	0.3344051659289972	0.6587821131526179	0.4765	0.4765	0.267260345653292	0.13097999999999949	0.12941434425905032	0.97857461411721	3.0808136505246044	2.669874054365788	3.0808136505246044
65	PA0525	PA0525 	1.4985	-1.4985	0.0357876539747202	0.34222000000000025	0.2214839196570865	0.793681895542037	0.794	-0.794	0.152443193010621	0.1659200000000001	0.13569479233436546	0.969334056434922	5.2206047364080215	4.628622728957413	5.2206047364080215
66	PA1556	PA1556 ccoO2	1.4955	-1.4955	0.0162907071624209	0.78584	0.5123381801440661	0.6329305320152969	1.712	-1.712	0.0011036747834704199	0.4086399999999999	0.26418079036901976	0.9621645734876628	1.3851397914565895	4.933591114552302	4.933591114552302
67	PA1555	PA1555 ccoP2	1.4819999999999898	-1.4819999999999898	0.0456084808009459	0.7128399999999999	0.4520740564332352	0.6587821131526179	1.76649999999999	-1.76649999999999	0.0011036747834704199	0.3924800000000001	0.27322363703262115	0.9621645734876628	1.701402655282838	5.028920685350297	5.028920685350297
68	PA4672	PA4672 	1.4665	1.4665	0.0599945495403085	0.6304600000000001	0.2977918708315147	0.6138867193805521	0.23049999999999896	0.23049999999999896	0.5510784200588961	0.1205200000000003	0.09554901447250402	0.96967085134317	2.8074641448927133	1.1510322802088917	2.8074641448927133
69	PA2663	PA2663 ppyR	1.461	-1.461	0.0303068852555733	0.3665599999999995	0.20466457925102735	0.7500538369981601	0.876499999999998	0.876499999999998	0.0352626339565906	0.1308999999999997	0.10591417516083508	0.967584366504568	5.347481249589535	7.0396620553176525	7.0396620553176525
70	PA0866	PA0866 aroP2	1.457	1.457	0.0207710578677542	0.2404400000000001	0.2032033730855206	0.869484006551258	0.0225	0.0225	0.959749072511653	0.16674000000000036	0.17169456407624953	0.970918182788261	5.986908492350645	-0.8400964863159174	5.986908492350645
71	PA5173	PA5173 arcC	1.4505	-1.4505	0.0102572433220053	0.5878599999999999	0.3199463991566921	0.6587821131526179	0.912000000000001	-0.912000000000001	0.0197528792345254	0.19477999999999995	0.1793252445511598	0.970918182788261	2.696201620876897	3.9995484283050007	3.9995484283050007
72	PA3179	PA3179 	1.433	1.433	0.017399308518406997	0.3892000000000001	0.1945350761002581	0.754790906078292	0.8344999999999979	0.8344999999999979	0.0371773716341984	0.2040200000000004	0.1240427076991361	0.968461218212812	5.365613342973962	5.082765538537084	5.365613342973962
73	PA3049	PA3049 rmf	1.4305	-1.4305	0.372734719397497	1.46676	0.622327036211669	0.6740393429707049	1.256	1.256	0.0127483316114705	0.35546000000000044	0.2655777867844623	0.9621645734876628	-0.058265185168119585	3.3908709418188656	3.3908709418188656
74	PA2194	PA2194 hcnB	1.422	-1.422	0.0615371032461054	0.6605199999999999	0.3277789359207411	0.6587821131526179	1.1555	-1.1555	0.0145821631225832	0.28754	0.2208446343020359	0.9693570291022529	2.3231511136033784	3.9301837816577576	3.9301837816577576
75	PA0513	PA0513 nirG	1.413	-1.413	0.0210907518209055	0.5008199999999997	0.2892497796023362	0.727005718723629	0.906000000000001	-0.906000000000001	0.0303931595995862	0.21874	0.1803539991239456	0.96967085134317	3.1536065515903777	3.8106169163883727	3.8106169163883727
76	PA0512	PA0512 nirH	1.393	-1.393	0.0253660913364662	0.4246399999999996	0.2429327547559885	0.692495015154209	0.993999999999999	-0.993999999999999	0.030928202516087	0.1442199999999996	0.10882785335871784	0.969334056434922	3.986123653735621	7.8084789304715825	7.8084789304715825
77	PA3713	PA3713 spdH	1.389	1.389	0.0126358285234339	0.5974200000000003	0.3635194481271487	0.550068736215429	0.851500000000002	0.851500000000002	0.0192248321553506	0.10838000000000024	0.0911959063408734	0.984025063716632	2.177545119190233	8.148611377602379	8.148611377602379
78	PA1000	PA1000 pqsE	1.3835	-1.3835	0.0407771857871698	0.46936	0.3511790711303852	0.689402630039978	1.2865	-1.2865	0.0100899233327267	0.25727999999999923	0.14866454688324293	0.9621645734876628	2.6030594507170943	6.923103198291937	6.923103198291937
79	PA3876	PA3876 narK2	1.38	-1.38	0.0142005354237112	0.35675999999999986	0.2135818110233172	0.799055856296338	1.0255	-1.0255	0.0178225743546147	0.1939800000000002	0.2371566588424901	0.96967085134317	4.790857400718878	3.5062055776062437	4.790857400718878
80	PA2321	PA2321 	1.3775	1.3775	0.0169970456367763	0.2895199999999995	0.2219713044517243	0.841798926771822	2.2475	2.2475	0.000347913254015501	0.20744000000000012	0.21637151306645386	0.96967085134317	4.901444367718356	9.428505495422769	9.428505495422769
81	PA1658	PA1658 hsiC2	1.3635	-1.3635	0.0530709759581141	0.6470999999999998	0.2934360023923445	0.555402983929542	0.937500000000004	-0.937500000000004	0.11984831381094803	0.2806199999999997	0.2348578151421272	0.9621645734876628	2.441418210987359	2.796926300291456	2.796926300291456
82	PA3610	PA3610 potD	1.3495	1.3495	0.0335807651945074	0.6538200000000001	0.35345402459160097	0.550068736215429	0.617499999999999	0.617499999999999	0.105070239765718	0.12498000000000005	0.0897857960184497	0.97135019681019	1.9682333531322056	5.485500177542484	5.485500177542484
83	PA1634	PA1634 kdpB	1.3485	1.3485	0.0256280130072649	0.22086000000000036	0.1990362990344557	0.7743416503268771	0.153499999999999	0.153499999999999	0.7173602780069029	0.12831999999999985	0.11107419442276673	0.970854133896374	5.66549923541731	0.22669531956414565	5.66549923541731
84	PA4129	PA4129 	1.3335	-1.3335	0.107715017382654	0.6252599999999997	0.3219404745704816	0.6740393429707049	1.383	-1.383	0.00265168244712915	0.20721999999999974	0.13476523414194516	0.96967085134317	2.1999097843938453	8.72465370973628	8.72465370973628
85	PA4658	PA4658 	1.3235	-1.3235	0.0357876539747202	0.09712000000000016	0.08829157188920474	0.941569959326518	0.5195000000000011	-0.5195000000000011	0.252199501549489	0.14979999999999974	0.1535470883258073	0.9621645734876628	13.890114013815028	2.4077304495383536	13.890114013815028
86	PA1514	PA1514 	1.3130000000000002	1.3130000000000002	0.0252447477621668	0.09102000000000007	0.08513304293868562	0.929260479807716	0.130499999999996	0.130499999999996	0.7382985688340279	0.09918000000000028	0.08161786977535435	0.973142675814635	14.353768616964535	0.3837394934001725	14.353768616964535
87	PA3894	PA3894 	1.3065	1.3065	0.0461112438770811	0.3214400000000001	0.21961188871886408	0.738315508702731	0.403	0.403	0.391502231964558	0.08791999999999972	0.07033590240173705	0.969334056434922	4.485458441009191	4.479646798307359	4.485458441009191
88	PA1579	PA1579 	1.2985	-1.2985	0.0738792920366476	0.32498	0.18836962113532685	0.7377250842643559	0.5505	-0.5505	0.18088909772788506	0.1559799999999996	0.11788001314896472	0.9627488062498348	5.1681369539975455	3.3467929758494885	5.1681369539975455
89	PA4134	PA4134 	1.285	-1.285	0.0738792920366476	0.5952	0.30357769461320266	0.60506659977469	1.558	-1.558	0.00182100726858168	0.2099199999999997	0.16138022390202209	0.96967085134317	2.2722354515502023	8.35343989123756	8.35343989123756
90	PA4720	PA4720 trmA	1.284	1.284	0.0335845182318047	0.4342999999999999	0.20272872884719667	0.648714934436269	0.500500000000001	0.500500000000001	0.153204187960979	0.0731599999999999	0.056251244430679616	0.970918182788261	4.191315186711633	7.596987485790242	7.596987485790242
91	PA2007	PA2007 maiA	1.2819999999999998	1.2819999999999998	0.0360493052388483	0.2822199999999992	0.2298251636208125	0.9153519966496692	0.0939999999999994	-0.0939999999999994	0.8777449070676729	0.18231999999999968	0.19791490595708056	0.9621645734876628	4.350176387340826	-0.4462523910106759	4.350176387340826
92	PA1002	PA1002 phnB	1.263	-1.263	0.0470883768808435	0.35625999999999997	0.2494803816602284	0.7377250842643559	0.995999999999998	-0.995999999999998	0.00912128143263905	0.19121999999999945	0.1271985062805379	0.9621645734876628	3.6345142410231865	6.326961090447448	6.326961090447448
93	PA3692	PA3692 lptF	1.262	-1.262	0.102773701352275	0.8001799999999999	0.3981459604634128	0.5488815952719489	0.939500000000001	0.939500000000001	0.0274639886713572	0.22873999999999994	0.24412416239829	0.96967085134317	1.1599263733894862	2.911469282751258	2.911469282751258
94	PA2009	PA2009 hmgA	1.2595	1.2595	0.0312592164180382	0.31725999999999965	0.22119698611569447	0.84392689895701	0.212000000000002	-0.212000000000002	0.609672880321239	0.2662200000000001	0.317971437396506	0.981101111789734	4.259732542229002	-0.1705184605382859	4.259732542229002
95	PA3363	PA3363 amiR	1.248	1.248	0.0594933864130497	0.20409999999999973	0.1589669777029181	0.9211449214802708	0.44649999999999895	0.44649999999999895	0.246457885381802	0.09284000000000003	0.09178844789333053	0.975987902100992	6.566772640987549	3.8529903066995455	6.566772640987549
96	PA1342	PA1342 aatJ	1.2475	-1.2475	0.0257224330402157	0.3362400000000001	0.24994008115279714	0.8248335763145942	0.791500000000003	-0.791500000000003	0.0300591681741579	0.18678	0.1329374132189032	0.96967085134317	3.6459138358161716	4.548907529923368	4.548907529923368
97	PA3326	PA3326 clpP2	1.2465	-1.2465	0.55121257690628	0.8535400000000004	0.2969649923251336	0.550068736215429	0.882999999999999	0.882999999999999	0.0260103883631202	0.2710800000000004	0.20806803174282526	0.9621645734876628	1.323253616270585	2.9409611600322134	2.9409611600322134
98	PA0141	PA0141 	1.2285	-1.2285	0.0337445446660053	0.7148599999999994	0.3279529475905551	0.6329305320152969	0.511999999999997	-0.511999999999997	0.166473102195898	0.2598999999999997	0.14995735504913793	0.96853557253636	1.56620028505209	1.6811446155301242	1.6811446155301242
99	PA0654	PA0654 speD	1.2255	1.2255	0.0530709759581141	0.6501599999999997	0.2768257845649498	0.6587821131526179	0.632999999999999	0.632999999999999	0.106099240414845	0.16662000000000007	0.14677933267323448	0.96967085134317	2.078346859575186	3.1774228122311414	3.1774228122311414
