	Gene ID	Adj P-value (Real)	Rank (Real)	Test statistic (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean test statistic (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score	Gene Name
PA4619	PA4619	0.0011036747834704199	5532.5	1.6909999999999998	0.9874015950692401	4593.0	0.12530000000000036	0.131319664051758	25	11.922814540424795	
PA4620	PA4620	0.0011036747834704199	5531.0	1.611	0.9693340564349221	3904.5	0.07276000000000048	0.12245595466670142	25	12.561577786778566	
PA0588	PA0588	0.00402478894238795	5530.0	1.6025	0.9696708513431701	5466.5	0.22192000000000028	0.24394251713603904	25	5.659448038039608	
PA2367	PA2367	0.00184478485488418	5529.0	1.598	0.9696708513431701	4584.0	0.08869999999999995	0.23206446661793484	25	6.503796216612835	hcp3
PA2322	PA2322	0.00544546849671969	5528.0	1.5959999999999999	0.973142675814635	3850.0	0.07051999999999971	0.18178721993950286	25	8.391569003077697	
PA2664	PA2664	0.00544546849671969	5527.0	1.5615	0.970918182788261	5319.0	0.13393999999999995	0.18415529678326728	25	7.75193559422892	fhp
PA4607	PA4607	0.0025772204852756	5526.0	1.5115	0.9621645734876629	5504.0	0.17876	0.28851267736444425	25	4.619346408534089	
PA2679	PA2679	0.00585527177475051	5525.0	1.5095	0.970918182788261	3949.0	0.048379999999999874	0.11343613107530288	25	12.88055213228365	
PA2939	PA2939	0.0052049877078533206	5524.0	1.5025	0.9696708513431701	5501.0	0.21395999999999982	0.2624324087582684	25	4.90998808453913	
PA2366	PA2366	0.00296175815527018	5523.0	1.469	0.967446882483587	4939.0	0.10559999999999985	0.25820647422815196	25	5.280270388554611	hsiC3
PA5446	PA5446	0.0023563519979474604	5522.0	1.464	0.9698466372742979	2695.5	0.044080000000000535	0.34145173158149245	25	4.158479423792627	
PA3329	PA3329	0.0023563519979474604	5521.0	1.4465	0.9696708513431701	3363.5	0.013420000000000336	0.24362200400073328	25	5.8823914772316135	
PA3183	PA3183	0.00505036352382426	5520.0	1.436	0.967446882483587	4043.0	0.16838000000000025	0.2743916862807613	25	4.6197463821952445	zwf
PA0447	PA0447	0.00184478485488418	5519.0	1.412	0.970836289039364	3165.0	0.01597999999999965	0.2106764145951482	25	6.62637060101245	gcdH
PA3330	PA3330	0.0188071622306355	5518.0	1.365	0.970918182788261	3182.0	0.03727999999999996	0.27286844663072884	25	4.865787951645414	
PA3331	PA3331	0.0050609402784147	5517.0	1.3585	0.970918182788261	3027.0	0.05280000000000012	0.298699995815199	25	4.371275588526676	
PA1989	PA1989	0.0050542897098537	5516.0	1.3319999999999999	0.9693340564349221	4523.0	0.13090000000000004	0.12080209366287177	25	9.942708471195603	pqqE
PA3333	PA3333	0.00894999197334118	5515.0	1.3115	0.9621645734876629	1859.0	-0.04317999999999952	0.2560805081740248	25	5.290055106729946	fabH2
PA4770	PA4770	0.0620374425970204	5514.0	1.3085	0.9621645734876629	4429.5	0.04946000000000028	0.20334750223857387	25	6.191568552058501	lldP
PA2634	PA2634	0.00442950063484837	5513.0	1.3025	0.9621645734876629	5329.0	0.14054000000000025	0.2078636331829114	25	5.590011019279755	aceA
PA2365	PA2365	0.0166238090855532	5512.0	1.2815	0.9621645734876629	5327.0	0.1748399999999999	0.22972808745703427	25	4.8172603195809796	hsiB3
PA0482	PA0482	0.00328609866871539	5511.0	1.2665	0.9621645734876629	4550.0	0.09737999999999972	0.18116741106869438	25	6.4532577526136725	glcB
PA1175	PA1175	0.00789103104642556	5510.0	1.264	0.9631854938334058	5469.5	0.24334000000000028	0.16624691225202748	25	6.1394222976767026	napD
PA0105	PA0105	0.00442950063484837	5509.0	1.2570000000000001	0.970918182788261	5499.0	0.28954	0.2233080794179496	25	4.332400343604563	coxB
PA3049	PA3049	0.0127483316114705	5507.5	1.256	0.9621645734876629	4971.0	0.1833799999999998	0.4088014564961013	25	2.6238164834185946	rmf
PA1585	PA1585	0.0128991034583394	5507.5	1.256	0.9797849378295981	4095.5	0.10733999999999966	0.14914245986081007	25	7.701763810735108	sucA
PA2264	PA2264	0.0068178132319706795	5506.0	1.255	0.970918182788261	4960.0	0.15481999999999999	0.1777667526095173	25	6.188896314130556	
PA5445	PA5445	0.0059065821864707395	5505.0	1.25	0.9621645734876629	4221.0	0.04083999999999988	0.1949593825219327	25	6.202112380326045	
PA3602	PA3602	0.00402478894238795	5503.5	1.2485	0.9795219238869549	3000.0	0.001820000000000046	0.11215575850872127	25	11.11561293487269	
PA1203	PA1203	0.0142432319230308	5503.5	1.2485	0.981101111789734	3522.5	0.04960000000000029	0.07500638861679265	25	15.983971793725132	
PA3684	PA3684	0.00440360154686727	5502.0	1.24	0.9621645734876629	5422.0	0.21875999999999976	0.176153704190403	25	5.797436986599787	
PA0567	PA0567	0.00695596923708928	5501.0	1.218	0.9621645734876629	5452.0	0.2627000000000004	0.29684391942568067	25	3.2181895517626504	
PA0459	PA0459	0.00753873414763126	5500.0	1.215	0.9696708513431701	3701.0	0.010539999999999985	0.23081950560268177	25	5.218189844290205	
PA3451	PA3451	0.0068178132319706795	5498.5	1.2085	0.9621645734876629	5542.0	0.36588000000000015	0.18927236107437004	25	4.451891418361461	
PA3967	PA3967	0.0202309207002557	5498.5	1.2085	0.967584366504568	4166.5	0.11846000000000023	0.16069010807555462	25	6.783491610370164	
PA3723	PA3723	0.0055798481996009	5497.0	1.2005	0.9621645734876629	5431.0	0.22498000000000018	0.16408492973660502	25	5.945213869219673	
PA2746	PA2746	0.0153777049365296	5496.0	1.197	0.9621645734876629	5548.0	0.40069999999999983	0.18558135008669377	25	4.290840645506734	
PA3688	PA3688	0.00514539511203675	5495.0	1.1875	0.9621645734876629	5375.5	0.16608000000000042	0.16696492146555808	25	6.117572427994706	
PA2265	PA2265	0.009886844993219809	5494.0	1.1765	0.9696708513431701	4406.5	0.12256	0.1320645612317447	25	7.980490679483375	
PA1708	PA1708	0.00505036352382426	5493.0	1.175	0.9621645734876629	5537.0	0.3746199999999999	0.3410738947305505	25	2.346646906625038	popB
PA1176	PA1176	0.0288396058064263	5492.0	1.1715	0.9696708513431701	5465.0	0.26673999999999987	0.1801560735399542	25	5.0220899147169	napF
PA1745	PA1745	0.00648195465955921	5491.0	1.165	0.9621645734876629	5423.0	0.21424000000000007	0.1453713004688342	25	6.540218027449174	
PA1190	PA1190	0.0139338244974255	5490.0	1.1635	0.9621645734876629	5543.0	0.40775999999999984	0.27419534247199273	25	2.7562102010437832	
PA0179	PA0179	0.0050542897098537	5489.0	1.1625	0.9621645734876629	5510.0	0.28732000000000013	0.24882829086205918	25	3.517204562905454	
PA1718	PA1718	0.0049035782426916	5488.0	1.1575	0.9621645734876629	5531.0	0.4008600000000006	0.4314948464350413	25	1.7535319511954042	pscE
PA3181	PA3181	0.00747490300976085	5487.0	1.151	0.985344999034085	3696.0	0.11731999999999998	0.2557018885994647	25	4.042520005079712	
PA0176	PA0176	0.0124701407694031	5486.0	1.1435	0.9696708513431701	5464.0	0.19820000000000007	0.19672670340686663	25	4.805143295899934	aer2
PA1202	PA1202	0.006346897471084171	5485.0	1.143	0.9693340564349221	2709.5	-0.016759999999999803	0.2687435704657264	25	4.315489289623423	
PA0586	PA0586	0.00514539511203675	5484.0	1.1425	0.9696708513431701	5527.0	0.32383999999999946	0.21571546266629385	25	3.7950918764986548	
PA0059	PA0059	0.0223318533982699	5483.0	1.1245	0.9621645734876629	5340.0	0.17474000000000042	0.21559844619106133	25	4.405226553248585	osmC
PA3278	PA3278	0.006647908383632771	5482.0	1.1215	0.9621645734876629	1898.0	-0.03438000000000013	0.331006019582726	25	3.492021086073086	
PA2223	PA2223	0.006659824637071	5481.0	1.1205	0.9621645734876629	5406.0	0.17371999999999965	0.18887049575480705	25	5.012852834511095	
PA5546	PA5546	0.00585527177475051	5480.0	1.119	0.9696708513431701	5471.5	0.25849999999999984	0.24372974274798742	25	3.5305498225128114	
PA2572	PA2572	0.0195882680130277	5479.0	1.107	0.9696708513431701	5380.0	0.2056799999999998	0.12280369497698343	25	7.339518572050545	
PA2111	PA2111	0.0776659093979573	5478.0	1.0955	0.9785746141172099	40.0	-0.29406000000000004	0.30772377765348796	25	4.5156081554565874	
PA0315	PA0315	0.0133842036600583	5476.5	1.087	0.9696708513431701	5363.5	0.21176000000000017	0.21397732161765762	25	4.090340010722772	
PA4880	PA4880	0.00695596923708928	5476.5	1.087	0.9621645734876629	5523.0	0.32960000000000017	0.31174923148795974	25	2.42951681511764	
PA3332	PA3332	0.0290803495391489	5475.0	1.085	0.9621645734876629	2112.0	-0.005939999999999883	0.31679394328174854	25	3.4436895753077743	
PA4876	PA4876	0.008821636061190859	5474.0	1.0845	0.9621645734876629	4523.0	0.09753999999999997	0.25873320879495443	25	3.8145857062444737	osmE
PA1562	PA1562	0.0845677782538475	5473.0	1.0665	0.963518035027923	5482.0	0.22657999999999986	0.17366962649429155	25	4.836309128744559	acnA
PA4614	PA4614	0.0228289310093633	5472.0	1.0635	0.9693340564349221	5353.5	0.17319999999999983	0.19716316212720877	25	4.515549407883723	mscL
PA2368	PA2368	0.00789103104642556	5471.0	1.052	0.986078283150733	2533.0	0.023480000000000015	0.19719250746415296	25	5.2158168341511235	hsiF3
PA5481	PA5481	0.01335323135699	5470.0	1.038	0.9621645734876629	2578.0	-0.0010600000000001819	0.29285143844618544	25	3.548078867268185	
PA1174	PA1174	0.00749079777776866	5469.0	1.037	0.970918182788261	5474.5	0.2105399999999998	0.15702533765818352	25	5.263227020081675	napA
PA4661	PA4661	0.0267133830589087	5468.0	1.0365	0.970918182788261	4175.5	0.0476600000000003	0.24539096017036405	25	4.029651293240354	pagL
PA0743	PA0743	0.0272958648454421	5467.0	1.0325	0.9621645734876629	5288.0	0.18726000000000032	0.15020604737049303	25	5.627203530062674	
PA0484	PA0484	0.009437035157901341	5466.0	1.0315	0.970918182788261	4577.5	0.08438000000000011	0.1525123820109917	25	6.210118729453325	
PA1135	PA1135	0.0280136200718297	5465.0	1.0275	0.970918182788261	4848.0	0.11310000000000013	0.13372172598347676	25	6.838081046852381	
PA1250	PA1250	0.0178225743546147	5464.0	1.0125	0.9696708513431701	5488.5	0.2298999999999999	0.19464053406215245	25	4.020745235676865	aprI
PA1205	PA1205	0.0202309207002557	5463.0	1.008	0.9726864515271559	1870.0	-0.019199999999999752	0.08304541929972241	25	12.36913497049961	
PA3841	PA3841	0.0152359246012576	5462.0	1.0065	0.970918182788261	5347.0	0.3055000000000002	0.43021133372642173	25	1.6294317351615308	exoS
PA1707	PA1707	0.0126078689809391	5461.0	1.0015	0.9621645734876629	5530.0	0.35790000000000033	0.38323904637532247	25	1.6793695895216652	pcrH
PA0492	PA0492	0.0102950165997511	5460.0	0.994999999999997	0.970918182788261	650.0	-0.10793999999999987	0.16953658159819057	25	6.505616602639866	
PA3369	PA3369	0.021026924878063003	5459.0	0.990500000000001	0.9696708513431701	5505.0	0.2873200000000001	0.3508319540748818	25	2.0043214189375513	
PA2622	PA2622	0.00971170614298518	5458.0	0.9864999999999989	0.970918182788261	4951.0	0.17257999999999968	0.285103916727451	25	2.8548187248443777	cspD
PA2232	PA2232	0.0362424495239651	5457.0	0.9824999999999989	0.9696708513431701	5211.5	0.16128000000000006	0.25800198158153753	25	3.182998808636921	pslB
PA1990	PA1990	0.0124701407694031	5456.0	0.9675	0.9896184896801821	2908.0	0.015900000000000164	0.07376638236125352	25	12.90018528141671	pqqH
PA5482	PA5482	0.0177883329666808	5455.0	0.9570000000000001	0.9656866313522099	4856.0	0.1170999999999999	0.34174664714278213	25	2.4576685887691796	
PA2815	PA2815	0.0139490175636082	5454.0	0.956	0.9696708513431701	5002.5	0.10277999999999993	0.13444438751146665	25	6.346267150253704	
PA2260	PA2260	0.0347672664613817	5453.0	0.953500000000001	0.9696708513431701	2777.5	0.03144000000000007	0.23139735485379603	25	3.9847473649065126	
PA2112	PA2112	0.0260103883631202	5452.0	0.9510000000000011	0.970918182788261	58.5	-0.28661999999999965	0.3242146369819433	25	3.8172860162045312	
PA0175	PA0175	0.0166238090855532	5451.0	0.950499999999999	0.9621645734876629	5352.0	0.18807999999999978	0.09105809500899252	25	8.372896445117876	
PA3328	PA3328	0.0712332037857474	5450.0	0.948999999999998	0.9696708513431701	3711.0	0.004060000000000164	0.19449085882546396	25	4.858531684761528	
PA1323	PA1323	0.0455697703124343	5449.0	0.943999999999999	0.9621645734876629	5130.0	0.17732000000000026	0.3078251289287471	25	2.490634870090361	
PA1196	PA1196	0.0147347486768153	5448.0	0.940999999999999	0.9621645734876629	318.0	-0.13732000000000036	0.21135519471575215	25	5.1019327982461595	ddaR
PA3692	PA3692	0.0274639886713572	5447.0	0.939500000000001	0.9696708513431701	5123.0	0.13813999999999996	0.30695424197535803	25	2.610682279036018	lptF
PA1728	PA1728	0.0170178203386743	5446.0	0.928499999999999	0.9696708513431701	5508.0	0.32358	0.21130086567104578	25	2.862837301110453	
PA0122	PA0122	0.0236978985958594	5445.0	0.9229999999999999	0.9621645734876629	5053.5	0.09679999999999989	0.40915683117846163	25	2.019274608272731	rahU
PA0038	PA0038	0.125473727143876	5444.0	0.919499999999999	0.9621645734876629	5167.5	0.1439600000000002	0.1853098149046614	25	4.185099426055767	
PA1986	PA1986	0.0586056099438727	5443.0	0.919	0.988121332687406	4655.0	0.09791999999999995	0.11650971704826447	25	7.047309192759136	pqqB
PA1344	PA1344	0.0924452131548351	5442.0	0.914	0.970918182788261	4482.0	0.11292000000000003	0.12011467437411677	25	6.669293357986431	
PA0656	PA0656	0.0414500715310988	5441.0	0.9135000000000011	0.9696708513431701	5220.0	0.15297999999999953	0.1915702373369447	25	3.9699277433287063	
PA1245	PA1245	0.0586056099438727	5440.0	0.9109999999999989	0.9785746141172099	4437.5	0.09259999999999975	0.15989990358554507	25	5.118201960404324	aprX
PA2621	PA2621	0.0352869921290038	5439.0	0.905000000000001	0.9813955560148391	5518.0	0.3089600000000005	0.23451265601952773	25	2.54161122950383	clpS
PA5016	PA5016	0.0676273818931318	5438.0	0.9025000000000021	0.9696708513431701	3449.0	0.10583999999999992	0.20603537924346868	25	3.8666174854300235	aceF
PA3151	PA3151	0.0202309207002557	5437.0	0.8999999999999989	0.970918182788261	5355.0	0.1391200000000001	0.2701929202748779	25	2.8160619427997062	hisF2
PA2433	PA2433	0.0147347486768153	5436.0	0.899499999999998	0.9696708513431701	5298.0	0.1719399999999996	0.32954537244513094	25	2.2077688258879635	
PA0178	PA0178	0.0188751994239841	5435.0	0.897499999999999	0.9621645734876629	5147.0	0.16310000000000005	0.14684253187229715	25	5.00127579275653	
PA2323	PA2323	0.0181116855244644	5434.0	0.8929999999999989	0.9621645734876629	770.0	-0.0683800000000001	0.22129840713389726	25	4.344269859196561	
PA3614	PA3614	0.0152911293592959	5433.0	0.890499999999998	0.9621645734876629	3409.0	-0.001840000000000304	0.17269015605992147	25	5.167289325341548	
PA1888	PA1888	0.0352869921290038	5432.0	0.886000000000001	0.970918182788261	5042.0	0.1395600000000001	0.17711074219256137	25	4.214538264361422	
PA3326	PA3326	0.0260103883631202	5431.0	0.882999999999999	0.9621645734876629	3159.5	0.05619999999999972	0.34139197290895246	25	2.4218495618246503	clpP2
PA2190	PA2190	0.0188751994239841	5430.0	0.8815	0.9621645734876629	5529.0	0.34760000000000035	0.39333250353019805	25	1.3573757449694455	
PA4703	PA4703	0.0248270152575563	5429.0	0.881499999999999	0.9621645734876629	5496.5	0.2666200000000004	0.12783707730284447	25	4.809872166768608	
PA3142	PA3142	0.0854358341339127	5428.0	0.88	0.9621645734876629	5171.0	0.19627999999999982	0.20367570629148063	25	3.3569050155718005	
PA2663	PA2663	0.0352626339565906	5427.0	0.876499999999998	0.967584366504568	3123.5	0.022060000000000243	0.16899601326658556	25	5.0559772593697065	ppyR
PA2378	PA2378	0.0807436120937307	5426.0	0.8735	0.970918182788261	4794.5	0.09947999999999929	0.10739495643030318	25	7.207228586216911	
PA0102	PA0102	0.0300591681741579	5425.0	0.862	0.9855424463191159	5149.5	0.16028000000000006	0.1494961733066547	25	4.693899412131397	
PA3460	PA3460	0.0203642710546019	5424.0	0.86	0.9644081817177659	5345.0	0.21446000000000043	0.17150722287997094	25	3.7639231115751883	
PA1828	PA1828	0.0417390125690332	5423.0	0.851999999999999	0.9621645734876629	4936.0	0.12105999999999942	0.10596042107000771	25	6.898236083047178	
PA3713	PA3713	0.0192248321553506	5422.0	0.851500000000002	0.9840250637166321	3604.0	0.06822000000000034	0.12531743693516884	25	6.250367220686298	spdH
PA4335	PA4335	0.0334311888299909	5421.0	0.84	0.9621645734876629	5120.5	0.15676	0.12462126958642894	25	5.482531210502158	
PA0177	PA0177	0.0212436243386254	5420.0	0.839999999999999	0.9621645734876629	5240.5	0.17540000000000025	0.12174871662567922	25	5.458784440770207	
PA5027	PA5027	0.0206025784919182	5418.5	0.8344999999999979	0.9621645734876629	352.0	-0.15312000000000023	0.3036584663181094	25	3.252403965464865	
PA3179	PA3179	0.0371773716341984	5418.5	0.8344999999999979	0.968461218212812	5296.0	0.13502000000000025	0.19938679327712105	25	3.5081561246025643	
PA0107	PA0107	0.0783658682948308	5417.0	0.828500000000003	0.9696708513431701	5466.5	0.2544800000000004	0.23929682056670387	25	2.3987782146064696	
PA1324	PA1324	0.0326646407900891	5416.0	0.827999999999999	0.9621645734876629	4908.0	0.1418000000000001	0.2728528678610505	25	2.514908512339493	
PA2618	PA2618	0.0450572298135137	5415.0	0.8250000000000011	0.9621645734876629	5540.0	0.32083999999999974	0.16051464886420783	25	3.1408971303703908	
PA2799	PA2799	0.0543028686379897	5414.0	0.818	0.9621645734876629	5459.5	0.2104399999999997	0.11688610196825543	25	5.19788058434017	
PA0565	PA0565	0.0288396058064263	5413.0	0.8170000000000011	0.9621645734876629	5339.0	0.22694000000000028	0.20849671859927837	25	2.830068520810011	
PA2883	PA2883	0.0422894624982855	5412.0	0.8165	0.9621645734876629	5425.0	0.1841599999999994	0.20496903831229416	25	3.0850513092448484	
PA2110	PA2110	0.16383910472746202	5411.0	0.815	0.970918182788261	36.0	-0.29707999999999957	0.2713168381554429	25	4.098824118549054	
PA3531	PA3531	0.0238260504892585	5410.0	0.811999999999998	0.9621645734876629	5361.0	0.19253999999999982	0.3245126448486507	25	1.9088932583471678	bfrB
PA5017	PA5017	0.0543028686379897	5409.0	0.807499999999999	0.9621645734876629	5234.0	0.15679999999999975	0.08490656629495755	25	7.663718230454966	dipA
PA1580	PA1580	0.0260103883631202	5408.0	0.806000000000001	0.9621645734876629	4253.0	0.11817999999999966	0.21913342016528084	25	3.1388183485714545	gltA
PA0506	PA0506	0.0288396058064263	5407.0	0.8059999999999989	0.970918182788261	4307.5	0.0534599999999999	0.15147056369693268	25	4.968226047575197	
PA2372	PA2372	0.0465068853865148	5406.0	0.8029999999999999	0.9704408003167571	5033.5	0.1320400000000001	0.12532448882800204	25	5.353782060271072	
PA4674	PA4674	0.0476046188289618	5405.0	0.799500000000001	0.9696708513431701	5064.0	0.14803999999999978	0.14455765285864328	25	4.506575661110353	
PA1172	PA1172	0.0352869921290038	5404.0	0.7989999999999989	0.9696708513431701	5326.0	0.1901599999999998	0.14088002579026823	25	4.321691429176732	napC
PA2024	PA2024	0.0352626339565906	5403.0	0.7985	0.9621645734876629	5236.0	0.16096000000000038	0.1345413443270632	25	4.738617732629251	
PA1372	PA1372	0.15692664208681398	5402.0	0.795000000000001	0.970918182788261	4957.0	0.1127799999999999	0.18007383208006658	25	3.788557127482378	
PA4438	PA4438	0.0336148771917207	5401.0	0.7919999999999989	0.9696708513431701	4698.5	0.14864000000000002	0.16579345332873308	25	3.880490978882943	
PA3250	PA3250	0.0376310754094862	5400.0	0.7909999999999989	0.9621645734876629	5485.0	0.22232	0.09226635807992703	25	6.163459920108388	
PA3126	PA3126	0.172325536988087	5399.0	0.7859999999999999	0.9621645734876629	4092.0	0.043659999999999755	0.19983705445520705	25	3.714726490658887	ibpA
PA5178	PA5178	0.049544433375362	5398.0	0.7850000000000021	0.970918182788261	3684.0	0.08009999999999977	0.19147269169953862	25	3.6814649323786623	
PA2443	PA2443	0.0417390125690332	5397.0	0.775	0.9621645734876629	5191.0	0.15948000000000012	0.15086483188603023	25	4.079943564746687	sdaA
PA1218	PA1218	0.11035406574065	5396.0	0.774999999999997	0.983137021334516	4069.5	0.07363999999999982	0.1275670999905537	25	5.497969304404761	
PA3148	PA3148	0.139672203974251	5395.0	0.7745000000000021	0.9696708513431701	4866.5	0.11191999999999996	0.2854646314928233	25	2.321058116849967	wbpI
PA3582	PA3582	0.0586056099438727	5394.0	0.773499999999999	0.9621645734876629	2887.0	-0.0662399999999995	0.24724444382028093	25	3.396395838162477	glpK
PA3848	PA3848	0.0656412142274384	5393.0	0.772	0.9696708513431701	4613.5	0.10424000000000047	0.08603828120861841	25	7.761196418846062	
PA1733	PA1733	0.0449732044526073	5392.0	0.7715000000000011	0.9621645734876629	4973.0	0.12319999999999996	0.12698129783554762	25	5.105476247688134	
PA2991	PA2991	0.0348342803213444	5391.0	0.7705	0.9696708513431701	5200.0	0.18077999999999972	0.1923831398537826	25	3.065341383076534	sth
PA2113	PA2113	0.0459988855788772	5390.0	0.7635000000000011	0.9621645734876629	15.0	-0.31273999999999963	0.2710528899802891	25	3.9705903894928576	opdO
PA3477	PA3477	0.11866042577937198	5389.0	0.762499999999999	0.9696708513431701	5123.0	0.15631999999999976	0.2035175504307516	25	2.9785146230239077	rhlR
PA3691	PA3691	0.0338346502455418	5388.0	0.762	0.9696708513431701	4379.0	0.08970000000000024	0.27497958257538546	25	2.44490879542189	
PA5204	PA5204	0.0769979029608331	5387.0	0.7564999999999971	0.9855067238687409	2938.5	0.01801999999999959	0.08514075111249601	25	8.673637363431853	argA
PA2259	PA2259	0.0665004495288801	5386.0	0.7555	0.9696708513431701	4324.5	0.12529999999999983	0.22228280597773026	25	2.8351270680969254	ptxS
PA3478	PA3478	0.0347672664613817	5384.5	0.7520000000000021	0.9621645734876629	4471.5	0.14590000000000006	0.27182446848410624	25	2.229747761046174	rhlB
PA2567	PA2567	0.10333225740794999	5384.5	0.7520000000000021	0.9822430635605239	2684.0	-0.008259999999999728	0.1118011739652138	25	6.800107485781425	
PA0329	PA0329	0.0488121251685262	5383.0	0.752000000000001	0.9650369639536321	5300.5	0.23478000000000002	0.16952538403830078	25	3.050988516758917	
PA4577	PA4577	0.0494020052767991	5382.0	0.7500000000000021	0.970918182788261	323.5	-0.16137999999999994	0.24939177178353994	25	3.654410863206169	
PA1130	PA1130	0.0348358394741371	5381.0	0.7490000000000001	0.9696708513431701	4193.5	0.09445999999999981	0.11729769108270333	25	5.580160990027523	rhlC
PA1710	PA1710	0.113744254750839	5380.0	0.741000000000001	0.9621645734876629	5545.0	0.35971999999999993	0.30112342015636445	25	1.2661917821005542	exsC
PA2444	PA2444	0.10333225740794999	5379.0	0.7385000000000029	0.973836393889253	3827.5	0.13741999999999993	0.25836971571761247	25	2.3264336469563593	glyA2
PA5208	PA5208	0.0408276378348447	5378.0	0.738500000000002	0.9696708513431701	4993.5	0.11111999999999966	0.19006332716579827	25	3.300899807213829	
PA5413	PA5413	0.0476046188289618	5377.0	0.7369999999999979	0.970918182788261	4397.0	0.09314000000000046	0.10066296074856267	25	6.396195732889676	ltaA
PA0852	PA0852	0.0673734429341993	5376.0	0.7315	0.9621645734876629	5262.0	0.1547600000000004	0.3816091783487394	25	1.5113368145273929	cbpD
PA0355	PA0355	0.0376310754094862	5375.0	0.730999999999999	0.970918182788261	4477.0	0.12058000000000009	0.2164031095740849	25	2.820754291384263	pfpI
PA3465	PA3465	0.0468352398311481	5374.0	0.728999999999999	0.9621645734876629	4920.0	0.07643999999999976	0.12337656787250964	25	5.289172905784815	
PA1106	PA1106	0.043758306586349	5373.0	0.7280000000000011	0.9854623170734692	4817.5	0.10184000000000004	0.1009255831458668	25	6.204175200008682	
PA2623	PA2623	0.0450572298135137	5372.0	0.726500000000001	0.9655365157725279	4714.5	0.13989999999999997	0.21025985906333394	25	2.7898810672336034	icd
PA2071	PA2071	0.0459988855788772	5371.0	0.7200000000000021	0.9696708513431701	5316.0	0.18030000000000004	0.1080052082077529	25	4.996981247069722	fusA2
PA2222	PA2222	0.09245320772714802	5370.0	0.7194999999999979	0.9696708513431701	4600.5	0.07035999999999981	0.1641635693447241	25	3.954226888408358	
PA1177	PA1177	0.049544433375362	5369.0	0.718000000000003	0.9621645734876629	5517.0	0.31285999999999986	0.17007428034048347	25	2.382135612680091	napE
PA2730	PA2730	0.0629791299953252	5368.0	0.7174999999999989	0.970918182788261	5443.5	0.14152	0.2471329972572126	25	2.330647895637048	
PA3335	PA3335	0.150260863222726	5367.0	0.7174999999999979	0.9696708513431701	1836.0	-0.036020000000000024	0.18182990448951683	25	4.144092810890967	
PA5174	PA5174	0.0719925495608931	5366.0	0.7170000000000011	0.9696708513431701	5203.0	0.18088	0.23624758728926692	25	2.2693141807351602	
PA1586	PA1586	0.0417390125690332	5365.0	0.7155000000000021	0.9787099126267579	4582.0	0.09310000000000017	0.15322947116443786	25	4.061881799044224	sucB
