pathway	Pathway ID	Adj P-value (Real)	Rank (Real)	padj (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean padj (simulated)	Std deviation (simulated)	Number of experiments (simulated)	abs(Z score)
KEGG-Module-M00144: NADH:quinone oxidoreductase, prokaryotes	KEGG-Module-M00144: NADH:quinone oxidoreductase, prokaryotes	0.0011724386724386725	159.0	0.0011724386724386725	0.00139094650205761	162.5	0.005461801475650107	0.010780287347408017	25	0.3978894685254153
KEGG-Pathway-pae00250: Alanine, aspartate and glutamate metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00250: Alanine, aspartate and glutamate metabolism - Pseudomonas aeruginosa PAO1	0.0011724386724386725	159.0	0.0011724386724386725	0.00171538773853025	152.0	0.0028039261560960037	0.0028182333984967172	25	0.5789043180481744
KEGG-Pathway-pae00680: Methane metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00680: Methane metabolism - Pseudomonas aeruginosa PAO1	0.0011724386724386725	159.0	0.0011724386724386725	0.00139094650205761	162.5	0.001494536710491147	0.0006082377193806825	25	0.5295594597132842
KEGG-Pathway-pae00010: Glycolysis / Gluconeogenesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00010: Glycolysis / Gluconeogenesis - Pseudomonas aeruginosa PAO1	0.0011724386724386725	159.0	0.0011724386724386725	0.0016927083333333301	153.0	0.002146600064843297	0.001547831901389218	25	0.6293715690510645
KEGG-Module-M00335: Sec (secretion) system	KEGG-Module-M00335: Sec (secretion) system	0.0011724386724386725	159.0	0.0011724386724386725	0.0013930102209034	154.5	0.0021685016604315447	0.0024801465989877877	25	0.40161456117125954
KEGG-Module-M00011: Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	KEGG-Module-M00011: Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	0.0011724386724386725	159.0	0.0011724386724386725	0.0013930102209034	154.5	0.0015684141585461339	0.0005718640556958621	25	0.6924294019941959
KEGG-Pathway-pae00240: Pyrimidine metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00240: Pyrimidine metabolism - Pseudomonas aeruginosa PAO1	0.0011724386724386725	159.0	0.0011724386724386725	0.00139094650205761	162.5	0.0014290045906765437	0.00034231516717292605	25	0.7495020461896822
KEGG-Pathway-pae00270: Cysteine and methionine metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00270: Cysteine and methionine metabolism - Pseudomonas aeruginosa PAO1	0.0011724386724386725	159.0	0.0011724386724386725	0.00442464636490803	142.0	0.020168329110743337	0.0286244787389745	25	0.6636239776286389
KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)	KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)	0.0011724386724386725	159.0	0.0011724386724386725	0.00139094650205761	162.5	0.0014290045906765437	0.00034231516717292605	25	0.7495020461896822
KEGG-Module-M00360: Aminoacyl-tRNA biosynthesis, prokaryotes	KEGG-Module-M00360: Aminoacyl-tRNA biosynthesis, prokaryotes	0.0011724386724386725	159.0	0.0011724386724386725	0.00139094650205761	162.5	0.001468555615026859	0.00042840871720727406	25	0.6912019543358596
KEGG-Module-M00157: F-type ATPase, prokaryotes and chloroplasts	KEGG-Module-M00157: F-type ATPase, prokaryotes and chloroplasts	0.0011860148497480595	148.0	0.0011860148497480595	0.00139094650205761	162.5	0.0014334073540088216	0.00034631180270138916	25	0.7143634791854867
KEGG-Pathway-pae00400: Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00400: Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas aeruginosa PAO1	0.001761958380249385	146.5	0.001761958380249385	0.00237693389592124	150.0	0.0063268559941765425	0.008786024208961149	25	0.5195635142083118
KEGG-Pathway-pae02040: Flagellar assembly - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae02040: Flagellar assembly - Pseudomonas aeruginosa PAO1	0.001761958380249385	146.5	0.001761958380249385	0.00244343237186438	149.0	0.013064049588663798	0.024862511189508753	25	0.4545836549762344
KEGG-Module-M00002: Glycolysis, core module involving three-carbon compounds	KEGG-Module-M00002: Glycolysis, core module involving three-carbon compounds	0.002007102053419793	144.5	0.002007102053419793	0.00288091098155535	146.0	0.008403010369379125	0.012738986507435188	25	0.5020735607362737
KEGG-Module-M00156: Cytochrome c oxidase, cbb3-type	KEGG-Module-M00156: Cytochrome c oxidase, cbb3-type	0.002007102053419793	144.5	0.002007102053419793	0.00318267419962335	144.0	0.05854792315074722	0.17040263059427163	25	0.33180720802339625
KEGG-Pathway-pae00260: Glycine, serine and threonine metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00260: Glycine, serine and threonine metabolism - Pseudomonas aeruginosa PAO1	0.0021829548683768634	143.0	0.0021829548683768634	0.0278337163775743	117.0	0.04548529738266358	0.05128937326378839	25	0.8442751345698208
KEGG-Pathway-pae00540: Lipopolysaccharide biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00540: Lipopolysaccharide biosynthesis - Pseudomonas aeruginosa PAO1	0.002406264831514001	142.0	0.002406264831514001	0.00306116904053181	145.0	0.00938112726325454	0.013537281772734687	25	0.5152336007209767
KEGG-Module-M00048: Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	KEGG-Module-M00048: Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	0.004158996722021519	141.0	0.004158996722021519	0.0194815291405287	122.0	0.05088416541184221	0.05973182426330516	25	0.7822491488599186
KEGG-Pathway-pae00030: Pentose phosphate pathway - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00030: Pentose phosphate pathway - Pseudomonas aeruginosa PAO1	0.00432833909591497	140.0	0.00432833909591497	0.0054480980012894895	141.0	0.011975374665717345	0.013324571962062645	25	0.5739047822004942
KEGG-Module-M00010: Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	KEGG-Module-M00010: Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	0.004395044262516774	139.0	0.004395044262516774	0.0027631987704583	147.0	0.0034556576484382094	0.0022633876833638342	25	0.41503566577796924
KEGG-Pathway-pae02030: Bacterial chemotaxis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae02030: Bacterial chemotaxis - Pseudomonas aeruginosa PAO1	0.0074105472404115994	138.0	0.0074105472404115994	0.007527050747989209	136.0	0.02848960814528299	0.06364156933620847	25	0.33121529096044133
KEGG-Module-M00034: Methionine salvage pathway	KEGG-Module-M00034: Methionine salvage pathway	0.00786825019257955	136.5	0.00786825019257955	0.0610327378986991	101.5	0.08878595614585696	0.0741907502729167	25	1.0906710830610966
KEGG-Module-M00506: CheA-CheYBV (chemotaxis) two-component regulatory system	KEGG-Module-M00506: CheA-CheYBV (chemotaxis) two-component regulatory system	0.00786825019257955	136.5	0.00786825019257955	0.009326060690552541	133.0	0.055470287696739284	0.1644621630195244	25	0.2894406630083576
KEGG-Module-M00436: Sulfonate transport system	KEGG-Module-M00436: Sulfonate transport system	0.00948949511019606	135.0	0.00948949511019606	0.00710076574825895	138.0	0.011055999112173183	0.012164361246268561	25	0.12877815532300563
KEGG-Pathway-pae00630: Glyoxylate and dicarboxylate metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00630: Glyoxylate and dicarboxylate metabolism - Pseudomonas aeruginosa PAO1	0.010914774341884316	134.0	0.010914774341884316	0.0242885886749066	120.0	0.04150501954808197	0.04132650248599518	25	0.7402089062960058
KEGG-Pathway-pae00523: Polyketide sugar unit biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00523: Polyketide sugar unit biosynthesis - Pseudomonas aeruginosa PAO1	0.011231723526805494	133.0	0.011231723526805494	0.007357102433503109	137.0	0.013530855539922816	0.016624439646320887	25	0.138298316336102
KEGG-Module-M00331: Type II general secretion pathway	KEGG-Module-M00331: Type II general secretion pathway	0.012013420910460917	132.0	0.012013420910460917	0.0290949335956714	114.0	0.05539952639546006	0.07457229771371651	25	0.5817992312850363
KEGG-Pathway-pae03440: Homologous recombination - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae03440: Homologous recombination - Pseudomonas aeruginosa PAO1	0.012345679012345678	131.0	0.012345679012345678	0.0158333044172247	129.0	0.024322041464347192	0.02114274055486366	25	0.5664526990209167
KEGG-Module-M00188: NitT/TauT family transport system	KEGG-Module-M00188: NitT/TauT family transport system	0.014102136181575433	130.0	0.014102136181575433	0.00816326530612245	134.0	0.019527424028037987	0.01935585839869769	25	0.2802917718610496
KEGG-Module-M00332: Type III secretion system	KEGG-Module-M00332: Type III secretion system	0.014208181147303621	129.0	0.014208181147303621	0.0170401943260461	125.0	0.058032421181112695	0.09569728523235588	25	0.4579465334612419
KEGG-Pathway-pae00520: Amino sugar and nucleotide sugar metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00520: Amino sugar and nucleotide sugar metabolism - Pseudomonas aeruginosa PAO1	0.014484236302418121	126.5	0.014484236302418121	0.279780505952381	67.0	0.3031615182879509	0.22391505879077167	25	1.2892267431431468
KEGG-Pathway-pae00364: Fluorobenzoate degradation - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00364: Fluorobenzoate degradation - Pseudomonas aeruginosa PAO1	0.014484236302418121	126.5	0.014484236302418121	0.0281460262474186	116.0	0.04991896507230502	0.05196011979267851	25	0.6819601053899006
KEGG-Pathway-pae00760: Nicotinate and nicotinamide metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00760: Nicotinate and nicotinamide metabolism - Pseudomonas aeruginosa PAO1	0.014484236302418121	126.5	0.014484236302418121	0.007594140379257659	135.0	0.008784088367526697	0.007213128132076093	25	0.7902463162332316
KEGG-Pathway-pae03030: DNA replication - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae03030: DNA replication - Pseudomonas aeruginosa PAO1	0.014484236302418121	126.5	0.014484236302418121	0.0054745707806932295	140.0	0.012348222733443477	0.016717565123709748	25	0.127770614510437
KEGG-Pathway-pae00521: Streptomycin biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00521: Streptomycin biosynthesis - Pseudomonas aeruginosa PAO1	0.015074066704631997	123.5	0.015074066704631997	0.0158786446020489	128.0	0.02147860643367991	0.01844575079262182	25	0.3472094901992109
KEGG-Module-M00125: Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	KEGG-Module-M00125: Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	0.015074066704631997	123.5	0.015074066704631997	0.0182544826096349	124.0	0.026407214939145288	0.03501901813679557	25	0.32362838358980717
KEGG-Module-M00115: NAD biosynthesis, aspartate => NAD	KEGG-Module-M00115: NAD biosynthesis, aspartate => NAD	0.016127121600010532	121.5	0.016127121600010532	0.0137580323028829	130.0	0.018784817621466637	0.012616363678423514	25	0.21065467746473518
KEGG-Module-M00018: Threonine biosynthesis, aspartate => homoserine => threonine	KEGG-Module-M00018: Threonine biosynthesis, aspartate => homoserine => threonine	0.016127121600010532	121.5	0.016127121600010532	0.0341816011538653	111.0	0.0651175077765104	0.080440145962782	25	0.6090290562024429
KEGG-Pathway-pae00300: Lysine biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00300: Lysine biosynthesis - Pseudomonas aeruginosa PAO1	0.01706139154160982	120.0	0.01706139154160982	0.0128731546302006	131.0	0.03870052910475544	0.05389096174457137	25	0.4015355611152255
KEGG-Module-M00050: Guanine ribonucleotide biosynthesis IMP => GDP,GTP	KEGG-Module-M00050: Guanine ribonucleotide biosynthesis IMP => GDP,GTP	0.01763188345315553	119.0	0.01763188345315553	0.016156594686966	127.0	0.040807346333967445	0.061227264131758836	25	0.3785154082818263
KEGG-Pathway-pae00550: Peptidoglycan biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00550: Peptidoglycan biosynthesis - Pseudomonas aeruginosa PAO1	0.018571428571428572	118.0	0.018571428571428572	0.00593920224916535	139.0	0.014886542301081471	0.020969128178981687	25	0.17572911181117346
KEGG-Module-M00616: Sulfate-sulfur assimilation	KEGG-Module-M00616: Sulfate-sulfur assimilation	0.018813620529083863	117.0	0.018813620529083863	0.0737019778231831	97.0	0.12001726318559056	0.10941154691735183	25	0.9249813708689697
KEGG-Module-M00210: Putative ABC transport system	KEGG-Module-M00210: Putative ABC transport system	0.02270772868967	116.0	0.02270772868967	0.0202314445331205	121.0	0.03201704199784805	0.03651263470339726	25	0.25496142318406506
KEGG-Pathway-pae03430: Mismatch repair - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae03430: Mismatch repair - Pseudomonas aeruginosa PAO1	0.023266799117940974	114.0	0.023266799117940974	0.0436911188737165	107.0	0.06695515199619347	0.0682745362199708	25	0.6398923419632593
KEGG-Pathway-pae00450: Selenocompound metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00450: Selenocompound metabolism - Pseudomonas aeruginosa PAO1	0.023266799117940974	114.0	0.023266799117940974	0.0255364158355999	118.0	0.06005430749531429	0.07439531867889153	25	0.494486871360243
KEGG-Pathway-pae00770: Pantothenate and CoA biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00770: Pantothenate and CoA biosynthesis - Pseudomonas aeruginosa PAO1	0.023266799117940974	114.0	0.023266799117940974	0.0127609235519162	132.0	0.01848778252026068	0.01390427442838393	25	0.34370844895901204
KEGG-Module-M00452: CusS-CusR (copper tolerance) two-component regulatory system	KEGG-Module-M00452: CusS-CusR (copper tolerance) two-component regulatory system	0.026443953292780722	112.0	0.026443953292780722	0.146447140381283	86.0	0.1790951024991582	0.1290643101643088	25	1.1827526061390696
KEGG-Pathway-pae01220: Degradation of aromatic compounds - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae01220: Degradation of aromatic compounds - Pseudomonas aeruginosa PAO1	0.02972534163171425	110.5	0.02972534163171425	0.0166502463054187	126.0	0.08485781124521875	0.17291007723281834	25	0.3188505291063531
KEGG-Pathway-pae00670: One carbon pool by folate - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00670: One carbon pool by folate - Pseudomonas aeruginosa PAO1	0.02972534163171425	110.5	0.02972534163171425	0.0303727920032863	113.0	0.06125828704948998	0.06921981589931983	25	0.45554795267933657
KEGG-Pathway-pae00460: Cyanoamino acid metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00460: Cyanoamino acid metabolism - Pseudomonas aeruginosa PAO1	0.03673000496770989	109.0	0.03673000496770989	0.223873401165001	74.0	0.2999373624943924	0.21478812440521777	25	1.2254278873915643
KEGG-Module-M00240: Iron complex transport system	KEGG-Module-M00240: Iron complex transport system	0.03749155482055884	108.0	0.03749155482055884	0.0486564685335484	105.0	0.10935612681464253	0.15510288867064934	25	0.46333483928003
KEGG-Module-M00258: Putative ABC transport system	KEGG-Module-M00258: Putative ABC transport system	0.040321781955361076	107.0	0.040321781955361076	0.19390295126702398	81.0	0.20646050102650776	0.14660264287518204	25	1.1332586903811668
KEGG-Module-M00176: Assimilatory sulfate reduction, sulfate => H2S	KEGG-Module-M00176: Assimilatory sulfate reduction, sulfate => H2S	0.04267760473874157	106.0	0.04267760473874157	0.075056813156812	96.0	0.10731060995596861	0.08991638674130706	25	0.7188123050715851
KEGG-Pathway-pae00440: Phosphonate and phosphinate metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00440: Phosphonate and phosphinate metabolism - Pseudomonas aeruginosa PAO1	0.04308476736775016	105.0	0.04308476736775016	0.03723953670931399	110.0	0.05968520947955033	0.07638692931851335	25	0.21732045337993242
KEGG-Module-M00119: Pantothenate biosynthesis, valine/L-aspartate => pantothenate	KEGG-Module-M00119: Pantothenate biosynthesis, valine/L-aspartate => pantothenate	0.04419687222135049	104.0	0.04419687222135049	0.0399064056328353	108.0	0.055728137425064245	0.04162115872613948	25	0.27705295951964287
KEGG-Module-M00008: Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	KEGG-Module-M00008: Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	0.04636443708577397	103.0	0.04636443708577397	0.0520475959726485	104.0	0.08082731285707463	0.0704099766240492	25	0.48946012232490266
KEGG-Module-M00529: Denitrification, nitrate => nitrogen	KEGG-Module-M00529: Denitrification, nitrate => nitrogen	0.04749202341527527	102.0	0.04749202341527527	0.50792770620645	34.0	0.4531397882409254	0.25822300972765483	25	1.570920288062178
KEGG-Module-M00024: Phenylalanine biosynthesis, chorismate => phenylalanine	KEGG-Module-M00024: Phenylalanine biosynthesis, chorismate => phenylalanine	0.050993110002375865	101.0	0.050993110002375865	0.0610327378986991	101.5	0.06157033247257525	0.018115781841947624	25	0.5838678431039347
KEGG-Pathway-pae00480: Glutathione metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00480: Glutathione metabolism - Pseudomonas aeruginosa PAO1	0.05754129237902057	100.0	0.05754129237902057	0.044621501568664006	106.0	0.08966686032892004	0.10821040496245092	25	0.29688058150274055
KEGG-Pathway-pae00900: Terpenoid backbone biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00900: Terpenoid backbone biosynthesis - Pseudomonas aeruginosa PAO1	0.06922103068215668	98.5	0.06922103068215668	0.0244076774886847	119.0	0.04451879568435751	0.055759308233084504	25	0.4430154494481735
KEGG-Pathway-pae00500: Starch and sucrose metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00500: Starch and sucrose metabolism - Pseudomonas aeruginosa PAO1	0.06922103068215668	98.5	0.06922103068215668	0.19612875371774	80.0	0.21742582583663142	0.1340326896056411	25	1.1057361871236908
KEGG-Pathway-pae00910: Nitrogen metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00910: Nitrogen metabolism - Pseudomonas aeruginosa PAO1	0.07129251700680272	96.0	0.07129251700680272	0.607311325533614	24.0	0.5777559829460701	0.24388172570871167	25	2.0766765712662663
KEGG-Module-M00019: Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	KEGG-Module-M00019: Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	0.07129251700680272	96.0	0.07129251700680272	0.0289808917197452	115.0	0.045272906522978495	0.035689599940397845	25	0.7290530162085694
KEGG-Module-M00016: Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	KEGG-Module-M00016: Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	0.07129251700680272	96.0	0.07129251700680272	0.0374291115311909	109.0	0.10642622968432044	0.10830239591486877	25	0.32440383595146516
KEGG-Module-M00023: Tryptophan biosynthesis, chorismate => tryptophan	KEGG-Module-M00023: Tryptophan biosynthesis, chorismate => tryptophan	0.0792143631286242	94.0	0.0792143631286242	0.0194652552000712	123.0	0.054184194773958215	0.08584936801627238	25	0.2915591451986184
KEGG-Module-M00049: Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	KEGG-Module-M00049: Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	0.08268217809672186	93.0	0.08268217809672186	0.0721297481860862	98.0	0.1205460208066494	0.10998120607315846	25	0.34427557272595166
KEGG-Pathway-pae00640: Propanoate metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00640: Propanoate metabolism - Pseudomonas aeruginosa PAO1	0.0915314380576883	91.5	0.0915314380576883	0.0320192191099794	112.0	0.054650585943311104	0.06531319133982183	25	0.5646769260207736
KEGG-Pathway-pae00401: Novobiocin biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00401: Novobiocin biosynthesis - Pseudomonas aeruginosa PAO1	0.0915314380576883	91.5	0.0915314380576883	0.17841579034217897	82.0	0.19020175452752117	0.11657442149683908	25	0.8464148069781183
KEGG-Module-M00083: Fatty acid biosynthesis, elongation	KEGG-Module-M00083: Fatty acid biosynthesis, elongation	0.09452933151432469	90.0	0.09452933151432469	0.163372213594865	83.0	0.16819209333881383	0.08723694235410563	25	0.8443987127091502
KEGG-Pathway-pae00750: Vitamin B6 metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00750: Vitamin B6 metabolism - Pseudomonas aeruginosa PAO1	0.09533617990955533	89.0	0.09533617990955533	0.0837166513339466	91.0	0.08466094847635447	0.03988996599185728	25	0.26761695999891266
KEGG-Pathway-pae00627: Aminobenzoate degradation - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00627: Aminobenzoate degradation - Pseudomonas aeruginosa PAO1	0.09934374728970521	88.0	0.09934374728970521	0.105493133583021	90.0	0.14497780828898976	0.11981492261663208	25	0.38087126380157477
KEGG-Module-M00053: Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	KEGG-Module-M00053: Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	0.11262606415440811	87.0	0.11262606415440811	0.0820707070707071	93.0	0.10787263080953827	0.08344369086241343	25	0.056965760931015935
KEGG-Module-M00324: Dipeptide transport system	KEGG-Module-M00324: Dipeptide transport system	0.11901586305320809	86.0	0.11901586305320809	0.3930332180018499	52.0	0.39720940404426647	0.2613950848245978	25	1.0642646214167828
KEGG-Module-M00200: Putative sorbitol/mannitol transport system	KEGG-Module-M00200: Putative sorbitol/mannitol transport system	0.11986101343377874	84.5	0.11986101343377874	0.19741435883974304	79.0	0.2346246746837093	0.11991466474213232	25	0.9570444240220441
KEGG-Pathway-pae00730: Thiamine metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00730: Thiamine metabolism - Pseudomonas aeruginosa PAO1	0.11986101343377874	84.5	0.11986101343377874	0.0834224598930481	92.0	0.09113237050604331	0.05910774733059911	25	0.4860385351356992
KEGG-Module-M00533: Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	KEGG-Module-M00533: Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	0.1216636418632789	83.0	0.1216636418632789	0.0679659706109822	99.0	0.12468877054186493	0.15099905753609744	25	0.0200340898012748
KEGG-Pathway-pae00650: Butanoate metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00650: Butanoate metabolism - Pseudomonas aeruginosa PAO1	0.12491960806567548	81.5	0.12491960806567548	0.0801470635517745	94.0	0.13604032439345512	0.14754803402590763	25	0.07537014234853835
KEGG-Pathway-pae00061: Fatty acid biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00061: Fatty acid biosynthesis - Pseudomonas aeruginosa PAO1	0.12491960806567548	81.5	0.12491960806567548	0.15275077594733802	84.0	0.21518607917969615	0.1716176942432499	25	0.525974151511892
KEGG-Pathway-pae00340: Histidine metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00340: Histidine metabolism - Pseudomonas aeruginosa PAO1	0.13359109850925807	80.0	0.13359109850925807	0.282632796927556	66.0	0.31432240910632225	0.15319494465848027	25	1.179747223382411
KEGG-Module-M00124: Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	KEGG-Module-M00124: Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	0.13417601498777673	78.5	0.13417601498777673	0.0784660339745447	95.0	0.09108373191848346	0.04912394925702561	25	0.8772153648279877
KEGG-Pathway-pae00362: Benzoate degradation - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00362: Benzoate degradation - Pseudomonas aeruginosa PAO1	0.13417601498777673	78.5	0.13417601498777673	0.424228026622639	47.0	0.513007942309469	0.22756080346303162	25	1.6647503504848338
KEGG-Pathway-pae00290: Valine, leucine and isoleucine biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00290: Valine, leucine and isoleucine biosynthesis - Pseudomonas aeruginosa PAO1	0.16614439324116742	77.0	0.16614439324116742	0.145473573319657	87.0	0.15918099812702807	0.08154312774672763	25	0.08539524183776226
KEGG-Pathway-pae00281: Geraniol degradation - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00281: Geraniol degradation - Pseudomonas aeruginosa PAO1	0.17014498250211182	75.5	0.17014498250211182	0.36849143820682007	54.0	0.4273378175621901	0.22815906777172437	25	1.127252305033971
