	Gene ID	Gene Name_grp_1v3	Test statistic (Real)_grp_1v3	Test statistic (Real)_grp_1v3_raw	Adj P-value (Real)_grp_1v3	Mean test statistic (simulated)_grp_1v3	Std deviation (simulated)_grp_1v3	Median adj p-value (simulated)_grp_1v3	Test statistic (Real)_grp_1v4	Test statistic (Real)_grp_1v4_raw	Adj P-value (Real)_grp_1v4	Mean test statistic (simulated)_grp_1v4	Std deviation (simulated)_grp_1v4	Median adj p-value (simulated)_grp_1v4	Z score_grp_1v3	Z score_grp_1v4	max Z score
51	PA0887	acsA	1.4895	-1.4895	0.0016025893473352699	0.21540000000000006	0.19338023856295794	0.9621645734876628	1.6175	-1.6175	0.0005292062358225719	0.15055999999999992	0.14079937854976485	0.942003875103156	6.588573938413035	10.418653939452703	10.418653939452703
52	PA4130		1.475	-1.475	0.0034870064434621303	0.18246000000000007	0.14429584193593342	0.96967085134317	0.0349999999999984	0.0349999999999984	0.972643612920928	0.13803999999999986	0.10379706964392894	0.94374678276129	8.957569273367426	-0.9927062522427214	8.957569273367426
53	PA2366	hsiC3	1.469	1.469	0.00296175815527018	0.21548	0.17297485848141805	0.967446882483587	1.2105	1.2105	0.00496554607390511	0.31462	0.31783339713336195	0.8898138072829251	7.246833505197867	2.818709449920052	7.246833505197867
54	PA5446		1.464	1.464	0.0023563519979474604	0.27651999999999943	0.19739303432492236	0.969846637274298	0.0775000000000041	0.0775000000000041	0.94804729521508	0.2530399999999994	0.2066747605941921	0.929139260614198	6.015815117595933	-0.8493538325401513	6.015815117595933
55	PA4500	dppA3	1.455	-1.455	0.00271819723897262	0.2534200000000001	0.2125327759037021	0.970918182788261	1.864	-1.864	0.00111234191402757	0.2395600000000001	0.15342834375260173	0.8898138072829251	5.6536221055355345	10.587613476551354	10.587613476551354
56	PA3329		1.4465	1.4465	0.0023563519979474604	0.20030000000000026	0.1332198214731322	0.96967085134317	1.759	1.759	0.0008249682765050258	0.20413999999999985	0.13060456538727885	0.8934534717269151	9.354463819419946	11.905096850094088	11.905096850094088
57	PA3183	zwf	1.436	1.436	0.00505036352382426	0.20941999999999986	0.24318685716954344	0.967446882483587	0.470499999999999	0.470499999999999	0.5678478413409439	0.1600599999999998	0.15466430853087382	0.8942291263999409	5.043775861393946	2.007185775107446	5.043775861393946
58	PA3877	narK1	1.414	-1.414	0.0127955477335196	0.2444199999999999	0.20275907706766996	0.9627488062498348	0.5900000000000021	-0.5900000000000021	0.24308486041833496	0.20443999999999984	0.14355873652736467	0.929139260614198	5.7683237510972605	2.6857299620111106	5.7683237510972605
59	PA0447	gcdH	1.412	1.412	0.00184478485488418	0.15794000000000016	0.13662405229924451	0.970836289039364	1.28	1.28	0.0030538672939520303	0.1578000000000001	0.15529924071503626	0.8934534717269151	9.17891087912735	7.226049495368506	9.17891087912735
60	PA4496	dppA1	1.4065	-1.4065	0.00251707150267013	0.17128000000000035	0.1453804692293064	0.983471871128751	1.3769999999999998	-1.3769999999999998	0.00216620547662831	0.17440000000000022	0.1553921115543942	0.9164044680666592	8.496464528888719	7.739131594070884	8.496464528888719
61	PA4129		1.383	-1.383	0.00265168244712915	0.20721999999999974	0.13476523414194516	0.96967085134317	0.0494999999999992	0.0494999999999992	0.9572577132228092	0.1669799999999996	0.11960869185250148	0.942003875103156	8.72465370973628	-0.9822028665347654	8.72465370973628
62	PA1073	braD	1.381	-1.381	0.00244552405489442	0.13353999999999994	0.09450847845563888	0.970836289039364	2.1495	-2.1495	0.00352850829111765	0.17113999999999965	0.15177412768101628	0.945533449385093	13.199450677703405	13.034896198895769	13.199450677703405
63	PA0514	nirL	1.3805	-1.3805	0.00244552405489442	0.20536000000000015	0.16845959703541166	0.96967085134317	1.0735	-1.0735	0.00554564089601353	0.2389999999999999	0.1575204351822326	0.903419209949188	6.975797287185578	5.297725333443764	6.975797287185578
64	PA3330		1.365	1.365	0.0188071622306355	0.2024400000000004	0.1822508184709561	0.970918182788261	1.5215	1.5215	0.00643781164433116	0.19344	0.13594685849012214	0.909767108747887	6.378901393988897	9.76896424639703	9.76896424639703
65	PA3331		1.3585	1.3585	0.0050609402784147	0.22279999999999994	0.20104109239987053	0.970918182788261	1.7315	1.7315	0.00187036318188848	0.22202000000000036	0.15486670881761566	0.8934534717269151	5.6490938565987	9.746962478409053	9.746962478409053
66	PA3392	nosZ	1.3465	-1.3465	0.0025258611685787893	0.21989999999999987	0.14618980242593296	0.971568611816902	1.7275	-1.7275	0.000565738009069425	0.22916000000000006	0.17093454644005282	0.9164044680666592	7.706419882267728	8.765577416648611	8.765577416648611
67	PA1989	pqqE	1.332	1.332	0.0050542897098537	0.13090000000000004	0.12080209366287176	0.969334056434922	1.155	1.155	0.00284833115511353	0.17507999999999993	0.14165389746373572	0.8934534717269151	9.942708471195603	6.917705884166483	9.942708471195603
68	PA4501	opdD	1.3125	-1.3125	0.0047420234715750105	0.1833999999999998	0.1524328404030223	0.96967085134317	0.9019999999999988	-0.9019999999999988	0.011012340137176002	0.1052199999999997	0.08620724544182265	0.926599552778621	7.407196487415277	9.24261059399827	9.24261059399827
69	PA1984	exaC	1.3119999999999998	-1.3119999999999998	0.0025177700883192693	0.18679999999999994	0.1560945226457352	0.96967085134317	1.6975	-1.6975	0.011829892994122	0.15975999999999968	0.1815366767350329	0.8934534717269151	7.208452807493451	8.470684974829924	8.470684974829924
70	PA3333	fabH2	1.3115	1.3115	0.00894999197334118	0.20598000000000002	0.1527214566894036	0.9621645734876628	1.7345	1.7345	0.00274790453523198	0.1933999999999999	0.1357033375909872	0.895874898618688	7.238799471696667	11.356389808516786	11.356389808516786
71	PA4770	lldP	1.3085	1.3085	0.0620374425970204	0.1735000000000003	0.11199069901856464	0.9621645734876628	0.258999999999999	0.258999999999999	0.8782454906354108	0.2010400000000006	0.13557216098201486	0.8898138072829251	10.134770208121044	0.4275213995274991	10.134770208121044
72	PA1338	ggt	1.3055	-1.3055	0.0035296267088356704	0.13019999999999993	0.10119453213159946	0.9908009172551658	1.8085	-1.8085	0.000488063762378521	0.21057999999999968	0.14119841831031038	0.922140659081562	11.61426388603259	11.316840649647132	11.61426388603259
73	PA2634	aceA	1.3025	1.3025	0.00442950063484837	0.2004200000000001	0.14812126788547286	0.9621645734876628	1.339	1.339	0.0030538672939520303	0.15778000000000006	0.1314895496481249	0.9164044680666592	7.4403899975534	8.98337550901213	8.98337550901213
74	PA5168	dctQ	1.293	-1.293	0.00514539511203675	0.09601999999999934	0.10346854191814342	0.981101111789734	1.177	-1.177	0.00525412898387129	0.09644000000000004	0.09647984677295716	0.949273992250891	11.568540329358868	11.19985194983618	11.568540329358868
75	PA1000	pqsE	1.2865	-1.2865	0.0100899233327267	0.25727999999999923	0.14866454688324293	0.9621645734876628	1.07	-1.07	0.0157928920609443	0.2315799999999999	0.12085706778394605	0.9164044680666592	6.923103198291937	6.93728563313176	6.93728563313176
76	PA2365	hsiB3	1.2815	1.2815	0.0166238090855532	0.23167999999999986	0.16942733693238576	0.9621645734876628	1.3845	1.3845	0.0022982180518106693	0.2875	0.2701248553909842	0.929139260614198	6.196284607949409	4.061085006087944	6.196284607949409
77	PA0482	glcB	1.2665	1.2665	0.00328609866871539	0.1612199999999995	0.12499892332869672	0.9621645734876628	1.0875	1.0875	0.00643781164433116	0.09623999999999999	0.07563551855224214	0.9208842443935992	8.842316162144533	13.105747391886096	13.105747391886096
78	PA1175	napD	1.264	1.264	0.00789103104642556	0.24610000000000026	0.16195954999114234	0.9631854938334058	1.808	1.808	0.000703245522148271	0.3448400000000001	0.20064114524859164	0.8898138072829251	6.284902619547099	7.2924224898495495	7.2924224898495495
79	PA0105	coxB	1.257	1.257	0.00442950063484837	0.29942	0.2092967231786808	0.970918182788261	1.014	1.014	0.00849789428466698	0.4783400000000001	0.28564808331231634	0.8898138072829251	4.5752269097041465	1.8752445099179276	4.5752269097041465
80	PA1070	braG	1.256	-1.256	0.0036988393861516603	0.1456199999999998	0.1288927428782036	0.9679037971685992	1.9885	-1.9885	0.000488063762378521	0.14418000000000022	0.14963503377662993	0.9351967350740148	8.614759645927055	12.325455833779793	12.325455833779793
81	PA3049	rmf	1.256	1.256	0.0127483316114705	0.35546000000000044	0.2655777867844623	0.9621645734876628	0.667000000000002	0.667000000000002	0.19318311362698495	0.38588	0.2804359805136759	0.8898138072829251	3.3908709418188656	1.0024391288345853	3.3908709418188656
82	PA1585	sucA	1.256	1.256	0.0128991034583394	0.1339000000000001	0.12477646679829718	0.979784937829598	1.1375	1.1375	0.0110911845691035	0.14328000000000018	0.0817059106389086	0.9164044680666592	8.99288166104182	12.16827512508684	12.16827512508684
83	PA2264		1.255	1.255	0.0068178132319706795	0.1706600000000002	0.16195863154933499	0.970918182788261	0.439	0.439	0.3649183727902871	0.09724000000000058	0.07572924908294411	0.9514144833815648	6.695166473234206	4.512919435206327	6.695166473234206
84	PA5445		1.25	1.25	0.0059065821864707395	0.15239999999999976	0.12471191803512616	0.9621645734876628	1.2865	1.2865	0.00540594634234529	0.13662000000000038	0.1191939316128694	0.941866206360047	8.801083467346338	9.647135424097769	9.647135424097769
85	PA1203		1.2485	1.2485	0.0142432319230308	0.06380000000000025	0.06283775404431098	0.981101111789734	1.1145	1.1145	0.00442555445299137	0.0564200000000003	0.042645505820270116	0.952091866555669	18.85331546325782	24.81105522488789	24.81105522488789
86	PA3602		1.2485	1.2485	0.00402478894238795	0.0790199999999999	0.07796172672108596	0.9795219238869548	1.256	1.256	0.0030538672939520303	0.1446399999999997	0.12110236028528346	0.919918590179566	15.000693919773019	9.177030054426236	15.000693919773019
87	PA3684		1.24	1.24	0.00440360154686727	0.2340799999999999	0.15428401029702754	0.9621645734876628	0.8905000000000021	0.8905000000000021	0.0132080338524337	0.11678000000000012	0.09697584321193976	0.9164044680666592	6.519923860310625	7.978481798905778	7.978481798905778
88	PA0291	oprE	1.2305	-1.2305	0.0050542897098537	0.14565999999999998	0.11333309313700014	0.964864740900259	1.64	-1.64	0.00219740139953367	0.15458000000000038	0.11193940697240333	0.8934534717269151	9.572137934050874	13.269857686187345	13.269857686187345
89	PA0567		1.218	1.218	0.00695596923708928	0.2739400000000003	0.2860649445493104	0.9621645734876628	0.896000000000003	0.896000000000003	0.0435941585122277	0.2098200000000004	0.1511199771704593	0.916990371908299	3.300159694461507	4.5406306488917085	4.5406306488917085
90	PA0459		1.215	1.215	0.00753873414763126	0.18045999999999965	0.13953725010428786	0.96967085134317	0.8170000000000001	0.8170000000000001	0.0729000951560278	0.15898000000000004	0.13145036135363006	0.938148860731716	7.4140775973928275	5.005843979612831	7.4140775973928275
91	PA0795	prpC	1.213	-1.213	0.00566981553594484	0.22060000000000016	0.15876325403988625	0.9621645734876628	1.2695	-1.2695	0.00352850829111765	0.24627999999999994	0.18752300303340566	0.9164044680666592	6.250816701896764	5.45650391391035	6.250816701896764
92	PA3967		1.2085	1.2085	0.0202309207002557	0.1460200000000004	0.13501307652717698	0.967584366504568	0.653500000000001	0.653500000000001	0.317558063859443	0.12056000000000006	0.1034738614336974	0.929139260614198	7.869459961429228	5.150479479704073	7.869459961429228
93	PA3451		1.2085	1.2085	0.0068178132319706795	0.36588000000000015	0.18927236107437004	0.9621645734876628	0.8094999999999979	0.8094999999999979	0.040795780703275004	0.41864000000000057	0.18392285067386294	0.8898138072829251	4.451891418361461	2.1251301758751064	4.451891418361461
94	PA1557	ccoN2	1.206	-1.206	0.006659824637071	0.3636999999999995	0.3045678974656829	0.9679037971685992	0.7909999999999999	-0.7909999999999999	0.0357309778733573	0.3611399999999994	0.2048715817286527	0.897952128401982	2.7655573913363822	2.09819242070059	2.7655573913363822
95	PA3723		1.2005	1.2005	0.0055798481996009	0.24982000000000024	0.12098931426645312	0.9621645734876628	1.0590000000000002	1.0590000000000002	0.011012340137176002	0.3268400000000002	0.14455151330926966	0.8898138072829251	7.8575534191914675	5.065045555306883	7.8575534191914675
96	PA2746		1.197	1.197	0.0153777049365296	0.40069999999999983	0.18558135008669374	0.9621645734876628	0.9945	0.9945	0.0280000389827459	0.4763199999999994	0.21614895905370424	0.8898138072829251	4.290840645506734	2.3973282234093656	4.290840645506734
97	PA2248	bkdA2	1.1895	-1.1895	0.024514716542482003	0.29758	0.2262014073047877	0.9621645734876628	1.509	-1.509	0.00209507644312919	0.40642	0.2690168705986049	0.9164044680666592	3.9430347079945935	4.09855336413135	4.09855336413135
98	PA3688		1.1875	1.1875	0.00514539511203675	0.2022800000000004	0.1182668310784274	0.9621645734876628	1.1625	1.1625	0.005653150813525389	0.2318200000000002	0.14220355715194558	0.908816601906105	8.330484473255746	6.544702668763492	8.330484473255746
99	PA3871		1.186	-1.186	0.00440360154686727	0.12161999999999967	0.14274097169348374	0.990131445687908	1.083	-1.083	0.00643781164433116	0.12711999999999996	0.13014529380657586	0.926095298724795	7.456723793961606	7.3447142961669085	7.456723793961606
100	PA2265		1.1765	1.1765	0.009886844993219807	0.1282799999999998	0.12627929363122034	0.96967085134317	0.540000000000003	0.540000000000003	0.21845961864153104	0.10512	0.0760489535321384	0.942003875103156	8.300806647376165	5.718421882244862	8.300806647376165
101	PA1708	popB	1.175	1.175	0.00505036352382426	0.4011399999999998	0.30806011047629445	0.9621645734876628	0.8719999999999979	0.8719999999999979	0.0368000188276716	0.39981999999999984	0.2833261106922552	0.8898138072829251	2.5120422076182742	1.6665601304670197	2.5120422076182742
102	PA1176	napF	1.1715	1.1715	0.0288396058064263	0.2673400000000001	0.17922726029634345	0.96967085134317	0.6244999999999991	0.6244999999999991	0.098882133163338	0.3298599999999999	0.17399937260423312	0.8898138072829251	5.04476829308787	1.693339439045949	5.04476829308787
103	PA2014	liuB	1.171	-1.171	0.0126078689809391	0.3163000000000001	0.2155096672232283	0.9621645734876628	1.421	-1.421	0.00277414900715557	0.31322000000000033	0.2082080329862421	0.8934534717269151	3.965947379588723	5.3205439968456885	5.3205439968456885
104	PA1745		1.165	1.165	0.00648195465955921	0.22708000000000025	0.12341053439637965	0.9621645734876628	1.0855	1.0855	0.0054128594414468	0.2412000000000002	0.1247234440672648	0.910691683876124	7.599999502372423	6.769376890720393	7.599999502372423
105	PA1190		1.1635	1.1635	0.0139338244974255	0.4229999999999998	0.24898749131900855	0.9621645734876628	0.7185	0.7185	0.0383179084063934	0.5564599999999998	0.3643539922474665	0.8898138072829251	2.9740449854617568	0.4447323302277523	2.9740449854617568
