pathway	Pathway ID	Adj P-value (Real)	Rank (Real)	padj (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Mean padj (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
KEGG-Pathway-pae00760: Nicotinate and nicotinamide metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00760: Nicotinate and nicotinamide metabolism - Pseudomonas aeruginosa PAO1	0.0394876977916884	143.0	0.0394876977916884	0.0110338283684733	137.0	83.95061728395062	0.014148786698572304	0.012571673796604869	25	2.01555588405095
KEGG-Pathway-pae00250: Alanine, aspartate and glutamate metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00250: Alanine, aspartate and glutamate metabolism - Pseudomonas aeruginosa PAO1	0.041925080625155	141.5	0.041925080625155	0.00262846833395546	148.0	90.74074074074075	0.00422501880685259	0.004068559550670092	25	9.266193931484475
KEGG-Module-M00335: Sec (secretion) system	KEGG-Module-M00335: Sec (secretion) system	0.041925080625155	141.5	0.041925080625155	0.0015221933996253099	155.5	95.37037037037037	0.005354743505982165	0.011699165002778391	25	3.125892925733407
KEGG-Module-M00236: Putative polar amino acid transport system	KEGG-Module-M00236: Putative polar amino acid transport system	0.0508231372009898	139.0	0.0508231372009898	0.277488606916272	68.0	41.35802469135802	0.3860797310035029	0.2309517023270915	25	-1.451630754068645
KEGG-Module-M00125: Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	KEGG-Module-M00125: Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	0.0508231372009898	139.0	0.0508231372009898	0.0194365298429941	127.0	77.77777777777779	0.03003458618955877	0.02458723812818971	25	0.8455016746104794
KEGG-Module-M00237: Branched-chain amino acid transport system	KEGG-Module-M00237: Branched-chain amino acid transport system	0.0508231372009898	139.0	0.0508231372009898	0.59652452236967	29.5	17.59259259259259	0.5988393422007648	0.26397621661157866	25	-2.0760059827895025
KEGG-Module-M00002: Glycolysis, core module involving three-carbon compounds	KEGG-Module-M00002: Glycolysis, core module involving three-carbon compounds	0.0534677937614316	137.0	0.0534677937614316	0.0045703468325333	146.0	89.50617283950618	0.02508309707296183	0.04100015873337269	25	0.6923069950303783
KEGG-Pathway-pae00523: Polyketide sugar unit biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00523: Polyketide sugar unit biosynthesis - Pseudomonas aeruginosa PAO1	0.0621217156610975	136.0	0.0621217156610975	0.00625196529974289	141.0	86.41975308641976	0.019177425587215607	0.04504301484978173	25	0.9534062099773055
KEGG-Pathway-pae00770: Pantothenate and CoA biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00770: Pantothenate and CoA biosynthesis - Pseudomonas aeruginosa PAO1	0.0621437764294907	135.0	0.0621437764294907	0.0218573738099515	123.0	75.30864197530865	0.03133668624701227	0.02854023972165961	25	1.0794264688358057
KEGG-Pathway-pae00270: Cysteine and methionine metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00270: Cysteine and methionine metabolism - Pseudomonas aeruginosa PAO1	0.0726889876277247	134.0	0.0726889876277247	0.00473472720286885	145.0	88.88888888888889	0.02132591901618208	0.031810260626199766	25	1.6146698455289816
KEGG-Pathway-pae00627: Aminobenzoate degradation - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00627: Aminobenzoate degradation - Pseudomonas aeruginosa PAO1	0.0797803617571059	132.0	0.0797803617571059	0.118243166993929	88.0	53.7037037037037	0.13501212384431438	0.12128514735916938	25	-0.45538768175502287
KEGG-Pathway-pae00650: Butanoate metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00650: Butanoate metabolism - Pseudomonas aeruginosa PAO1	0.0797803617571059	132.0	0.0797803617571059	0.0791480169359716	97.0	59.25925925925925	0.12594699418652266	0.17316439530121133	25	-0.2666058016667461
KEGG-Pathway-pae00550: Peptidoglycan biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00550: Peptidoglycan biosynthesis - Pseudomonas aeruginosa PAO1	0.0797803617571059	132.0	0.0797803617571059	0.012233079985523001	133.0	81.48148148148148	0.019699821728332623	0.021497599346556873	25	2.7947557799469354
KEGG-Pathway-pae00290: Valine, leucine and isoleucine biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00290: Valine, leucine and isoleucine biosynthesis - Pseudomonas aeruginosa PAO1	0.0804645794257683	130.0	0.0804645794257683	0.0971527538757845	93.0	56.79012345679012	0.11866489420728772	0.06351617854234272	25	-0.6014265287709868
KEGG-Pathway-pae03440: Homologous recombination - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae03440: Homologous recombination - Pseudomonas aeruginosa PAO1	0.08337185634939799	129.0	0.08337185634939799	0.0196203633830615	126.0	77.1604938271605	0.02490617974927148	0.017400189607533197	25	3.360059741809625
KEGG-Pathway-pae00730: Thiamine metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00730: Thiamine metabolism - Pseudomonas aeruginosa PAO1	0.091829677929263	128.0	0.091829677929263	0.0546558704453441	105.0	64.19753086419753	0.07060599698499553	0.043559667346343936	25	0.48723239265161233
KEGG-Pathway-pae00400: Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00400: Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas aeruginosa PAO1	0.118197360241021	126.5	0.118197360241021	0.00243726564753389	150.0	91.9753086419753	0.01359817322561256	0.02403565878725272	25	4.351833579484931
KEGG-Module-M00349: Microcin C transport system	KEGG-Module-M00349: Microcin C transport system	0.118197360241021	126.5	0.118197360241021	0.233599392896345	75.0	45.679012345679006	0.28387227460307296	0.17211336667299917	25	-0.9625917937961219
KEGG-Pathway-pae00660: C5-Branched dibasic acid metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00660: C5-Branched dibasic acid metabolism - Pseudomonas aeruginosa PAO1	0.121036969788672	125.0	0.121036969788672	0.364191318079977	55.0	33.33333333333333	0.35183945549474066	0.10889933969838317	25	-2.1194112502914964
KEGG-Pathway-pae00521: Streptomycin biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00521: Streptomycin biosynthesis - Pseudomonas aeruginosa PAO1	0.127657989928364	124.0	0.127657989928364	0.0239829706717124	121.0	74.07407407407408	0.033513641443909996	0.028236471877930915	25	3.334139934034585
KEGG-Module-M00307: Pyruvate oxidation, pyruvate => acetyl-CoA	KEGG-Module-M00307: Pyruvate oxidation, pyruvate => acetyl-CoA	0.127672945463054	123.0	0.127672945463054	0.224644084437899	76.0	46.29629629629629	0.26252389668438225	0.1762124997472464	25	-0.76527460546076
KEGG-Module-M00193: Putative spermidine/putrescine transport system	KEGG-Module-M00193: Putative spermidine/putrescine transport system	0.130804953560372	122.0	0.130804953560372	0.270557990067193	69.0	41.9753086419753	0.3334382049431452	0.15892936583079784	25	-1.2749893660212812
KEGG-Pathway-pae00900: Terpenoid backbone biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00900: Terpenoid backbone biosynthesis - Pseudomonas aeruginosa PAO1	0.13366935483871	119.5	0.13366935483871	0.0479370987556067	109.0	66.66666666666667	0.06465795381278236	0.05410920330966339	25	1.2754096679446558
KEGG-Module-M00432: Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	KEGG-Module-M00432: Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	0.13366935483871	119.5	0.13366935483871	0.237184262980754	73.0	44.44444444444444	0.2689558873810396	0.13755644626953728	25	-0.9834983107752008
KEGG-Module-M00034: Methionine salvage pathway	KEGG-Module-M00034: Methionine salvage pathway	0.13366935483871	119.5	0.13366935483871	0.0769382571316921	99.0	60.49382716049382	0.09326443553836404	0.07214971661269304	25	0.5600149411153429
KEGG-Pathway-pae00740: Riboflavin metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00740: Riboflavin metabolism - Pseudomonas aeruginosa PAO1	0.13366935483871	119.5	0.13366935483871	0.13423479402649302	86.0	52.46913580246913	0.15011649654118048	0.09794142728614097	25	-0.16792834409508134
KEGG-Module-M00570: Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	KEGG-Module-M00570: Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	0.135091926458833	116.0	0.135091926458833	0.23798549045569897	72.0	43.82716049382716	0.2633329971827578	0.11464304076926343	25	-1.1186119093092575
KEGG-Module-M00334: Type VI secretion system	KEGG-Module-M00334: Type VI secretion system	0.135091926458833	116.0	0.135091926458833	0.532769205243073	41.0	24.691358024691354	0.4672973458777008	0.2910688886842375	25	-1.1413291915896127
KEGG-Pathway-pae02040: Flagellar assembly - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae02040: Flagellar assembly - Pseudomonas aeruginosa PAO1	0.135091926458833	116.0	0.135091926458833	0.0021141781288898103	151.0	92.5925925925926	0.02107616310414172	0.05521363247649953	25	2.0649929780153404
KEGG-Module-M00644: Multidrug resistance, efflux pump MexHI-OprD	KEGG-Module-M00644: Multidrug resistance, efflux pump MexHI-OprD	0.142083669626042	114.0	0.142083669626042	0.37766922218973703	53.0	32.098765432098766	0.4043233894316212	0.22776176253177094	25	-1.1513772851533801
KEGG-Module-M00124: Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	KEGG-Module-M00124: Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	0.153256071269691	112.5	0.153256071269691	0.11246604541797198	89.0	54.32098765432098	0.12074386774144179	0.05328014272873507	25	0.6102123955218823
KEGG-Pathway-pae00860: Porphyrin and chlorophyll metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00860: Porphyrin and chlorophyll metabolism - Pseudomonas aeruginosa PAO1	0.153256071269691	112.5	0.153256071269691	0.366806245284012	54.0	32.716049382716044	0.4030948279650447	0.2113666508542835	25	-1.1820159693384786
KEGG-Pathway-pae00780: Biotin metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00780: Biotin metabolism - Pseudomonas aeruginosa PAO1	0.15442318832149302	111.0	0.15442318832149302	0.5798372916370981	35.0	20.98765432098765	0.517759977409846	0.16955140433359453	25	-2.1429299893823543
KEGG-Pathway-pae00680: Methane metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00680: Methane metabolism - Pseudomonas aeruginosa PAO1	0.163878787878788	110.0	0.163878787878788	0.0014392778061659	163.0	100.0	0.003688020057382649	0.008168929503682445	25	19.609762545899496
KEGG-Module-M00048: Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	KEGG-Module-M00048: Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	0.16870497822902697	109.0	0.16870497822902697	0.050429435117673	107.0	65.4320987654321	0.09726826362408908	0.10936133793301031	25	0.6532172699706428
KEGG-Pathway-pae00920: Sulfur metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00920: Sulfur metabolism - Pseudomonas aeruginosa PAO1	0.174660655577618	108.0	0.174660655577618	0.529842263651694	42.0	25.30864197530864	0.49085189359816567	0.28759312370167067	25	-1.0994394926790485
KEGG-Module-M00126: Tetrahydrofolate biosynthesis, GTP => THF	KEGG-Module-M00126: Tetrahydrofolate biosynthesis, GTP => THF	0.179856811145511	106.5	0.179856811145511	0.7626516003681361	12.0	6.7901234567901225	0.7497907318128999	0.1912971147361681	25	-2.979312685679691
KEGG-Pathway-pae00330: Arginine and proline metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00330: Arginine and proline metabolism - Pseudomonas aeruginosa PAO1	0.179856811145511	106.5	0.179856811145511	0.0108512518106823	138.0	84.5679012345679	0.016013089911706607	0.019371411398329284	25	8.458016706409701
KEGG-Pathway-pae03430: Mismatch repair - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae03430: Mismatch repair - Pseudomonas aeruginosa PAO1	0.19580442212096102	103.5	0.19580442212096102	0.0576720233294037	104.0	63.58024691358025	0.08930340226903162	0.08018729585014285	25	1.3281532781821532
KEGG-Pathway-pae00670: One carbon pool by folate - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00670: One carbon pool by folate - Pseudomonas aeruginosa PAO1	0.19580442212096102	103.5	0.19580442212096102	0.046878082056677005	110.0	67.28395061728395	0.08724878023013766	0.10230860667313443	25	1.0610607007643802
KEGG-Pathway-pae00280: Valine, leucine and isoleucine degradation - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00280: Valine, leucine and isoleucine degradation - Pseudomonas aeruginosa PAO1	0.19580442212096102	103.5	0.19580442212096102	0.190465629916103	82.0	49.99999999999999	0.23166380203277556	0.15843978318597407	25	-0.22632813041484268
KEGG-Pathway-pae03030: DNA replication - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae03030: DNA replication - Pseudomonas aeruginosa PAO1	0.19580442212096102	103.5	0.19580442212096102	0.0120960859774595	134.0	82.09876543209877	0.013598219685205278	0.014785388173644508	25	12.32339660588316
KEGG-Pathway-pae01040: Biosynthesis of unsaturated fatty acids - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae01040: Biosynthesis of unsaturated fatty acids - Pseudomonas aeruginosa PAO1	0.195986997321413	101.0	0.195986997321413	0.610775080741503	28.0	16.666666666666664	0.5975009762617254	0.13718297287767992	25	-2.9268499618996078
KEGG-Module-M00053: Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	KEGG-Module-M00053: Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	0.19937327188940102	100.0	0.19937327188940102	0.0798044114062881	96.0	58.64197530864197	0.14156087308657236	0.1417010053265069	25	0.40798862837717736
KEGG-Module-M00119: Pantothenate biosynthesis, valine/L-aspartate => pantothenate	KEGG-Module-M00119: Pantothenate biosynthesis, valine/L-aspartate => pantothenate	0.20677092065851302	98.0	0.20677092065851302	0.0698800239188794	100.0	61.11111111111111	0.0695944098932611	0.034324813435457166	25	3.9964240744729014
KEGG-Pathway-pae04122: Sulfur relay system - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae04122: Sulfur relay system - Pseudomonas aeruginosa PAO1	0.20677092065851302	98.0	0.20677092065851302	0.0454050909478471	111.0	67.90123456790124	0.08116268976511856	0.11212100693294758	25	1.1202916770852114
KEGG-Module-M00050: Guanine ribonucleotide biosynthesis IMP => GDP,GTP	KEGG-Module-M00050: Guanine ribonucleotide biosynthesis IMP => GDP,GTP	0.20677092065851302	98.0	0.20677092065851302	0.0238865666255676	122.0	74.69135802469135	0.06632996983995619	0.10333430326882927	25	1.3590932185722762
KEGG-Module-M00530: Dissimilatory nitrate reduction, nitrate => ammonia	KEGG-Module-M00530: Dissimilatory nitrate reduction, nitrate => ammonia	0.208206527808801	96.0	0.208206527808801	0.676412390162639	19.0	11.11111111111111	0.6554880471290737	0.26385862998999093	25	-1.695155922462114
KEGG-Module-M00452: CusS-CusR (copper tolerance) two-component regulatory system	KEGG-Module-M00452: CusS-CusR (copper tolerance) two-component regulatory system	0.20892217630854	95.0	0.20892217630854	0.110101795298908	91.0	55.55555555555555	0.15624627207233746	0.11914369484461247	25	0.4421207878847687
KEGG-Module-M00436: Sulfonate transport system	KEGG-Module-M00436: Sulfonate transport system	0.21028930333150603	94.0	0.21028930333150603	0.0212699716488699	125.0	76.54320987654322	0.08130357538121019	0.17159229619858454	25	0.7516988280232585
KEGG-Pathway-pae00910: Nitrogen metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00910: Nitrogen metabolism - Pseudomonas aeruginosa PAO1	0.213648493048651	93.0	0.213648493048651	0.7305569650839681	15.0	8.641975308641976	0.6604461432620776	0.22150173553332395	25	-2.0171293427459758
KEGG-Module-M00016: Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	KEGG-Module-M00016: Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	0.222600494275483	92.0	0.222600494275483	0.0692597146156999	101.0	61.72839506172839	0.13780000272301354	0.1434286994212648	25	0.5912379593110701
KEGG-Pathway-pae00300: Lysine biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00300: Lysine biosynthesis - Pseudomonas aeruginosa PAO1	0.234450213941879	91.0	0.234450213941879	0.00995453457765016	139.0	85.18518518518519	0.04866025287703019	0.07250144618813929	25	2.5625690359710744
KEGG-Module-M00254: ABC-2 type transport system	KEGG-Module-M00254: ABC-2 type transport system	0.23460101799258298	89.0	0.23460101799258298	0.333090287667331	62.0	37.654320987654316	0.3363993841435512	0.12876413076698917	25	-0.7905801525984123
KEGG-Module-M00208: Glycine betaine/proline transport system	KEGG-Module-M00208: Glycine betaine/proline transport system	0.23460101799258298	89.0	0.23460101799258298	0.625412547729957	24.0	14.19753086419753	0.6361974864679409	0.1959671270267332	25	-2.0493052818015416
KEGG-Pathway-pae00750: Vitamin B6 metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00750: Vitamin B6 metabolism - Pseudomonas aeruginosa PAO1	0.23460101799258298	89.0	0.23460101799258298	0.11174114403615301	90.0	54.938271604938265	0.1104645200975151	0.04466177932842821	25	2.7794794511478913
KEGG-Pathway-pae00312: beta-Lactam resistance - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00312: beta-Lactam resistance - Pseudomonas aeruginosa PAO1	0.235775998182161	87.0	0.235775998182161	0.26604741088111805	70.0	42.59259259259259	0.2815985640177862	0.14358272679128242	25	-0.3191370359070749
KEGG-Pathway-pae00040: Pentose and glucuronate interconversions - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00040: Pentose and glucuronate interconversions - Pseudomonas aeruginosa PAO1	0.23814349273938198	85.0	0.23814349273938198	0.5681119060380789	36.0	21.604938271604937	0.5554894471109821	0.19682767480318258	25	-1.612303527382161
KEGG-Module-M00083: Fatty acid biosynthesis, elongation	KEGG-Module-M00083: Fatty acid biosynthesis, elongation	0.23814349273938198	85.0	0.23814349273938198	0.204346738119896	80.0	48.76543209876543	0.22476326322600879	0.12818208877463266	25	0.10438454889667204
KEGG-Pathway-pae01212: Fatty acid metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae01212: Fatty acid metabolism - Pseudomonas aeruginosa PAO1	0.23814349273938198	85.0	0.23814349273938198	0.517956528279182	44.0	26.54320987654321	0.5306279087315774	0.19493322978249555	25	-1.500433847623345
KEGG-Pathway-pae02060: Phosphotransferase system (PTS) - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae02060: Phosphotransferase system (PTS) - Pseudomonas aeruginosa PAO1	0.240779113952697	83.0	0.240779113952697	0.46975107046955494	47.0	28.39506172839506	0.4808882014443175	0.07186750281579558	25	-3.340996668647954
KEGG-Module-M00036: Leucine degradation, leucine => acetoacetate + acetyl-CoA	KEGG-Module-M00036: Leucine degradation, leucine => acetoacetate + acetyl-CoA	0.247100738903116	82.0	0.247100738903116	0.222476906107817	77.0	46.913580246913575	0.34728531528094997	0.23011529435490988	25	-0.4353668740649544
KEGG-Module-M00240: Iron complex transport system	KEGG-Module-M00240: Iron complex transport system	0.262264514111108	81.0	0.262264514111108	0.0949254309509975	95.0	58.02469135802469	0.1087912103143823	0.09772556599181192	25	1.570451930762772
