	Gene ID	Adj P-value (Real)	Rank (Real)	abs(logFC) (Real)	logFC (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(logFC) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score	Gene Name
PA1556	PA1556	0.00110680793975753	5519.0	1.7122684732	-1.7122684732	0.7764733088851591	4507.5	0.19960000000000014	0.14133419319707016	25	10.702777855679988	ccoO2
PA0996	PA0996	0.0025177546952995303	5518.0	1.7019719281	-1.7019719281	0.6089447456891479	4581.0	0.21489999999999998	0.16907413314874645	25	8.79538401531663	pqsA
PA3479	PA3479	0.00159323424379569	5517.0	1.7001970125	1.7001970125	0.4809390501325779	5535.0	0.50192	0.27400272504727635	25	4.3732302746012826	rhlA
PA4619	PA4619	0.00110680793975753	5516.0	1.69085341375	1.69085341375	0.599929239006224	4568.5	0.20313999999999965	0.17755976223983463	25	8.378663020175184	
PA0587	PA0587	0.0011264860443986802	5515.0	1.6908131322	1.6908131322	0.35829084915265397	5533.0	0.4716600000000002	0.16811217237309123	25	7.252021760175308	
PA2381	PA2381	0.0166232978960079	5514.0	1.638117522	-1.638117522	0.6072384262084699	5250.0	0.29499999999999965	0.24023850995763907	25	5.590766951713238	
PA0999	PA0999	0.00162717545183142	5513.0	1.63031330815	-1.63031330815	0.715840840567284	3783.0	0.1644600000000002	0.12174913757394754	25	12.03994818657073	pqsD
PA4620	PA4620	0.00110680793975753	5512.0	1.6113105062	1.6113105062	0.660042837237559	2760.0	0.1782600000000002	0.17419063551178662	25	8.226908995363488	
PA0588	PA0588	0.0040237724851552	5511.0	1.6024164221500001	1.6024164221500001	0.38037624022384703	5528.0	0.4909400000000004	0.2298106702628639	25	4.836487448031294	
PA2367	PA2367	0.00183726115211415	5510.0	1.59829511165	1.59829511165	0.40811283124466097	5491.0	0.38187999999999994	0.11709373737879132	25	10.388387448211418	hcp3
PA2322	PA2322	0.0054583913758837	5509.0	1.59561384425	1.59561384425	0.611986408496905	4458.5	0.17921999999999982	0.12565520615292225	25	11.272066535199908	
PA0998	PA0998	0.00941463958485225	5508.0	1.5658060066	-1.5658060066	0.719841161592098	4749.0	0.1885599999999998	0.1294591570084299	25	10.638459560727087	pqsC
PA2664	PA2664	0.0054583913758837	5507.0	1.56129481595	1.56129481595	0.47424139336848403	5027.0	0.33270000000000016	0.2760720392095749	25	4.450268920632469	fhp
PA1001	PA1001	0.0038052738747829796	5506.0	1.55902684695	-1.55902684695	0.7352092655988149	4081.5	0.1812399999999997	0.13666139115834178	25	10.081756341508605	phnA
PA4134	PA4134	0.00181669615134485	5505.0	1.5582299888	-1.5582299888	0.7293373462351189	3612.0	0.18727999999999984	0.15493177799706995	25	8.848733336203805	
PA2195	PA2195	0.0134039813203279	5504.0	1.54983384255	-1.54983384255	0.7333402437632801	3092.0	0.12754000000000015	0.07709841113797329	25	18.447771122088366	hcnC
PA4607	PA4607	0.00257764216558392	5503.0	1.5118091336000001	1.5118091336000001	0.372184977296017	5516.0	0.4464800000000008	0.24468634173842477	25	4.353856149187355	
PA3790	PA3790	0.0448081734502191	5502.0	1.5112542463499998	-1.5112542463499998	0.748589611629593	4382.0	0.1606999999999999	0.11117394403965963	25	12.148118500394391	oprC
PA2679	PA2679	0.00584898285503005	5501.0	1.50944844685	1.50944844685	0.3647405707759929	5214.0	0.3227000000000001	0.16576200308474412	25	7.159351508579966	
PA2939	PA2939	0.00521323934476602	5500.0	1.50204274655	1.50204274655	0.505715022183909	5413.0	0.2807800000000001	0.13210626089124844	25	9.244548580141549	
PA0511	PA0511	0.001667126905862	5499.0	1.500236451	-1.500236451	0.505838694726331	4970.0	0.26497999999999977	0.25731010311813757	25	4.800652737808988	nirJ
PA0887	PA0887	0.00159323424379569	5498.0	1.4893087050999998	-1.4893087050999998	0.37648968428940105	5466.0	0.39249999999999957	0.24420683685488132	25	4.491310395833731	acsA
PA4130	PA4130	0.00348247781646228	5497.0	1.4754304308500001	-1.4754304308500001	0.736289580878041	4007.5	0.17279999999999962	0.18482598798148875	25	7.047874842040425	
PA2366	PA2366	0.00296260619229317	5496.0	1.4690349958500002	1.4690349958500002	0.5379053073236201	5385.0	0.32456	0.1698512412867999	25	6.738102042583917	hsiC3
PA5446	PA5446	0.0023526329946137	5495.0	1.4641881136500001	1.4641881136500001	0.684029425087861	2603.5	0.1824600000000004	0.24179713087627794	25	5.300840870216242	
PA4500	PA4500	0.00272677635962165	5494.0	1.45460147885	-1.45460147885	0.6583052775960649	5134.0	0.2659600000000002	0.19009465405423667	25	6.25289272212181	dppA3
PA3329	PA3329	0.0023526329946137	5493.0	1.4462760433500002	1.4462760433500002	0.5256667381808731	5406.0	0.3409200000000003	0.19481576125491806	25	5.67385326643891	
PA3183	PA3183	0.0050413143540997	5492.0	1.43574913815	1.43574913815	0.5967888975468281	5208.0	0.28073999999999977	0.21892174781566726	25	5.275899492281239	zwf
PA3877	PA3877	0.0128471265842686	5491.0	1.4137201751	-1.4137201751	0.444964871778219	5358.0	0.28486000000000056	0.11915890301050323	25	9.473569717241324	narK1
PA0447	PA0447	0.00183726115211415	5490.0	1.41193193985	1.41193193985	0.5887436813479461	5052.0	0.2256799999999997	0.12973923205157833	25	9.143355645718648	gcdH
PA4496	PA4496	0.0025177546952995303	5489.0	1.40617431325	-1.40617431325	0.6699720951485749	4519.0	0.17246000000000022	0.09911766156106293	25	12.44696751133451	dppA1
PA4129	PA4129	0.00265510264515629	5488.0	1.3825594637	-1.3825594637	0.712729120023638	3176.0	0.1782800000000006	0.16140361416853896	25	7.461291805042736	
PA1073	PA1073	0.00244145864111298	5487.0	1.3810457602000001	-1.3810457602000001	0.7441802488204721	3182.0	0.14831999999999973	0.14633607723319605	25	8.423936075828871	braD
PA0514	PA0514	0.00244145864111298	5486.0	1.3805947069	-1.3805947069	0.508707142513939	4871.5	0.2554400000000001	0.21575344338696692	25	5.215002315777489	nirL
PA3330	PA3330	0.0188055788585082	5485.0	1.36482541675	1.36482541675	0.457310670704513	5412.0	0.34735999999999995	0.17149590131156708	25	5.932884745166641	
PA3331	PA3331	0.00506779587980939	5484.0	1.3582294863	1.3582294863	0.477380260563382	5457.0	0.34643999999999997	0.1831369774240036	25	5.52476894907727	
PA3392	PA3392	0.00253404313782304	5483.0	1.3460936044999998	-1.3460936044999998	0.561874835386938	4573.0	0.2673000000000001	0.29046069728392965	25	3.714077720626908	nosZ
PA1989	PA1989	0.00505007269415247	5482.0	1.33178103515	1.33178103515	0.375745295937564	5120.5	0.2718200000000002	0.11520252818406364	25	9.200848730129065	pqqE
PA4501	PA4501	0.00475163735251706	5481.0	1.3125462299	-1.3125462299	0.679565144148437	4694.0	0.1951200000000001	0.13765213401905577	25	8.117754496601627	opdD
PA1984	PA1984	0.00252000788635419	5480.0	1.31177458959999	-1.31177458959999	0.622453801844744	4657.5	0.20733999999999975	0.14457918245722634	25	7.638959986004461	exaC
PA3333	PA3333	0.00896476053848933	5479.0	1.31119730115	1.31119730115	0.477380260563382	5359.0	0.2978200000000003	0.15400966419892825	25	6.579959163089012	fabH2
PA4770	PA4770	0.0620731349193617	5478.0	1.30854169135	1.30854169135	0.704720956713728	3464.0	0.19520000000000018	0.19719380272547407	25	5.645926372746881	lldP
PA1338	PA1338	0.0035334998705793	5477.0	1.3051460039	-1.3051460039	0.8038657376685829	3388.0	0.11641999999999987	0.08500915146814124	25	13.98350628573792	ggt
PA2634	PA2634	0.0044277986366023795	5476.0	1.3025199677	1.3025199677	0.405106178289682	5523.0	0.48583999999999966	0.21052081844796242	25	3.8793311451136665	aceA
PA5168	PA5168	0.00513690711208909	5475.0	1.29273700795	-1.29273700795	0.707259773701908	3344.5	0.13870000000000018	0.07517105493472875	25	15.352145968312584	dctQ
PA1000	PA1000	0.0101107453829208	5474.0	1.2859171093000001	-1.2859171093000001	0.665454622969038	4288.0	0.18142000000000005	0.12046936678398146	25	9.168281852767757	pqsE
PA2365	PA2365	0.0166232978960079	5473.0	1.2813378477500001	1.2813378477500001	0.5319725121772431	5433.0	0.33329999999999965	0.15779139710389842	25	6.008171960894426	hsiB3
PA0482	PA0482	0.0032846978506491397	5472.0	1.2667020719	1.2667020719	0.40811283124466097	5499.0	0.4409199999999997	0.1872143201431629	25	4.410891598829215	glcB
PA1175	PA1175	0.00791887129786706	5471.0	1.2637445294499998	1.2637445294499998	0.40808939207488	5537.0	0.49696000000000007	0.19401776765715706	25	3.952135614738963	napD
PA0105	PA0105	0.0044277986366023795	5470.0	1.2567065621	1.2567065621	0.457310670704513	5503.0	0.43853999999999965	0.1514720766346069	25	5.401434906538235	coxB
PA3049	PA3049	0.0127240004745272	5469.0	1.25610874295	1.25610874295	0.45867804815178603	5547.0	0.6060599999999997	0.315738991626523	25	2.0588168081531117	rmf
PA1070	PA1070	0.0037120253081155898	5468.0	1.2558422099	-1.2558422099	0.777892845570212	1941.0	0.12044000000000002	0.09977697212617039	25	11.379401335853892	braG
PA1585	PA1585	0.0129113750938629	5467.0	1.2557841562999998	1.2557841562999998	0.500113128204799	5323.0	0.26537999999999995	0.13190386966777515	25	7.508529952870376	sucA
PA2264	PA2264	0.00681241679532191	5466.0	1.2554513013	1.2554513013	0.580105023511209	4592.0	0.18685999999999975	0.09603281991069541	25	11.127355234322224	
PA5445	PA5445	0.00591605028737867	5465.0	1.24963908015	1.24963908015	0.35829084915265397	5465.0	0.48730000000000046	0.342774555405347	25	2.224024706992903	
PA3602	PA3602	0.0040237724851552	5464.0	1.24845099325	1.24845099325	0.730521427072977	3062.0	0.13307999999999967	0.11014116699339406	25	10.126740288823134	
PA1203	PA1203	0.0142718858558732	5463.0	1.2480412283	1.2480412283	0.44952154889349394	5188.0	0.2670799999999998	0.14742891507434996	25	6.653791271578517	
PA3684	PA3684	0.00439997239541336	5462.0	1.24013398	1.24013398	0.445076792460109	5469.5	0.3714600000000001	0.20793648469344306	25	4.177592889870529	
PA0291	PA0291	0.00505007269415247	5461.0	1.23072878135	-1.23072878135	0.642622387087301	4027.0	0.1938	0.170216712360058	25	6.0918153509897035	oprE
PA0567	PA0567	0.0069654026165338395	5460.0	1.2183401244	1.2183401244	0.544944245517064	5427.0	0.31133999999999995	0.18812001488411642	25	4.821390881553566	
PA0459	PA0459	0.00756245770211906	5459.0	1.21450918105	1.21450918105	0.577231660501144	5333.0	0.28572000000000025	0.19600951720090848	25	4.7384902239108975	
PA0795	PA0795	0.005672093971557529	5458.0	1.21301488275	-1.21301488275	0.6920456479932889	5137.0	0.22185999999999972	0.1390768312840066	25	7.126671449150136	prpC
PA3967	PA3967	0.0202758069511242	5457.0	1.20858885885	1.20858885885	0.7200805578922971	2213.0	0.14165999999999998	0.12850086899835836	25	8.302892168485105	
PA3451	PA3451	0.00681241679532191	5456.0	1.20806296085	1.20806296085	0.38448104458344506	5541.0	0.5911399999999999	0.2029399295358112	25	3.0399289201543582	
PA1557	PA1557	0.00666713701449617	5455.0	1.20643400930001	-1.20643400930001	0.767498029564897	4269.0	0.22957999999999937	0.1923392553969855	25	5.078807273553171	ccoN2
PA3723	PA3723	0.0055695798610062	5454.0	1.20029255595	1.20029255595	0.40811283124466097	5517.0	0.4594600000000003	0.18496913706525953	25	4.005168471368411	
PA2746	PA2746	0.0153994776887026	5453.0	1.19682543245	1.19682543245	0.445076792460109	5548.0	0.7241	0.29596874835022724	25	1.597214013591098	
PA2248	PA2248	0.0245734024127877	5452.0	1.18915127295	-1.18915127295	0.7618266495956271	3152.5	0.19685999999999976	0.180014092040966	25	5.512297741246743	bkdA2
PA3688	PA3688	0.00513690711208909	5451.0	1.18766146905	1.18766146905	0.38142434464142405	5524.0	0.4536599999999995	0.18093275224053063	25	4.056763963189066	
PA3871	PA3871	0.00439997239541336	5450.0	1.1860615757	-1.1860615757	0.477380260563382	4907.5	0.22866000000000025	0.12418037284530921	25	7.709765672008646	
PA2265	PA2265	0.00987356578553523	5449.0	1.176446764	1.176446764	0.6007768817871529	4684.0	0.1976599999999994	0.1213097550350613	25	8.068491801975107	
PA1708	PA1708	0.0050413143540997	5448.0	1.1753178647	1.1753178647	0.6395502236009211	4342.0	0.1901400000000006	0.15289338060666102	25	6.443561263351898	popB
PA1176	PA1176	0.0288364813599923	5447.0	1.1720841775	1.1720841775	0.401125307544505	5539.0	0.57458	0.2158377901727744	25	2.768301959641582	napF
PA2014	PA2014	0.0125908274378647	5446.0	1.17080475465	-1.17080475465	0.561132282292729	5365.0	0.3009399999999999	0.17971002800808508	25	4.840379606478416	liuB
PA1745	PA1745	0.00648677102689088	5445.0	1.1647145983	1.1647145983	0.42891875811090796	5471.0	0.37587999999999994	0.12415441326563247	25	6.3536573332456765	
PA1190	PA1190	0.0139353642678202	5444.0	1.16371617	1.16371617	0.35829084915265397	5489.0	0.4168999999999998	0.20779802894477434	25	3.59395213608344	
PA0179	PA0179	0.00505007269415247	5443.0	1.1622856642000001	1.1622856642000001	0.303478107237875	5544.0	0.6050000000000001	0.2190417102593327	25	2.5441988356473573	
PA1718	PA1718	0.00490410205552577	5442.0	1.1574865799	1.1574865799	0.46770151911901003	5300.5	0.32090000000000024	0.22189674776045384	25	3.7701615203622882	pscE
PA2194	PA2194	0.0146238327008792	5441.0	1.15536652815	-1.15536652815	0.722474012183025	4093.5	0.15639999999999984	0.10635524199586975	25	9.392734287500325	hcnB
PA3181	PA3181	0.0074773258255641595	5440.0	1.15112434315	1.15112434315	0.7079830498066371	3821.5	0.16527999999999987	0.14582938661326106	25	6.7602584502700775	
PA1202	PA1202	0.00631201091424395	5439.0	1.1437938000499999	1.1437938000499999	0.42362097245817604	5463.0	0.3593800000000003	0.16416596531153058	25	4.7781755405966875	
PA0176	PA0176	0.0124844512707038	5438.0	1.1433826094	1.1433826094	0.314864534108697	5519.0	0.44739999999999946	0.143547248319151	25	4.848456640928502	aer2
PA0586	PA0586	0.00513690711208909	5437.0	1.1426871023	1.1426871023	0.38073333460969	5543.0	0.5716800000000005	0.19306091871047684	25	2.957652465936456	
PA0515	PA0515	0.00513690711208909	5436.0	1.1352331243	-1.1352331243	0.502109041124295	4781.5	0.25028	0.27165749268763645	25	3.2576061699780077	
PA5169	PA5169	0.00681241679532191	5435.0	1.13496744995	-1.13496744995	0.6877359289684871	2940.0	0.12684000000000012	0.09513824590212591	25	10.596447731305847	dctM
PA1072	PA1072	0.00648677102689088	5434.0	1.134390504	-1.134390504	0.772737426451945	2185.5	0.13157999999999986	0.12146130042116295	25	8.256214123533905	braE
PA2250	PA2250	0.0127240004745272	5433.0	1.1283795835	-1.1283795835	0.674266172952698	4807.5	0.19614000000000018	0.15931360059120298	25	5.8516007424382845	lpdV
PA0059	PA0059	0.0222806313655792	5432.0	1.12430415435	1.12430415435	0.7087063757895731	2874.0	0.1397599999999998	0.12333069704389639	25	7.982961079021366	osmC
PA3278	PA3278	0.00665071844486017	5431.0	1.1215060316	1.1215060316	0.579580812510079	5335.0	0.30170000000000013	0.2527476096161281	25	3.243575806098098	
PA2223	PA2223	0.00666713701449617	5430.0	1.1198773696	1.1198773696	0.34893666975285903	5529.0	0.4852399999999999	0.18570496986708004	25	3.417449570974042	
PA5546	PA5546	0.00584898285503005	5429.0	1.11919364125	1.11919364125	0.402363219727142	5520.0	0.4361999999999999	0.18850138151571597	25	3.6232818866266867	
PA1074	PA1074	0.0094099627976873	5428.0	1.1129700854	-1.1129700854	0.594203990855089	5315.0	0.25957999999999937	0.10983640106995461	25	7.769647194252823	braC
PA2572	PA2572	0.0195653499482954	5427.0	1.1070831866	1.1070831866	0.38073333460969	5526.0	0.44265999999999955	0.14123471303708124	25	4.704390105749397	
PA1657	PA1657	0.00840223976711352	5426.0	1.104702529	-1.104702529	0.646805528537096	4898.0	0.19442000000000065	0.1149823972035139	25	7.91671204583462	hsiB2
PA2247	PA2247	0.00692185959798276	5425.0	1.09676515055	-1.09676515055	0.6555410236333361	4400.0	0.20985999999999994	0.18446711088971868	25	4.807931052165852	bkdA1
PA2111	PA2111	0.0777233693689779	5424.0	1.0951485649500001	1.0951485649500001	0.5667618546529001	4833.5	0.1842200000000005	0.12233050178376048	25	7.44645490427414	
PA0315	PA0315	0.0134001227927051	5423.0	1.0872474186	1.0872474186	0.401125307544505	5386.0	0.31755999999999995	0.15535056592537208	25	4.954519566859806	
PA4880	PA4880	0.0069654026165338395	5422.0	1.0865810755	1.0865810755	0.358906079379377	5434.0	0.3834400000000004	0.2039822970259921	25	3.447069112131839	
PA4876	PA4876	0.00882234255057386	5421.0	1.0846301714	1.0846301714	0.6869308929401969	3751.5	0.17782	0.15277747161585464	25	5.935496652805549	osmE
PA3332	PA3332	0.0291353341644076	5420.0	1.08447868765	1.08447868765	0.48443363018501706	5370.0	0.35305999999999976	0.20720387102239832	25	3.529947022905453	
PA1562	PA1562	0.0844960526991589	5419.0	1.0664705865000002	1.0664705865000002	0.457310670704513	5505.0	0.39570000000000044	0.1766600431148291	25	3.796956995329151	acnA
PA4614	PA4614	0.0228483214869358	5418.0	1.06358340565	1.06358340565	0.445076792460109	5449.0	0.3376999999999994	0.13961002232409167	25	5.1993645840477685	mscL
PA2368	PA2368	0.00791887129786706	5417.0	1.0525232786	1.0525232786	0.484323903181574	5345.5	0.30265999999999915	0.15075854867966892	25	4.973935376582239	hsiF3
PA1337	PA1337	0.0121712961671796	5416.0	1.0432701824500001	-1.0432701824500001	0.6244222107456939	4560.0	0.19406000000000032	0.11360121404867723	25	7.475361857366417	ansB
PA5481	PA5481	0.0133337853058378	5415.0	1.03797040705	1.03797040705	0.7779548856930791	4175.0	0.1714599999999996	0.13180564289892882	25	6.574152577932173	
PA1174	PA1174	0.00748365888324695	5414.0	1.03714766265	1.03714766265	0.477380260563382	5509.0	0.38495999999999947	0.16004647241764924	25	4.07498930028326	napA
PA4661	PA4661	0.0266455364164769	5413.0	1.0367289975	1.0367289975	0.547711151323085	4820.5	0.20412000000000013	0.14716177889202994	25	5.657780191083928	pagL
PA0132	PA0132	0.0205748214789921	5412.0	1.03412979545	-1.03412979545	0.7258162973495591	2298.5	0.11885999999999998	0.08211127104931078	25	11.146701101488826	bauA
PA0743	PA0743	0.0273489592783701	5411.0	1.03227015075	1.03227015075	0.424986672842557	5527.0	0.45429999999999976	0.1614797458919641	25	3.5792114209585373	
PA4714	PA4714	0.0375375260244789	5410.0	1.0317789983499999	-1.0317789983499999	0.514894364619524	3906.0	0.16367999999999974	0.11902685971382003	25	7.293303380742779	
PA0484	PA0484	0.00944233532299248	5409.0	1.03172680015	1.03172680015	0.457310670704513	5409.0	0.3032400000000001	0.11656329825463962	25	6.249709909190936	
PA1135	PA1135	0.027971223876824	5408.0	1.0276563304000002	1.0276563304000002	0.477380260563382	5403.0	0.32642000000000004	0.1570927061748364	25	4.463837612037563	
PA3876	PA3876	0.0177973598659943	5407.0	1.0253540240999999	-1.0253540240999999	0.477380260563382	5210.0	0.26389999999999975	0.11706079261079083	25	6.504774204218126	narK2
PA3836	PA3836	0.00760502079753745	5406.0	1.0231089064	-1.0231089064	0.8248958534488728	1159.0	0.10041999999999975	0.09217947620448523	25	10.009700037274724	
PA1250	PA1250	0.0177973598659943	5405.0	1.01240274155	1.01240274155	0.38037624022384703	5440.0	0.38779999999999953	0.17304810265742135	25	3.6094168728709484	aprI
PA1205	PA1205	0.0202758069511242	5404.0	1.0081705242499999	1.0081705242499999	0.7193513756077421	2960.5	0.12887999999999963	0.09782587421877074	25	8.988322683256765	
PA3841	PA3841	0.0152694191932229	5403.0	1.0063477595	1.0063477595	0.7199374836841509	5028.0	0.22132	0.14971103277091288	25	5.243619958865997	exoS
PA2193	PA2193	0.0277721044899713	5402.0	1.00584034055	-1.00584034055	0.6976666387755279	4426.5	0.21291999999999983	0.17831810760548109	25	4.446661930174206	hcnA
PA1707	PA1707	0.0125908274378647	5401.0	1.0015866471	1.0015866471	0.7284984532058941	3113.0	0.1528200000000003	0.1448221524261164	25	5.860751500244501	pcrH
PA1002	PA1002	0.00910179021766845	5400.0	0.9963087963999979	-0.9963087963999979	0.612590954184186	4520.0	0.1837599999999999	0.13129976199521554	25	6.188501670167587	phnB
PA0492	PA0492	0.0103044358211246	5399.0	0.994942109650001	0.994942109650001	0.674872473344866	3846.5	0.22974000000000008	0.3100071276062321	25	2.4683371494024255	
PA0512	PA0512	0.030802222367250002	5398.0	0.994640560399999	-0.994640560399999	0.46793299568015395	5420.0	0.3284399999999998	0.22080092466593804	25	3.017200047544778	nirH
PA3369	PA3369	0.0209412786530852	5397.0	0.990887330700001	0.990887330700001	0.478198801417148	5274.0	0.27168	0.17587103940103374	25	4.08940171815334	
PA2622	PA2622	0.0097030132194192	5396.0	0.98673668655	0.98673668655	0.457310670704513	5507.0	0.41318000000000027	0.21389760400715063	25	2.6814544707608112	cspD
PA2232	PA2232	0.0361156394904253	5395.0	0.982897863849998	0.982897863849998	0.579580812510079	5201.0	0.26511999999999963	0.15672483051514202	25	4.579860520446695	pslB
PA1071	PA1071	0.0127240004745272	5394.0	0.967847187749999	-0.967847187749999	0.605070937847592	4577.0	0.18540000000000034	0.12176095091065411	25	6.426092946039356	braF
PA1990	PA1990	0.0124844512707038	5393.0	0.9672516575499991	0.9672516575499991	0.802696516982268	1552.0	0.08950000000000005	0.08203492650491429	25	10.69973113826606	pqqH
PA2249	PA2249	0.0177973598659943	5392.0	0.96663250575	-0.96663250575	0.7086338566778541	3361.5	0.14781999999999954	0.11394103738337642	25	7.1862826998401745	bkdB
PA5482	PA5482	0.0177973598659943	5391.0	0.9565888189499999	0.9565888189499999	0.5815038284042049	4830.0	0.2606600000000003	0.19859714877107384	25	3.5042236167862013	
PA2815	PA2815	0.0139657097099765	5390.0	0.9556463452999979	0.9556463452999979	0.6222258210893921	4587.0	0.15817999999999974	0.10285638045352337	25	7.753202492482622	
PA3923	PA3923	0.0129113750938629	5389.0	0.9553787119	-0.9553787119	0.579580812510079	5318.0	0.2769599999999996	0.13555917527043318	25	5.004594565779794	
PA4502	PA4502	0.0156217632310579	5388.0	0.9546544961000011	-0.9546544961000011	0.7945229445405899	3738.0	0.16927999999999988	0.14376370079636422	25	5.46295408193793	dppA4
PA2260	PA2260	0.0347414618714046	5387.0	0.9536348920500011	0.9536348920500011	0.741729629715557	1713.0	0.08959999999999986	0.050717764803534814	25	17.036139021445628	
PA3870	PA3870	0.0177597412106681	5386.0	0.953370962299998	-0.953370962299998	0.740060372141009	2230.0	0.09557999999999972	0.08123970191148316	25	10.558765506483846	moaA1
