pathway	Pathway ID	Adj P-value (Real)	Rank (Real)	padj (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Mean padj (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
KEGG-Pathway-pae00240: Pyrimidine metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00240: Pyrimidine metabolism - Pseudomonas aeruginosa PAO1	0.0010767074413863401	157.5	0.0010767074413863401	0.00124943627505342	162.0	100.0	0.0012697514622754741	0.0002622646654195905	25	-0.7360656860896144
KEGG-Pathway-pae00250: Alanine, aspartate and glutamate metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00250: Alanine, aspartate and glutamate metabolism - Pseudomonas aeruginosa PAO1	0.0010767074413863401	157.5	0.0010767074413863401	0.0014958399716764	151.0	93.16770186335403	0.0022080630059571897	0.0019923259285871764	25	-0.5678566685989631
KEGG-Module-M00144: NADH:quinone oxidoreductase, prokaryotes	KEGG-Module-M00144: NADH:quinone oxidoreductase, prokaryotes	0.0010767074413863401	157.5	0.0010767074413863401	0.00124943627505342	162.0	100.0	0.002653659528673108	0.004679928697375404	25	-0.33696070800633215
KEGG-Pathway-pae00970: Aminoacyl-tRNA biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00970: Aminoacyl-tRNA biosynthesis - Pseudomonas aeruginosa PAO1	0.0010767074413863401	157.5	0.0010767074413863401	0.00124943627505342	162.0	100.0	0.0012697514622754741	0.0002622646654195905	25	-0.7360656860896144
KEGG-Pathway-pae00680: Methane metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00680: Methane metabolism - Pseudomonas aeruginosa PAO1	0.0010767074413863401	157.5	0.0010767074413863401	0.00130622971092905	153.0	94.40993788819875	0.0013555122758065435	0.0003847889136319005	25	-0.7245656632584682
KEGG-Pathway-pae00540: Lipopolysaccharide biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00540: Lipopolysaccharide biosynthesis - Pseudomonas aeruginosa PAO1	0.0010767074413863401	157.5	0.0010767074413863401	0.0015877191334247801	149.0	91.92546583850931	0.003980521215238344	0.004967868231140202	25	-0.584519081172476
KEGG-Module-M00360: Aminoacyl-tRNA biosynthesis, prokaryotes	KEGG-Module-M00360: Aminoacyl-tRNA biosynthesis, prokaryotes	0.0010767074413863401	157.5	0.0010767074413863401	0.00124943627505342	162.0	100.0	0.0012697514622754741	0.0002622646654195905	25	-0.7360656860896144
KEGG-Module-M00011: Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	KEGG-Module-M00011: Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	0.0010767074413863401	157.5	0.0010767074413863401	0.00124943627505342	162.0	100.0	0.0012697514622754741	0.0002622646654195905	25	-0.7360656860896144
KEGG-Pathway-pae00330: Arginine and proline metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00330: Arginine and proline metabolism - Pseudomonas aeruginosa PAO1	0.00148947890272116	145.0	0.00148947890272116	0.00232654185022026	146.0	90.06211180124224	0.006443673405135881	0.011712605370244574	25	-0.42297971679304275
KEGG-Pathway-pae01210: 2-Oxocarboxylic acid metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae01210: 2-Oxocarboxylic acid metabolism - Pseudomonas aeruginosa PAO1	0.00155201072632265	143.5	0.00155201072632265	0.0018169698533522603	148.0	91.30434782608695	0.003906593772260907	0.0056119871937428175	25	-0.4195631537726138
KEGG-Pathway-pae02040: Flagellar assembly - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae02040: Flagellar assembly - Pseudomonas aeruginosa PAO1	0.00155201072632265	143.5	0.00155201072632265	0.00195544139171888	147.0	90.6832298136646	0.008308452362061897	0.015770461896845563	25	-0.428423826767603
KEGG-Module-M00156: Cytochrome c oxidase, cbb3-type	KEGG-Module-M00156: Cytochrome c oxidase, cbb3-type	0.00184578418523373	142.0	0.00184578418523373	0.00319591527987897	141.0	86.95652173913044	0.05441492567800618	0.15313073497193327	25	-0.34329582171996786
KEGG-Pathway-pae00620: Pyruvate metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00620: Pyruvate metabolism - Pseudomonas aeruginosa PAO1	0.0019734460571949	141.0	0.0019734460571949	0.0024885145482389	145.0	89.44099378881987	0.006732252368524105	0.012096380985064723	25	-0.39340744287112434
KEGG-Pathway-pae00300: Lysine biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00300: Lysine biosynthesis - Pseudomonas aeruginosa PAO1	0.0038484310242747205	140.0	0.0038484310242747205	0.003957304817843	138.0	85.09316770186335	0.02997933996693963	0.045166877458328654	25	-0.5785414093939416
KEGG-Pathway-pae00521: Streptomycin biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00521: Streptomycin biosynthesis - Pseudomonas aeruginosa PAO1	0.003991158049858771	137.5	0.003991158049858771	0.007791609036422309	133.0	81.98757763975155	0.010214750335756832	0.010928659352398264	25	-0.5694744510937941
KEGG-Module-M00010: Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	KEGG-Module-M00010: Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	0.003991158049858771	137.5	0.003991158049858771	0.00264512998700912	144.0	88.81987577639751	0.0027512800401746714	0.0015426133249870281	25	0.8037516528612414
KEGG-Module-M00125: Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	KEGG-Module-M00125: Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	0.003991158049858771	137.5	0.003991158049858771	0.00922260867034358	129.5	79.81366459627328	0.019149239341919443	0.02720891632215108	25	-0.5570997798144688
KEGG-Pathway-pae00550: Peptidoglycan biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00550: Peptidoglycan biosynthesis - Pseudomonas aeruginosa PAO1	0.003991158049858771	137.5	0.003991158049858771	0.00287024456521739	142.0	87.5776397515528	0.00806590186163256	0.014213691408216827	25	-0.28667737991118986
KEGG-Pathway-pae03030: DNA replication - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae03030: DNA replication - Pseudomonas aeruginosa PAO1	0.0047332306399663895	135.0	0.0047332306399663895	0.00269292668546935	143.0	88.19875776397515	0.006072158336749859	0.00911862186780291	25	-0.14683443575076965
KEGG-Pathway-pae02030: Bacterial chemotaxis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae02030: Bacterial chemotaxis - Pseudomonas aeruginosa PAO1	0.00494614844298759	134.0	0.00494614844298759	0.0104758725920275	127.0	78.26086956521739	0.04853820383111671	0.1316860606325264	25	-0.3310301422849451
KEGG-Pathway-pae00523: Polyketide sugar unit biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00523: Polyketide sugar unit biosynthesis - Pseudomonas aeruginosa PAO1	0.0051481619690958	132.5	0.0051481619690958	0.005027667043493779	136.0	83.85093167701864	0.009556817240537578	0.012676727101932503	25	-0.34777551303204285
KEGG-Module-M00034: Methionine salvage pathway	KEGG-Module-M00034: Methionine salvage pathway	0.0051481619690958	132.5	0.0051481619690958	0.0442701650842528	102.0	62.732919254658384	0.0696184273994252	0.0654371423975558	25	-0.9852243400032317
KEGG-Pathway-pae00260: Glycine, serine and threonine metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00260: Glycine, serine and threonine metabolism - Pseudomonas aeruginosa PAO1	0.00550232790796106	131.0	0.00550232790796106	0.0155078958600085	117.0	72.04968944099379	0.03601963510223836	0.04636698161897698	25	-0.6581689411024166
KEGG-Module-M00436: Sulfonate transport system	KEGG-Module-M00436: Sulfonate transport system	0.0068343578130055	130.0	0.0068343578130055	0.0033446801773274197	140.0	86.33540372670807	0.005713303778985479	0.005725338261174985	25	0.1958057293526535
KEGG-Pathway-pae00900: Terpenoid backbone biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00900: Terpenoid backbone biosynthesis - Pseudomonas aeruginosa PAO1	0.00684330584313037	129.0	0.00684330584313037	0.0127442793184059	123.0	75.77639751552795	0.03031392419189087	0.042330516197276374	25	-0.5544609529299962
KEGG-Module-M00050: Guanine ribonucleotide biosynthesis IMP => GDP,GTP	KEGG-Module-M00050: Guanine ribonucleotide biosynthesis IMP => GDP,GTP	0.00710806243165325	128.0	0.00710806243165325	0.00922260867034358	129.5	79.81366459627328	0.019523517492067897	0.02229138314896544	25	-0.5569620771150245
KEGG-Pathway-pae03440: Homologous recombination - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae03440: Homologous recombination - Pseudomonas aeruginosa PAO1	0.0071598250896491205	127.0	0.0071598250896491205	0.00830334821751131	131.0	80.74534161490683	0.014029382618649772	0.013070988869623455	25	-0.5255575991626216
KEGG-Module-M00188: NitT/TauT family transport system	KEGG-Module-M00188: NitT/TauT family transport system	0.0076895076895076905	126.0	0.0076895076895076905	0.00788403865378207	132.0	81.36645962732919	0.012780106911918342	0.013178570243041563	25	-0.38627856653103526
KEGG-Module-M00018: Threonine biosynthesis, aspartate => homoserine => threonine	KEGG-Module-M00018: Threonine biosynthesis, aspartate => homoserine => threonine	0.00884995915403467	124.5	0.00884995915403467	0.012947215199571	122.0	75.15527950310559	0.03751687355551006	0.05497754034393023	25	-0.5214295550899514
KEGG-Module-M00506: CheA-CheYBV (chemotaxis) two-component regulatory system	KEGG-Module-M00506: CheA-CheYBV (chemotaxis) two-component regulatory system	0.00884995915403467	124.5	0.00884995915403467	0.0134318868224448	120.0	73.91304347826086	0.07197770596793082	0.1318519264613068	25	-0.47877758412897814
KEGG-Module-M00115: NAD biosynthesis, aspartate => NAD	KEGG-Module-M00115: NAD biosynthesis, aspartate => NAD	0.0117469607345673	123.0	0.0117469607345673	0.0106907894736842	125.0	77.01863354037266	0.013793917466210271	0.009153830081040914	25	-0.22361751458360088
KEGG-Pathway-pae00520: Amino sugar and nucleotide sugar metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00520: Amino sugar and nucleotide sugar metabolism - Pseudomonas aeruginosa PAO1	0.0117855814530126	122.0	0.0117855814530126	0.259518550988524	64.0	39.130434782608695	0.28828469365059284	0.2018176350880881	25	-1.3700443575057037
KEGG-Pathway-pae00364: Fluorobenzoate degradation - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00364: Fluorobenzoate degradation - Pseudomonas aeruginosa PAO1	0.0123008874331626	121.0	0.0123008874331626	0.0265073091160048	112.0	68.94409937888199	0.03614469034945899	0.021416195770294952	25	-1.113353798781043
KEGG-Pathway-pae03430: Mismatch repair - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae03430: Mismatch repair - Pseudomonas aeruginosa PAO1	0.0146359945872801	120.0	0.0146359945872801	0.0115761770855866	124.0	76.3975155279503	0.038800105472119484	0.04979835558450109	25	-0.48523913292349885
KEGG-Module-M00119: Pantothenate biosynthesis, valine/L-aspartate => pantothenate	KEGG-Module-M00119: Pantothenate biosynthesis, valine/L-aspartate => pantothenate	0.0150063488398938	118.5	0.0150063488398938	0.0342757306226175	109.0	67.0807453416149	0.046607861378554466	0.04406516195748732	25	-0.7171541220964719
KEGG-Pathway-pae00630: Glyoxylate and dicarboxylate metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00630: Glyoxylate and dicarboxylate metabolism - Pseudomonas aeruginosa PAO1	0.0150063488398938	118.5	0.0150063488398938	0.0266654978962132	110.5	68.01242236024845	0.04259149387709331	0.040424943971384235	25	-0.6823793016689477
KEGG-Pathway-pae00760: Nicotinate and nicotinamide metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00760: Nicotinate and nicotinamide metabolism - Pseudomonas aeruginosa PAO1	0.0155334848214058	117.0	0.0155334848214058	0.0058075601374570395	134.0	82.6086956521739	0.008928266928335895	0.009967903328389123	25	0.6626486709855913
KEGG-Pathway-pae01220: Degradation of aromatic compounds - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae01220: Degradation of aromatic compounds - Pseudomonas aeruginosa PAO1	0.0161044406327425	115.5	0.0161044406327425	0.0106720793865584	126.0	77.63975155279503	0.03878324346468854	0.08531345141138434	25	-0.2658291565604126
KEGG-Module-M00331: Type II general secretion pathway	KEGG-Module-M00331: Type II general secretion pathway	0.0161044406327425	115.5	0.0161044406327425	0.0266654978962132	110.5	68.01242236024845	0.0675635192245917	0.12132757516211926	25	-0.4241334133900641
KEGG-Module-M00016: Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	KEGG-Module-M00016: Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	0.0170163921221153	114.0	0.0170163921221153	0.0212291429654911	115.0	70.80745341614906	0.08112493794484563	0.09727007307834155	25	-0.6590778005388888
KEGG-Module-M00616: Sulfate-sulfur assimilation	KEGG-Module-M00616: Sulfate-sulfur assimilation	0.0193943687973695	112.5	0.0193943687973695	0.0852786309784993	92.0	56.52173913043478	0.13852422493829505	0.13499684826657093	25	-0.8824639809789211
KEGG-Pathway-pae00640: Propanoate metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00640: Propanoate metabolism - Pseudomonas aeruginosa PAO1	0.0193943687973695	112.5	0.0193943687973695	0.0610372374730916	97.0	59.62732919254658	0.09130018192226014	0.098641118096187	25	-0.7289638896304256
KEGG-Module-M00193: Putative spermidine/putrescine transport system	KEGG-Module-M00193: Putative spermidine/putrescine transport system	0.0194605442811004	111.0	0.0194605442811004	0.18298656159402898	75.0	45.962732919254655	0.22874874023119532	0.15838997234345573	25	-1.321347512431346
KEGG-Pathway-pae00770: Pantothenate and CoA biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00770: Pantothenate and CoA biosynthesis - Pseudomonas aeruginosa PAO1	0.0218950373298199	110.0	0.0218950373298199	0.00954461684798763	128.0	78.88198757763975	0.01569272079125678	0.015727268328590983	25	0.39436705783723286
KEGG-Module-M00053: Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	KEGG-Module-M00053: Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	0.0224904626243309	109.0	0.0224904626243309	0.056030395660794007	99.0	60.869565217391305	0.07861645567337835	0.07000290645443528	25	-0.8017666107275092
KEGG-Module-M00332: Type III secretion system	KEGG-Module-M00332: Type III secretion system	0.022958553574075	108.0	0.022958553574075	0.0187488579707118	116.0	71.42857142857143	0.04663897056920505	0.056168581509266326	25	-0.4215954250370986
KEGG-Module-M00452: CusS-CusR (copper tolerance) two-component regulatory system	KEGG-Module-M00452: CusS-CusR (copper tolerance) two-component regulatory system	0.0232455778382988	107.0	0.0232455778382988	0.12388776541961599	84.0	51.5527950310559	0.18007025511836372	0.1392686650283274	25	-1.1260585950771236
KEGG-Module-M00210: Putative ABC transport system	KEGG-Module-M00210: Putative ABC transport system	0.0279879958246347	106.0	0.0279879958246347	0.0131131671125168	121.0	74.53416149068323	0.023116215654354403	0.02177962964910198	25	0.22368517044463013
KEGG-Module-M00258: Putative ABC transport system	KEGG-Module-M00258: Putative ABC transport system	0.0295852808851076	104.5	0.0295852808851076	0.20830806379155398	69.0	42.2360248447205	0.22539164909425463	0.16674975353757054	25	-1.1742528193004478
KEGG-Pathway-pae00450: Selenocompound metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00450: Selenocompound metabolism - Pseudomonas aeruginosa PAO1	0.0295852808851076	104.5	0.0295852808851076	0.0221049429657795	114.0	70.1863354037267	0.04693470753597143	0.06220249830286358	25	-0.2789184859808939
KEGG-Module-M00176: Assimilatory sulfate reduction, sulfate => H2S	KEGG-Module-M00176: Assimilatory sulfate reduction, sulfate => H2S	0.0361021254219622	103.0	0.0361021254219622	0.076308870598994	94.0	57.7639751552795	0.11540921623110831	0.09152206813404631	25	-0.8665351693428766
KEGG-Pathway-pae00650: Butanoate metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00650: Butanoate metabolism - Pseudomonas aeruginosa PAO1	0.0361762283220909	101.5	0.0361762283220909	0.0991203698020457	88.0	54.03726708074534	0.1480869377025704	0.13944279353053732	25	-0.8025564215046479
KEGG-Module-M00049: Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	KEGG-Module-M00049: Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	0.0361762283220909	101.5	0.0361762283220909	0.0389437711857572	104.0	63.9751552795031	0.08095049933261102	0.07148326606598568	25	-0.626360174550353
KEGG-Module-M00240: Iron complex transport system	KEGG-Module-M00240: Iron complex transport system	0.0435871655883896	100.0	0.0435871655883896	0.0807379799276462	93.0	57.14285714285714	0.11650740379356948	0.11436205523528763	25	-0.6376261606627682
KEGG-Pathway-pae00460: Cyanoamino acid metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00460: Cyanoamino acid metabolism - Pseudomonas aeruginosa PAO1	0.0441830065359477	98.5	0.0441830065359477	0.21175153363543897	68.0	41.61490683229814	0.283319653428118	0.20935841523850815	25	-1.1422356565879512
KEGG-Module-M00024: Phenylalanine biosynthesis, chorismate => phenylalanine	KEGG-Module-M00024: Phenylalanine biosynthesis, chorismate => phenylalanine	0.0441830065359477	98.5	0.0441830065359477	0.0523196435638508	100.0	61.49068322981366	0.0532375527803163	0.013716344772680857	25	-0.660128218882536
KEGG-Pathway-pae00750: Vitamin B6 metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00750: Vitamin B6 metabolism - Pseudomonas aeruginosa PAO1	0.0452433710327103	97.0	0.0452433710327103	0.0591181944114067	98.0	60.24844720496894	0.06104302044443614	0.028964290587654738	25	-0.5454871875391287
KEGG-Module-M00008: Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	KEGG-Module-M00008: Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	0.0469446481972578	96.0	0.0469446481972578	0.0414590881642512	103.0	63.35403726708074	0.05847684279319883	0.049891987094075343	25	-0.23114322093838738
KEGG-Pathway-pae00401: Novobiocin biosynthesis - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00401: Novobiocin biosynthesis - Pseudomonas aeruginosa PAO1	0.0474812152891212	95.0	0.0474812152891212	0.0977078107191447	89.0	54.6583850931677	0.1453549279657471	0.10758343503808895	25	-0.909747050203171
KEGG-Pathway-pae00440: Phosphonate and phosphinate metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00440: Phosphonate and phosphinate metabolism - Pseudomonas aeruginosa PAO1	0.0569463164469575	94.0	0.0569463164469575	0.0385470719051149	105.0	64.59627329192547	0.05317088935527822	0.04638275967281373	25	0.08139720702932142
KEGG-Pathway-pae04122: Sulfur relay system - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae04122: Sulfur relay system - Pseudomonas aeruginosa PAO1	0.057617348821679	93.0	0.057617348821679	0.0238028169014084	113.0	69.56521739130434	0.06573717720650676	0.10347124387200131	25	-0.07847425121198276
KEGG-Pathway-pae00670: One carbon pool by folate - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00670: One carbon pool by folate - Pseudomonas aeruginosa PAO1	0.0621560667568787	92.0	0.0621560667568787	0.0147383108874133	119.0	73.2919254658385	0.033710687767413476	0.04302940447193576	25	0.6610683865731306
KEGG-Module-M00533: Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	KEGG-Module-M00533: Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	0.0634688574063207	91.0	0.0634688574063207	0.0748187424866249	95.0	58.38509316770186	0.09636453837275115	0.10175185708527257	25	-0.32329317526718365
KEGG-Module-M00019: Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	KEGG-Module-M00019: Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	0.09082606734816599	90.0	0.09082606734816599	0.035	108.0	66.45962732919254	0.046013554682861335	0.0353833209422626	25	1.2664869060320347
KEGG-Module-M00324: Dipeptide transport system	KEGG-Module-M00324: Dipeptide transport system	0.10993246575714902	89.0	0.10993246575714902	0.38445926827375004	43.0	26.08695652173913	0.4000396540327056	0.21277676291038486	25	-1.3634345419463918
KEGG-Pathway-pae00740: Riboflavin metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00740: Riboflavin metabolism - Pseudomonas aeruginosa PAO1	0.11401669037736699	88.0	0.11401669037736699	0.11728609788321301	86.0	52.79503105590062	0.14830945150203606	0.10018992593390263	25	-0.3422775374371742
KEGG-Pathway-pae00480: Glutathione metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00480: Glutathione metabolism - Pseudomonas aeruginosa PAO1	0.115272973080441	87.0	0.115272973080441	0.0350242418480844	107.0	65.83850931677019	0.07558751480983526	0.09387087012754923	25	0.42276648993113836
KEGG-Module-M00260: DNA polymerase III complex, bacteria	KEGG-Module-M00260: DNA polymerase III complex, bacteria	0.123359909713121	86.0	0.123359909713121	0.0961132448834908	90.0	55.27950310559006	0.1083386756306445	0.07999065265383513	25	0.18778736745006797
KEGG-Pathway-pae00627: Aminobenzoate degradation - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00627: Aminobenzoate degradation - Pseudomonas aeruginosa PAO1	0.13328511095037	85.0	0.13328511095037	0.0372873876765083	106.0	65.21739130434783	0.08682329801413319	0.08128676729828464	25	0.5715790463870158
KEGG-Pathway-pae00500: Starch and sucrose metabolism - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00500: Starch and sucrose metabolism - Pseudomonas aeruginosa PAO1	0.14055816655225198	83.5	0.14055816655225198	0.11591677332545698	87.0	53.41614906832298	0.178632683066071	0.17741204673198957	25	-0.2146106604098701
KEGG-Module-M00124: Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	KEGG-Module-M00124: Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	0.14055816655225198	83.5	0.14055816655225198	0.0489599629178979	101.0	62.11180124223602	0.06257054833054544	0.037101410881054266	25	2.1020121976420767
KEGG-Pathway-pae00930: Caprolactam degradation - Pseudomonas aeruginosa PAO1	KEGG-Pathway-pae00930: Caprolactam degradation - Pseudomonas aeruginosa PAO1	0.142564072265112	82.0	0.142564072265112	0.5029898944292861	29.0	17.391304347826086	0.5308965299377563	0.16698558314082665	25	-2.325544818711359
