	pathway	LV index	AUC	p-value	FDR
75	KEGG.Pathway.pae03018..RNA.degradation...Pseudomonas.aeruginosa.PAO1	25	0.871516060492438	0.00678259606679321	0.01951483780621204
76	KEGG.Pathway.pae00240..Pyrimidine.metabolism...Pseudomonas.aeruginosa.PAO1	25	0.727924634420697	0.00672166177894979	0.01951483780621204
77	KEGG.Pathway.pae00970..Aminoacyl.tRNA.biosynthesis...Pseudomonas.aeruginosa.PAO1	25	0.655648813129128	0.0157551810253289	0.03694072734945623
78	KEGG.Pathway.pae00540..Lipopolysaccharide.biosynthesis...Pseudomonas.aeruginosa.PAO1	25	0.894591301087364	0.00123452492524261	0.005954767286464354
79	KEGG.Pathway.pae00330..Arginine.and.proline.metabolism...Pseudomonas.aeruginosa.PAO1	26	0.560516778348499	0.19706563953101	0.2670972304387243
80	KEGG.Module.M00334..Type.VI.secretion.system	30	0.715526244097348	0.00905956402189215	0.023275619779329224
81	KEGG.Pathway.pae03070..Bacterial.secretion.system...Pseudomonas.aeruginosa.PAO1	31	0.473177258891545	0.674222158788717	0.7190935424747213
82	KEGG.Module.M00334..Type.VI.secretion.system	31	0.982441625298768	3.08555788937309e-08	1.0120629877143733e-06
83	KEGG.Pathway.pae00051..Fructose.and.mannose.metabolism...Pseudomonas.aeruginosa.PAO1	32	0.623751588886871	0.203567090449167	0.272391968718128
84	KEGG.Pathway.pae00520..Amino.sugar.and.nucleotide.sugar.metabolism...Pseudomonas.aeruginosa.PAO1	32	0.511016282307366	0.458494618912988	0.5332845212888654
85	KEGG.Pathway.pae00860..Porphyrin.and.chlorophyll.metabolism...Pseudomonas.aeruginosa.PAO1	35	0.581941165788996	0.195564942532083	0.2670972304387243
86	KEGG.Module.M00240..Iron.complex.transport.system	41	0.986459649756274	0.0045530184743921	0.013857687473263457
87	KEGG.Pathway.pae03070..Bacterial.secretion.system...Pseudomonas.aeruginosa.PAO1	42	0.550023497200768	0.211968644944809	0.2781028621675894
88	KEGG.Module.M00334..Type.VI.secretion.system	42	0.656525836704671	0.047509902672338	0.08201709513961507
89	KEGG.Module.M00331..Type.II.general.secretion.pathway	42	0.589447713620204	0.204293976538596	0.272391968718128
90	KEGG.Pathway.pae00190..Oxidative.phosphorylation...Pseudomonas.aeruginosa.PAO1	43	0.719618854722887	0.00367349766365717	0.011925771719727486
91	KEGG.Pathway.pae00280..Valine..leucine.and.isoleucine.degradation...Pseudomonas.aeruginosa.PAO1	43	0.547699421019252	0.290335997590795	0.36910933027046805
92	KEGG.Pathway.pae00640..Propanoate.metabolism...Pseudomonas.aeruginosa.PAO1	43	0.680669174316753	0.0324700070392837	0.0641576042703919
93	KEGG.Pathway.pae02040..Flagellar.assembly...Pseudomonas.aeruginosa.PAO1	44	0.543929026719047	0.325428509690232	0.3982856387253586
94	KEGG.Pathway.pae00790..Folate.biosynthesis...Pseudomonas.aeruginosa.PAO1	44	0.38028136951375	0.82462794912992	0.8505596456434394
95	KEGG.Pathway.pae02030..Bacterial.chemotaxis...Pseudomonas.aeruginosa.PAO1	45	0.812227470930233	0.000183121909594174	0.0013650905987929334
96	KEGG.Pathway.pae00281..Geraniol.degradation...Pseudomonas.aeruginosa.PAO1	46	0.767863849765258	0.0201666020922603	0.04530579100179026
97	KEGG.Pathway.pae00330..Arginine.and.proline.metabolism...Pseudomonas.aeruginosa.PAO1	46	0.53485580147552	0.309019297664198	0.3839330667949127
98	KEGG.Pathway.pae00520..Amino.sugar.and.nucleotide.sugar.metabolism...Pseudomonas.aeruginosa.PAO1	46	0.612394366197183	0.146082080655514	0.2120129312168522
99	KEGG.Pathway.pae00250..Alanine..aspartate.and.glutamate.metabolism...Pseudomonas.aeruginosa.PAO1	46	0.455130784708249	0.675246375250653	0.7190935424747213
100	KEGG.Pathway.pae00010..Glycolysis...Gluconeogenesis...Pseudomonas.aeruginosa.PAO1	46	0.546975184439973	0.317234501870016	0.391176378245734
101	KEGG.Module.M00193..Putative.spermidine.putrescine.transport.system	46	0.939530516431925	0.00867123998411437	0.02293682834507672
102	KEGG.Module.M00237..Branched.chain.amino.acid.transport.system	46	0.824788732394366	0.0393607439352066	0.07258962436101506
103	KEGG.Module.M00236..Putative.polar.amino.acid.transport.system	46	0.569107981220657	0.298437135360489	0.37648992460861685
104	KEGG.Pathway.pae02040..Flagellar.assembly...Pseudomonas.aeruginosa.PAO1	47	0.99720859855995	3.10612899469547e-07	5.660057279222856e-06
105	KEGG.Pathway.pae02030..Bacterial.chemotaxis...Pseudomonas.aeruginosa.PAO1	47	0.955198441684928	1.15264281122388e-07	2.7004774434388044e-06
106	KEGG.Pathway.pae00190..Oxidative.phosphorylation...Pseudomonas.aeruginosa.PAO1	48	0.728325750682439	0.00378134225259652	0.011925771719727486
107	KEGG.Module.M00240..Iron.complex.transport.system	49	0.870554251669977	0.0249730457714249	0.05250742957068825
108	KEGG.Pathway.pae00780..Biotin.metabolism...Pseudomonas.aeruginosa.PAO1	50	0.544424762259929	0.37049569076589	0.44029922670728955
109	KEGG.Pathway.pae00230..Purine.metabolism...Pseudomonas.aeruginosa.PAO1	50	0.487314314127665	0.57251637785922	0.6344100403304871
110	KEGG.Pathway.pae00330..Arginine.and.proline.metabolism...Pseudomonas.aeruginosa.PAO1	50	0.672724487893237	0.00814417806691338	0.021895822999570397
111	KEGG.Pathway.pae00240..Pyrimidine.metabolism...Pseudomonas.aeruginosa.PAO1	50	0.473429050904345	0.610166989417909	0.6685936124936119
112	KEGG.Pathway.pae00520..Amino.sugar.and.nucleotide.sugar.metabolism...Pseudomonas.aeruginosa.PAO1	51	0.661017461180593	0.0668043067191133	0.1083825110243204
113	KEGG.Pathway.pae00281..Geraniol.degradation...Pseudomonas.aeruginosa.PAO1	53	0.507647058823529	0.476951317421194	0.5508451835005339
114	KEGG.Pathway.pae00071..Fatty.acid.degradation...Pseudomonas.aeruginosa.PAO1	54	0.434189602446483	0.724940739132844	0.7621171872935026
115	KEGG.Pathway.pae00920..Sulfur.metabolism...Pseudomonas.aeruginosa.PAO1	54	0.601816513761468	0.116522522478384	0.17531829070142183
116	KEGG.Pathway.pae00281..Geraniol.degradation...Pseudomonas.aeruginosa.PAO1	54	0.998394495412844	0.000110416979031946	0.0008623040267256735
117	KEGG.Pathway.pae00920..Sulfur.metabolism...Pseudomonas.aeruginosa.PAO1	55	0.638471478678235	0.0448514571140648	0.0803246417581559
118	KEGG.Pathway.pae00030..Pentose.phosphate.pathway...Pseudomonas.aeruginosa.PAO1	55	0.777958279490493	0.00798140815468485	0.02181584895613859
119	KEGG.Pathway.pae00400..Phenylalanine..tyrosine.and.tryptophan.biosynthesis...Pseudomonas.aeruginosa.PAO1	55	0.583939449880007	0.233401655944727	0.30140056358216716
120	KEGG.Pathway.pae01220..Degradation.of.aromatic.compounds...Pseudomonas.aeruginosa.PAO1	55	0.535130145837179	0.380389450900454	0.44880481976744213
121	KEGG.Module.M00299..Spermidine.putrescine.transport.system	56	0.56239841069171	0.3647341176846	0.4366160240895942
122	KEGG.Pathway.pae00480..Glutathione.metabolism...Pseudomonas.aeruginosa.PAO1	57	0.416675809105869	0.758034071207165	0.7918317686495228
123	KEGG.Pathway.pae00030..Pentose.phosphate.pathway...Pseudomonas.aeruginosa.PAO1	57	0.678076430791735	0.06740863490537	0.1083825110243204
124	KEGG.Pathway.pae00010..Glycolysis...Gluconeogenesis...Pseudomonas.aeruginosa.PAO1	57	0.542433978528329	0.336711933781937	0.40904264548324193
125	KEGG.Pathway.pae00920..Sulfur.metabolism...Pseudomonas.aeruginosa.PAO1	61	0.586418604651163	0.152466579869522	0.2174306008574053
126	KEGG.Pathway.pae00230..Purine.metabolism...Pseudomonas.aeruginosa.PAO1	61	0.493358139534884	0.538496161150901	0.6048860988270396
127	KEGG.Pathway.pae00630..Glyoxylate.and.dicarboxylate.metabolism...Pseudomonas.aeruginosa.PAO1	61	0.599565891472868	0.131060359047263	0.1953990807613739
128	KEGG.Pathway.pae02040..Flagellar.assembly...Pseudomonas.aeruginosa.PAO1	62	0.526291118647807	0.396916717042923	0.4649595828217098
129	KEGG.Pathway.pae03440..Homologous.recombination...Pseudomonas.aeruginosa.PAO1	62	0.896738081451457	0.00142887058541177	0.006166704631777113
130	KEGG.Pathway.pae03070..Bacterial.secretion.system...Pseudomonas.aeruginosa.PAO1	62	0.57541980312681	0.114901222239828	0.17447963377159068
131	KEGG.Pathway.pae00230..Purine.metabolism...Pseudomonas.aeruginosa.PAO1	62	0.604953998584572	0.0634601677314659	0.10407467507960406
132	KEGG.Pathway.pae00970..Aminoacyl.tRNA.biosynthesis...Pseudomonas.aeruginosa.PAO1	62	0.433172984128398	0.817387182575834	0.8484272021673214
133	KEGG.Pathway.pae00550..Peptidoglycan.biosynthesis...Pseudomonas.aeruginosa.PAO1	62	0.706113684616869	0.0606179864122595	0.10041767446071272
134	KEGG.Pathway.pae03430..Mismatch.repair...Pseudomonas.aeruginosa.PAO1	62	0.456539921508074	0.61151854801245	0.6685936124936119
135	KEGG.Pathway.pae00860..Porphyrin.and.chlorophyll.metabolism...Pseudomonas.aeruginosa.PAO1	62	0.702325805828991	0.0157673836247679	0.03694072734945623
136	KEGG.Pathway.pae00540..Lipopolysaccharide.biosynthesis...Pseudomonas.aeruginosa.PAO1	62	0.748238756996719	0.0309962822053673	0.0620035800046942
137	KEGG.Module.M00331..Type.II.general.secretion.pathway	62	0.492247313903365	0.52851680768756	0.5977707342121369
138	KEGG.Pathway.pae00071..Fatty.acid.degradation...Pseudomonas.aeruginosa.PAO1	65	0.716044844697666	0.0210000962612154	0.046540753876207104
139	KEGG.Pathway.pae00260..Glycine..serine.and.threonine.metabolism...Pseudomonas.aeruginosa.PAO1	65	0.581531172782781	0.173684000737925	0.241391323059489
140	KEGG.Pathway.pae00625..Chloroalkane.and.chloroalkene.degradation...Pseudomonas.aeruginosa.PAO1	65	0.28689579121485	0.876824080326994	0.8931624172274969
141	KEGG.Module.M00237..Branched.chain.amino.acid.transport.system	65	0.641701893034369	0.220550448530526	0.2870656631667164
142	KEGG.Module.M00208..Glycine.betaine.proline.transport.system	65	0.871255283955155	0.0217728246819363	0.04698346378733623
143	KEGG.Pathway.pae00260..Glycine..serine.and.threonine.metabolism...Pseudomonas.aeruginosa.PAO1	66	0.646223826409997	0.0455897988301841	0.08039491406613111
144	KEGG.Pathway.pae00670..One.carbon.pool.by.folate...Pseudomonas.aeruginosa.PAO1	66	0.704565602836879	0.0860819069546653	0.134257832007676
145	KEGG.Pathway.pae00230..Purine.metabolism...Pseudomonas.aeruginosa.PAO1	66	0.685081053698075	0.00290773598935402	0.010597082272312429
146	KEGG.Pathway.pae00330..Arginine.and.proline.metabolism...Pseudomonas.aeruginosa.PAO1	66	0.740182642205819	0.000272174331086023	0.0019407213173090335
147	KEGG.Pathway.pae00240..Pyrimidine.metabolism...Pseudomonas.aeruginosa.PAO1	66	0.594961056231003	0.150506662316139	0.21651835631444558
148	KEGG.Pathway.pae00860..Porphyrin.and.chlorophyll.metabolism...Pseudomonas.aeruginosa.PAO1	66	0.755224164133739	0.00271813458228497	0.010131228897607614
149	KEGG.Pathway.pae00790..Folate.biosynthesis...Pseudomonas.aeruginosa.PAO1	66	0.703718655015198	0.0582341442301321	0.09745305769124148
150	KEGG.Module.M00048..Inosine.monophosphate.biosynthesis..PRPP...glutamine....IMP	66	0.834251519756839	0.0342609479662511	0.06689042221982358
151	KEGG.Pathway.pae00010..Glycolysis...Gluconeogenesis...Pseudomonas.aeruginosa.PAO1	68	0.600269492886943	0.1541154612291	0.2178873762204517
152	KEGG.Pathway.pae00260..Glycine..serine.and.threonine.metabolism...Pseudomonas.aeruginosa.PAO1	69	0.585941475826972	0.15651665113479	0.21939086141970562
153	KEGG.Pathway.pae00362..Benzoate.degradation...Pseudomonas.aeruginosa.PAO1	69	0.95	8.05197653680356e-06	7.767789129622257e-05
154	KEGG.Pathway.pae00280..Valine..leucine.and.isoleucine.degradation...Pseudomonas.aeruginosa.PAO1	69	0.941497031382528	1.11013050475003e-07	2.7004774434388044e-06
155	KEGG.Pathway.pae00330..Arginine.and.proline.metabolism...Pseudomonas.aeruginosa.PAO1	69	0.391793893129771	0.94345345884429	0.94345345884429
156	KEGG.Pathway.pae00627..Aminobenzoate.degradation...Pseudomonas.aeruginosa.PAO1	69	0.7514631043257	0.0440790782417943	0.08032187590726961
157	KEGG.Pathway.pae00340..Histidine.metabolism...Pseudomonas.aeruginosa.PAO1	69	0.300954198473282	0.940535615188066	0.94345345884429
158	KEGG.Pathway.pae00630..Glyoxylate.and.dicarboxylate.metabolism...Pseudomonas.aeruginosa.PAO1	69	0.658990670059372	0.0310017900023471	0.0620035800046942
159	KEGG.Pathway.pae01220..Degradation.of.aromatic.compounds...Pseudomonas.aeruginosa.PAO1	69	0.856068702290076	0.000915718241275426	0.0050059263856389955
160	KEGG.Pathway.pae00643..Styrene.degradation...Pseudomonas.aeruginosa.PAO1	69	0.300954198473282	0.864944610235082	0.8865682254909589
161	KEGG.Pathway.pae00650..Butanoate.metabolism...Pseudomonas.aeruginosa.PAO1	69	0.913239503816794	2.4172638143614e-06	3.303593879627247e-05
162	KEGG.Pathway.pae00010..Glycolysis...Gluconeogenesis...Pseudomonas.aeruginosa.PAO1	69	0.674836423118866	0.0351427061861192	0.06764254679131897
163	KEGG.Pathway.pae00620..Pyruvate.metabolism...Pseudomonas.aeruginosa.PAO1	71	0.636794171220401	0.0371778176357988	0.07008232289966669
164	KEGG.Pathway.pae01220..Degradation.of.aromatic.compounds...Pseudomonas.aeruginosa.PAO1	72	0.668888084027526	0.0807609606419838	0.12735382255082062
