	Gene ID	Adj P-value (Real)	Rank (Real)	abs(logFC) (Real)	logFC (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Percent DE (simulated)	Mean abs(logFC) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
PPEF1	PPEF1	1	3565.5	0	0	0.0790275347083928	2672.0	37.46668536961705	0.0	0.0026233333333333447	0.0037030351248404946	100	-0.7084278827753065
PPCS	PPCS	1	3565.5	0	0	0.05442611494316035	3827.5	53.67512975171833	0.0	0.002904444444444453	0.0021929053830943824	100	-1.3244732156870473
PPBP	PPBP	1	3565.5	0	0	0.221341564446195	6247.0	87.61397110394165	0.0	0.008128333333333342	0.005881592874594985	100	-1.3819952360937717
PPM1M	PPM1M	1	3565.5	0	0	0.0572858982189135	5227.5	73.31322766166363	0.0	0.005019444444444462	0.003501441591132384	100	-1.4335365345395203
PPA1	PPA1	1	3565.5	0	0	0.502509929780782	399.0	5.582830691541591	0.0	0.0022022222222222248	0.0038872332534694376	100	-0.5665269045166494
POU3F4	POU3F4	1	3565.5	0	0	0.22362927905997504	1564.0	21.924533595174637	0.0	0.00173166666666667	0.0015112550065177715	100	-1.14584676920725
POU2F3	POU2F3	1	3565.5	0	0	0.01791683945354915	5803.0	81.38588862393043	0.0	0.0059233333333333525	0.0027630335969162636	100	-2.1437789753784395
POU2AF1	POU2AF1	1	3565.5	0	0	0.059115653388107245	6382.0	89.5076448309721	0.0	0.010268333333333345	0.006168029267765426	100	-1.6647672842598864
POU1F1	POU1F1	1	3565.5	0	0	0.3081052476192695	241.0	3.366531070276336	0.0	0.0015438888888888835	0.0018925542933654	100	-0.815769932889741
POT1.AS1	POT1.AS1	1	3565.5	0	0	0.29963764353577	1306.0	18.305512694627577	0.0	0.002371666666666669	0.003474128051600516	100	-0.6826652994480306
PORCN	PORCN	1	3565.5	0	0	0.08335994335056005	4276.0	59.966334689297234	0.0	0.0035172222222222198	0.003774580205816416	100	-0.9318181176286512
POR	POR	1	3565.5	0	0	0.27245310122109895	2651.5	37.179127507364285	0.0	0.0031900000000000196	0.0029284200681039085	100	-1.0893245934028442
POPDC3	POPDC3	1	3565.5	0	0	0.060803821264288696	6205.0	87.02482816664329	0.0	0.007776666666666666	0.005064720051557494	100	-1.53545834468683
POP7	POP7	1	3565.5	0	0	0.006729543725538675	5110.0	71.6650301585075	0.0	0.0044588888888888924	0.0043368688273728775	100	-1.0281355204348965
POP5	POP5	1	3565.5	0	0	0.28926371714495347	1526.0	21.391499509047552	0.0	0.0024016666666666618	0.0024312835049068475	100	-0.9878184349211383
PPM1J	PPM1J	1	3565.5	0	0	0.3883978055592475	384.0	5.3724224996493195	0.0	0.0016205555555555361	0.0020212281414773983	100	-0.801767758077525
PPM1N	PPM1N	1	3565.5	0	0	0.24417167853460353	3132.0	43.919203254313366	0.0	0.0022694444444444416	0.0021175013304068845	100	-1.0717558529270725
PON3	PON3	1	3565.5	0	0	0.001502200809469945	6815.0	95.58142797026231	0.0	0.013660555555555532	0.006347027228964583	100	-2.1522761858048676
PPP1R26	PPP1R26	1	3565.5	0	0	0.2678459389916555	4239.5	59.45434142235938	0.0	0.0030305555555555745	0.0023755254208417684	100	-1.2757411598153707
PPP4R1	PPP4R1	1	3565.5	0	0	0.5377664866895635	162.5	2.265394866040118	0.0	0.001734444444444449	0.0030908489207262294	100	-0.5611547147496688
PPP4C	PPP4C	1	3565.5	0	0	0.0575288044039358	4476.0	62.77177724786085	0.0	0.0038677777777777643	0.0033716908280238887	100	-1.1471329890720219
PPP2R3C	PPP2R3C	1	3565.5	0	0	0.2769746852963415	2585.0	36.24631785664189	0.0	0.002079999999999988	0.001622868588846772	100	-1.281681101165473
PPP2R3B	PPP2R3B	1	3565.5	0	0	0.2650771883537435	3008.0	42.17982886800393	0.0	0.0024355555555555463	0.0018808126014838826	100	-1.2949485523618858
PPP2R1A	PPP2R1A	1	3565.5	0	0	0.23713245634288105	2585.0	36.24631785664189	0.0	0.002844999999999985	0.0031857948578680583	100	-0.8930267411831615
PPP1R8	PPP1R8	1	3565.5	0	0	0.376394739590868	743.0	10.408191892271006	0.0	0.002184999999999984	0.0033739949337830534	100	-0.6476002610798463
PPP1R3C	PPP1R3C	1	3565.5	0	0	0.0229200934425581	6916.5	97.00519006873336	0.0	0.016413333333333346	0.006446085746331521	100	-2.5462480611081233
PPP1R36	PPP1R36	1	3565.5	0	0	0.03073078536251205	6045.0	84.7804741197924	0.0	0.007320000000000001	0.004316004084597425	100	-1.6960132234635672
PPP1R35	PPP1R35	1	3565.5	0	0	0.002956905827170015	5256.0	73.71300322625895	0.0	0.004464444444444445	0.003626213949759107	100	-1.231158587523779
PPP1R32	PPP1R32	1	3565.5	0	0	0.42512409290361697	409.0	5.723102819469771	0.0	0.001449444444444431	0.0012249763633065017	100	-1.1832427856257053
PPP1R27	PPP1R27	1	3565.5	0	0	0.0556983154131092	3050.5	42.7759854116987	0.0	0.0028238888888888754	0.0030956108882445117	100	-0.9122234643935734
PPP1R1B	PPP1R1B	1	3565.5	0	0	0.006915903666853015	6310.0	88.4976855098892	0.0	0.008080555555555575	0.004902359865249591	100	-1.6482991411615138
PPOX	PPOX	1	3565.5	0	0	0.4352550430530855	207.5	2.896619441716931	0.0	0.001807777777777779	0.002466389859191638	100	-0.7329651356782176
PPP1R18	PPP1R18	1	3565.5	0	0	0.1503152490160825	4973.5	69.75031561228785	0.0	0.004068888888888893	0.002986492432521365	100	-1.362430671037632
PPP1R17	PPP1R17	1	3565.5	0	0	0.109333630449193	4296.5	60.25389255155001	0.0	0.0030666666666666594	0.0018720947479974083	100	-1.6380937289349764
PPP1R16A	PPP1R16A	1	3565.5	0	0	0.2655099944482515	5345.5	74.96843877121617	0.0	0.004806111111111089	0.0027791185877367244	100	-1.7293652499460699
PPP1R15B	PPP1R15B	1	3565.5	0	0	0.17165595568368403	2619.0	36.7232430915977	0.0	0.0025455555555555583	0.0027100656205688053	100	-0.9392966488469313
PPP1R14D	PPP1R14D	1	3565.5	0	0	0.05890199780515485	4130.0	57.9183616215458	0.0	0.003044999999999992	0.002424025716324117	100	-1.2561747919974808
PPP1R14C	PPP1R14C	1	3565.5	0	0	0.07913483904880239	5984.5	83.93182774582691	0.0	0.006617777777777801	0.003232396954827083	100	-2.0473283047415256
PPP1R14A	PPP1R14A	1	3565.5	0	0	0.0002460020185218435	6921.0	97.06831252630103	0.0	0.014938888888888882	0.007308111833155409	100	-2.0441516536616473
PPP1R13L	PPP1R13L	1	3565.5	0	0	0.298032368004604	4946.0	69.36456726048534	0.0	0.003991111111111123	0.002992317969197396	100	-1.3337857648134985
PPP1R13B	PPP1R13B	1	3565.5	0	0	0.0348017911621915	5629.0	78.9451535979801	0.0	0.005095000000000016	0.0017806916180891762	100	-2.861247814187701
PPP1CC	PPP1CC	1	3565.5	0	0	0.04640436653353065	3369.0	47.24365268621125	0.0	0.003173333333333343	0.003809812352120983	100	-0.8329369113328372
PPP1CA	PPP1CA	1	3565.5	0	0	0.02303585461985305	4527.0	63.48716510029457	0.0	0.0039549999999999854	0.0032107724026118924	100	-1.2317908291421342
POP1	POP1	1	3565.5	0	0	0.039862224126651954	5470.0	76.71482676392202	0.0	0.005207222222222197	0.0036604277687594506	100	-1.422572046541699
POMT1	POMT1	1	3565.5	0	0	0.25393731013434	2138.0	29.976153738252208	0.0	0.0025338888888888716	0.002850527645251157	100	-0.8889192473225823
PMM2	PMM2	1	3565.5	0	0	0.3728462752099475	1145.0	16.047131434983868	0.0	0.0021088888888889015	0.0028052282259516193	100	-0.7517708788822349
PNPLA5	PNPLA5	1	3565.5	0	0	0.32180441282761	805.5	11.284892691822135	0.0	0.0013783333333333184	0.001350495029624527	100	-1.0206134070086368
POGZ	POGZ	1	3565.5	0	0	0.2639268669495	261.0	3.6470753261326974	0.0	0.0019500000000000075	0.0031103544454220387	100	-0.6269381944138573
POFUT1	POFUT1	1	3565.5	0	0	0.28905885632593	909.5	12.743722822275213	0.0	0.0015177777777777826	0.001403011920542082	100	-1.0817996308907756
PODXL2	PODXL2	1	3565.5	0	0	0.22540182762782252	3840.0	53.85046991162856	0.0	0.0030105555555555454	0.002277917312525533	100	-1.3216263553560397
PODXL	PODXL	1	3565.5	0	0	0.07753849980121691	6645.0	93.19680179548324	0.0	0.010600555555555547	0.004217425172326741	100	-2.51351360662251
PODNL1	PODNL1	1	3565.5	0	0	0.325450623601457	348.5	4.874456445504278	0.0	0.0019761111111111203	0.0033833808801732334	100	-0.5840640415896483
PODN	PODN	1	3565.5	0	0	0.002050987921260555	6681.0	93.70178145602469	0.0	0.01122833333333335	0.005674484028187753	100	-1.9787408471954617
POC5	POC5	1	3565.5	0	0	0.400629378732897	1127.5	15.801655211109551	0.0	0.0018877777777777935	0.001972990397497412	100	-0.9568104234933407
POC1B	POC1B	1	3565.5	0	0	0.47736273849945243	985.0	13.802777388132977	0.0	0.0019294444444444491	0.0018258759836361636	100	-1.056722615192097
PNRC1	PNRC1	1	3565.5	0	0	0.044149266051999494	4581.0	64.24463459110676	0.0	0.004271666666666666	0.0031974345055659666	100	-1.3359669007232888
PNPT1	PNPT1	1	3565.5	0	0	0.027968109942077247	5127.0	71.90349277598541	0.0	0.0037655555555555654	0.002888010096847152	100	-1.30385816852456
PNPLA6	PNPLA6	1	3565.5	0	0	0.1460972541601015	1830.0	25.655772198064245	0.0	0.002036111111111106	0.0015486332871236183	100	-1.3147793787210358
PNP	PNP	1	3565.5	0	0	0.111734793334823	4358.5	61.12357974470473	0.0	0.003801666666666654	0.002833924752869389	100	-1.3414846893226127
POLB	POLB	1	3565.5	0	0	0.584290533823963	19.5	0.25950343666713427	0.0	0.0016316666666666582	0.003199771384385643	100	-0.5099322641076556
PNMA6A	PNMA6A	1	3565.5	0	0	0.05505545395664805	4532.5	63.56431477065507	0.0	0.0033994444444444536	0.0016650514994505064	100	-2.0416452257280477
PNMA3	PNMA3	1	3565.5	0	0	0.18413622573363247	1716.0	24.056669939682983	0.0	0.002008333333333334	0.002097887805875384	100	-0.9573120772754188
PNMA1	PNMA1	1	3565.5	0	0	0.29391097382748	2501.0	35.06803198204517	0.0	0.002783888888888881	0.0033934707577219715	100	-0.8203662526202815
PNLIPRP2	PNLIPRP2	1	3565.5	0	0	0.0514315160744487	3932.0	55.14097348856782	0.0	0.0033772222222222233	0.003711122998092465	100	-0.9100270252314816
PNLDC1	PNLDC1	1	3565.5	0	0	0.577330804145601	36.0	0.49095244774863234	0.0	0.0011216666666666775	0.0017580750045606652	100	-0.6380084261234217
PNKP	PNKP	1	3565.5	0	0	0.179633942164807	2382.5	33.405807266096225	0.0	0.002550000000000016	0.002960631448001267	100	-0.8613027473316647
PNCK	PNCK	1	3565.5	0	0	0.36399001483291105	562.5	7.876279983167344	0.0	0.0015466666666666485	0.0020144712769116376	100	-0.7677779695314519
PMVK	PMVK	1	3565.5	0	0	0.178440771019359	2492.5	34.948800673306216	0.0	0.0026661111111111256	0.0020347629638957396	100	-1.3102809312032162
PMS2P5	PMS2P5	1	3565.5	0	0	0.2023491597089615	2255.5	31.62435124140833	0.0	0.002262777777777781	0.0021369710234947865	100	-1.0588715302640141
PMPCB	PMPCB	1	3565.5	0	0	0.342206734343868	488.0	6.831252630102398	0.0	0.00222000000000001	0.00403266312339825	100	-0.5505046992691167
PMPCA	PMPCA	1	3565.5	0	0	0.16596124662384099	2679.0	37.56487585916678	0.0	0.0027899999999999904	0.0033979757109984373	100	-0.8210770874463362
POLA1	POLA1	1	3565.5	0	0	0.07334289698705079	4358.5	61.12357974470473	0.0	0.0033872222222222216	0.003079833708219175	100	-1.0998068542410964
POLD1	POLD1	1	3565.5	0	0	0.001360421677231365	6300.0	88.35741338196101	0.0	0.00733055555555554	0.004044207752906877	100	-1.8126060784801465
POMK	POMK	1	3565.5	0	0	0.0587520876698404	3924.5	55.03576939262169	0.0	0.002841666666666641	0.0016664866157889127	100	-1.7051842119484406
POLR2J	POLR2J	1	3565.5	0	0	0.01959388381194475	4239.5	59.45434142235938	0.0	0.0037449999999999957	0.0035404957352224513	100	-1.0577614775080912
POMGNT2	POMGNT2	1	3565.5	0	0	0.235627422475635	4425.5	62.06340300182354	0.0	0.0035233333333333423	0.002419384606269016	100	-1.4562931929895797
POMC	POMC	1	3565.5	0	0	0.2834177064579515	1127.5	15.801655211109551	0.0	0.0019038888888888805	0.0015581358869894836	100	-1.2219016998366141
POM121L8P	POM121L8P	1	3565.5	0	0	0.366270785281871	392.0	5.484640201991864	0.0	0.0012505555555555542	0.0014705933008282738	100	-0.8503748486078448
POM121L2	POM121L2	1	3565.5	0	0	0.185312875105033	1771.5	24.835180249684388	0.0	0.0018722222222221916	0.0013090164743771464	100	-1.4302510769492254
POM121L10P	POM121L10P	1	3565.5	0	0	0.12650393415933048	2263.0	31.729555337354466	0.0	0.0022150000000000125	0.0017842135018480885	100	-1.241443357370469
POM121	POM121	1	3565.5	0	0	0.08345806774865695	3598.5	50.462898022162996	0.0	0.002800000000000018	0.0020764476557790764	100	-1.348456818647551
POLR3GL	POLR3GL	1	3565.5	0	0	0.19660521636108103	1764.0	24.729976153738253	0.0	0.00234722222222224	0.0022335063531932213	100	-1.0509136089388957
POLR3F	POLR3F	1	3565.5	0	0	0.3578328011216275	2732.5	38.31533174358255	0.0	0.0022438888888888873	0.0015078233652059442	100	-1.4881642907704966
POLR3D	POLR3D	1	3565.5	0	0	0.0149858893709759	5051.0	70.83742460373125	0.0	0.003863333333333331	0.0030827877395165192	100	-1.2531947249599567
POLR3B	POLR3B	1	3565.5	0	0	0.28406425338345154	3118.0	43.722822275213915	0.0	0.0025561111111111062	0.002264668897458107	100	-1.128690871314618
POLR2J4	POLR2J4	1	3565.5	0	0	0.2048687506047665	2610.5	36.60401178285875	0.0	0.0021538888888888983	0.0015762977954664919	100	-1.3664225726151404
POLR2I	POLR2I	1	3565.5	0	0	0.3446725038361555	1605.0	22.49964931968018	0.0	0.002666666666666692	0.0038819081164765163	100	-0.6869473945939607
POLD2	POLD2	1	3565.5	0	0	0.02146670393984695	5083.0	71.28629541310143	0.0	0.004243333333333351	0.0039153642635613856	100	-1.0837646378969723
POLR2H	POLR2H	1	3565.5	0	0	0.07332746910895885	4232.0	59.34913732641324	0.0	0.003413888888888879	0.0031841413899308976	100	-1.0721536737295976
POLR2G	POLR2G	1	3565.5	0	0	0.00749963943644641	4713.0	66.09622667975874	0.0	0.004069999999999997	0.004091420219970801	100	-0.9947646003541145
POLR1E	POLR1E	1	3565.5	0	0	0.022512689022153295	4434.5	62.1896479169589	0.0	0.003468888888888899	0.0032779187323456025	100	-1.0582595763155613
POLQ	POLQ	1	3565.5	0	0	0.00036239414447861303	6379.0	89.46556319259363	0.0	0.007746111111111118	0.004242804219128022	100	-1.8257055265922904
POLM	POLM	1	3565.5	0	0	0.1696634630866345	2349.5	32.94290924393323	0.0	0.0024499999999999956	0.002431176367725897	100	-1.0077426025211433
POLG2	POLG2	1	3565.5	0	0	0.00405362924975705	5281.5	74.07069715247582	0.0	0.004321111111111126	0.00338742659478095	100	-1.2756323982839113
POLE3	POLE3	1	3565.5	0	0	0.0458278803109406	5012.0	70.29036330481134	0.0	0.004307777777777788	0.0029750638838278672	100	-1.4479614374650618
POLE2	POLE2	1	3565.5	0	0	0.0004019987343740055	6430.0	90.18095104502736	0.0	0.007823333333333316	0.00533438763896367	100	-1.4665850820794835
POLE	POLE	1	3565.5	0	0	0.0003630602186896775	6012.5	84.32458970402581	0.0	0.005891111111111093	0.0036953602992960775	100	-1.5941912652558614
POLD4	POLD4	1	3565.5	0	0	0.14085872037177802	2382.5	33.405807266096225	0.0	0.0023300000000000157	0.0020326217837132008	100	-1.1463027793314127
POLD3	POLD3	1	3565.5	0	0	0.199089089689634	1844.5	25.859166783560106	0.0	0.0022133333333333336	0.0025504966274266217	100	-0.8678048461356029
PPP5C	PPP5C	1	3565.5	0	0	0.111463208656401	4580.0	64.23060737831393	0.0	0.0035794444444444363	0.003140208397407654	100	-1.1398748081176353
PPP5D1	PPP5D1	1	3565.5	0	0	0.020633755131847252	4873.5	68.34759433300604	0.0	0.0042544444444444565	0.0031719360729968176	100	-1.3412768563222948
PPP6R1	PPP6R1	1	3565.5	0	0	0.0042286084814815595	5398.0	75.70486744283912	0.0	0.005366111111111111	0.0032219715739039844	100	-1.6654743805232042
PRPS1L1	PRPS1L1	1	3565.5	0	0	0.11429992209558651	3603.0	50.526020479730676	0.0	0.0025183333333333273	0.0014568245896548699	100	-1.728645542652417
PRR32	PRR32	1	3565.5	0	0	0.400602829152278	766.5	10.73783139290223	0.0	0.002398888888888902	0.003509667939921061	100	-0.6835087905617812
PRR3	PRR3	1	3565.5	0	0	0.001173015968009385	5994.0	84.06508626735868	0.0	0.0059638888888889005	0.004342922819172979	100	-1.3732431215585361
PRR29	PRR29	1	3565.5	0	0	0.27258575525693796	497.0	6.957497545237761	0.0	0.0019049999999999837	0.002985575487681143	100	-0.6380679396184258
PRR19	PRR19	1	3565.5	0	0	0.07208213473382286	3561.0	49.93687754243232	0.0	0.0026783333333333208	0.0021575652028245607	100	-1.2413684322619776
PRR18	PRR18	1	3565.5	0	0	0.38330378658399455	1809.5	25.368214335811473	0.0	0.0024722222222222407	0.002843361580145208	100	-0.8694716280494957
PRR15L	PRR15L	1	3565.5	0	0	0.03465634929950435	5945.0	83.3777528405106	0.0	0.006701666666666679	0.004030673752812144	100	-1.6626666105117094
PRR15	PRR15	1	3565.5	0	0	0.4480037421095545	2931.0	41.099733482956935	0.0	0.0029038888888888986	0.003010237913901765	100	-0.9646708904562894
PRR13	PRR13	1	3565.5	0	0	0.03175251742787735	4672.0	65.52111095525319	0.0	0.00416833333333331	0.0032764359805671603	100	-1.2722157118454547
PRR12	PRR12	1	3565.5	0	0	0.39533120088157947	155.5	2.167204376490391	0.0	0.0015550000000000177	0.002419929811854236	100	-0.6425806204720135
PRPSAP2	PRPSAP2	1	3565.5	0	0	0.10635066508550199	3713.0	52.06901388694067	0.0	0.0030394444444444293	0.0027226321297467433	100	-1.1163625123042809
PRPS2	PRPS2	1	3565.5	0	0	0.314925795697791	2211.0	31.00014027212793	0.0	0.0021849999999999778	0.002301504561106428	100	-0.9493789571068928
PRPH2	PRPH2	1	3565.5	0	0	0.00999741387225289	5237.0	73.4464861831954	0.0	0.004392222222222236	0.002997430208336301	100	-1.4653292710558563
PRR7	PRR7	1	3565.5	0	0	3.90726701668449e-05	6447.5	90.42642726890168	0.0	0.00783722222222222	0.0052349955719402565	100	-1.4970828751470164
PRPH	PRPH	1	3565.5	0	0	0.16696332240832398	2398.5	33.630242670781314	0.0	0.0023055555555555403	0.0020404700181574195	100	-1.129913958567986
PRPF8	PRPF8	1	3565.5	0	0	0.267860408630183	1716.0	24.056669939682983	0.0	0.002286666666666661	0.0028175903381489143	100	-0.8115681814017517
PRPF40B	PRPF40B	1	3565.5	0	0	0.290889328211372	3173.0	44.49431897881891	0.0	0.0030061111111111143	0.0024215319267827263	100	-1.2414088279666278
PRPF39	PRPF39	1	3565.5	0	0	0.42274672938334	1251.0	17.534015991022585	0.0	0.0019533333333333243	0.00210665724282462	100	-0.9272193376433093
PRPF38B	PRPF38B	1	3565.5	0	0	0.06117410243021611	4585.5	64.30775704867443	0.0	0.0036827777777777813	0.0030426602188106896	100	-1.2103808880826332
PRPF3	PRPF3	1	3565.5	0	0	0.051346586348185855	3206.0	44.957217000981906	0.0	0.00309055555555559	0.0038611133719280554	100	-0.8004311859955343
PRPF19	PRPF19	1	3565.5	0	0	0.0020874837703592497	5381.0	75.46640482536121	0.0	0.004896111111111104	0.004159913382397044	100	-1.1769742927411253
PRPF18	PRPF18	1	3565.5	0	0	0.42947501542729105	1320.5	18.508907280123438	0.0	0.0017911111111111116	0.0018538057032721808	100	-0.9661806023951669
PROX2	PROX2	1	3565.5	0	0	0.217176626018435	783.0	10.969280403983728	0.0	0.0015761111111111004	0.0020709249632150507	100	-0.761066257400381
PROS1	PROS1	1	3565.5	0	0	0.0014676248698222449	7031.0	98.61130593351102	0.0	0.020083333333333342	0.007031375092415131	100	-2.8562454810578357
PRORSD1P	PRORSD1P	1	3565.5	0	0	0.048988660035244797	4375.5	61.362042362182635	0.0	0.003073333333333338	0.002244666122332723	100	-1.3691717011968976
PRR34.AS1	PRR34.AS1	1	3565.5	0	0	0.030448176754748403	4914.5	68.92271005751158	0.0	0.0038533333333333423	0.002007895625648047	100	-1.9190904567510485
PRR7.AS1	PRR7.AS1	1	3565.5	0	0	0.007803760699150425	5419.0	75.9994389114883	0.0	0.0041533333333333335	0.0021708730643634614	100	-1.913208746063264
PPRC1	PPRC1	1	3565.5	0	0	0.01423667892588865	4952.5	69.45574414363867	0.0	0.004126666666666674	0.003777671154499827	100	-1.0923837724072771
PRSS53	PRSS53	1	3565.5	0	0	0.3169423129479	615.5	8.619722261186702	0.0	0.0016966666666666866	0.0023552551001656237	100	-0.7203749039954845
PSKH2	PSKH2	1	3565.5	0	0	0.2474736583925465	1638.5	22.969560948239586	0.0	0.001595000000000021	0.001107859861625836	100	-1.4397127788881927
PSKH1	PSKH1	1	3565.5	0	0	0.41307235153894595	525.5	7.357273109833076	0.0	0.0021344444444444384	0.0026521911168718624	100	-0.8047853078408307
PSG3	PSG3	1	3565.5	0	0	0.0674048673200014	3539.0	49.62827886099032	0.0	0.002546666666666665	0.0020173013968669104	100	-1.262412582781094
PSG11	PSG11	1	3565.5	0	0	0.1035183105645345	4065.5	57.01360639640903	0.0	0.0029488888888888802	0.002075541808715413	100	-1.4207802880704177
PSENEN	PSENEN	1	3565.5	0	0	0.13335826033654102	3433.5	48.148407911348016	0.0	0.00259888888888892	0.002358656610257802	100	-1.1018513155269603
PSD	PSD	1	3565.5	0	0	0.206950375328571	1017.5	14.258661803899566	0.0	0.0016855555555555487	0.0013657721562328994	100	-1.234141103157852
PSAPL1	PSAPL1	1	3565.5	0	0	0.1528899750517615	1862.0	26.104643007434422	0.0	0.002334444444444439	0.002381785173152426	100	-0.9801238460791454
PRX	PRX	1	3565.5	0	0	0.327830828881767	465.0	6.5086267358675824	0.0	0.00178666666666668	0.002391370047603806	100	-0.7471309881366753
PRTFDC1	PRTFDC1	1	3565.5	0	0	0.02581195107452405	6660.5	93.41422359377192	0.0	0.012256111111111129	0.004366101714638163	100	-2.8071061812463625
PRSS8	PRSS8	1	3565.5	0	0	0.1375785199223355	5945.0	83.3777528405106	0.0	0.006931666666666673	0.0040217085741440384	100	-1.723562644800034
PRSS55	PRSS55	1	3565.5	0	0	0.19546620728159647	1691.5	23.71300322625894	0.0	0.0016172222222222263	0.0008700262590765361	100	-1.8588200130175143
PRSS50	PRSS50	1	3565.5	0	0	0.15683891933489397	1862.0	26.104643007434422	0.0	0.0016722222222222164	0.001333274877132344	100	-1.2542216544415004
PRR9	PRR9	1	3565.5	0	0	0.3445811936402755	783.0	10.969280403983728	0.0	0.001355555555555573	0.0013129046683453631	100	-1.0324858980537879
PRSS36	PRSS36	1	3565.5	0	0	0.16259788984427048	2382.5	33.405807266096225	0.0	0.0019899999999999874	0.0015296948486434637	100	-1.3009130558063415
PRSS35	PRSS35	1	3565.5	0	0	0.0036906293689204454	6234.0	87.43161733763502	0.0	0.008195000000000011	0.0035067986184969435	100	-2.3368892518591466
PRSS30P	PRSS30P	1	3565.5	0	0	0.13205720695616102	3481.5	48.82171412540328	0.0	0.0024650000000000006	0.001630235099490532	100	-1.512051851153458
PRSS3	PRSS3	1	3565.5	0	0	0.5273724431591875	2411.5	33.81259643708795	0.0	0.0020661111111111297	0.0015850124005080608	100	-1.3035299348124074
PRSS22	PRSS22	1	3565.5	0	0	0.22986972554914697	2157.0	30.242670781315752	0.0	0.0024900000000000065	0.001844588111181645	100	-1.3498948545238698
PRSS16	PRSS16	1	3565.5	0	0	0.2283645695203755	4920.0	68.99985972787208	0.0	0.00407388888888889	0.003236635735859732	100	-1.2586800682427621
PRRT3.AS1	PRRT3.AS1	1	3565.5	0	0	0.2169562969468705	4726.0	66.27858044606538	0.0	0.004121111111111117	0.0028970615211002197	100	-1.4225141858727388
PRRT3	PRRT3	1	3565.5	0	0	0.2575274674223515	1596.0	22.373404404544818	0.0	0.0027088888888889035	0.0034789563878155597	100	-0.7786498555648229
PRRT2	PRRT2	1	3565.5	0	0	0.057601027083298395	5829.0	81.75059615654371	0.0	0.005581666666666678	0.0023332592447219028	100	-2.392218815501553
PRRG2	PRRG2	1	3565.5	0	0	0.4775265191924205	1003.0	14.055267218403703	0.0	0.002483333333333331	0.002671473174824339	100	-0.9295744972234732
PRRG1	PRRG1	1	3565.5	0	0	0.11110801545012601	6711.0	94.12259783980923	0.0	0.011965000000000002	0.00523595071455726	100	-2.2851628390493235
PROP1	PROP1	1	3565.5	0	0	0.10962784739509648	3179.0	44.578482255575814	0.0	0.002045555555555536	0.0013879655741288648	100	-1.4737797490686306
PROM1	PROM1	1	3565.5	0	0	0.002757436220663845	6848.0	96.04432599242531	0.0	0.012347222222222232	0.0069952167533331696	100	-1.7650950152958262
PROK2	PROK2	1	3565.5	0	0	0.40062762200023205	5735.0	80.4320381540188	0.0	0.006119444444444451	0.004120816757872659	100	-1.4850076584340937
PRCC	PRCC	1	3565.5	0	0	0.061879599077512	5082.0	71.2722682003086	0.0	0.004013333333333311	0.002995237938048418	100	-1.3399046808108488
PRICKLE2	PRICKLE2	1	3565.5	0	0	0.01265998714857405	6831.0	95.8058633749474	0.0	0.013961111111111124	0.004912785313201417	100	-2.841791411807768
PRG4	PRG4	1	3565.5	0	0	0.0001954209283911005	6358.0	89.17099172394445	0.0	0.008516111111111132	0.005442768100111829	100	-1.5646654339243586
