pathway	Pathway ID	Adj P-value (Real)	Rank (Real)	padj (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Mean padj (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	0.25366298313645497	25.5	0.25366298313645497	0.19325571926890198	17.0	34.78260869565217	0.38829856493508513	0.32114551133246316	25	-0.41923544638694893
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	0.25366298313645497	25.5	0.25366298313645497	0.007407407407407409	32.0	67.39130434782608	0.11911533240670771	0.27861780669240194	25	0.4829111689845789
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.25366298313645497	25.5	0.25366298313645497	0.00485531171101185	38.0	80.43478260869564	0.12976913215645905	0.25733780222030644	25	0.4814444279505061
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.25698439491542896	22.5	0.25698439491542896	0.0007248057520584481	47.0	99.99999999999999	0.04953084493716998	0.16552976304435704	25	1.2532703857170848
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	0.25698439491542896	22.5	0.25698439491542896	0.653547985311276	4.0	6.521739130434782	0.6202385929751798	0.2740128016604773	25	-1.3256833106281305
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	0.310301340767291	21.0	0.310301340767291	0.00634446914557765	35.0	73.91304347826086	0.12953124753364947	0.2437359539404112	25	0.7416636335804456
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	0.332584152884778	20.0	0.332584152884778	0.00699181899507044	34.0	71.7391304347826	0.08698858807820742	0.1907525543087616	24	1.2875086558947848
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	0.42494246547928793	19.0	0.42494246547928793	0.19207003089598398	18.0	36.95652173913044	0.2756818625190521	0.24649150198193903	25	0.6055405633057991
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	0.482017481014472	17.0	0.482017481014472	0.458465650210063	9.0	17.391304347826086	0.4899321631848013	0.24084057304905004	25	-0.03286274430478702
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.482017481014472	17.0	0.482017481014472	0.0300173932559053	26.0	54.34782608695652	0.09367032186978863	0.20146919931839988	25	1.9275758302436268
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	0.482017481014472	17.0	0.482017481014472	0.007036914389291689	33.0	69.56521739130434	0.09373972050093639	0.2010865934106852	24	1.930898295743388
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.49320174146803797	14.5	0.49320174146803797	0.0007248057520584481	47.0	99.99999999999999	0.0011747121307424384	0.0010103929349743854	25	486.96602312423033
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	0.49320174146803797	14.5	0.49320174146803797	0.40036380977286895	10.0	19.565217391304348	0.37288601961047035	0.1679142284093583	25	0.7165308324214775
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	0.527004684486084	13.0	0.527004684486084	0.004510599909788	39.0	82.6086956521739	0.070597840929811	0.2021659984306931	25	2.2575845943388897
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	0.547395568433437	12.0	0.547395568433437	0.0062335742647587	36.0	76.08695652173913	0.05308702589792241	0.12935281637256707	24	3.821397603835603
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	0.556448372840498	11.0	0.556448372840498	0.0254790052996331	27.0	56.52173913043478	0.1293873941933093	0.264966387857479	25	1.6117552950787768
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	0.582366374671932	10.0	0.582366374671932	0.0248419150858175	28.0	58.69565217391304	0.052007360342212455	0.06344208915040812	25	8.35973438819689
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	0.5916709472442591	9.0	0.5916709472442591	0.6292129580953051	6.0	10.869565217391305	0.56090315690437	0.3232283655502043	25	0.09518901686587955
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.6305761309270921	8.0	0.6305761309270921	0.0854582409460458	23.0	47.82608695652174	0.32852594908670524	0.3900230850776292	25	0.7744418045928424
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	0.709034567990986	7.0	0.709034567990986	0.0007248057520584481	47.0	99.99999999999999	0.010341509021558443	0.03366990182804956	25	20.751265107264544
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	0.7547284453201629	5.5	0.7547284453201629	0.20247005988024	16.0	32.608695652173914	0.27046969846509716	0.22514165502287653	25	2.150906933707405
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	0.7547284453201629	5.5	0.7547284453201629	0.004152770856493021	40.0	84.78260869565217	0.020454390412194243	0.04183355451241162	25	17.55227504490723
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	0.774363982371795	3.5	0.774363982371795	0.6318292962481851	5.0	8.695652173913043	0.6383056453934794	0.20933654519184353	25	0.6499502361311392
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	0.774363982371795	3.5	0.774363982371795	0.297463081657059	13.0	26.08695652173913	0.3073389600411344	0.1796531331311293	25	2.599592972251577
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	0.8551364365971109	1.5	0.8551364365971109	0.17647058823529396	20.0	41.30434782608696	0.4428657415980417	0.4285408388785452	25	0.9620336210615222
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	0.8551364365971109	1.5	0.8551364365971109	0.501608840711582	8.0	15.217391304347824	0.47813602978728115	0.18280342252231158	25	2.0623268514779367
