	Gene ID	Adj P-value (Real)	Rank (Real)	abs(logFC) (Real)	logFC (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Percent DE (simulated)	Mean abs(logFC) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
POPDC3	POPDC3	1	3565.5	0	0	0.13480742956548852	5994.0	84.06508626735868	0.0	0.007452222222222219	0.005057380622954145	50	-1.4735339848455355
POP7	POP7	1	3565.5	0	0	0.01395839681326325	5072.5	71.13900967877683	0.0	0.004563333333333331	0.004566534665487185	50	-0.9992989580965959
POP5	POP5	1	3565.5	0	0	0.3190785731137465	1907.0	26.735867583111236	0.0	0.0025077777777777503	0.002763660498317811	50	-0.9074116662680486
PPM1J	PPM1J	1	3565.5	0	0	0.390206130077533	356.0	4.979660541450413	0.0	0.0016899999999999736	0.00217532979402527	50	-0.7768936942994591
PPM1N	PPM1N	1	3565.5	0	0	0.255952790723759	3131.0	43.90517604152055	0.0	0.002310000000000009	0.002693227745024732	50	-0.8577068925074498
PON3	PON3	1	3565.5	0	0	0.003619689142083255	6790.0	95.23074765044187	0.0	0.013488888888888892	0.006326815678035429	50	-2.1320186291688197
PPP1R26	PPP1R26	1	3565.5	0	0	0.2526899334248025	4214.5	59.10366110253892	0.0	0.0030511111111111372	0.002662455102076248	50	-1.145976549513194
PPP4R1	PPP4R1	1	3565.5	0	0	0.5014147086133675	209.5	2.924673867302567	0.0	0.001915555555555561	0.003437053001240055	50	-0.5573249975675229
PPP4C	PPP4C	1	3565.5	0	0	0.014954809062536316	4682.0	65.66138308318138	0.0	0.004068888888888874	0.003932450545976145	50	-1.0346955012701529
PPP2R3C	PPP2R3C	1	3565.5	0	0	0.2369778242750725	2603.0	36.49880768691261	0.0	0.002396666666666668	0.0019476006131001868	50	-1.2305739947635663
PPP2R3B	PPP2R3B	1	3565.5	0	0	0.205681593742443	3334.0	46.752700238462616	0.0	0.0026988888888888813	0.0021438002040043156	50	-1.2589274335582852
PPP2R1A	PPP2R1A	1	3565.5	0	0	0.1601594152911535	3015.0	42.27801935755365	0.0	0.0030655555555555106	0.0036090381281765906	50	-0.8494106869146141
PPP1R8	PPP1R8	1	3565.5	0	0	0.3051672253148885	774.0	10.843035488848365	0.0	0.002327777777777748	0.0036487960373314822	50	-0.6379577685246967
PPP1R3C	PPP1R3C	1	3565.5	0	0	0.0253177129697702	6938.0	97.30677514377894	0.0	0.01633555555555556	0.006212425069620861	50	-2.629497397954533
PPP1R36	PPP1R36	1	3565.5	0	0	0.035288012795031354	5978.0	83.8406508626736	0.0	0.007222222222222222	0.004429623815334282	50	-1.630436922706764
PPP1R35	PPP1R35	1	3565.5	0	0	0.0011068445037257296	5386.5	75.54355449572171	0.0	0.004642222222222225	0.004139574202497071	50	-1.121425053673865
PPP1R32	PPP1R32	1	3565.5	0	0	0.384115761683983	428.0	5.989619862533314	0.0	0.001553333333333318	0.001251653479342691	50	-1.241025059227299
PPP1R27	PPP1R27	1	3565.5	0	0	0.0544135897379069	2949.5	41.359236919624074	0.0	0.0028788888888888666	0.0033658596355041295	50	-0.8553205423427214
PPP1R1B	PPP1R1B	1	3565.5	0	0	0.0131880833246515	6265.5	87.87347454060878	0.0	0.007958888888888896	0.0049564849956617255	50	-1.6057526444355408
PPOX	PPOX	1	3565.5	0	0	0.3695571062439325	217.5	3.0368915696451118	0.0	0.002138888888888885	0.0029477102925419526	50	-0.7256102793753243
PPP1R18	PPP1R18	1	3565.5	0	0	0.1530027504752055	4989.0	69.96773741057653	0.0	0.004112222222222233	0.0033877547263885407	50	-1.2138488628443296
PPP1R17	PPP1R17	1	3565.5	0	0	0.10068255265147374	4349.5	60.99733482956936	0.0	0.0030044444444444294	0.0020113322187119476	50	-1.4937584236424495
PPP1R16A	PPP1R16A	1	3565.5	0	0	0.2778083522388225	5385.0	75.52251367653248	0.0	0.004705555555555556	0.0026807839186971457	50	-1.755290876947085
PPP1R15B	PPP1R15B	1	3565.5	0	0	0.17241108002698652	2625.5	36.81441997475102	0.0	0.002838888888888915	0.003110306220792424	50	-0.9127361382975471
PPP1R14D	PPP1R14D	1	3565.5	0	0	0.0763541372478073	3124.0	43.806985551970826	0.0	0.002934444444444453	0.0024213943643435058	50	-1.2118820823472292
PPP1R14C	PPP1R14C	1	3565.5	0	0	0.07913483904880239	6010.0	84.28952167204378	0.0	0.006507777777777826	0.0032974067320339245	50	-1.9736048072430734
PPP1R14A	PPP1R14A	1	3565.5	0	0	0.0004102695741802655	6897.0	96.7316594192734	0.0	0.015335555555555555	0.00783603835509659	50	-1.9570546825592363
PPP1R13L	PPP1R13L	1	3565.5	0	0	0.2803540435406975	4926.0	69.08402300462899	0.0	0.004071111111111128	0.0036114693699836335	50	-1.1272727784839491
PPP1R13B	PPP1R13B	1	3565.5	0	0	0.0389223389250295	5619.0	78.80488147005191	0.0	0.004982222222222234	0.0016938240937206558	50	-2.941404742495001
PPP1CC	PPP1CC	1	3565.5	0	0	0.0561036682673679	3103.0	43.512414083321644	0.0	0.003203333333333357	0.00398345675131461	50	-0.8041591846770274
PPP1CA	PPP1CA	1	3565.5	0	0	0.02157526749922505	4518.0	63.36092018515921	0.0	0.004021111111111083	0.003648133779146099	50	-1.102237843934628
POP1	POP1	1	3565.5	0	0	0.03516649913756245	5481.0	76.86912610464302	0.0	0.005565555555555531	0.0038454275347703393	50	-1.4473177573187381
POMT1	POMT1	1	3565.5	0	0	0.24806170017289103	2000.5	28.047411979239726	0.0	0.002652222222222193	0.0029843340438126353	50	-0.8887149304619556
PMM2	PMM2	1	3565.5	0	0	0.3336263678350755	1672.0	23.43947257679899	0.0	0.0023055555555555806	0.0032526758951223287	50	-0.7088181023547296
PNPLA5	PNPLA5	1	3565.5	0	0	0.25923913954050803	790.0	11.067470893533455	0.0	0.0015311111111111233	0.001577994938905355	50	-0.9702889872214959
POGZ	POGZ	1	3565.5	0	0	0.28366965779773856	240.0	3.352503857483518	0.0	0.002151111111111117	0.003426863184085252	50	-0.6277201614295912
POFUT1	POFUT1	1	3565.5	0	0	0.21162396937856848	1257.0	17.618179267779492	0.0	0.0015833333333333248	0.0013634749707892534	50	-1.161248550398256
PODXL2	PODXL2	1	3565.5	0	0	0.25984856440621695	3497.0	49.039135923691966	0.0	0.003155555555555538	0.0026906283611038153	50	-1.1727950248249777
PODXL	PODXL	1	3565.5	0	0	0.0791263454254284	6662.5	93.44227801935756	0.0	0.010253333333333354	0.004163243643079917	50	-2.4628232725164416
PODNL1	PODNL1	1	3565.5	0	0	0.2705358979304425	306.5	4.2853135082059195	0.0	0.0021577777777777884	0.003680304466684549	50	-0.5863041488308306
PODN	PODN	1	3565.5	0	0	0.003491777660866315	6708.5	94.0875298078272	0.0	0.01114444444444447	0.005623104086861675	50	-1.9819025705896767
POC5	POC5	1	3565.5	0	0	0.3464270276186345	1565.5	21.945574414363865	0.0	0.0019288888888889084	0.002009239178417966	50	-0.9600095944812683
POC1B	POC1B	1	3565.5	0	0	0.4272493497540185	1418.0	19.8765605274232	0.0	0.0021655555555555586	0.0020606662580484997	50	-1.0509006720993197
PNRC1	PNRC1	1	3565.5	0	0	0.039337231008831144	4799.5	67.3095805863375	0.0	0.004744444444444396	0.003698055027326546	50	-1.282956691932819
PNPT1	PNPT1	1	3565.5	0	0	0.04214101222693145	5023.0	70.44466264553235	0.0	0.0037522222222222184	0.002938442305828231	50	-1.2769426218714255
PNPLA6	PNPLA6	1	3565.5	0	0	0.12538003064978048	1813.0	25.417309580586338	0.0	0.002324444444444429	0.0017756634252152853	50	-1.3090568918840058
PNP	PNP	1	3565.5	0	0	0.10258956803784745	4203.5	58.949361761817926	0.0	0.0039577777777777936	0.0034851583967071913	50	-1.1356091538098059
POLB	POLB	1	3565.5	0	0	0.4802086712156345	52.0	0.7153878524337215	0.0	0.0019433333333333156	0.0035078555258913507	50	-0.553994689630073
PNMA6A	PNMA6A	1	3565.5	0	0	0.05919267730152235	4348.0	60.97629401038014	0.0	0.003472222222222241	0.0018627391599820007	50	-1.864041029907694
PNMA3	PNMA3	1	3565.5	0	0	0.131036606613494	1659.5	23.264132416888764	0.0	0.002202222222222228	0.002446962216028606	50	-0.8999821116144618
PNMA1	PNMA1	1	3565.5	0	0	0.3064627088636675	2152.5	30.179548323748072	0.0	0.002743333333333331	0.0034946579467491916	50	-0.7850076817633156
PNLIPRP2	PNLIPRP2	1	3565.5	0	0	0.07027506141375525	3151.0	44.18572029737691	0.0	0.0035566666666666602	0.004617799564111762	50	-0.7702081082747878
PNLDC1	PNLDC1	1	3565.5	0	0	0.5217500626769175	25.0	0.3366531070276336	0.0	0.0012066666666666935	0.002250977224027126	50	-0.5360634722495763
PNKP	PNKP	1	3565.5	0	0	0.161346664158054	2492.0	34.941787066909804	0.0	0.0027855555555555732	0.0034379100112791948	50	-0.8102467913402741
PNCK	PNCK	1	3565.5	0	0	0.35692402355244657	495.5	6.936456726048534	0.0	0.001692222222222206	0.002368092519710724	50	-0.7145929511355918
PMVK	PMVK	1	3565.5	0	0	0.278405352454434	2775.5	38.91850189367373	0.0	0.002760000000000009	0.002220079465800045	50	-1.2431987424402369
PMS2P5	PMS2P5	1	3565.5	0	0	0.1727389971170935	2460.5	34.49992986393604	0.0	0.002599999999999993	0.0025297922500514434	50	-1.0277523776694002
PMPCB	PMPCB	1	3565.5	0	0	0.3489637144264425	361.0	5.049796605414504	0.0	0.002404444444444434	0.004421298003901614	50	-0.5438322506925818
PMPCA	PMPCA	1	3565.5	0	0	0.184768156697759	2455.0	34.422780193575534	0.0	0.0029788888888888834	0.0037637944821690642	50	-0.7914589659454939
POLA1	POLA1	1	3565.5	0	0	0.0725661237479589	4373.0	61.32697433020059	0.0	0.0035733333333333363	0.003077757721555193	50	-1.1610183960574156
POLD1	POLD1	1	3565.5	0	0	0.00039311175891591354	6319.0	88.62393042502455	0.0	0.00741222222222223	0.004632583804255656	50	-1.600019025109292
POMK	POMK	1	3565.5	0	0	0.03719256557886745	3974.0	55.73011642586618	0.0	0.002841111111111086	0.0017719934952876886	50	-1.6033417270811272
POLR2J	POLR2J	1	3565.5	0	0	0.01292928284836892	4276.5	59.97334829569365	0.0	0.0039044444444444304	0.003951664370560307	50	-0.9880506233101013
POMGNT2	POMGNT2	1	3565.5	0	0	0.2070407515937445	4525.5	63.466124281105344	0.0	0.0038811111111111147	0.002688684846365186	50	-1.4434979675501802
POMC	POMC	1	3565.5	0	0	0.2563962305808105	1907.0	26.735867583111236	0.0	0.0021011111111111135	0.0016487582843068716	50	-1.274359699120122
POM121L8P	POM121L8P	1	3565.5	0	0	0.3918773303065795	293.0	4.095946135502875	0.0	0.00127	0.0017144697872956529	50	-0.7407537942113611
POM121L2	POM121L2	1	3565.5	0	0	0.16466176507727198	2125.5	29.800813578341984	0.0	0.002018888888888863	0.001531997265357614	50	-1.3178149429774564
POM121L10P	POM121L10P	1	3565.5	0	0	0.12650393415933048	1840.5	25.803057932388835	0.0	0.002242222222222221	0.001910301468533231	50	-1.1737530746620037
POM121	POM121	1	3565.5	0	0	0.0775985344583838	3470.5	48.667414784682286	0.0	0.002837777777777779	0.002122384270385935	50	-1.3370706791290703
POLR3GL	POLR3GL	1	3565.5	0	0	0.1876007964346555	1895.0	26.567541029597418	0.0	0.0027011111111111337	0.0025721606345751684	50	-1.0501331350781922
POLR3F	POLR3F	1	3565.5	0	0	0.43305663158282803	2415.5	33.86870528825922	0.0	0.002153333333333316	0.0016054737560469484	50	-1.3412448040479503
POLR3D	POLR3D	1	3565.5	0	0	0.0180326579922951	5070.5	71.1109552531912	0.0	0.003975555555555548	0.0031365408712363567	50	-1.26749681217719
POLR3B	POLR3B	1	3565.5	0	0	0.2521790121344225	3099.0	43.45630523215037	0.0	0.0027977777777777866	0.002501014155597774	50	-1.1186573140802885
POLR2J4	POLR2J4	1	3565.5	0	0	0.199880017775003	2386.5	33.4619161172675	0.0	0.0022666666666666946	0.0016713087281233915	50	-1.3562225988084162
POLR2I	POLR2I	1	3565.5	0	0	0.360357912852606	1350.0	18.922710057511573	0.0	0.0028311111111111315	0.0041582145566721185	50	-0.6808477707261243
POLD2	POLD2	1	3565.5	0	0	0.01994404567165945	5193.5	72.83630242670782	0.0	0.0044588888888889245	0.00405537399028229	50	-1.0995012789384058
POLR2H	POLR2H	1	3565.5	0	0	0.08291926619917785	4209.0	59.026511432178424	0.0	0.0035655555555555553	0.00343511812506231	50	-1.03797174529213
POLR2G	POLR2G	1	3565.5	0	0	0.011498587696597801	4533.5	63.57834198344789	0.0	0.0041544444444444354	0.004433735539470422	50	-0.9370077235009499
POLR1E	POLR1E	1	3565.5	0	0	0.021287447881654247	4480.0	62.82788609903212	0.0	0.003642222222222216	0.003524026877323507	50	-1.0335398534157827
POLQ	POLQ	1	3565.5	0	0	0.000240475558734619	6310.0	88.4976855098892	0.0	0.007901111111111138	0.004540102794400551	50	-1.7402934402401244
POLM	POLM	1	3565.5	0	0	0.163209714741085	2192.0	30.733623229064385	0.0	0.002754444444444435	0.0029645187006035493	50	-0.929137145899486
POLG2	POLG2	1	3565.5	0	0	0.00325914569297062	5361.0	75.18586056950484	0.0	0.004464444444444462	0.0035908775546510574	50	-1.2432739285865995
POLE3	POLE3	1	3565.5	0	0	0.02726490031673335	5253.5	73.6779351942769	0.0	0.004576666666666678	0.0034102037763040337	50	-1.3420507884214625
POLE2	POLE2	1	3565.5	0	0	0.0008377869210895725	6467.5	90.70697152475803	0.0	0.008096666666666658	0.005661793845505561	50	-1.4300532459502997
POLE	POLE	1	3565.5	0	0	8.04188656149233e-05	6101.5	85.57301164258662	0.0	0.006129999999999972	0.004170823474510786	50	-1.4697337438187759
POLD4	POLD4	1	3565.5	0	0	0.0758557768842652	2812.0	39.430495160611585	0.0	0.0026944444444444754	0.0023862441194757262	50	-1.1291570809764688
POLD3	POLD3	1	3565.5	0	0	0.1921357050837985	1890.5	26.50441857202974	0.0	0.0023233333333333383	0.0029245507307223252	50	-0.7944240149185259
PPP5C	PPP5C	1	3565.5	0	0	0.10927871241728049	4542.5	63.70458689858325	0.0	0.0038799999999999794	0.0033493635711235865	50	-1.1584290321454664
PPP5D1	PPP5D1	1	3565.5	0	0	0.017597288734814	5154.0	72.2822275213915	0.0	0.00460666666666669	0.003586578800622013	50	-1.2844180827332625
PPP6R1	PPP6R1	1	3565.5	0	0	0.002851882166781285	5415.0	75.94333006031702	0.0	0.005503333333333315	0.003696733217685772	50	-1.488701783240531
PRPS1L1	PRPS1L1	1	3565.5	0	0	0.10399102566425099	4047.5	56.761116566138305	0.0	0.002586666666666651	0.001490549721803016	50	-1.735377645462063
PRR32	PRR32	1	3565.5	0	0	0.31162683621572196	1347.5	18.887642025529527	0.0	0.002742222222222241	0.004528259576775447	50	-0.6055797322853486
PRR3	PRR3	1	3565.5	0	0	0.000941388782661123	6076.5	85.22233132276618	0.0	0.0062211111111111165	0.004773708782533592	50	-1.3032028962205213
PRR29	PRR29	1	3565.5	0	0	0.244484160472794	538.0	7.532613269743302	0.0	0.0020877777777777553	0.003392837928099321	50	-0.6153485141411795
PRR19	PRR19	1	3565.5	0	0	0.0562562102587257	3452.0	48.40791134801515	0.0	0.0029111111111110883	0.002431319122044127	50	-1.1973381382628114
PRR18	PRR18	1	3565.5	0	0	0.2857764162887635	2003.5	28.089493617618178	0.0	0.0028055555555555646	0.003488133611216047	50	-0.8043142460295495
PRR15L	PRR15L	1	3565.5	0	0	0.041547613261700894	5975.0	83.79856922429514	0.0	0.0067588888888888985	0.004186244406059127	50	-1.6145471294285045
PRR15	PRR15	1	3565.5	0	0	0.40252478157880045	3264.5	45.77780894936176	0.0	0.0031877777777777816	0.0036988025205009285	50	-0.8618404902963193
PRR13	PRR13	1	3565.5	0	0	0.043540943104230054	4423.0	62.028334969841495	0.0	0.00420111111111108	0.0038357051717744397	50	-1.0952643446179153
PRR12	PRR12	1	3565.5	0	0	0.357435074272535	84.5	1.1712722682003087	0.0	0.001695555555555578	0.0026340895610382064	50	-0.6436970028032333
PRPSAP2	PRPSAP2	1	3565.5	0	0	0.10101013412502124	3690.0	51.74638799270585	0.0	0.003291111111111096	0.00308238192916919	50	-1.0677168458479012
PRPS2	PRPS2	1	3565.5	0	0	0.314925795697791	2346.0	32.89381399915837	0.0	0.0021844444444444142	0.002270325178742816	50	-0.9621724962122132
PRPH2	PRPH2	1	3565.5	0	0	0.00999741387225289	5199.5	72.92046570346473	0.0	0.004611111111111129	0.00331605499208115	50	-1.3905412069831822
PRR7	PRR7	1	3565.5	0	0	1.25520626849363e-05	6510.0	91.3031280684528	0.0	0.007973333333333327	0.005904721795392016	50	-1.3503317530650867
PRPH	PRPH	1	3565.5	0	0	0.16046753067076	2503.0	35.09608640763081	0.0	0.002599999999999953	0.002453600662420928	50	-1.0596671413654475
PRPF8	PRPF8	1	3565.5	0	0	0.1960064231343565	2012.5	28.21573853275354	0.0	0.0026055555555555476	0.0031790494656681466	50	-0.8196020803369076
PRPF40B	PRPF40B	1	3565.5	0	0	0.245850211396028	3053.0	42.81105344368074	0.0	0.0032166666666666715	0.0027382735161653082	50	-1.1747061232843194
PRPF39	PRPF39	1	3565.5	0	0	0.385587568944972	1400.0	19.624070697152476	0.0	0.001957777777777796	0.002023375614860159	50	-0.967580000173672
PRPF38B	PRPF38B	1	3565.5	0	0	0.0798841493532223	4518.0	63.36092018515921	0.0	0.003612222222222233	0.002930097894431154	50	-1.2327991597439463
PRPF3	PRPF3	1	3565.5	0	0	0.06155699872731475	3214.0	45.06943470332445	0.0	0.0032055555555555904	0.004055085705706463	50	-0.7905025413013138
PRPF19	PRPF19	1	3565.5	0	0	0.00212268119873623	5366.0	75.25599663346894	0.0	0.005013333333333298	0.004486767869619267	50	-1.117359640394927
PRPF18	PRPF18	1	3565.5	0	0	0.336251985447533	1490.0	20.8865198485061	0.0	0.002097777777777782	0.0021874997030558053	50	-0.9589842571623269
PROX2	PROX2	1	3565.5	0	0	0.1912322563802395	922.5	12.926076588581848	0.0	0.001743333333333329	0.0026737408529347306	50	-0.6520203075850919
PROS1	PROS1	1	3565.5	0	0	0.00151075022741625	7023.0	98.49908823116847	0.0	0.020208888888888898	0.007191602280510797	50	-2.810067645655945
PRORSD1P	PRORSD1P	1	3565.5	0	0	0.048988660035244797	4148.5	58.17786505821293	0.0	0.003084444444444454	0.0022125424098407404	50	-1.3940724619450224
PRR34.AS1	PRR34.AS1	1	3565.5	0	0	0.0368013223097344	4970.5	69.70823397390939	0.0	0.003983333333333326	0.002155116314506003	50	-1.8483147784282759
PRR7.AS1	PRR7.AS1	1	3565.5	0	0	0.00702355233537727	5378.0	75.42432318698275	0.0	0.004120000000000017	0.0022370356604742383	50	-1.841722987610578
PPRC1	PPRC1	1	3565.5	0	0	0.01423667892588865	5175.5	72.5838125964371	0.0	0.004291111111111132	0.003983946116175334	50	-1.0771006901144242
PRSS53	PRSS53	1	3565.5	0	0	0.2698681629628385	694.0	9.72085846542292	0.0	0.0019366666666666805	0.0027780727734516113	50	-0.697125966308101
PSKH2	PSKH2	1	3565.5	0	0	0.1751199644655675	2480.0	34.77346051339599	0.0	0.0017988888888889102	0.0012298202299254862	50	-1.4627250756786652
PSKH1	PSKH1	1	3565.5	0	0	0.39736541042406204	553.5	7.750035068031981	0.0	0.0024288888888888797	0.003149244751429953	50	-0.7712607563403935
PSG3	PSG3	1	3565.5	0	0	0.0674048673200014	3202.5	44.908121756207045	0.0	0.0026433333333333283	0.0020085509443236783	50	-1.3160399743922824
PSG11	PSG11	1	3565.5	0	0	0.0726011720886651	4099.0	57.48351802496844	0.0	0.0032822222222222293	0.0023979772277026535	50	-1.3687462017171503
PSENEN	PSENEN	1	3565.5	0	0	0.08965658659248504	3533.5	49.55112919062982	0.0	0.002938888888888939	0.0027296338088949952	50	-1.0766604953792884
PSD	PSD	1	3565.5	0	0	0.19580986462992	1033.5	14.483097208584654	0.0	0.0018522222222222301	0.0015284984900760844	50	-1.2117919868733606
PSAPL1	PSAPL1	1	3565.5	0	0	0.14439218091297001	1850.0	25.936316453920604	0.0	0.0026922222222222087	0.002923808015786451	50	-0.9207930916415009
PRX	PRX	1	3565.5	0	0	0.2807186975266205	624.0	8.738953569925656	0.0	0.0019411111111111118	0.0026666527305002257	50	-0.7279204708244809
PRTFDC1	PRTFDC1	1	3565.5	0	0	0.023919741090937398	6662.5	93.44227801935756	0.0	0.012585555555555577	0.0051077728672476435	50	-2.464000628582646
PRSS8	PRSS8	1	3565.5	0	0	0.140907866840421	5980.0	83.86870528825924	0.0	0.006950000000000001	0.004433479245605495	50	-1.5676175786520046
PRSS55	PRSS55	1	3565.5	0	0	0.115254982189207	1939.0	27.184738392481414	0.0	0.001748888888888886	0.00093099263773094	50	-1.878520643462189
PRSS50	PRSS50	1	3565.5	0	0	0.1568442596885895	1953.0	27.381119371580866	0.0	0.0018433333333333192	0.001620085646078604	50	-1.1377999291550316
PRR9	PRR9	1	3565.5	0	0	0.2790187813154285	968.5	13.57132837705148	0.0	0.0014488888888888878	0.00112775739177088	50	-1.284752287558715
PRSS36	PRSS36	1	3565.5	0	0	0.1390666597603325	2480.0	34.77346051339599	0.0	0.0021666666666666705	0.001688033856840326	50	-1.2835445556300944
PRSS35	PRSS35	1	3565.5	0	0	0.00378433647521234	6243.0	87.55786225277038	0.0	0.008568888888888909	0.00401219418672474	50	-2.1357114063025744
PRSS30P	PRSS30P	1	3565.5	0	0	0.11408939049222702	3422.5	47.99410857062701	0.0	0.0024422222222222215	0.0016996716888376534	50	-1.43687880327781
PRSS3	PRSS3	1	3565.5	0	0	0.5132518511028045	2210.5	30.99312666573152	0.0	0.002060000000000015	0.0016770966165443367	50	-1.2283132526047615
PRSS22	PRSS22	1	3565.5	0	0	0.2469035656836705	2008.5	28.15962968158227	0.0	0.002527777777777771	0.00202448634807571	50	-1.2486020368477384
PRSS16	PRSS16	1	3565.5	0	0	0.21944313504728052	4854.0	68.07406368354609	0.0	0.00419444444444445	0.003848318503398974	50	-1.0899421242653813
PRRT3.AS1	PRRT3.AS1	1	3565.5	0	0	0.2169562969468705	4692.0	65.80165521110956	0.0	0.004274444444444448	0.003479729480686015	50	-1.228384122435218
PRRT3	PRRT3	1	3565.5	0	0	0.24468375103131795	1876.5	26.308037592930283	0.0	0.002895555555555562	0.0041186215640436515	50	-0.7030399638641995
PRRT2	PRRT2	1	3565.5	0	0	0.06665525485443605	5736.5	80.45307897320804	0.0	0.0055044444444444516	0.0023525512437558697	50	-2.33977663995814
PRRG2	PRRG2	1	3565.5	0	0	0.433329610974878	1373.0	19.245335951746387	0.0	0.0027922222222222294	0.0032088197695459876	50	-0.8701710980225287
PRRG1	PRRG1	1	3565.5	0	0	0.11110801545012601	6744.5	94.59250946836865	0.0	0.011898888888888896	0.005276825191513294	50	-2.254933308767903
PROP1	PROP1	1	3565.5	0	0	0.0983698451785677	3229.0	45.27984289521672	0.0	0.002147777777777782	0.0015492913228061782	50	-1.3862969127636924
PROM1	PROM1	1	3565.5	0	0	0.007767555615481115	6831.0	95.8058633749474	0.0	0.012672222222222218	0.007382225952591633	50	-1.7165855263172294
PROK2	PROK2	1	3565.5	0	0	0.39414927747939754	5811.0	81.49810632627297	0.0	0.006222222222222237	0.0041592905232552164	50	-1.495981631346226
PRCC	PRCC	1	3565.5	0	0	0.061879599077512	4928.0	69.11207743021463	0.0	0.004127777777777772	0.0030952838824452257	50	-1.3335700163685447
PRICKLE2	PRICKLE2	1	3565.5	0	0	0.019006992758074152	6782.0	95.11852994809932	0.0	0.013706666666666676	0.004914115496826468	50	-2.789243898625995
PRG4	PRG4	1	3565.5	0	0	0.000355627665026056	6377.0	89.437508767008	0.0	0.008777777777777796	0.0059587584882329694	50	-1.4730883614618164
