	Gene ID	Adj P-value (Real)	Rank (Real)	abs(logFC) (Real)	logFC (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Percent DE (simulated)	Mean abs(logFC) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
PDZD11	PDZD11	0.16131670261945003	7109.0	1.04688485929436	-1.04688485929436	0.36452537398741547	3006.5	42.1587880488147	0.0	0.004755555555555542	0.005841011994922527	10	178.41588146792134
MANF	MANF	0.24487726050917602	7108.0	1.03645236800809	-1.03645236800809	0.061385477002860706	1757.5	24.638799270584933	0.0	0.004033333333333258	0.005595731275249156	10	184.5011820423394
POLR2I	POLR2I	0.6108948841974929	7107.0	1.0341272153674002	-1.0341272153674002	0.20028138479696414	2126.0	29.807827184738393	0.0	0.004466666666666783	0.005976588986387494	10	172.2823086958008
DCTPP1	DCTPP1	0.799388541276826	7106.0	1.03344477057226	-1.03344477057226	0.005184000244637152	4525.0	63.45911067470894	0.0	0.005594444444444466	0.006093580354467452	10	168.6775698911161
MRPL14	MRPL14	0.501983124863343	7105.0	1.0252063394738902	-1.0252063394738902	0.2178805312336283	2603.0	36.49880768691261	0.0	0.0044666666666667385	0.005650376002638561	10	180.64986689922364
GSTK1	GSTK1	0.23775361464533298	7104.0	1.00816069418291	1.00816069418291	0.1025653865990659	2512.0	35.222331322766166	0.0	0.004905555555555528	0.0053645594360009425	10	187.01538320083182
CLK1	CLK1	0.4092915994732779	7103.0	1.00767293831745	1.00767293831745	0.03795827895679205	4100.0	57.49754523776126	0.0	0.004927777777777841	0.004918614038563761	10	203.8674213259625
NINJ1	NINJ1	0.8835398374893771	7102.0	1.00556221503739	-1.00556221503739	0.06813604620587285	2913.0	40.84724365268621	0.0	0.004027777777777863	0.004104453234130728	10	244.011657614056
DNTTIP2	DNTTIP2	1.0	7101.0	0.996656185043422	-0.996656185043422	0.43600252777822995	302.0	4.222191050638238	0.0	0.0024833333333333972	0.003983251114050589	10	249.58829439681224
MRPL13	MRPL13	0.7326948023807719	7100.0	0.9856306597599008	-0.9856306597599008	0.078359464503128	4591.0	64.38490671903493	0.0	0.0039888888888889185	0.0019217904317715391	10	510.79543047059394
RBBP8	RBBP8	0.14771949972349402	7099.0	0.985604710785604	-0.985604710785604	0.03724407980336528	4743.5	66.5240566699397	0.0	0.005488888888888871	0.005441218495021346	10	180.128003092232
GOT2	GOT2	0.270927355723745	7098.0	0.9786896800577091	-0.9786896800577091	0.3785363932608575	717.0	10.043484359657736	0.0	0.004038888888888832	0.005925465838621004	10	164.48509158828338
PSMD3	PSMD3	0.729203422699853	7097.0	0.9778023507517422	-0.9778023507517422	0.11000355521117151	4840.5	67.88469631084304	0.0	0.004733333333333334	0.004768351309545916	10	204.06823118724296
CHCHD10	CHCHD10	1.0	7096.0	0.9703438834911221	-0.9703438834911221	0.0536371534419251	4439.5	62.25978398092299	0.0	0.004688888888888965	0.002986618532827841	10	323.3271956187573
HECA	HECA	0.44171203697928896	7095.0	0.9652472399499291	0.9652472399499291	0.19992092182653398	3983.0	55.856361341001545	0.0	0.0037666666666666972	0.0028603528900631487	10	336.14054287617483
POLR2H	POLR2H	0.8994344248112971	7094.0	0.9550583230440151	-0.9550583230440151	0.09674873257446515	3189.0	44.718754383504	0.0	0.005172222222222194	0.005818084124577299	10	163.26441496594978
PARP4	PARP4	0.7477463670647879	7093.0	0.951183008290146	0.951183008290146	0.23121728452261947	2153.5	30.193575536540887	0.0	0.0034944444444444875	0.0033322477656181717	10	284.39918952722115
GEM	GEM	0.0628558349149725	7092.0	0.9494051414764001	0.9494051414764001	0.004350531920352009	6980.0	97.8959180810773	0.0	0.02166666666666667	0.010995540934349707	10	84.3740640273103
DDX39A	DDX39A	1.0	7091.0	0.935445156238903	-0.935445156238903	0.003457139074330325	5690.0	79.80081357834199	0.0	0.007916666666666714	0.007574198586316997	10	122.45896103752054
NDUFA8	NDUFA8	1.0	7090.0	0.9342927747808599	-0.9342927747808599	0.35412425059479	3070.5	43.056529667555054	0.0	0.004577777777777815	0.004411700368018468	10	210.73847257234902
ISLR	ISLR	0.658029688465027	7089.0	0.933415071483354	0.933415071483354	0.0003434094900644345	6986.0	97.98008135783421	0.0	0.018266666666666695	0.0067131506998013915	10	136.3217430593003
PCMTD2	PCMTD2	1.0	7088.0	0.927562154222429	0.927562154222429	0.0750640314312252	2628.0	36.84948800673306	0.0	0.0033666666666666177	0.002912910573803126	10	317.2756128757922
MYC	MYC	0.484270647079515	7087.0	0.924632754466403	-0.924632754466403	0.01696245406976257	5040.5	70.69013886940665	0.0	0.007188888888888948	0.007805031615472156	10	117.54518248956694
SNRK	SNRK	0.431883567970789	7086.0	0.923754049918542	0.923754049918542	0.06656264515987464	5418.5	75.99242530509188	0.0	0.004311111111111076	0.0029498785169471977	10	311.68840802263077
MRPL36	MRPL36	0.383317489535578	7085.0	0.9190786648513628	-0.9190786648513628	0.15121558789670705	3177.0	44.550427829990184	0.0	0.004883333333333351	0.006311118175096008	10	144.85473194361825
SUSD6	SUSD6	0.8994344248112971	7084.0	0.910669205150924	0.910669205150924	0.03835802409031031	5574.0	78.1736568943751	0.0	0.0051500000000000035	0.0036251909745826853	10	249.78524207408495
ORMDL2	ORMDL2	0.93896829334848	7083.0	0.9070939862632471	-0.9070939862632471	0.11529160353749573	2253.5	31.596296815822697	0.0	0.004483333333333283	0.005525166887597369	10	163.36350942738963
DLG5	DLG5	0.38201822308435707	7082.0	0.901487179841714	-0.901487179841714	0.270638209249811	5943.0	83.34969841492496	0.0	0.007794444444444447	0.0037910125832072276	10	235.73984938905116
TAF9	TAF9	0.983054469310783	7081.0	0.8952862887540491	-0.8952862887540491	0.036915161609348796	4850.0	68.01795483237481	0.0	0.004949999999999934	0.0052607881189393295	10	169.24009646933987
VPS52	VPS52	1.0	7080.0	0.8890073802630459	-0.8890073802630459	0.6926451773957345	10.0	0.1262449151353626	0.0	0.0037666666666666777	0.007201289703115849	10	122.92807956515816
ACAT1	ACAT1	1.0	7079.0	0.885854022382	0.885854022382	0.1192272143555075	4258.0	59.71384485902651	0.0	0.004161111111111148	0.002131553076636453	10	413.6387317467985
AKR1B1	AKR1B1	0.253821955305771	7078.0	0.883636889147508	0.883636889147508	0.6231437236318385	30.0	0.40678917099172396	0.0	0.002944444444444419	0.0057818717689225715	10	152.31960858017734
CRISPLD2	CRISPLD2	0.658029688465027	7077.0	0.8787752790572589	0.8787752790572589	0.000442547148961656	6705.0	94.03843456305233	0.0	0.014511111111111136	0.00817666726222535	10	105.69883061511922
SYAP1	SYAP1	1.0	7076.0	0.8737290653035671	-0.8737290653035671	0.10861597141528356	2738.5	38.39949502033946	0.0	0.004861111111111148	0.006542163030629912	10	132.81050168338544
GNL3	GNL3	0.775807395294251	7075.0	0.873223254394437	-0.873223254394437	0.09513374667551165	4282.0	60.050497966054145	0.0	0.004722222222222196	0.00560184419956627	10	155.03841257124927
FGD5.AS1	FGD5.AS1	0.810304426169361	7074.0	0.8658698942317801	0.8658698942317801	0.10709242281035575	1869.0	26.202833496984148	0.0	0.003599999999999979	0.003666273828563298	10	235.18971428538322
ARF5	ARF5	0.791424961014895	7073.0	0.860599393426525	-0.860599393426525	0.0769306529601258	2093.5	29.351942768971806	0.0	0.004611111111111127	0.0057996381326023356	10	147.59339509538094
P4HTM	P4HTM	0.7812457804973141	7072.0	0.85983699416135	-0.85983699416135	0.04555712427615355	5623.5	78.86800392761958	0.0	0.005672222222222245	0.0023264817099595456	10	367.1487157120098
CRTC3	CRTC3	1.0	7071.0	0.858882231053164	0.858882231053164	0.00603906746742992	3219.5	45.146584373684945	0.0	0.004577777777777764	0.005973948932123688	10	143.00498095682386
DRG1	DRG1	1.0	7070.0	0.8538206661392109	-0.8538206661392109	0.03718582687418531	2484.5	34.83658297096367	0.0	0.004461111111111077	0.006234338401838817	10	136.2389238892745
NDUFA9	NDUFA9	1.0	7069.0	0.849239598868598	-0.849239598868598	0.344273451754303	421.0	5.891429372983588	0.0	0.0037333333333332943	0.005944807880894111	10	142.22600334194465
MAL2	MAL2	1.0	7068.0	0.8349983981151671	-0.8349983981151671	0.09722435076004796	6897.0	96.7316594192734	0.0	0.017322222222222277	0.006045540477970718	10	135.25278324948223
MXRA8	MXRA8	0.515036470040948	7067.0	0.834054571766405	0.834054571766405	0.01892530094005178	6851.0	96.08640763080376	0.0	0.013622222222222225	0.005554308502012455	10	147.71097954802494
ATP6V1D	ATP6V1D	0.729203422699853	7066.0	0.82046965395613	-0.82046965395613	0.10233354537877325	4741.0	66.48898863795765	0.0	0.0036111111111110776	0.0016122813970132707	10	506.64762637479924
UBP1	UBP1	0.7477463670647879	7065.0	0.820238864706603	-0.820238864706603	0.5101261109595546	261.0	3.6470753261326974	0.0	0.0036777777777777763	0.006076094966436312	10	134.38912516006084
MTX1	MTX1	0.76810204310073	7064.0	0.818202637899808	-0.818202637899808	0.16947410217275266	3207.5	44.97825782017113	0.0	0.004772222222222325	0.006341096065675761	10	128.27915036340008
RPL22L1	RPL22L1	1.0	7063.0	0.817126150472904	-0.817126150472904	0.00709264950560232	5537.0	77.65465002104082	0.0	0.006688888888888872	0.006090830545603336	10	133.05857969879477
SRPX	SRPX	0.23775361464533298	7062.0	0.813723588242339	0.813723588242339	0.03110332667953945	6954.0	97.53121054846403	0.0	0.019411111111111136	0.003953710209032714	10	200.9030594393408
NAE1	NAE1	1.0	7061.0	0.8123758369329142	-0.8123758369329142	0.13632695731407216	3200.5	44.88006733062141	0.0	0.004077777777777772	0.005544012699981707	10	145.79657423183815
C19orf33	C19orf33	0.25107908189769895	7060.0	0.80423041033725	-0.80423041033725	0.202734933835653	5923.0	83.0691541590686	0.0	0.009333333333333294	0.010918327552478338	10	72.80392287035609
OLFML3	OLFML3	0.8835113861792271	7059.0	0.799315026267737	0.799315026267737	0.000652038009542564	7074.5	99.2214896899986	0.0	0.0233888888888889	0.008473552820021149	10	91.57034290805441
TERF2IP	TERF2IP	0.7477463670647879	7058.0	0.797251931551406	0.797251931551406	0.46069428575721943	36.0	0.49095244774863234	0.0	0.002477777777777791	0.0038664431608456005	10	205.55692162297535
OSBPL9	OSBPL9	1.0	7057.0	0.7949532044127271	0.7949532044127271	0.11561703084338149	1442.0	20.213213634450835	0.0	0.0031555555555555443	0.0032690089863881585	10	242.21335950868945
CKS2	CKS2	0.505285461414656	7056.0	0.7924662642841039	-0.7924662642841039	0.000346942639949742	6639.0	93.11263851872634	0.0	0.011388888888888865	0.006908822216341259	10	113.05506943683582
HMGB2	HMGB2	0.546612297386209	7055.0	0.792449893725589	-0.792449893725589	0.013048553407454151	5332.0	74.77907139851312	0.0	0.006399999999999982	0.004803747965186263	10	163.63262590424233
MYH9	MYH9	1.0	7054.0	0.787723318991177	0.787723318991177	0.35734832768410996	291.0	4.067891709917239	0.0	0.0034555555555555776	0.005915372547280067	10	132.5812968104999
PCNA	PCNA	1.0	7053.0	0.784254369153749	-0.784254369153749	0.008576765003416732	5704.5	80.00420816383786	0.0	0.006872222222222199	0.006099992691533563	10	127.43984890514513
PARP1	PARP1	1.0	7052.0	0.784062193277435	-0.784062193277435	0.0008926665592341971	5679.0	79.64651423762099	0.0	0.006672222222222209	0.006231114127084075	10	124.75938575353968
UGDH	UGDH	1.0	7051.0	0.7765571716889559	-0.7765571716889559	0.252755393993222	5125.5	71.88245195679619	0.0	0.00446111111111115	0.0023726912827383385	10	325.40940584851967
CNN3	CNN3	0.8835113861792271	7050.0	0.775898376358436	0.775898376358436	0.10514114969568816	6826.0	95.73572731098332	0.0	0.013094444444444447	0.006283704729720781	10	121.39398089570753
PNRC1	PNRC1	1.0	7049.0	0.766037084231312	0.766037084231312	0.03915368655267815	4763.0	66.79758731939964	0.0	0.00499444444444439	0.003083258257344231	10	246.8306500028294
MSMO1	MSMO1	1.0	7048.0	0.765829443154749	-0.765829443154749	0.3552816779566885	4655.0	65.28264833777529	0.0	0.003883333333333365	0.003316154291750358	10	229.76799110853176
UBE4A	UBE4A	1.0	7047.0	0.7634468954614909	0.7634468954614909	0.236801660198478	676.5	9.475382241548603	0.0	0.0036500000000000395	0.00533545803871176	10	142.40518619933576
EBPL	EBPL	1.0	7046.0	0.7608278642307711	-0.7608278642307711	0.24179379866210748	1523.5	21.356431477065506	0.0	0.004411111111111138	0.006157411584515357	10	122.84654724428279
FCGRT	FCGRT	0.7477463670647879	7045.0	0.7534770829217791	0.7534770829217791	0.018865567146734444	6299.0	88.3433861691682	0.0	0.009172222222222248	0.007430401809878216	10	100.17020340811905
RGL2	RGL2	0.9971742148179409	7044.0	0.751221017199048	-0.751221017199048	0.007418192991967495	4941.0	69.29443119652126	0.0	0.0053111111111111345	0.0034368893646437152	10	217.03052584739268
C1QA	C1QA	1.0	7043.0	0.750783236431095	0.750783236431095	3.6215587209269746e-06	7095.0	99.50904755225137	0.0	0.025027777777777815	0.014776948134142012	10	49.11402896356288
HLTF	HLTF	1.0	7042.0	0.750056284090582	-0.750056284090582	0.23686659858578898	2843.5	39.87235236358536	0.0	0.003422222222222284	0.0034592671900932036	10	215.83590420728473
RPA3	RPA3	1.0	7041.0	0.747169166609144	-0.747169166609144	0.12969633802555003	5027.0	70.5007714967036	0.0	0.00585	0.005958190521756768	10	124.42018493738374
SCPEP1	SCPEP1	0.7477463670647879	7040.0	0.7460101765466629	0.7460101765466629	0.00846835936653083	5383.5	75.50147285734326	0.0	0.005177777777777714	0.003153568318792161	10	234.91877260253213
BUD31	BUD31	1.0	7039.0	0.739075296707771	-0.739075296707771	0.14464810439509987	2643.5	37.066909805021744	0.0	0.004827777777777866	0.005884953844834279	10	124.76691207604017
MICU2	MICU2	0.37614856709581107	7038.0	0.7370675398464179	0.7370675398464179	0.2461572483794785	2069.0	29.008276055547764	0.0	0.002405555555555549	0.0026677017024236364	10	275.39135414705993
BOLA3	BOLA3	1.0	7037.0	0.736979506904763	-0.736979506904763	0.09656125722128417	4369.0	61.27086547902932	0.0	0.004755555555555583	0.004802491351625962	10	152.46752107139162
LINC01279	LINC01279	0.23775361464533298	7036.0	0.7357597555914129	0.7357597555914129	0.000432201326586748	7096.0	99.5230747650442	0.0	0.02691666666666672	0.00855612672456113	10	82.84625879721352
SCAF8	SCAF8	1.0	7035.0	0.7341518745684971	0.7341518745684971	0.3396645596724735	803.0	11.249824659840089	0.0	0.0040388888888889096	0.005966587925084443	10	122.36691972812504
MRPL27	MRPL27	1.0	7034.0	0.7259576836004581	-0.7259576836004581	0.1856067951960459	2836.5	39.77416187403563	0.0	0.004522222222222259	0.005164123893071388	10	139.70142396199535
PJA2	PJA2	1.0	7033.0	0.7237875466668191	0.7237875466668191	0.0037655931586157397	4884.0	68.49488006733063	0.0	0.00483888888888895	0.0027772159925743174	10	258.87387214399075
C1orf122	C1orf122	1.0	7032.0	0.720041693985429	-0.720041693985429	0.25796682208356003	922.0	12.919062982185439	0.0	0.004172222222222249	0.005946575711164723	10	120.38347891865878
RNH1	RNH1	1.0	7031.0	0.717750612678532	0.717750612678532	0.17396019276841698	710.5	9.952307476504417	0.0	0.0025277777777778184	0.0029620658364061586	10	241.46081633638707
LOXL1	LOXL1	1.0	7030.0	0.714953454662163	0.714953454662163	0.034248870527147146	6720.5	94.255856361341	0.0	0.012400000000000052	0.0053331275680471545	10	131.73385517185721
WDR45B	WDR45B	0.636601763317929	7029.0	0.71014063380374	0.71014063380374	0.777907676743758	7.0	0.08416327675690839	0.0	0.0038888888888889334	0.007597604488543405	10	92.95716116571
SCAMP3	SCAMP3	1.0	7028.0	0.707472522449365	-0.707472522449365	0.290684769773701	570.0	7.981484079113479	0.0	0.0034722222222222042	0.005223551840190834	10	134.77425356640535
EAPP	EAPP	1.0	7027.0	0.7056882311121279	0.7056882311121279	0.2223541988757955	1216.5	17.05007714967036	0.0	0.003838888888888908	0.005393211324902904	10	130.13570207836693
C2CD5	C2CD5	1.0	7026.0	0.7015076875999339	0.7015076875999339	0.0622750699270283	1804.0	25.291064665450975	0.0	0.0026611111111111683	0.0028427524385024766	10	245.8344831662393
FOS	FOS	0.44486983897342	7025.0	0.701347638745323	0.701347638745323	0.04317761699293482	6136.0	86.05695048393885	0.0	0.008105555555555468	0.0060178318696622055	10	115.19798130031187
RGCC	RGCC	1.0	7024.0	0.700503237474209	0.700503237474209	0.00018890846422447904	6976.0	97.83980922990602	0.0	0.01726111111111108	0.011134082735183374	10	61.36492269848802
DUS1L	DUS1L	0.44026863566271296	7023.0	0.6988082614578629	-0.6988082614578629	0.009928068277664615	3766.0	52.812456164960025	0.0	0.006244444444444417	0.00802914786035925	10	86.25620415245797
HCLS1	HCLS1	0.826055603580584	7022.0	0.693519461522208	0.693519461522208	0.002202899423134385	6910.0	96.91401318558003	0.0	0.018238888888889006	0.017615269011058567	10	38.33495657712575
CCNDBP1	CCNDBP1	0.7473830590093992	7021.0	0.6909074979584761	0.6909074979584761	0.22234877056998548	3000.0	42.06761116566138	0.0	0.0034833333333331913	0.0032836889573655222	10	209.34509131359928
S100A14	S100A14	1.0	7020.0	0.6906491223340009	-0.6906491223340009	0.12073554452306731	6079.5	85.26441296114463	0.0	0.009177777777777778	0.006572785476213576	10	103.68075255497347
LMAN2	LMAN2	0.7473830590093992	7019.0	0.6902520432607111	-0.6902520432607111	0.12860746780084298	2377.5	33.33567120213213	0.0	0.004383333333333295	0.005691994353972275	10	120.49708191448403
AUP1	AUP1	1.0	7018.0	0.688621993878579	-0.688621993878579	0.1190191515215065	1369.5	19.196240706971526	0.0	0.004911111111111192	0.00725194264687986	10	94.27968698313322
TMEM14A	TMEM14A	1.0	7017.0	0.685236938166215	-0.685236938166215	0.3642336765119065	4914.0	68.91569645111517	0.0	0.0056111111111111075	0.004955148629696824	10	137.15548772483262
HLA.DMA	HLA.DMA	1.0	7016.0	0.680082339594598	0.680082339594598	0.012990236170400559	6696.0	93.91218964791696	0.0	0.012511111111111103	0.009237151384839843	10	72.27024876728936
ANKRD13A	ANKRD13A	1.0	7015.0	0.677704061274087	0.677704061274087	0.395985316909643	925.0	12.961144620563893	0.0	0.004827777777777922	0.0074850766022875465	10	89.89571105934554
RNF167	RNF167	1.0	7014.0	0.675829378977153	-0.675829378977153	0.02599092170163695	2990.0	41.927339037733205	0.0	0.003805555555555511	0.003460957034400214	10	194.17283044603286
RCC2	RCC2	1.0	7013.0	0.674772946377276	-0.674772946377276	0.004784048589649495	5033.0	70.58493477346052	0.0	0.007355555555555544	0.008013585857719453	10	83.28573533392671
CTR9	CTR9	1.0	7012.0	0.674583100233396	-0.674583100233396	0.22757054883234848	1686.0	23.635853555898443	0.0	0.0024722222222223313	0.002114722382360872	10	317.8246391192164
DENND6A	DENND6A	1.0	7011.0	0.671126424749632	0.671126424749632	0.660870849871587	86.0	1.1923130873895358	0.0	0.0032888888888888182	0.005649016326718572	10	118.22191638958847
HSPB8	HSPB8	1.0	7010.0	0.6650679694561851	-0.6650679694561851	0.0567386046702545	6620.0	92.8461214756628	0.0	0.012855555555555509	0.005129409007155602	10	127.15157106613715
SMOC2	SMOC2	0.983054469310783	7009.0	0.66095326676012	0.66095326676012	0.00023459017899479497	7107.0	99.6773741057652	0.0	0.029750000000000037	0.011544606933349555	10	54.675163078677684
TYROBP	TYROBP	1.0	7008.0	0.65909976807899	0.65909976807899	8.093707639443869e-06	7094.0	99.49502033945856	0.0	0.025611111111111078	0.020198687295216247	10	31.362862730089944
AHSA1	AHSA1	1.0	7007.0	0.65908905317011	-0.65908905317011	0.17379919035832858	2293.5	32.157385327535415	0.0	0.004777777777777747	0.005956287959387442	10	109.85218979567655
COPRS	COPRS	1.0	7006.0	0.656585226029229	-0.656585226029229	0.453204746069519	3055.0	42.83910786926638	0.0	0.00441666666666664	0.004693503814009963	10	138.9513219134625
C1orf54	C1orf54	1.0	7005.0	0.656279392826124	0.656279392826124	0.008753418858092638	6821.0	95.66559124701922	0.0	0.014422222222222256	0.008990362161614146	10	71.39391707092939
VPS25	VPS25	1.0	7004.0	0.6558533519935811	-0.6558533519935811	0.07852396744064699	3346.0	46.92102679197643	0.0	0.004588888888888864	0.004133008084906722	10	157.57638255851384
MAP1LC3B	MAP1LC3B	1.0	7003.0	0.6538309476175961	0.6538309476175961	0.134883899402106	1876.0	26.301023986533874	0.0	0.0028166666666666444	0.0021182546455713065	10	307.33523106488775
PUF60	PUF60	1.0	7002.0	0.652848445192359	-0.652848445192359	0.06330492549946544	3596.0	50.42782999018095	0.0	0.004511111111111052	0.0055764914162737544	10	116.26258980498366
CKS1B	CKS1B	1.0	7001.0	0.652377226917657	-0.652377226917657	0.11494901684154576	5262.5	73.80418010941227	0.0	0.005972222222222117	0.005393262193877345	10	119.85417757535701
CLDN7	CLDN7	1.0	7000.0	0.64717043168164	-0.64717043168164	0.106574688892795	5957.0	83.54607939402442	0.0	0.009227777777777734	0.008443163076921096	10	75.55730572676514
KANSL1	KANSL1	1.0	6999.0	0.646426308262927	0.646426308262927	0.286466736273141	781.0	10.941225978398093	0.0	0.004844444444444426	0.007767091424122195	10	82.60258941022978
PTDSS1	PTDSS1	1.0	6998.0	0.644706881756195	-0.644706881756195	0.0332805509755885	3092.0	43.35811474260065	0.0	0.004944444444444365	0.005843700370416344	10	109.47899391805566
OLFML2B	OLFML2B	0.791424961014895	6997.0	0.642233538124186	0.642233538124186	0.0001297225546457804	6999.0	98.16243512414084	0.0	0.019494444444444443	0.00936064676285396	10	66.52735750599727
BIRC2	BIRC2	1.0	6996.0	0.642199627169677	0.642199627169677	0.43310678981729	250.0	3.492775985411699	0.0	0.00235	0.00363784501095517	10	175.8869949771926
LGMN	LGMN	1.0	6995.0	0.6364394525459549	0.6364394525459549	0.09671674333332825	6263.0	87.83840650862675	0.0	0.008244444444444377	0.004344809116076796	10	144.58517999721647
NDUFB3	NDUFB3	1.0	6994.0	0.6334041931655171	-0.6334041931655171	0.0391396532102705	3523.0	49.40384345630523	0.0	0.0031388888888887697	0.0018394492078345152	10	342.6380579535576
TFF1	TFF1	1.0	6993.0	0.628416850828583	-0.628416850828583	0.36626835919562895	4046.0	56.74007574694908	0.0	0.0040333333333333315	0.0029287609331535114	10	213.1903326171971
INHBB	INHBB	1.0	6992.0	0.6261768023400379	0.6261768023400379	0.0378939782854968	6614.0	92.76195819890589	0.0	0.01196111111111113	0.004513282485383215	10	136.09068194116702
PPP4C	PPP4C	1.0	6991.0	0.623290727111165	-0.623290727111165	0.10365037710316309	4383.0	61.46724645812877	0.0	0.005655555555555544	0.006639698540432279	10	93.02156834298054
IGFBP2	IGFBP2	1.0	6990.0	0.62304723602695	-0.62304723602695	0.0467048874478989	6598.0	92.53752279422079	0.0	0.012783333333333282	0.004782831808640103	10	127.59468179315557
SMIM19	SMIM19	1.0	6989.0	0.6228326812687149	0.6228326812687149	0.0505234939289647	4643.0	65.11432178426148	0.0	0.004633333333333311	0.0020551718026836693	10	300.8017855870391
PIM3	PIM3	1.0	6988.0	0.619760993776147	0.619760993776147	0.2825097487124595	421.0	5.891429372983588	0.0	0.0029277777777777713	0.0045553334784773965	10	135.4090142714521
EMP3	EMP3	0.748389473269639	6987.0	0.618863832904202	0.618863832904202	0.49195204713908497	2075.5	29.09945293870108	0.0	0.0026833333333333162	0.002822364388370338	10	218.32067542726386
TMEM203	TMEM203	1.0	6986.0	0.6173491669192729	0.6173491669192729	0.1444192535989135	1743.0	24.435404685089072	0.0	0.004055555555555555	0.004845557126720534	10	126.56823463740558
