	Gene ID	Adj P-value (Real)	Rank (Real)	abs(logFC) (Real)	logFC (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Percent DE (simulated)	Mean abs(logFC) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
PPP1R1B	PPP1R1B	1	3565.5	0	0	0.00159059307245476	6384.5	89.54271286295413	0.0	0.0088888888888889	0.004539237939341692	25	-1.9582337404806809
PPOX	PPOX	1	3565.5	0	0	0.24156130952483698	845.5	11.845981203534857	0.0	0.0028111111111111097	0.003627952182297458	25	-0.7748478948614281
PPP1R18	PPP1R18	1	3565.5	0	0	0.212284459624572	4076.5	57.167905737130035	0.0	0.004211111111111109	0.004090444802601273	25	-1.0294995567311163
PPP1R17	PPP1R17	1	3565.5	0	0	0.0485909402055755	4212.0	59.06859307055688	0.0	0.003577777777777755	0.0024018275791914435	25	-1.4896064183683766
PPP1R16A	PPP1R16A	1	3565.5	0	0	0.29234762364381	4429.0	62.1124982465984	0.0	0.004308888888888886	0.0026007022635000624	25	-1.6568174486417073
PPP1R15B	PPP1R15B	1	3565.5	0	0	0.159454802968199	2094.0	29.358956375368216	0.0	0.0034311111111111274	0.0038427581401198024	25	-0.8928771954937967
PPP1R14D	PPP1R14D	1	3565.5	0	0	0.0192581809256716	3885.0	54.481694487305376	0.0	0.003315555555555561	0.0022722788184566653	25	-1.4591323602653177
PPP1R14C	PPP1R14C	1	3565.5	0	0	0.0646101512130233	5807.0	81.4419974751017	0.0	0.006768888888888923	0.0030778513161424334	25	-2.1992254315171347
PPP1R14A	PPP1R14A	1	3565.5	0	0	0.000153755861076349	6898.5	96.75270023846262	0.0	0.01748888888888889	0.0077090548544534055	25	-2.2686164801105058
PPP1R13L	PPP1R13L	1	3565.5	0	0	0.396667948694997	3623.5	50.81357834198345	0.0	0.004186666666666689	0.0047869979939664225	25	-0.8745912724307809
PPP1R13B	PPP1R13B	1	3565.5	0	0	0.0358582047978193	5483.5	76.90419413662507	0.0	0.005008888888888885	0.001610207281598194	25	-3.1107106185219617
PPP1CC	PPP1CC	1	3565.5	0	0	0.0462137964076412	2707.0	37.957637817365686	0.0	0.003624444444444479	0.004569177916351588	25	-0.7932377576005044
PPP1CA	PPP1CA	1	3565.5	0	0	0.0094942394249008	4749.0	66.6012063403002	0.0	0.004833333333333313	0.004456696076433259	25	-1.0845104199255788
POP1	POP1	1	3565.5	0	0	0.0068604896231017	5896.0	82.69041941366251	0.0	0.0065288888888888575	0.004241492331909353	25	-1.5392905086191229
POMT1	POMT1	1	3565.5	0	0	0.278950557721021	1598.0	22.40145883013045	0.0	0.0028733333333333362	0.0034319711429331577	25	-0.8372253768071086
PMM2	PMM2	1	3565.5	0	0	0.133556108458537	1932.5	27.093561509328097	0.0	0.003073333333333341	0.004074180975028441	25	-0.7543438428902601
PNPLA5	PNPLA5	1	3565.5	0	0	0.167441167514951	892.0	12.498246598400897	0.0	0.0019666666666666725	0.0020364477262045876	25	-0.965733930392621
POGZ	POGZ	1	3565.5	0	0	0.179183377459498	1033.0	14.476083602188245	0.0	0.002617777777777787	0.003854488058004686	25	-0.6791505741836196
POFUT1	POFUT1	1	3565.5	0	0	0.0367077495926275	2169.0	30.41099733482957	0.0	0.001911111111111124	0.001660249993570909	25	-1.1510983999467792
PODXL2	PODXL2	1	3565.5	0	0	0.0506778814049039	4759.5	66.74849207462478	0.0	0.004199999999999959	0.0031811721058563037	25	-1.3202680836626437
PODXL	PODXL	1	3565.5	0	0	0.0769754220062081	6481.5	90.90335250385749	0.0	0.01021111111111114	0.004009729679013968	25	-2.5465834179680042
PODNL1	PODNL1	1	3565.5	0	0	0.35367515837308006	227.0	3.1701500911768834	0.0	0.002419999999999985	0.00430194233096286	25	-0.562536597151069
PODN	PODN	1	3565.5	0	0	0.000416521836584239	6641.5	93.14770655070838	0.0	0.012304444444444427	0.00480550524486617	25	-2.5604892342151837
POC5	POC5	1	3565.5	0	0	0.21709742226363898	1739.5	24.38630944031421	0.0	0.002306666666666687	0.0024813149474246124	25	-0.9296146259308214
POC1B	POC1B	1	3565.5	0	0	0.283181915003578	3021.0	42.362182634310564	0.0	0.0027288888888889013	0.00240446686509704	25	-1.1349247221914902
PNRC1	PNRC1	1	3565.5	0	0	0.007825166654872859	5020.0	70.40258100715388	0.0	0.00563555555555551	0.004058284216500035	25	-1.3886547257194701
PNPT1	PNPT1	1	3565.5	0	0	0.0146045048404345	5128.5	71.92453359517465	0.0	0.004328888888888861	0.0032507485684291166	25	-1.331659092595015
PNPLA6	PNPLA6	1	3565.5	0	0	0.0731703804866161	1556.0	21.812315892832093	0.0	0.0027777777777777323	0.002138287553756869	25	-1.2990665230676341
PNP	PNP	1	3565.5	0	0	0.031005165837217002	5038.0	70.65507083742462	0.0	0.0048155555555555955	0.0044225072028033635	25	-1.0888745534440474
POLB	POLB	1	3565.5	0	0	0.3529357554896	214.0	2.9877963248702484	0.0	0.0025133333333333162	0.004079592642861168	25	-0.6160745822824661
PNMA6A	PNMA6A	1	3565.5	0	0	0.0362149254761973	4378.5	61.40412400056109	0.0	0.003622222222222216	0.0021467508226736803	25	-1.687304452833936
PNMA3	PNMA3	1	3565.5	0	0	0.10595443243021302	1598.0	22.40145883013045	0.0	0.0025422222222221975	0.003090760157940026	25	-0.8225232927541598
PNMA1	PNMA1	1	3565.5	0	0	0.29701342334443104	1897.5	26.602609061579464	0.0	0.0031888888888888943	0.004344003956072174	25	-0.7340897755010959
PNLIPRP2	PNLIPRP2	1	3565.5	0	0	0.0112905502658729	3633.5	50.95385046991163	0.0	0.004413333333333328	0.006001116151327866	25	-0.7354187491199934
PNLDC1	PNLDC1	1	3565.5	0	0	0.529859987313753	42.0	0.5751157245055408	0.0	0.0014911111111111318	0.0030873630657226544	25	-0.48297238755821864
PNKP	PNKP	1	3565.5	0	0	0.0254701027500785	3549.0	49.7685509889185	0.0	0.0037133333333333345	0.004312141915711327	25	-0.8611343053909639
PNCK	PNCK	1	3565.5	0	0	0.42297586977136004	184.0	2.566979941085706	0.0	0.0018888888888888647	0.0029979845767838637	25	-0.6300529040463579
PMVK	PMVK	1	3565.5	0	0	0.28471362395586103	1840.5	25.803057932388835	0.0	0.0028111111111111197	0.002481671496318099	25	-1.1327490827379005
PMS2P5	PMS2P5	1	3565.5	0	0	0.0319522121636567	3350.5	46.98414924954412	0.0	0.0035311111111111363	0.0031211840899659947	25	-1.1313370212487557
PMPCB	PMPCB	1	3565.5	0	0	0.31254972427995	433.0	6.059755926497404	0.0	0.0028799999999999386	0.005300916141022817	25	-0.5433023129176007
PMPCA	PMPCA	1	3565.5	0	0	0.0475470054078763	3659.0	51.31154439612849	0.0	0.003704444444444428	0.004490751813655724	25	-0.8249051825085837
POLA1	POLA1	1	3565.5	0	0	0.0185691702270153	4916.5	68.95076448309722	0.0	0.004113333333333358	0.0032645873957052323	25	-1.2599856688611564
POLD1	POLD1	1	3565.5	0	0	0.000183947524885576	6297.0	88.31533174358256	0.0	0.008566666666666682	0.00527760720971939	25	-1.62321035390623
POMK	POMK	1	3565.5	0	0	0.0253388621747033	3420.5	47.96605414504138	0.0	0.0031666666666666206	0.0020589311622451548	25	-1.5380148325180232
POLR2J	POLR2J	1	3565.5	0	0	0.0013403727915792401	4337.0	60.82199466965914	0.0	0.004626666666666655	0.004773025198689485	25	-0.9693363169205527
POMGNT2	POMGNT2	1	3565.5	0	0	0.236328521959301	3902.0	54.72015710478328	0.0	0.0038933333333333315	0.0030253949169145025	25	-1.2868843375013037
POMC	POMC	1	3565.5	0	0	0.236600741713198	1706.5	23.923411418151215	0.0	0.0021511111111110993	0.0017359459180667591	25	-1.2391579073538708
POM121L8P	POM121L8P	1	3565.5	0	0	0.423620569920835	195.5	2.728292888203114	0.0	0.0014622222222222315	0.0022976056601487333	25	-0.6364113074684783
POM121L2	POM121L2	1	3565.5	0	0	0.0794041106181614	1897.5	26.602609061579464	0.0	0.0022866666666666586	0.0018444304997241184	25	-1.239768409277925
POM121L10P	POM121L10P	1	3565.5	0	0	0.120151229872857	2325.5	32.6062561369056	0.0	0.0024977777777777585	0.002128732500248229	25	-1.173363857359483
POM121	POM121	1	3565.5	0	0	0.0169605293415596	3633.5	50.95385046991163	0.0	0.0034022222222222305	0.002708738336289715	25	-1.2560173039387823
POLR3GL	POLR3GL	1	3565.5	0	0	0.106837942155072	2683.0	37.62098471033806	0.0	0.003355555555555604	0.00296429368265651	25	-1.1319916023126484
POLR3F	POLR3F	1	3565.5	0	0	0.29169741202848604	1897.5	26.602609061579464	0.0	0.0023066666666666257	0.0016332388483631208	25	-1.4123265981448052
POLR3D	POLR3D	1	3565.5	0	0	0.000949878375548103	5467.5	76.67975873193997	0.0	0.004962222222222199	0.0035282414393463628	25	-1.4064293239358057
POLR3B	POLR3B	1	3565.5	0	0	0.210634438368988	2573.5	36.08500490952448	0.0	0.003066666666666678	0.003125668652744411	25	-0.9811234034593117
POLR2J4	POLR2J4	1	3565.5	0	0	0.14022709013939702	2625.5	36.81441997475102	0.0	0.0025044444444444693	0.0018136513655386596	25	-1.3808852638559022
POLR2I	POLR2I	1	3565.5	0	0	0.15554659867032097	2284.5	32.031140412400056	0.0	0.003393333333333351	0.004672365347699945	25	-0.726255992589231
POLD2	POLD2	1	3565.5	0	0	0.00092329446395325	5467.5	76.67975873193997	0.0	0.005371111111111143	0.004428086796224413	25	-1.2129642796728364
POLR2H	POLR2H	1	3565.5	0	0	0.019147657481669998	4503.0	63.15051199326694	0.0	0.0044088888888888485	0.004112045689566969	25	-1.0721886918900307
POLR2G	POLR2G	1	3565.5	0	0	0.0043130326230626705	4231.0	59.33511011362042	0.0	0.004793333333333307	0.005380183881692417	25	-0.8909237005158812
POLR1E	POLR1E	1	3565.5	0	0	0.00467079307589185	4768.0	66.86772338336374	0.0	0.004539999999999972	0.004144525120851103	25	-1.0954210356113503
POLQ	POLQ	1	3565.5	0	0	4.60557585763571e-05	6395.0	89.68999859727873	0.0	0.009124444444444465	0.004484090532229988	25	-2.0348483998842855
POLM	POLM	1	3565.5	0	0	0.0864810510790312	3659.0	51.31154439612849	0.0	0.0034777777777777936	0.003861643981348222	25	-0.900595133724262
POLG2	POLG2	1	3565.5	0	0	0.000915782877357708	5271.0	73.92341141815122	0.0	0.005380000000000046	0.004189587573129557	25	-1.284135945625137
POLE3	POLE3	1	3565.5	0	0	0.00588993008095169	5546.0	77.78089493617618	0.0	0.005688888888888921	0.0040075481764828575	25	-1.4195434810422312
POLE2	POLE2	1	3565.5	0	0	8.783221876346899e-05	6592.0	92.45335951746388	0.0	0.010102222222222212	0.00534185468939708	25	-1.8911450815526434
POLE	POLE	1	3565.5	0	0	4.50738396453863e-05	6014.5	84.35264412961145	0.0	0.007364444444444363	0.004843276277777312	25	-1.520550144586026
POLD4	POLD4	1	3565.5	0	0	0.0617184627237006	2849.0	39.949502033945855	0.0	0.003215555555555581	0.0029487791293871905	25	-1.0904701283014815
POLD3	POLD3	1	3565.5	0	0	0.127482635885671	2207.0	30.944031420956655	0.0	0.002840000000000004	0.0037645916386457477	25	-0.7543978929469357
PPP5C	PPP5C	1	3565.5	0	0	0.0026742513083787603	5020.0	70.40258100715388	0.0	0.0045600000000000016	0.0037676853205777733	25	-1.2102921587147641
PPP5D1	PPP5D1	1	3565.5	0	0	0.00345125043347761	4983.5	69.89058774021602	0.0	0.005482222222222265	0.004235138625470795	25	-1.294461104354722
PPP6R1	PPP6R1	1	3565.5	0	0	0.0020448666015751103	5162.5	72.40145883013047	0.0	0.005948888888888881	0.004533339006895534	25	-1.3122532596481742
PRPS1L1	PRPS1L1	1	3565.5	0	0	0.0133482013297751	4341.0	60.87810352083041	0.0	0.0030377777777777686	0.0014895659046722672	25	-2.0393711807240495
PRR32	PRR32	1	3565.5	0	0	0.33748713710318395	350.0	4.895497264693505	0.0	0.0034511111111111105	0.006100249606982464	25	-0.5657327705346519
PRR3	PRR3	1	3565.5	0	0	0.00021215763373058202	6153.0	86.29541310141676	0.0	0.0076044444444444415	0.005411472343254703	25	-1.4052449984195587
PRR29	PRR29	1	3565.5	0	0	0.185185788795696	624.0	8.738953569925656	0.0	0.0025755555555555232	0.004113734148188912	25	-0.6260870203995613
PRR19	PRR19	1	3565.5	0	0	0.000736722531414274	4842.5	67.91275073642868	0.0	0.0038288888888888674	0.00293980766986591	25	-1.3024283622824584
PRR18	PRR18	1	3565.5	0	0	0.124027984322174	2541.0	35.62912049375789	0.0	0.0035533333333333653	0.004295582236318043	25	-0.827206450220146
PRR15L	PRR15L	1	3565.5	0	0	0.0129161697604365	6017.5	84.39472576798991	0.0	0.007593333333333365	0.004402309532291796	25	-1.7248522116936098
PRR15	PRR15	1	3565.5	0	0	0.503890626832335	1668.5	23.390377332024126	0.0	0.0032888888888888985	0.0049321789189859105	25	-0.6668227051189611
PRR13	PRR13	1	3565.5	0	0	0.0238875018314377	4726.5	66.28559405246179	0.0	0.004717777777777753	0.004874767062072327	25	-0.9677955310898824
PRR12	PRR12	1	3565.5	0	0	0.22922310352633202	364.5	5.098891850189367	0.0	0.002091111111111139	0.0031979401163332996	25	-0.6538931421607636
PRPSAP2	PRPSAP2	1	3565.5	0	0	0.0628318087350567	4061.0	56.95048393884135	0.0	0.0040666666666666585	0.003848868146381525	25	-1.0565876803262004
PRPS2	PRPS2	1	3565.5	0	0	0.283264490397766	2732.0	38.30831813718614	0.0	0.0027311111111111043	0.002919869493673019	25	-0.9353538290081356
PRPH2	PRPH2	1	3565.5	0	0	0.00203461574916912	5176.5	72.59783980922991	0.0	0.005317777777777819	0.0037129001564836514	25	-1.4322436784333266
PRR7	PRR7	1	3565.5	0	0	6.1290566473252796e-06	6429.0	90.16692383223454	0.0	0.00982666666666665	0.006609132912877623	25	-1.4868314491784234
PRPH	PRPH	1	3565.5	0	0	0.0503803885865711	2767.5	38.80628419133118	0.0	0.0031488888888888534	0.0030252163817450386	25	-1.0408805492030546
PRPF8	PRPF8	1	3565.5	0	0	0.10420599416646902	2707.0	37.957637817365686	0.0	0.003291111111111112	0.0038067138004908956	25	-0.8645543856453579
PRPF40B	PRPF40B	1	3565.5	0	0	0.27090042871380104	2369.5	33.22345349978959	0.0	0.003333333333333365	0.003389154512965911	25	-0.9835294674766256
PRPF39	PRPF39	1	3565.5	0	0	0.30383150509424894	1739.5	24.38630944031421	0.0	0.0023133333333333495	0.0025038488890624226	25	-0.9239109210778241
PRPF38B	PRPF38B	1	3565.5	0	0	0.0440781363698855	4449.0	62.39304250245476	0.0	0.004077777777777786	0.003298935169267332	25	-1.2360890919488512
PRPF3	PRPF3	1	3565.5	0	0	0.0312856323828083	3312.0	46.44410155702062	0.0	0.00400888888888892	0.004757160511448769	25	-0.8427062486626153
PRPF19	PRPF19	1	3565.5	0	0	0.000435505200900777	5154.5	72.28924112778792	0.0	0.005724444444444362	0.005223809845353421	25	-1.0958370641182997
PRPF18	PRPF18	1	3565.5	0	0	0.19228361574991898	2169.0	30.41099733482957	0.0	0.002866666666666656	0.0027395048514787836	25	-1.0464178098167012
PROX2	PROX2	1	3565.5	0	0	0.160360844545883	767.5	10.751858605695048	0.0	0.002104444444444455	0.003599601315372265	25	-0.5846326468037799
PROS1	PROS1	1	3565.5	0	0	0.000851309721296205	6990.0	98.03619020900548	0.0	0.021846666666666653	0.005702259316873676	25	-3.8312299481049066
PRORSD1P	PRORSD1P	1	3565.5	0	0	0.0213849663237225	4449.0	62.39304250245476	0.0	0.003511111111111123	0.002161020658870645	25	-1.6247466662100483
PRR34.AS1	PRR34.AS1	1	3565.5	0	0	0.00931868835857935	4749.0	66.6012063403002	0.0	0.004331111111111135	0.001853944188344879	25	-2.336160461754657
PRR7.AS1	PRR7.AS1	1	3565.5	0	0	0.00428227240706753	5355.5	75.10871089914434	0.0	0.005033333333333334	0.0023391132117287854	25	-2.151812622020681
PPRC1	PPRC1	1	3565.5	0	0	0.00130762660480429	4993.5	70.0308598681442	0.0	0.00548666666666668	0.004589930157174146	25	-1.1953704040770463
PRSS53	PRSS53	1	3565.5	0	0	0.35770322077101496	400.5	5.6038715107308175	0.0	0.002324444444444503	0.0034978564864785572	25	-0.6645339662819104
PSKH2	PSKH2	1	3565.5	0	0	0.146623669146168	2121.5	29.74470472717071	0.0	0.0021355555555555837	0.0013960997995149718	25	-1.5296582352475883
PSKH1	PSKH1	1	3565.5	0	0	0.39677090258713105	421.5	5.898442979379997	0.0	0.0028533333333333284	0.0038803769279389428	25	-0.7353237549654417
PSG3	PSG3	1	3565.5	0	0	0.0029194057931189897	4146.0	58.14279702623089	0.0	0.0033088888888888964	0.0021973187926523467	25	-1.5058756608069566
PSG11	PSG11	1	3565.5	0	0	0.0298145351671393	4580.5	64.23762098471035	0.0	0.0039400000000000155	0.002957297245101475	25	-1.3322975925150267
PSENEN	PSENEN	1	3565.5	0	0	0.0246896944218005	3337.5	46.80179548323748	0.0	0.003673333333333363	0.0033649473057345727	25	-1.091646614219853
PSD	PSD	1	3565.5	0	0	0.15092192827437698	817.5	11.453219245335951	0.0	0.0019133333333333574	0.0017672634677968206	25	-1.0826531347465902
PSAPL1	PSAPL1	1	3565.5	0	0	0.13134673302077302	2963.0	41.54860429232711	0.0	0.0033355555555555218	0.0036303787964565466	25	-0.9187899507377056
PRX	PRX	1	3565.5	0	0	0.339727159155712	195.5	2.728292888203114	0.0	0.002097777777777777	0.0030463784746317018	25	-0.6886136424763808
PRTFDC1	PRTFDC1	1	3565.5	0	0	0.0235797612442897	6553.5	91.9133118249404	0.0	0.013577777777777795	0.006056468670537446	25	-2.241863785051647
PRSS8	PRSS8	1	3565.5	0	0	0.13462213948838	5765.5	80.85986814419975	0.0	0.0074311111111111106	0.005228086738616925	25	-1.4213825214914069
PRSS55	PRSS55	1	3565.5	0	0	0.0695533808429313	2121.5	29.74470472717071	0.0	0.0020555555555555514	0.0009681130090820732	25	-2.1232599255169067
PRSS50	PRSS50	1	3565.5	0	0	0.110211254031787	1641.0	23.00462898022163	0.0	0.0020777777777777613	0.002084937653882305	25	-0.9965659039774108
PRR9	PRR9	1	3565.5	0	0	0.137111180655909	1415.5	19.841492495441155	0.0	0.001644444444444487	0.0011643495508408218	25	-1.4123288348047802
PRSS36	PRSS36	1	3565.5	0	0	0.11279521782678999	2121.5	29.74470472717071	0.0	0.0023466666666666757	0.0019154773551108358	25	-1.2251080183252232
PRSS35	PRSS35	1	3565.5	0	0	0.00173692481274513	6171.0	86.54790293168747	0.0	0.009437777777777797	0.004712935312441615	25	-2.0025264834132424
PRSS30P	PRSS30P	1	3565.5	0	0	0.0656493498149281	3716.0	52.11109552531912	0.0	0.0028822222222222266	0.002075622768362131	25	-1.388605996308559
PRSS3	PRSS3	1	3565.5	0	0	0.613963386201812	1000.5	14.020199186421658	0.0	0.0021844444444444515	0.0020210899353440195	25	-1.0808249579812126
PRSS22	PRSS22	1	3565.5	0	0	0.16414135543536199	2238.0	31.378875017534014	0.0	0.0027666666666666725	0.002301982952674333	25	-1.2018623610798214
PRSS16	PRSS16	1	3565.5	0	0	0.30677557655922605	3162.0	44.34001963809791	0.0	0.004137777777777783	0.005041701611959295	25	-0.8207105648542673
PRRT3.AS1	PRRT3.AS1	1	3565.5	0	0	0.211022726304246	4273.5	59.93126665731519	0.0	0.004684444444444456	0.004277017729497534	25	-1.0952595337954765
PRRT3	PRRT3	1	3565.5	0	0	0.219476080950648	1154.0	16.17337635011923	0.0	0.0036266666666666747	0.005440605222324529	25	-0.6665925055148848
PRRT2	PRRT2	1	3565.5	0	0	0.0517327545971666	5682.5	79.69560948239585	0.0	0.005722222222222232	0.0024019882025319832	25	-2.3822857315411974
PRRG2	PRRG2	1	3565.5	0	0	0.230014449203456	2573.5	36.08500490952448	0.0	0.0033222222222222307	0.0040850651404409945	25	-0.8132605253544591
PRRG1	PRRG1	1	3565.5	0	0	0.109087346043819	6570.0	92.14476083602189	0.0	0.011731111111111088	0.004279030600575183	25	-2.741534755450032
PROP1	PROP1	1	3565.5	0	0	0.0998365606808412	2625.5	36.81441997475102	0.0	0.002164444444444436	0.001814612611562265	25	-1.192785959192132
PROM1	PROM1	1	3565.5	0	0	0.00128527793769081	6803.0	95.4131014167485	0.0	0.014906666666666664	0.006416981714247615	25	-2.3230028275706966
PROK2	PROK2	1	3565.5	0	0	0.420799105157957	5298.5	74.30915976995372	0.0	0.005897777777777784	0.004517446745992781	25	-1.3055555736234037
PRCC	PRCC	1	3565.5	0	0	0.00370374116462402	5467.5	76.67975873193997	0.0	0.0052511111111111074	0.003501510549989441	25	-1.4996702240771322
PRICKLE2	PRICKLE2	1	3565.5	0	0	0.0110522343407108	6768.0	94.92214896899986	0.0	0.014175555555555563	0.004389524098430219	25	-3.2294060216288645
PRG4	PRG4	1	3565.5	0	0	1.0021892540976199e-05	6295.0	88.28727731799692	0.0	0.010224444444444454	0.006773497434096512	25	-1.5094778648584886
