	Gene ID	Adj P-value (Real)	Rank (Real)	abs(logFC) (Real)	logFC (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Percent DE (simulated)	Mean abs(logFC) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
FBXL3	FBXL3	0.232609674624895	7116.0	1.1022953460853102	1.1022953460853102	0.0150149457770446	4721.0	66.20844438210128	0.0	0.0038799999999999907	0.0026601328132937413	25	412.91748314072595
RFTN1	RFTN1	0.27313927857919895	7115.0	1.07665486893293	1.07665486893293	0.000161110112305322	6322.5	88.67302566979942	0.0	0.007700000000000029	0.005488226268296141	25	194.77237575060744
TMBIM1	TMBIM1	0.729352253551355	7114.0	1.0697798218363699	1.0697798218363699	0.000180001851718541	6002.5	84.18431757609764	0.0	0.006255555555555553	0.003772395403213842	25	281.9227977466941
AP1G2	AP1G2	0.7477463670647879	7113.0	1.06201797150658	-1.06201797150658	0.208691083245183	2892.0	40.55267218403703	0.0	0.0028755555555555253	0.002450501754281476	25	432.2145103958846
SLC20A1	SLC20A1	0.658029688465027	7112.0	1.05758296425036	-1.05758296425036	0.00026517856091881603	5649.0	79.22569785383645	0.0	0.006462222222222281	0.004281795852228892	25	245.4859545629612
RGS2	RGS2	0.270927355723745	7111.0	1.05669558508944	1.05669558508944	0.00260133856800667	6079.0	85.25739935474822	0.0	0.007548888888888907	0.0045801425481438	25	229.0642016427502
SIAH2	SIAH2	0.0324109298188039	7110.0	1.04690005966737	-1.04690005966737	0.140004122240978	2940.0	41.2259783980923	0.0	0.0025044444444444684	0.0014850004503193083	25	703.2964973164535
PDZD11	PDZD11	0.16131670261945003	7109.0	1.04688485929436	-1.04688485929436	0.27045467409783397	3590.0	50.34366671342404	0.0	0.003651111111111076	0.0031779979203726467	25	328.2675993887753
MANF	MANF	0.24487726050917602	7108.0	1.03645236800809	-1.03645236800809	0.0198256130057726	3279.5	45.98821714125403	0.0	0.0035866666666666282	0.0035405891607101746	25	291.72142105701136
POLR2I	POLR2I	0.6108948841974929	7107.0	1.0341272153674002	-1.0341272153674002	0.113504659267148	2066.0	28.96619441716931	0.0	0.003617777777777787	0.0044911412574354225	25	229.4538021674416
DCTPP1	DCTPP1	0.799388541276826	7106.0	1.03344477057226	-1.03344477057226	0.000683845446002557	5204.5	72.99060176742881	0.0	0.0052933333333333235	0.004427848644816038	25	232.20112513164796
MRPL14	MRPL14	0.501983124863343	7105.0	1.0252063394738902	-1.0252063394738902	0.0321841655704111	3796.0	53.233272548744566	0.0	0.004022222222222244	0.004046508173111939	25	252.36180765361794
GSTK1	GSTK1	0.23775361464533298	7104.0	1.00816069418291	1.00816069418291	0.047318654780768	3518.0	49.33370739234114	0.0	0.004051111111111122	0.003441303825072845	25	291.78172986529137
CLK1	CLK1	0.4092915994732779	7103.0	1.00767293831745	1.00767293831745	0.0651072921149663	4464.0	62.60345069434703	0.0	0.0043600000000000305	0.0030012480257276346	25	334.29857503169967
NINJ1	NINJ1	0.8835398374893771	7102.0	1.00556221503739	-1.00556221503739	0.0620854706764163	3372.0	47.285734324589704	0.0	0.0033533333333334026	0.002717251697970484	25	368.8318172558717
DNTTIP2	DNTTIP2	1.0	7101.0	0.996656185043422	-0.996656185043422	0.189087295187601	1406.5	19.715247580305792	0.0	0.0029155555555555597	0.003558271532120079	25	279.27622176033844
MRPL13	MRPL13	0.7326948023807719	7100.0	0.9856306597599008	-0.9856306597599008	0.146711569077714	3665.5	51.402721279281806	0.0	0.002928888888888901	0.0020245103050636516	25	485.40220734520557
RBBP8	RBBP8	0.14771949972349402	7099.0	0.985604710785604	-0.985604710785604	0.0103002527420725	5323.0	74.65282648337777	0.0	0.004884444444444416	0.003167475530224041	25	309.6220497942699
GOT2	GOT2	0.270927355723745	7098.0	0.9786896800577091	-0.9786896800577091	0.112787413748725	2368.0	33.20241268060037	0.0	0.0035622222222222253	0.00437528129607153	25	222.87194624744072
PSMD3	PSMD3	0.729203422699853	7097.0	0.9778023507517422	-0.9778023507517422	0.0593418539706517	4199.0	58.886239304250246	0.0	0.004140000000000022	0.003068244695978968	25	317.33529989565614
CHCHD10	CHCHD10	1.0	7096.0	0.9703438834911221	-0.9703438834911221	0.0303375987364029	4632.0	64.96002244354048	0.0	0.004353333333333346	0.002980685423976824	25	324.083360956946
HECA	HECA	0.44171203697928896	7095.0	0.9652472399499291	0.9652472399499291	0.0179196874979363	4936.5	69.23130873895357	0.0	0.00538000000000002	0.003240119517177806	25	296.24439310374214
POLR2H	POLR2H	0.8994344248112971	7094.0	0.9550583230440151	-0.9550583230440151	0.0205315333129118	4520.0	63.388974610744846	0.0	0.0040177777777777755	0.0032334860597759397	25	294.12235824889825
PARP4	PARP4	0.7477463670647879	7093.0	0.951183008290146	0.951183008290146	0.196042126086101	1494.5	20.949642306073784	0.0	0.0026688888888888756	0.0023180429343020214	25	409.1874681720946
GEM	GEM	0.0628558349149725	7092.0	0.9494051414764001	0.9494051414764001	0.00549480794492176	6944.0	97.39093842053585	0.0	0.017708888888888892	0.0046261824203125135	25	201.39634971951065
DDX39A	DDX39A	1.0	7091.0	0.935445156238903	-0.935445156238903	0.0021132594585474	5935.0	83.23748071258241	0.0	0.007082222222222221	0.003906742088346259	25	237.63097563721206
NDUFA8	NDUFA8	1.0	7090.0	0.9342927747808599	-0.9342927747808599	0.272777391247404	2529.5	35.46780754664048	0.0	0.003375555555555508	0.0029969240060338633	25	310.62423249673344
ISLR	ISLR	0.658029688465027	7089.0	0.933415071483354	0.933415071483354	0.000227514477658239	6924.0	97.11039416467949	0.0	0.01700000000000007	0.006310733719806604	25	145.21529701168217
PCMTD2	PCMTD2	1.0	7088.0	0.927562154222429	0.927562154222429	0.0799630235978565	2662.5	37.33342684808529	0.0	0.0030200000000000305	0.0026183351604303234	25	353.10305884235254
MYC	MYC	0.484270647079515	7087.0	0.924632754466403	-0.924632754466403	0.00288110975798335	5100.5	71.53177163697573	0.0	0.005708888888888925	0.0036732642663400085	25	250.1654656317765
SNRK	SNRK	0.431883567970789	7086.0	0.923754049918542	0.923754049918542	0.000969713125150381	5067.5	71.06887361481274	0.0	0.0050777777777777115	0.0033547153718814764	25	273.8462642288276
MRPL36	MRPL36	0.383317489535578	7085.0	0.9190786648513628	-0.9190786648513628	0.0279436962712306	4292.5	60.197783700378736	0.0	0.004422222222222233	0.0043094367214251165	25	212.2450106023756
SUSD6	SUSD6	0.8994344248112971	7084.0	0.910669205150924	0.910669205150924	0.00916653888534817	4985.0	69.91162855940526	0.0	0.005104444444444389	0.0033692249783492576	25	268.7753909357987
ORMDL2	ORMDL2	0.93896829334848	7083.0	0.9070939862632471	-0.9070939862632471	0.19826687079275798	2396.0	33.59517463879927	0.0	0.002468888888888907	0.0019414712718936892	25	465.94822723902433
DLG5	DLG5	0.38201822308435707	7082.0	0.901487179841714	-0.901487179841714	0.259875836323496	5305.0	74.40033665310703	0.0	0.0059733333333333236	0.002837828677869415	25	315.56304067683
TAF9	TAF9	0.983054469310783	7081.0	0.8952862887540491	-0.8952862887540491	0.00351589729621118	5382.0	75.48043203815402	0.0	0.005528888888888871	0.004131771160387579	25	215.34527574893497
VPS52	VPS52	1.0	7080.0	0.8890073802630459	-0.8890073802630459	0.39772643751941295	123.5	1.7183335671202133	0.0	0.0029355555555555285	0.0051501298477377505	25	172.0484436128745
ACAT1	ACAT1	1.0	7079.0	0.885854022382	0.885854022382	0.112932037447827	3441.5	48.26062561369056	0.0	0.0035755555555555584	0.0021215555477966377	25	415.86394838576973
AKR1B1	AKR1B1	0.253821955305771	7078.0	0.883636889147508	0.883636889147508	0.466272511538883	123.5	1.7183335671202133	0.0	0.0031533333333333873	0.0054072872259602256	25	162.83276974579772
CRISPLD2	CRISPLD2	0.658029688465027	7077.0	0.8787752790572589	0.8787752790572589	3.02438424170747e-05	6935.0	97.26469350540049	0.0	0.016300000000000026	0.007692003891595029	25	112.12621460055117
SYAP1	SYAP1	1.0	7076.0	0.8737290653035671	-0.8737290653035671	0.006628751405521429	4530.0	63.529246738673024	0.0	0.004173333333333377	0.003951718644705571	25	220.04495009664873
GNL3	GNL3	0.775807395294251	7075.0	0.873223254394437	-0.873223254394437	0.0107794682461584	4842.0	67.90573713003226	0.0	0.004966666666666664	0.004312896966878961	25	201.3163296956956
FGD5.AS1	FGD5.AS1	0.810304426169361	7074.0	0.8658698942317801	0.8658698942317801	0.0810650361351756	2348.5	32.92888203114041	0.0	0.0030155555555555487	0.0031032688858327203	25	278.04691453434566
ARF5	ARF5	0.791424961014895	7073.0	0.860599393426525	-0.860599393426525	0.4249443163187171	537.5	7.525599663346893	0.0	0.002566666666666631	0.0034615391210297782	25	247.87607383868047
P4HTM	P4HTM	0.7812457804973141	7072.0	0.85983699416135	-0.85983699416135	0.0238260033122794	5478.5	76.83405807266097	0.0	0.004657777777777792	0.0022934577736838436	25	372.87768111376613
CRTC3	CRTC3	1.0	7071.0	0.858882231053164	0.858882231053164	0.0128304672835491	3386.0	47.482115303689156	0.0	0.003768888888888936	0.004258122231485519	25	200.81935080242027
DRG1	DRG1	1.0	7070.0	0.8538206661392109	-0.8538206661392109	0.00657879308288569	3525.0	49.43189788189087	0.0	0.004088888888888824	0.004501057260345128	25	188.78492942903975
NDUFA9	NDUFA9	1.0	7069.0	0.849239598868598	-0.849239598868598	0.406160806005437	355.5	4.972646935054004	0.0	0.002631111111111112	0.004168946289978414	25	203.07493281758502
MAL2	MAL2	1.0	7068.0	0.8349983981151671	-0.8349983981151671	0.104583462741245	6896.0	96.71763220648057	0.0	0.01601111111111113	0.006873489358912123	25	119.15160470018947
MXRA8	MXRA8	0.515036470040948	7067.0	0.834054571766405	0.834054571766405	0.00192232463059943	6588.5	92.40426427268902	0.0	0.011886666666666717	0.005471269892692458	25	150.27003259295302
ATP6V1D	ATP6V1D	0.729203422699853	7066.0	0.82046965395613	-0.82046965395613	0.21575991052254603	3137.5	43.996352924673864	0.0	0.002753333333333301	0.0014512907551441651	25	563.4407286922793
UBP1	UBP1	0.7477463670647879	7065.0	0.820238864706603	-0.820238864706603	0.40992681949891	424.5	5.940524617758451	0.0	0.0032022222222222187	0.004822968878873746	25	169.40533165438427
MTX1	MTX1	0.76810204310073	7064.0	0.818202637899808	-0.818202637899808	0.0256042201165525	3968.5	55.65296675550568	0.0	0.0035311111111111116	0.002920239434346041	25	278.9742228692061
RPL22L1	RPL22L1	1.0	7063.0	0.817126150472904	-0.817126150472904	0.00342077498593677	5472.5	76.74989479590405	0.0	0.006317777777777724	0.003559442320031287	25	227.79084468715297
SRPX	SRPX	0.23775361464533298	7062.0	0.813723588242339	0.813723588242339	0.0307350958080142	7003.5	98.22555758170853	0.0	0.018255555555555514	0.005874983582850732	25	135.39919243498494
NAE1	NAE1	1.0	7061.0	0.8123758369329142	-0.8123758369329142	0.0198451924516431	3790.0	53.149109271987655	0.0	0.004077777777777761	0.004332977193342278	25	186.54565281282936
C19orf33	C19orf33	0.25107908189769895	7060.0	0.80423041033725	-0.80423041033725	0.25400717156756303	5189.0	72.77317996914014	0.0	0.004860000000000016	0.002694354714046218	25	296.6834345047331
OLFML3	OLFML3	0.8835113861792271	7059.0	0.799315026267737	0.799315026267737	0.000830694980840796	7042.0	98.76560527423202	0.0	0.022373333333333315	0.007812744152563543	25	99.44542887398546
TERF2IP	TERF2IP	0.7477463670647879	7058.0	0.797251931551406	0.797251931551406	0.149682431913808	850.5	11.916117267498947	0.0	0.0029733333333333578	0.0037129902095610567	25	213.9188506807215
OSBPL9	OSBPL9	1.0	7057.0	0.7949532044127271	0.7949532044127271	0.39561430533442893	820.0	11.488287277317996	0.0	0.0023355555555555525	0.0027338414161923994	25	289.9281736543088
CKS2	CKS2	0.505285461414656	7056.0	0.7924662642841039	-0.7924662642841039	7.75181350294521e-05	6726.0	94.3330060317015	0.0	0.01042	0.005425208838975845	25	144.15044424939342
HMGB2	HMGB2	0.546612297386209	7055.0	0.792449893725589	-0.792449893725589	0.0153098484400984	5361.5	75.19287417590125	0.0	0.005922222222222235	0.003493159099415221	25	225.16228122418957
MYH9	MYH9	1.0	7054.0	0.787723318991177	0.787723318991177	0.25126875462153603	1721.5	24.133819610043485	0.0	0.002364444444444471	0.0027185387021149694	25	288.89008419697643
PCNA	PCNA	1.0	7053.0	0.784254369153749	-0.784254369153749	0.00143475887317352	6000.5	84.156263150512	0.0	0.006491111111111115	0.004084299457387151	25	190.4275791129665
PARP1	PARP1	1.0	7052.0	0.784062193277435	-0.784062193277435	0.000365842130368071	5760.0	80.78271847383925	0.0	0.006471111111111094	0.00445482352904101	25	174.55036705656352
UGDH	UGDH	1.0	7051.0	0.7765571716889559	-0.7765571716889559	0.386592932719396	4142.5	58.093701781456026	0.0	0.0033822222222222326	0.0022699345542677124	25	340.6155248014021
CNN3	CNN3	0.8835113861792271	7050.0	0.775898376358436	0.775898376358436	0.144039514400026	6801.5	95.39206059755927	0.0	0.01303777777777778	0.006530628219265856	25	116.81274342492208
PNRC1	PNRC1	1.0	7049.0	0.766037084231312	0.766037084231312	0.0238588422633098	5114.0	71.72113900967878	0.0	0.005095555555555561	0.0033202102789275274	25	229.18473974532446
MSMO1	MSMO1	1.0	7048.0	0.765829443154749	-0.765829443154749	0.41583392485536896	1586.5	22.240145883013046	0.0	0.0025666666666666733	0.0021313600055483353	25	358.11067792450086
UBE4A	UBE4A	1.0	7047.0	0.7634468954614909	0.7634468954614909	0.238071620043112	731.5	10.246878945153597	0.0	0.0027511111111111174	0.0041569986601010835	25	182.99158757291548
EBPL	EBPL	1.0	7046.0	0.7608278642307711	-0.7608278642307711	0.129966609034676	3077.5	43.154720157104784	0.0	0.003191111111111093	0.002833155404725448	25	267.41800038783265
FCGRT	FCGRT	0.7477463670647879	7045.0	0.7534770829217791	0.7534770829217791	7.320491304229151e-06	6625.5	92.9232711460233	0.0	0.010804444444444452	0.0065771208380658135	25	112.91759065441441
RGL2	RGL2	0.9971742148179409	7044.0	0.751221017199048	-0.751221017199048	0.009524282296336421	5008.5	70.24126806003648	0.0	0.0040711111111111364	0.00234940015109364	25	318.01730571105156
C1QA	C1QA	1.0	7043.0	0.750783236431095	0.750783236431095	1.1859283542390199e-06	7097.0	99.53710197783701	0.0	0.02313111111111117	0.011639627838294149	25	62.515067958274614
HLTF	HLTF	1.0	7042.0	0.750056284090582	-0.750056284090582	0.20926325875780702	2503.5	35.10310001402721	0.0	0.003186666666666707	0.002886968735086373	25	258.7037429075484
RPA3	RPA3	1.0	7041.0	0.747169166609144	-0.747169166609144	0.012776522264842	5652.5	79.27479309861131	0.0	0.005213333333333312	0.003462604457576684	25	214.27680879122738
SCPEP1	SCPEP1	0.7477463670647879	7040.0	0.7460101765466629	0.7460101765466629	0.00148602624236795	5598.5	78.51732360779914	0.0	0.005435555555555519	0.003170063155762463	25	233.6150999531063
BUD31	BUD31	1.0	7039.0	0.739075296707771	-0.739075296707771	0.0208885685513687	4382.0	61.45321924533595	0.0	0.003920000000000043	0.0033086695571910964	25	222.19060682865015
MICU2	MICU2	0.37614856709581107	7038.0	0.7370675398464179	0.7370675398464179	0.23772973711193104	1417.5	19.869546921026792	0.0	0.0025911111111110822	0.0026405394448238448	25	278.15393183202576
BOLA3	BOLA3	1.0	7037.0	0.736979506904763	-0.736979506904763	0.007370884200385241	5225.5	73.285173236078	0.0	0.00475111111111111	0.0037060566599929692	25	197.57614709404928
LINC01279	LINC01279	0.23775361464533298	7036.0	0.7357597555914129	0.7357597555914129	0.00107642215707672	7067.5	99.12329920044888	0.0	0.02514444444444452	0.007495729236713622	25	94.80269213386447
SCAF8	SCAF8	1.0	7035.0	0.7341518745684971	0.7341518745684971	0.273881231655139	1012.5	14.188525739935475	0.0	0.0033933333333333125	0.004357834343410627	25	167.6884625823663
MRPL27	MRPL27	1.0	7034.0	0.7259576836004581	-0.7259576836004581	0.11912146347335902	4240.0	59.46135502875578	0.0	0.004086666666666724	0.0035087368906632655	25	205.73529433189682
PJA2	PJA2	1.0	7033.0	0.7237875466668191	0.7237875466668191	0.0159034057525685	4780.5	67.04306354327396	0.0	0.0037222222222222275	0.0025291510311310963	25	284.706336466813
C1orf122	C1orf122	1.0	7032.0	0.720041693985429	-0.720041693985429	0.32011632222022196	786.0	11.011362042362181	0.0	0.0028177777777777854	0.0037940661923066914	25	189.03832454530746
RNH1	RNH1	1.0	7031.0	0.717750612678532	0.717750612678532	0.238584212406049	492.5	6.894375087670079	0.0	0.0020022222222222472	0.0024323395569213688	25	294.26335168525486
LOXL1	LOXL1	1.0	7030.0	0.714953454662163	0.714953454662163	0.0387829693699645	6759.0	94.7959040538645	0.0	0.012793333333333323	0.004173559730379498	25	168.24010357819486
WDR45B	WDR45B	0.636601763317929	7029.0	0.71014063380374	0.71014063380374	0.355382664371584	339.0	4.741197923972506	0.0	0.0030377777777777486	0.0047894377531991755	25	147.63796764111666
SCAMP3	SCAMP3	1.0	7028.0	0.707472522449365	-0.707472522449365	0.42234644181416897	234.5	3.2753541871230185	0.0	0.0025111111111110916	0.003807143491357571	25	185.1680696928171
EAPP	EAPP	1.0	7027.0	0.7056882311121279	0.7056882311121279	0.36350981702340995	693.0	9.706831252630103	0.0	0.002553333333333352	0.0034391192407742244	25	204.45202639164754
C2CD5	C2CD5	1.0	7026.0	0.7015076875999339	0.7015076875999339	0.0897409900549964	1394.5	19.546921026791978	0.0	0.002784444444444447	0.003074031681992384	25	227.29864732643978
FOS	FOS	0.44486983897342	7025.0	0.701347638745323	0.701347638745323	1.23198746356705e-06	6643.0	93.1687473698976	0.0	0.010024444444444381	0.006082975636363543	25	113.64885142202506
RGCC	RGCC	1.0	7024.0	0.700503237474209	0.700503237474209	6.34785925988912e-08	6961.5	97.63641464441017	0.0	0.017246666666666677	0.012079374404671392	25	56.56390371866527
DUS1L	DUS1L	0.44026863566271296	7023.0	0.6988082614578629	-0.6988082614578629	0.0020372462166779	4382.0	61.45321924533595	0.0	0.005468888888888857	0.005394638971203681	25	128.52377633980433
HCLS1	HCLS1	0.826055603580584	7022.0	0.693519461522208	0.693519461522208	0.00124599327072305	6868.0	96.32487024828167	0.0	0.017115555555555537	0.010425945496988429	25	64.87698464969284
CCNDBP1	CCNDBP1	0.7473830590093992	7021.0	0.6909074979584761	0.6909074979584761	0.222802658341285	2027.0	28.419133118249402	0.0	0.0029511111111110333	0.0025471540642765535	25	270.0882512353093
S100A14	S100A14	1.0	7020.0	0.6906491223340009	-0.6906491223340009	0.12031513855912	6054.5	84.91373264132417	0.0	0.0065333333333333	0.0029166666666666547	25	234.55398480022987
LMAN2	LMAN2	0.7473830590093992	7019.0	0.6902520432607111	-0.6902520432607111	0.6258858636393969	42.0	0.5751157245055408	0.0	0.002008888888888882	0.002809480203230805	25	244.97170458092796
AUP1	AUP1	1.0	7018.0	0.688621993878579	-0.688621993878579	0.0898456167695154	2542.0	35.64314770655071	0.0	0.004135555555555518	0.004865952086892592	25	140.66855285460446
TMEM14A	TMEM14A	1.0	7017.0	0.685236938166215	-0.685236938166215	0.30977621657613397	4351.0	61.01837564875859	0.0	0.0038777777777777556	0.002801059837631479	25	243.2504837042614
HLA.DMA	HLA.DMA	1.0	7016.0	0.680082339594598	0.680082339594598	1.2986326495964802e-05	6841.0	95.94613550287559	0.0	0.014575555555555574	0.009413578101598633	25	70.69647448147529
ANKRD13A	ANKRD13A	1.0	7015.0	0.677704061274087	0.677704061274087	0.22437633627449602	2476.0	34.717351662224715	0.0	0.004180000000000018	0.004610923690970232	25	146.07139619184716
RNF167	RNF167	1.0	7014.0	0.675829378977153	-0.675829378977153	0.133225331369373	1140.0	15.976995371019777	0.0	0.0024866666666667077	0.0023252328526257226	25	289.58076673917947
RCC2	RCC2	1.0	7013.0	0.674772946377276	-0.674772946377276	0.00518875513894341	4897.0	68.67723383363726	0.0	0.006291111111111128	0.0051764711831000475	25	129.13852151801788
CTR9	CTR9	1.0	7012.0	0.674583100233396	-0.674583100233396	0.394761908213695	1677.0	23.50960864076308	0.0	0.0018600000000000346	0.0018366356341623384	25	366.2801089777476
DENND6A	DENND6A	1.0	7011.0	0.671126424749632	0.671126424749632	0.332144891350119	850.5	11.916117267498947	0.0	0.002859999999999992	0.003919033957558177	25	170.51815115325184
HSPB8	HSPB8	1.0	7010.0	0.6650679694561851	-0.6650679694561851	0.0372178177659472	6764.5	94.873053724225	0.0	0.012528888888888897	0.00564504589971391	25	115.59499996277563
SMOC2	SMOC2	0.983054469310783	7009.0	0.66095326676012	0.66095326676012	0.00059765976154525	7103.0	99.62126525459392	0.0	0.027226666666666652	0.009501528467034998	25	66.69733214946743
TYROBP	TYROBP	1.0	7008.0	0.65909976807899	0.65909976807899	1.64965271754302e-07	7111.0	99.73348295693647	0.0	0.024088888888888917	0.016177545022745682	25	39.25261084406031
AHSA1	AHSA1	1.0	7007.0	0.65908905317011	-0.65908905317011	0.0208119416429686	3790.0	53.149109271987655	0.0	0.003980000000000057	0.003974225084286989	25	164.83944398625883
COPRS	COPRS	1.0	7006.0	0.656585226029229	-0.656585226029229	0.30538496624865197	2892.0	40.55267218403703	0.0	0.003337777777777812	0.003159263601230167	25	206.77206169092287
C1orf54	C1orf54	1.0	7005.0	0.656279392826124	0.656279392826124	1.19236701389904e-06	6847.0	96.03029877963249	0.0	0.012931111111111115	0.00760371159639503	25	84.6097690001852
VPS25	VPS25	1.0	7004.0	0.6558533519935811	-0.6558533519935811	0.0931175194583631	3429.0	48.08528545378034	0.0	0.0029733333333333382	0.0023005367060324475	25	283.79465406844906
MAP1LC3B	MAP1LC3B	1.0	7003.0	0.6538309476175961	0.6538309476175961	0.0612184409536861	2122.0	29.75171833356712	0.0	0.0026866666666666194	0.0026907133388016213	25	241.99689783413845
PUF60	PUF60	1.0	7002.0	0.652848445192359	-0.652848445192359	0.007370884200385241	4520.0	63.388974610744846	0.0	0.004004444444444482	0.003605191729632067	25	179.9748943765976
CKS1B	CKS1B	1.0	7001.0	0.652377226917657	-0.652377226917657	0.00858803012876736	5673.0	79.56235096086408	0.0	0.00558666666666668	0.003543348547636944	25	182.53653332589434
CLDN7	CLDN7	1.0	7000.0	0.64717043168164	-0.64717043168164	0.15199860924124803	5702.5	79.97615373825222	0.0	0.0059444444444444865	0.0030689102099187003	25	208.94257028594606
KANSL1	KANSL1	1.0	6999.0	0.646426308262927	0.646426308262927	0.15549368473885097	1883.0	26.399214476083603	0.0	0.004084444444444464	0.005730062948971583	25	112.10031539597108
PTDSS1	PTDSS1	1.0	6998.0	0.644706881756195	-0.644706881756195	0.0350892740343878	3518.0	49.33370739234114	0.0	0.004271111111111076	0.004243135342039455	25	150.93456112509
OLFML2B	OLFML2B	0.791424961014895	6997.0	0.642233538124186	0.642233538124186	3.6110487247532e-05	6993.0	98.07827184738393	0.0	0.017773333333333394	0.007410507221773031	25	84.26686407593094
BIRC2	BIRC2	1.0	6996.0	0.642199627169677	0.642199627169677	0.16998063478020703	1038.5	14.553233272548745	0.0	0.002648888888888884	0.0032666446207368976	25	195.78215953485528
LGMN	LGMN	1.0	6995.0	0.6364394525459549	0.6364394525459549	0.0269493545146606	6079.0	85.25739935474822	0.0	0.008020000000000025	0.0040382647640449425	25	155.61620875905527
NDUFB3	NDUFB3	1.0	6994.0	0.6334041931655171	-0.6334041931655171	0.165742330491905	1650.0	23.13087389535699	0.0	0.0022222222222221515	0.0018104634152000683	25	348.6300610352544
TFF1	TFF1	1.0	6993.0	0.628416850828583	-0.628416850828583	0.43471277742198994	2225.0	31.19652125122738	0.0	0.00265111111111112	0.0017739049250530378	25	352.76171280643024
INHBB	INHBB	1.0	6992.0	0.6261768023400379	0.6261768023400379	0.0110625376902348	6493.5	91.07167905737131	0.0	0.011037777777777789	0.004477904143056587	25	137.37208410682288
PPP4C	PPP4C	1.0	6991.0	0.623290727111165	-0.623290727111165	0.0230331676952082	4520.0	63.388974610744846	0.0	0.004444444444444449	0.0036001971825285234	25	171.89233013956382
IGFBP2	IGFBP2	1.0	6990.0	0.62304723602695	-0.62304723602695	0.0483675068956364	6603.5	92.61467246458129	0.0	0.01180888888888891	0.00429622884685245	25	142.27322820242065
SMIM19	SMIM19	1.0	6989.0	0.6228326812687149	0.6228326812687149	0.0227010791764063	4864.5	68.22134941787067	0.0	0.00437999999999999	0.002539334590913332	25	243.54911065354085
PIM3	PIM3	1.0	6988.0	0.619760993776147	0.619760993776147	0.18223774365663398	1850.0	25.936316453920604	0.0	0.002806666666666675	0.002883725799308384	25	213.9434780024672
EMP3	EMP3	0.748389473269639	6987.0	0.618863832904202	0.618863832904202	0.286482159123492	4540.5	63.676532472997614	0.0	0.003804444444444428	0.0026290322743527635	25	233.948968394151
