	Gene ID	Adj P-value (Real)	Rank (Real)	Test statistic (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean test statistic (simulated)	Std deviation (simulated)	Number of experiments (simulated)	abs(Z score)	Gene Name
PA2747	PA2747	0.0016025893473352699	5525.0	1.7765	0.9621645734876629	5523.0	0.3810399999999997	0.319496443642179	25	4.367685549460607	
PA1555	PA1555	0.0011036747834704199	5524.0	1.76649999999999	0.9621645734876629	5495.0	0.3924800000000001	0.27322363703262115	25	5.028920685350297	ccoP2
PA1173	PA1173	0.0011036747834704199	5523.0	1.765	0.9621645734876629	5467.0	0.27815999999999996	0.1461850083512903	25	10.170947190610988	napB
PA3452	PA3452	0.000926790925320934	5522.0	1.764	0.9621645734876629	5251.0	0.19753999999999983	0.13171551730908523	25	11.89275213735164	mqoA
PA3038	PA3038	0.0011036747834704199	5521.0	1.75	0.9621645734876629	5421.0	0.2994199999999999	0.2494424065123385	25	5.815290271937975	opdQ
PA1987	PA1987	0.0010399010712234301	5520.0	1.7395	0.970836289039364	4673.0	0.1721400000000001	0.13008847309939997	25	12.048415687086955	pqqC
PA1556	PA1556	0.0011036747834704199	5519.0	1.712	0.9621645734876629	5543.0	0.4086399999999999	0.26418079036901976	25	4.933591114552302	ccoO2
PA0996	PA0996	0.00251707150267013	5518.0	1.702	0.9696708513431701	5454.5	0.2637199999999996	0.1566779526076768	25	9.179849341033119	pqsA
PA3479	PA3479	0.0016025893473352699	5517.0	1.7	0.9621645734876629	5471.0	0.27604000000000006	0.23139972270222484	25	6.153680667251331	rhlA
PA0587	PA0587	0.0011254413074486599	5515.5	1.6909999999999998	0.9621645734876629	5469.5	0.2602399999999999	0.1225255177503853	25	11.677241004725325	
PA4619	PA4619	0.0011036747834704199	5515.5	1.6909999999999998	0.9874015950692401	3174.0	0.13134000000000035	0.12502064162902557	25	12.475219929105684	
PA2381	PA2381	0.0166238090855532	5514.0	1.6375	0.981101111789734	4344.0	0.19173999999999933	0.18532747592662357	25	7.801109861186574	
PA0999	PA0999	0.00162442044378974	5513.0	1.6305	0.9696708513431701	5481.0	0.32241999999999943	0.23422099073311087	25	5.58481114739424	pqsD
PA4620	PA4620	0.0011036747834704199	5512.0	1.611	0.9693340564349221	1303.5	0.10404000000000005	0.09609748956138223	25	15.681575105429053	
PA0588	PA0588	0.00402478894238795	5511.0	1.6025	0.9696708513431701	5379.0	0.26080000000000025	0.19989445131535472	25	6.7120422361465435	
PA2367	PA2367	0.00184478485488418	5510.0	1.598	0.9696708513431701	4284.5	0.17449999999999963	0.17415629953196274	25	8.173692274270831	hcp3
PA2322	PA2322	0.00544546849671969	5509.0	1.5959999999999999	0.973142675814635	2725.5	0.12863999999999964	0.14487620577582744	25	10.12837126802246	
PA0998	PA0998	0.00940584144318978	5508.0	1.5659999999999998	0.9621645734876629	5496.0	0.3304799999999999	0.2115012056703224	25	5.841668826823934	pqsC
PA2664	PA2664	0.00544546849671969	5507.0	1.5615	0.970918182788261	5086.0	0.18658000000000002	0.12782016012090275	25	10.756675619084568	fhp
PA1001	PA1001	0.00381066835832115	5506.0	1.5590000000000002	0.9621645734876629	5457.0	0.2731600000000001	0.17524059175887238	25	7.337569378727565	phnA
PA4134	PA4134	0.00182100726858168	5505.0	1.558	0.9696708513431701	4823.0	0.2099199999999997	0.16138022390202209	25	8.35343989123756	
PA2195	PA2195	0.0134311968158001	5504.0	1.5495	0.9696708513431701	5205.0	0.2660200000000001	0.2524550075425983	25	5.083995015561062	hcnC
PA4607	PA4607	0.0025772204852756	5503.0	1.5115	0.9621645734876629	5497.0	0.2859199999999998	0.1771148215141804	25	6.919691923704287	
PA3790	PA3790	0.0448890643741703	5502.0	1.511	0.9785746141172099	5114.0	0.2474	0.23218244442679103	25	5.442271930246746	oprC
PA2679	PA2679	0.00585527177475051	5501.0	1.5095	0.970918182788261	2886.5	0.0977399999999996	0.07317617440123549	25	19.292618281178754	
PA2939	PA2939	0.0052049877078533206	5500.0	1.5025	0.9696708513431701	5537.0	0.2875600000000003	0.1744158894711142	25	6.965764436279823	
PA0511	PA0511	0.0016679649368215401	5499.0	1.5005	0.9696708513431701	5218.5	0.1908000000000004	0.17326539133171753	25	7.558924433400388	nirJ
PA0887	PA0887	0.0016025893473352699	5498.0	1.4895	0.9621645734876629	5011.0	0.21540000000000004	0.19338023856295794	25	6.588573938413035	acsA
PA4130	PA4130	0.0034870064434621303	5497.0	1.475	0.9696708513431701	4444.0	0.18246000000000007	0.14429584193593342	25	8.957569273367426	
PA2366	PA2366	0.00296175815527018	5496.0	1.469	0.967446882483587	4923.0	0.21548	0.17297485848141805	25	7.246833505197868	hsiC3
PA5446	PA5446	0.0023563519979474604	5495.0	1.464	0.9698466372742979	5510.0	0.27651999999999943	0.19739303432492233	25	6.015815117595932	
PA4500	PA4500	0.00271819723897262	5494.0	1.455	0.970918182788261	5282.5	0.2534200000000001	0.2125327759037021	25	5.653622105535534	dppA3
PA3329	PA3329	0.0023563519979474604	5493.0	1.4465	0.9696708513431701	5198.5	0.20030000000000023	0.1332198214731322	25	9.354463819419948	
PA3183	PA3183	0.00505036352382426	5492.0	1.436	0.967446882483587	4434.0	0.20941999999999983	0.24318685716954344	25	5.043775861393945	zwf
PA3877	PA3877	0.0127955477335196	5491.0	1.4140000000000001	0.9627488062498349	5296.0	0.2444199999999999	0.20275907706766993	25	5.7683237510972605	narK1
PA0447	PA0447	0.00184478485488418	5490.0	1.412	0.970836289039364	4293.0	0.15794000000000016	0.13662405229924451	25	9.178910879127352	gcdH
PA4496	PA4496	0.00251707150267013	5489.0	1.4065	0.983471871128751	4731.5	0.17128000000000035	0.1453804692293064	25	8.496464528888719	dppA1
PA4129	PA4129	0.00265168244712915	5488.0	1.383	0.9696708513431701	5349.0	0.20721999999999977	0.13476523414194516	25	8.72465370973628	
PA1073	PA1073	0.00244552405489442	5487.0	1.381	0.970836289039364	4063.0	0.13353999999999996	0.09450847845563887	25	13.199450677703403	braD
PA0514	PA0514	0.00244552405489442	5486.0	1.3805	0.9696708513431701	5194.5	0.20536000000000018	0.16845959703541163	25	6.975797287185577	nirL
PA3330	PA3330	0.0188071622306355	5485.0	1.365	0.970918182788261	5032.5	0.2024400000000004	0.18225081847095612	25	6.378901393988898	
PA3331	PA3331	0.0050609402784147	5484.0	1.3585	0.970918182788261	5145.5	0.22279999999999994	0.20104109239987053	25	5.6490938565987	
PA3392	PA3392	0.0025258611685787897	5483.0	1.3465	0.971568611816902	5173.0	0.21989999999999987	0.14618980242593294	25	7.706419882267727	nosZ
PA1989	PA1989	0.0050542897098537	5482.0	1.3319999999999999	0.9693340564349221	2928.5	0.13090000000000004	0.12080209366287177	25	9.942708471195603	pqqE
PA4501	PA4501	0.0047420234715750105	5481.0	1.3125	0.9696708513431701	4708.5	0.1833999999999998	0.1524328404030223	25	7.407196487415277	opdD
PA1984	PA1984	0.0025177700883192698	5480.0	1.3119999999999998	0.9696708513431701	4819.5	0.18679999999999994	0.1560945226457352	25	7.208452807493451	exaC
PA3333	PA3333	0.00894999197334118	5479.0	1.3115	0.9621645734876629	5116.5	0.20598	0.1527214566894036	25	7.238799471696666	fabH2
PA4770	PA4770	0.0620374425970204	5478.0	1.3085	0.9621645734876629	4872.0	0.1735000000000003	0.11199069901856465	25	10.134770208121045	lldP
PA1338	PA1338	0.0035296267088356704	5477.0	1.3055	0.9908009172551658	3677.5	0.13019999999999993	0.10119453213159946	25	11.61426388603259	ggt
PA2634	PA2634	0.00442950063484837	5476.0	1.3025	0.9621645734876629	5133.5	0.2004200000000001	0.14812126788547286	25	7.4403899975534005	aceA
PA5168	PA5168	0.00514539511203675	5475.0	1.2930000000000001	0.981101111789734	2330.5	0.09601999999999934	0.10346854191814342	25	11.56854032935887	dctQ
PA1000	PA1000	0.0100899233327267	5474.0	1.2865	0.9621645734876629	5406.5	0.25727999999999923	0.14866454688324293	25	6.923103198291937	pqsE
PA2365	PA2365	0.0166238090855532	5473.0	1.2815	0.9621645734876629	5285.5	0.23167999999999986	0.16942733693238574	25	6.196284607949409	hsiB3
PA0482	PA0482	0.00328609866871539	5472.0	1.2665	0.9621645734876629	4332.0	0.1612199999999995	0.12499892332869673	25	8.842316162144533	glcB
PA1175	PA1175	0.00789103104642556	5471.0	1.264	0.9631854938334058	5371.0	0.24610000000000024	0.16195954999114234	25	6.284902619547099	napD
PA0105	PA0105	0.00442950063484837	5470.0	1.2570000000000001	0.970918182788261	5431.0	0.29941999999999996	0.20929672317868078	25	4.575226909704147	coxB
PA1070	PA1070	0.0036988393861516603	5468.0	1.256	0.9679037971685991	4935.5	0.1456199999999998	0.1288927428782036	25	8.614759645927055	braG
PA3049	PA3049	0.0127483316114705	5468.0	1.256	0.9621645734876629	5542.0	0.35546000000000044	0.2655777867844623	25	3.3908709418188656	rmf
PA1585	PA1585	0.0128991034583394	5468.0	1.256	0.9797849378295981	3193.0	0.1339000000000001	0.12477646679829718	25	8.992881661041817	sucA
PA2264	PA2264	0.0068178132319706795	5466.0	1.255	0.970918182788261	4439.0	0.1706600000000002	0.161958631549335	25	6.695166473234207	
PA5445	PA5445	0.0059065821864707395	5465.0	1.25	0.9621645734876629	4495.0	0.15239999999999976	0.12471191803512616	25	8.801083467346338	
PA1203	PA1203	0.0142432319230308	5463.5	1.2485	0.981101111789734	530.5	0.06380000000000025	0.06283775404431097	25	18.85331546325782	
PA3602	PA3602	0.00402478894238795	5463.5	1.2485	0.9795219238869549	473.0	0.0790199999999999	0.07796172672108596	25	15.00069391977302	
PA3684	PA3684	0.00440360154686727	5462.0	1.24	0.9621645734876629	5273.0	0.23407999999999987	0.15428401029702757	25	6.519923860310625	
PA0291	PA0291	0.0050542897098537	5461.0	1.2305	0.964864740900259	3488.0	0.14565999999999998	0.11333309313700017	25	9.572137934050874	oprE
PA0567	PA0567	0.00695596923708928	5460.0	1.218	0.9621645734876629	5333.0	0.2739400000000003	0.28606494454931036	25	3.300159694461506	
PA0459	PA0459	0.00753873414763126	5459.0	1.215	0.9696708513431701	4782.0	0.18045999999999965	0.13953725010428786	25	7.414077597392827	
PA0795	PA0795	0.00566981553594484	5458.0	1.213	0.9621645734876629	5126.0	0.22060000000000016	0.15876325403988625	25	6.250816701896764	prpC
PA3967	PA3967	0.0202309207002557	5456.5	1.2085	0.967584366504568	3440.5	0.1460200000000004	0.13501307652717698	25	7.869459961429227	
PA3451	PA3451	0.0068178132319706795	5456.5	1.2085	0.9621645734876629	5534.0	0.36588000000000015	0.18927236107437004	25	4.451891418361461	
PA1557	PA1557	0.006659824637071	5455.0	1.206	0.9679037971685991	5518.0	0.3636999999999995	0.30456789746568286	25	2.765557391336382	ccoN2
PA3723	PA3723	0.0055798481996009	5454.0	1.2005	0.9621645734876629	5294.5	0.24982000000000024	0.12098931426645312	25	7.857553419191467	
PA2746	PA2746	0.0153777049365296	5453.0	1.197	0.9621645734876629	5548.0	0.40069999999999983	0.18558135008669377	25	4.290840645506734	
PA2248	PA2248	0.024514716542482003	5452.0	1.1895	0.9621645734876629	5440.0	0.29758	0.22620140730478774	25	3.9430347079945944	bkdA2
PA3688	PA3688	0.00514539511203675	5451.0	1.1875	0.9621645734876629	5182.0	0.2022800000000004	0.1182668310784274	25	8.330484473255746	
PA3871	PA3871	0.00440360154686727	5450.0	1.186	0.9901314456879079	3073.0	0.12161999999999969	0.14274097169348376	25	7.456723793961605	
PA2265	PA2265	0.009886844993219809	5449.0	1.1765	0.9696708513431701	2534.5	0.1282799999999998	0.12627929363122034	25	8.300806647376165	
PA1708	PA1708	0.00505036352382426	5448.0	1.175	0.9621645734876629	5528.0	0.4011399999999998	0.30806011047629445	25	2.5120422076182742	popB
PA1176	PA1176	0.0288396058064263	5447.0	1.1715	0.9696708513431701	5364.0	0.2673400000000001	0.17922726029634345	25	5.04476829308787	napF
PA2014	PA2014	0.0126078689809391	5446.0	1.171	0.9621645734876629	5459.0	0.3163000000000001	0.2155096672232283	25	3.965947379588723	liuB
PA1745	PA1745	0.00648195465955921	5445.0	1.165	0.9621645734876629	5274.0	0.22708000000000023	0.12341053439637963	25	7.599999502372422	
PA1190	PA1190	0.0139338244974255	5444.0	1.1635	0.9621645734876629	5539.0	0.4229999999999998	0.24898749131900857	25	2.9740449854617568	
PA0179	PA0179	0.0050542897098537	5443.0	1.1625	0.9621645734876629	5498.0	0.32556000000000035	0.19365553180841508	25	4.321797534954959	
PA1718	PA1718	0.0049035782426916	5442.0	1.1575	0.9621645734876629	5515.0	0.4217000000000006	0.4102820929961887	25	1.7934002301358898	pscE
PA2194	PA2194	0.0145821631225832	5441.0	1.1555	0.9693570291022529	5426.0	0.28753999999999996	0.2208446343020359	25	3.9301837816577576	hcnB
PA3181	PA3181	0.00747490300976085	5440.0	1.151	0.985344999034085	1497.5	0.17443999999999948	0.2191431856876532	25	4.45626450549049	
PA0176	PA0176	0.0124701407694031	5439.0	1.1435	0.9696708513431701	5392.5	0.2440000000000001	0.13268297115053332	25	6.779317588385074	aer2
PA1202	PA1202	0.006346897471084171	5438.0	1.143	0.9693340564349221	4297.5	0.16772000000000048	0.2078788749889384	25	4.6915782089541125	
PA0586	PA0586	0.00514539511203675	5437.0	1.1425	0.9696708513431701	5506.0	0.3307599999999994	0.20448615071278856	25	3.9696575888903682	
PA0515	PA0515	0.00514539511203675	5436.0	1.135	0.970918182788261	5488.0	0.24578000000000017	0.1718523518411469	25	5.174325462952975	
PA1072	PA1072	0.00648195465955921	5434.5	1.1345	0.970918182788261	3900.0	0.1361800000000002	0.11801985002532454	25	8.458916019515206	braE
PA5169	PA5169	0.0068178132319706795	5434.5	1.1345	0.970918182788261	3723.0	0.12079999999999995	0.1449403612984783	25	6.993911088109332	dctM
PA2250	PA2250	0.0127483316114705	5433.0	1.1285	0.9621645734876629	5449.5	0.25185999999999986	0.19744268788689034	25	4.439971970510268	lpdV
PA0059	PA0059	0.0223318533982699	5432.0	1.1245	0.9621645734876629	5158.0	0.21658000000000002	0.17154492123056314	25	5.29260786904743	osmC
PA3278	PA3278	0.006647908383632771	5431.0	1.1215	0.9621645734876629	5362.0	0.25646	0.2056307329494629	25	4.206764171835139	
PA2223	PA2223	0.006659824637071	5430.0	1.1205	0.9621645734876629	5278.0	0.2163199999999999	0.1355139814434899	25	6.672226661549668	
PA5546	PA5546	0.00585527177475051	5429.0	1.119	0.9696708513431701	5376.5	0.26074000000000014	0.2412314811545125	25	3.5578275102919545	
PA1074	PA1074	0.00940397049786724	5428.0	1.113	0.9696708513431701	3397.0	0.12048000000000016	0.10074405276077918	25	9.851896690683853	braC
PA2572	PA2572	0.0195882680130277	5427.0	1.107	0.9696708513431701	5194.5	0.2085199999999998	0.1177089879037847	25	7.63306197768362	
PA1657	PA1657	0.00836997267464548	5426.0	1.105	0.9621645734876629	5501.0	0.30894000000000044	0.22074902415790348	25	3.606176756779553	hsiB2
PA2247	PA2247	0.0069395845671716295	5425.0	1.0965	0.9696708513431701	5374.0	0.29615999999999987	0.23421445479161437	25	3.417124706124905	bkdA1
PA2111	PA2111	0.0776659093979573	5424.0	1.0955	0.9785746141172099	5373.0	0.31646	0.2836343714479376	25	2.7466346762666465	
PA4880	PA4880	0.00695596923708928	5422.5	1.087	0.9621645734876629	5499.0	0.3482000000000003	0.2899227627029885	25	2.5482649003205853	
PA0315	PA0315	0.0133842036600583	5422.5	1.087	0.9696708513431701	5156.0	0.2176399999999998	0.20774074989434943	25	4.18483133637541	
PA3332	PA3332	0.0290803495391489	5421.0	1.085	0.9621645734876629	5340.0	0.2508599999999999	0.18666092922730185	25	4.468744495449534	
PA4876	PA4876	0.008821636061190859	5420.0	1.0845	0.9621645734876629	4714.0	0.18754000000000012	0.20054082709845747	25	4.472705199124508	osmE
PA1562	PA1562	0.0845677782538475	5419.0	1.0665	0.963518035027923	5400.0	0.24422000000000008	0.14666352364056517	25	5.606574692799541	acnA
PA4614	PA4614	0.0228289310093633	5418.0	1.0635	0.9693340564349221	5176.0	0.21559999999999996	0.1473136534744827	25	5.755746191895723	mscL
PA2368	PA2368	0.00789103104642556	5417.0	1.052	0.986078283150733	2028.0	0.14336000000000015	0.13435304239204993	25	6.763077216729756	hsiF3
PA1337	PA1337	0.0121542060349324	5416.0	1.0435	0.970918182788261	5229.0	0.17552000000000015	0.08560501348246671	25	10.139359421720975	ansB
PA5481	PA5481	0.01335323135699	5415.0	1.038	0.9621645734876629	5112.0	0.20117999999999966	0.20881415581005702	25	4.00748692900492	
PA1174	PA1174	0.00749079777776866	5414.0	1.037	0.970918182788261	5380.5	0.2216199999999997	0.14024660423696514	25	5.813901908258029	napA
PA4661	PA4661	0.0267133830589087	5413.0	1.0365	0.970918182788261	3203.5	0.1605399999999998	0.18903934334770975	25	4.633744407315265	pagL
PA0132	PA0132	0.0205933325986452	5412.0	1.034	0.9696708513431701	5056.5	0.1745799999999997	0.12603882338390812	25	6.818692660929155	bauA
PA0743	PA0743	0.0272958648454421	5411.0	1.0325	0.9621645734876629	5017.0	0.2049800000000004	0.12378109710291013	25	6.685350343211204	
PA0484	PA0484	0.009437035157901341	5409.5	1.0315	0.970918182788261	4012.0	0.13825999999999986	0.1037514176609974	25	8.60942452775554	
PA4714	PA4714	0.0376310754094862	5409.5	1.0315	0.9785746141172099	3260.0	0.14006000000000007	0.13095580679501534	25	6.807181917449204	
PA1135	PA1135	0.0280136200718297	5408.0	1.0275	0.970918182788261	4882.5	0.14642000000000016	0.09420187542365258	25	9.353104659939444	
PA3876	PA3876	0.0178225743546147	5407.0	1.0255	0.9696708513431701	3428.0	0.1939800000000002	0.2371566588424901	25	3.5062055776062433	narK2
PA3836	PA3836	0.00758284148689809	5406.0	1.0235	0.970918182788261	4174.0	0.13872000000000023	0.1079047689709156	25	8.199637591907374	
PA1250	PA1250	0.0178225743546147	5405.0	1.0125	0.9696708513431701	5410.5	0.24826000000000004	0.16952913466422193	25	4.508015696025894	aprI
PA1205	PA1205	0.0202309207002557	5404.0	1.008	0.9726864515271559	1394.0	0.06944000000000021	0.04751541855019273	25	19.752746132469728	
PA3841	PA3841	0.0152359246012576	5403.0	1.0065	0.970918182788261	5124.0	0.31489999999999996	0.42309223777642957	25	1.6346317380690292	exoS
PA2193	PA2193	0.0277112480358644	5402.0	1.006	0.9696708513431701	5485.0	0.33607999999999977	0.2931844442212671	25	2.2849779829874257	hcnA
PA1707	PA1707	0.0126078689809391	5401.0	1.0015	0.9621645734876629	5516.0	0.38478000000000023	0.35507341025014344	25	1.7368802681268942	pcrH
PA1002	PA1002	0.00912128143263905	5400.0	0.9959999999999979	0.9621645734876629	5137.0	0.19121999999999942	0.1271985062805379	25	6.326961090447448	phnB
PA0492	PA0492	0.0102950165997511	5399.0	0.994999999999997	0.970918182788261	4840.0	0.15870000000000012	0.12101265429697784	25	6.910847504820681	
PA0512	PA0512	0.030928202516087	5398.0	0.993999999999999	0.9693340564349221	4532.0	0.1442199999999996	0.10882785335871785	25	7.808478930471583	nirH
PA3369	PA3369	0.021026924878063003	5397.0	0.990500000000001	0.9696708513431701	5453.0	0.29208000000000006	0.346713428737144	25	2.014401353140257	
PA2622	PA2622	0.00971170614298518	5396.0	0.9864999999999989	0.970918182788261	5293.0	0.24901999999999994	0.21843613101621556	25	3.3761813879831646	cspD
PA2232	PA2232	0.0362424495239651	5395.0	0.9824999999999989	0.9696708513431701	4912.0	0.21812	0.2100032876726776	25	3.6398477779614704	pslB
PA1071	PA1071	0.0127201040078818	5394.0	0.9680000000000021	0.9820985276030451	3348.0	0.14238000000000017	0.13217501655002756	25	6.246414954580384	braF
PA1990	PA1990	0.0124701407694031	5393.0	0.9675	0.9896184896801821	87.0	0.050979999999999866	0.0547500913241248	25	16.74006340143125	pqqH
PA2249	PA2249	0.0178225743546147	5392.0	0.967000000000003	0.973899671825885	5128.0	0.2216400000000004	0.18547150050614264	25	4.01873062958973	bkdB
PA5482	PA5482	0.0177883329666808	5391.0	0.9570000000000001	0.9656866313522099	5439.0	0.27473999999999965	0.22901392424916003	25	2.97912016588879	
PA2815	PA2815	0.0139490175636082	5389.5	0.956	0.9696708513431701	4548.5	0.14710000000000006	0.08086511402741423	25	10.003077467074037	
PA3923	PA3923	0.0128950154601808	5389.5	0.956	0.9696708513431701	5275.0	0.25547999999999993	0.22100633852147028	25	3.1696828456888175	
PA4502	PA4502	0.0156737894756099	5388.0	0.9544999999999989	0.986919179333731	5335.0	0.25673999999999997	0.20823675027877944	25	3.350801427057733	dppA4
PA2260	PA2260	0.0347672664613817	5387.0	0.953500000000001	0.9696708513431701	3300.0	0.14624000000000012	0.17971413179454443	25	4.491911637326825	
PA3870	PA3870	0.0177883329666808	5386.0	0.9534999999999989	0.9696708513431701	1755.0	0.10735999999999984	0.12787986875710053	25	6.61667867056688	moaA1
PA2553	PA2553	0.156509341220931	5384.5	0.9510000000000011	0.9696708513431701	4753.5	0.2419000000000002	0.22141091135413066	25	3.2026425240888283	
PA2112	PA2112	0.0260103883631202	5384.5	0.9510000000000011	0.970918182788261	5294.5	0.3107799999999997	0.3001342435755483	25	2.133112144662188	
PA0175	PA0175	0.0166238090855532	5383.0	0.950499999999999	0.9621645734876629	5133.5	0.1903199999999999	0.08607347636370528	25	8.831756681789434	
PA3328	PA3328	0.0712332037857474	5382.0	0.948999999999998	0.9696708513431701	4536.5	0.15917999999999963	0.10700388232832184	25	7.381227510760592	
PA2788	PA2788	0.0436020699100094	5380.5	0.943999999999999	0.9840908734770308	3900.0	0.17076000000000044	0.17876754692430488	25	4.325393581237704	
PA1323	PA1323	0.0455697703124343	5380.5	0.943999999999999	0.9621645734876629	5330.5	0.25392	0.2456561655376607	25	2.809129575435814	
PA1196	PA1196	0.0147347486768153	5379.0	0.940999999999999	0.9621645734876629	4774.5	0.19316000000000044	0.15952460102859814	25	4.687928978840903	ddaR
PA3692	PA3692	0.0274639886713572	5378.0	0.939500000000001	0.9696708513431701	4971.0	0.22873999999999994	0.24412416239829002	25	2.911469282751258	lptF
PA1658	PA1658	0.11984831381094802	5377.0	0.937500000000004	0.9621645734876629	5280.0	0.2806199999999997	0.23485781514212717	25	2.7969263002914557	hsiC2
PA1728	PA1728	0.0170178203386743	5376.0	0.928499999999999	0.9696708513431701	5460.0	0.32358	0.21130086567104578	25	2.862837301110453	
PA5153	PA5153	0.0315164447322509	5375.0	0.9255	0.9621645734876629	4321.0	0.17847999999999978	0.15370476841442907	25	4.8600964544303205	
PA2204	PA2204	0.16539516085662803	5374.0	0.9249999999999989	0.9705135631498709	4512.0	0.15658000000000055	0.10909902611847626	25	7.043325933684609	
PA0122	PA0122	0.0236978985958594	5373.0	0.9229999999999999	0.9621645734876629	5093.0	0.3154000000000002	0.2711972298899825	25	2.2404358637678077	rahU
PA0038	PA0038	0.125473727143876	5372.0	0.919499999999999	0.9621645734876629	4882.5	0.18099999999999997	0.14765394508783006	25	5.001559555762034	
PA1986	PA1986	0.0586056099438727	5371.0	0.919	0.988121332687406	4040.0	0.11808000000000014	0.09507110058617502	25	8.424431768032646	pqqB
PA3914	PA3914	0.0473996018267825	5370.0	0.9165000000000011	0.9696708513431701	3410.0	0.12116000000000027	0.10729512648143248	25	7.412638635899601	moeA1
PA0510	PA0510	0.0260103883631202	5369.0	0.9155000000000021	0.9621645734876629	5201.5	0.2103999999999998	0.16481030762667737	25	4.278251828745873	nirE
PA1344	PA1344	0.0924452131548351	5368.0	0.914	0.970918182788261	3587.5	0.12299999999999998	0.10931777074199839	25	7.235786044950043	
PA0656	PA0656	0.0414500715310988	5367.0	0.9135000000000011	0.9696708513431701	5100.0	0.1883399999999997	0.15532933560663922	25	4.66853216855584	
PA5173	PA5173	0.0197528792345254	5366.0	0.912000000000001	0.970918182788261	4823.0	0.19477999999999995	0.1793252445511598	25	3.9995484283050007	arcC
PA1245	PA1245	0.0586056099438727	5365.0	0.9109999999999989	0.9785746141172099	4100.0	0.13679999999999948	0.12249906462227939	25	6.32004825822313	aprX
