	Gene ID	Adj P-value (Real)	Rank (Real)	Test statistic (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean test statistic (simulated)	Std deviation (simulated)	Number of experiments (simulated)	abs(Z score)	Gene Name
PA1228	PA1228	0.0357876539747202	5534.0	1.659	0.64709792201503	5549.0	0.81316	0.42884434627651696	25	1.9723706453031005	
PA2109	PA2109	0.0200637627611015	5533.0	1.6475	0.8807763801222959	974.5	-0.12623999999999977	0.19175478698935583	25	9.25004286906516	
PA0752	PA0752	0.0207710578677542	5532.0	1.5845	0.954974190108058	3875.5	0.07634000000000028	0.12621160472265056	25	11.949455862748712	
PA0162	PA0162	0.0210907518209055	5531.0	1.5030000000000001	0.6587821131526179	5370.0	0.44032000000000016	0.3777317963846835	25	2.8133188949700236	opdC
PA4672	PA4672	0.0599945495403085	5530.0	1.4665	0.6138867193805521	5545.0	0.6277400000000002	0.3037184524083669	25	2.7616366188783243	
PA0866	PA0866	0.0207710578677542	5529.0	1.4569999999999999	0.869484006551258	4326.5	0.12187999999999988	0.2933225712987893	25	4.551712451204435	aroP2
PA3179	PA3179	0.017399308518406997	5528.0	1.433	0.754790906078292	5412.5	0.3892000000000001	0.1945350761002581	25	5.365613342973962	
PA3713	PA3713	0.0126358285234339	5527.0	1.389	0.550068736215429	5503.0	0.5974200000000003	0.3635194481271487	25	2.177545119190233	spdH
PA2321	PA2321	0.0169970456367763	5526.0	1.3775	0.841798926771822	4704.0	0.20376000000000027	0.30551204013371774	25	3.8418780467253346	
PA3610	PA3610	0.0335807651945074	5525.0	1.3495	0.550068736215429	5538.0	0.6538200000000001	0.35345402459160097	25	1.9682333531322056	potD
PA1634	PA1634	0.0256280130072649	5524.0	1.3485	0.7743416503268771	3159.5	-0.10630000000000006	0.28045773597222584	25	5.187234343730391	kdpB
PA1514	PA1514	0.0252447477621668	5523.0	1.3130000000000002	0.929260479807716	3527.5	0.04614000000000013	0.116875425132917	25	10.839404421924105	
PA3894	PA3894	0.0461112438770811	5522.0	1.3065	0.738315508702731	5000.0	0.2970399999999999	0.252881556596496	25	3.9918292721154	
PA4720	PA4720	0.0335845182318047	5521.0	1.284	0.648714934436269	5480.0	0.4342999999999999	0.20272872884719667	25	4.191315186711633	trmA
PA2007	PA2007	0.0360493052388483	5520.0	1.2819999999999998	0.9153519966496692	3691.0	0.030579999999999642	0.3671679531676652	25	3.408303990595133	maiA
PA2009	PA2009	0.0312592164180382	5519.0	1.2595	0.84392689895701	932.5	-0.1319399999999997	0.3682966512654348	25	3.7780414109635116	hmgA
PA3363	PA3363	0.0594933864130497	5518.0	1.248	0.9211449214802709	789.0	-0.20393999999999982	0.1591807358528873	25	9.12132986583165	amiR
PA0654	PA0654	0.0530709759581141	5517.0	1.2255	0.6587821131526179	5546.0	0.6501599999999997	0.2768257845649498	25	2.078346859575186	speD
PA0751	PA0751	0.0986679220814756	5516.0	1.2185	0.948346897979784	3175.5	0.04034000000000015	0.1164003257441035	25	10.121621159292005	
PA4673	PA4673	0.0627546979920883	5515.0	1.2085	0.597985313193362	5511.0	0.46026000000000006	0.22036414560147158	25	3.3954707012691228	
PA2968	PA2968	0.05543316662891099	5514.0	1.1785	0.674831483172435	5451.0	0.4834799999999999	0.2859407893253431	25	2.4306430769805534	fabD
PA2629	PA2629	0.0428380132765819	5513.0	1.1765	0.564991621519381	5544.0	0.6622599999999998	0.28928468244965877	25	1.7776260935954953	purB
PA5425	PA5425	0.0357876539747202	5512.0	1.1640000000000001	0.577519951131308	5535.0	0.5197400000000002	0.20835157186832093	25	3.0921772954378044	purK
PA3009	PA3009	0.107715017382654	5511.0	1.162	0.8941656015000821	3955.5	0.08460000000000002	0.1929528223858538	25	5.58374833121378	
PA4390	PA4390	0.0500590542526654	5510.0	1.1605	0.7215728741868371	5205.0	0.28906000000000037	0.1374126480107762	25	6.341774302549351	
PA1633	PA1633	0.0348646859691368	5509.0	1.1405	0.762246793273424	3000.5	-0.09030000000000006	0.27396829196094924	25	4.492490686387296	kdpA
PA1140	PA1140	0.093030295701733	5508.0	1.139	0.907185924153641	3510.5	0.0315800000000001	0.10870225771957703	25	10.187644886427746	
PA0858	PA0858	0.0461112438770811	5507.0	1.1355	0.6740393429707049	5492.0	0.4223600000000001	0.21896030462163635	25	3.256937376079681	
PA3979	PA3979	0.165565997603445	5506.0	1.1215	0.6923350413240179	5140.0	0.29129999999999984	0.15422541673364584	25	5.3830297079617715	
PA3651	PA3651	0.0530709759581141	5505.0	1.117	0.6740393429707049	5337.0	0.36853999999999987	0.1832912027348832	25	4.083447480469593	cdsA
PA2001	PA2001	0.0470883768808435	5504.0	1.1059999999999999	0.8488802314236191	757.0	-0.18735999999999986	0.24858036594496677	25	5.202985340710042	atoB
PA1585	PA1585	0.0914093660168252	5503.0	1.0965	0.7987305961966759	4892.5	0.24651999999999968	0.2490142432338629	25	3.4133790459597835	sucA
PA3823	PA3823	0.08876040590964801	5502.0	1.0955	0.5557471966423461	5521.0	0.5607000000000002	0.29813486182151455	25	1.7938190680973443	tgt
PA3818	PA3818	0.21971980625723603	5501.0	1.091	0.671387530271327	5543.0	0.6308400000000001	0.26275470658645356	25	1.7512911794354273	
PA5015	PA5015	0.0983111450500907	5500.0	1.0815	0.7843561551888341	4824.0	0.1852600000000001	0.2217978678136166	25	4.0407962837277465	aceE
PA3364	PA3364	0.11719234690204801	5499.0	1.078	0.9146500145426459	1046.0	-0.19035999999999959	0.16777486899612437	25	7.559892656088434	amiC
PA2002	PA2002	0.31908692556098	5498.0	1.042	0.918751737388718	3651.0	0.06470000000000024	0.14842990770057124	25	6.584252561630062	
PA4438	PA4438	0.138369756618824	5497.0	1.0390000000000001	0.550415323487245	5537.0	0.5505600000000002	0.23536953746537947	25	2.0752048258234974	
PA4645	PA4645	0.0939077517253411	5496.0	1.0385	0.6740393429707049	5510.0	0.5064200000000002	0.24555208544556623	25	2.1668722504820708	
PA2000	PA2000	0.0983111450500907	5494.5	1.036	0.7878043041282541	453.5	-0.33837999999999996	0.3476221691722207	25	3.9536603872899074	dchB
PA4839	PA4839	0.0599945495403085	5494.5	1.036	0.674831483172435	5191.0	0.3386599999999999	0.19631122824060154	25	3.5522165810369812	speA
PA1768	PA1768	0.0661091074165457	5493.0	1.0345	0.7442197396773559	4944.5	0.2780600000000002	0.17395673073114115	25	4.348437665048533	
PA0125	PA0125	0.0831978557507778	5492.0	1.0255	0.884515530047968	3952.0	0.06398000000000001	0.17347312952347055	25	5.542760441581291	
PA4753	PA4753	0.112661929996274	5491.0	1.0225	0.6864743622949511	5127.0	0.2835799999999998	0.1470998583729206	25	5.023254326504688	
PA3537	PA3537	0.0831180307700446	5490.0	1.0215	0.7854921722675959	5158.0	0.26281999999999933	0.1792340113743298	25	4.232901970907181	argF
PA3892	PA3892	0.08876040590964801	5489.0	1.013	0.7884432429888649	4594.0	0.19374000000000016	0.15922534607697778	25	5.145286351608412	
PA0362	PA0362	0.107715017382654	5488.0	0.999000000000001	0.6740393429707049	5081.5	0.28623999999999983	0.19409287510536508	25	3.6722625681806864	fdx1
PA0165	PA0165	0.14025448672993301	5487.0	0.997999999999999	0.550068736215429	5548.0	0.7036199999999995	0.3257821447429759	25	0.9036099883013818	
PA3308	PA3308	0.173045418239555	5486.0	0.9784999999999979	0.568513233841168	5541.0	0.6314999999999997	0.2272070458121107	25	1.527241370353235	hepA
PA3770	PA3770	0.0738792920366476	5485.0	0.9679999999999979	0.728299511847607	5465.0	0.41174	0.24044187273989262	25	2.3134905483029313	guaB
PA0161	PA0161	0.142164896276712	5484.0	0.9675	0.9591588857312779	3025.0	0.047139999999999876	0.23275530427181862	25	3.954195599878472	
PA0431	PA0431	0.10318415458862198	5483.0	0.964500000000001	0.7377250842643559	4801.5	0.2741600000000001	0.1765489025737625	25	3.9101913970355913	
PA1796	PA1796	0.39695858712500603	5482.0	0.9570000000000021	0.6740393429707049	5509.0	0.5077799999999999	0.27730969751044304	25	1.6199217121971916	folD
PA4619	PA4619	0.08876040590964801	5481.0	0.955999999999999	0.8258311266330419	4695.0	0.2339800000000004	0.162270959098252	25	4.449471452022595	
PA2840	PA2840	0.08876040590964801	5480.0	0.951999999999999	0.5761754925281519	5526.0	0.5423399999999995	0.2899551229644569	25	1.4128393242778337	
PA5016	PA5016	0.142704889622045	5479.0	0.9460000000000021	0.821847189234658	4958.0	0.23088000000000022	0.21650078329342504	25	3.3030827377229146	aceF
PA0916	PA0916	0.0763051744305536	5478.0	0.9444999999999979	0.631951669658548	5471.0	0.43601999999999985	0.19485028868338897	25	2.609593259706297	
PA1192	PA1192	0.364761208831065	5477.0	0.9420000000000001	0.6740393429707049	5466.0	0.4066399999999999	0.2505601857172582	25	2.1366523115692497	
PA3432	PA3432	0.0856197064069206	5476.0	0.9324999999999979	0.84392689895701	1967.5	-0.06350000000000058	0.2932756098507571	25	3.3961228501301064	
PA4005	PA4005	0.13644773808961	5475.0	0.9315000000000021	0.67447900803237	5410.0	0.40671999999999997	0.22021916545417516	25	2.3829896862868742	
PA5479	PA5479	0.183145984969097	5474.0	0.9244999999999979	0.7917769474731071	5077.0	0.27948000000000006	0.2373332519896866	25	2.7177818303691694	gltP
PA3607	PA3607	0.165565997603445	5473.0	0.9165	0.6721693545207739	5487.0	0.46312	0.27588612083007497	25	1.6433592187816068	potA
PA4742	PA4742	0.0981482658589742	5471.5	0.9154999999999979	0.6138867193805521	5438.0	0.4408200000000004	0.2023013881975769	25	2.3464001123729465	truB
PA3139	PA3139	0.12454976075737599	5471.5	0.9154999999999979	0.6740393429707049	5394.0	0.40429999999999994	0.2595189058623666	25	1.9697986869253679	
PA5117	PA5117	0.1200020552761	5470.0	0.9125	0.550068736215429	5547.0	0.6610999999999997	0.2875583636411919	25	0.8742573049055561	typA
PA4771	PA4771	0.320406229679529	5469.0	0.9105000000000011	0.7782184668660099	5412.5	0.41376000000000024	0.2724788263945173	25	1.823040735212136	lldD
PA4853	PA4853	0.09675064564719399	5468.0	0.904499999999999	0.621811525427614	5518.0	0.5486799999999997	0.231629592956801	25	1.5361595012877298	fis
PA4644	PA4644	0.22304455357773398	5467.0	0.9025	0.7442197396773559	5364.5	0.34353999999999985	0.18046692448571655	25	3.097298862896288	
PA3608	PA3608	0.135208173019091	5466.0	0.8975	0.550068736215429	5527.0	0.5684199999999996	0.29923623889272993	25	1.0997331112625326	potB
PA4596	PA4596	0.125449610384883	5465.0	0.8969999999999979	0.674831483172435	395.0	-0.3009999999999997	0.3110947403926973	25	3.8509169216032166	esrC
PA2817	PA2817	0.154501907685898	5464.0	0.893	0.711420936651549	4937.0	0.25170000000000026	0.12420723610160593	25	5.163145241195075	
PA0975	PA0975	0.08876040590964801	5463.0	0.890000000000001	0.7442197396773559	5220.0	0.3449999999999996	0.18057702650115887	25	3.018102637748905	
PA5374	PA5374	0.08876040590964801	5462.0	0.8885000000000011	0.89598211527028	1239.0	-0.10621999999999994	0.19721773500372689	25	5.043765460450114	betI
PA0976	PA0976	0.118544600834142	5461.0	0.8879999999999979	0.67662423129655	5023.5	0.27288	0.1392286249303639	25	4.418056993004522	
PA4628	PA4628	0.142011606104212	5460.0	0.8875000000000021	0.617992272253908	5523.0	0.5374199999999999	0.23290389112249743	25	1.5031092795949688	lysP
PA0500	PA0500	0.112565618650656	5459.0	0.883000000000001	0.688333746294611	5093.0	0.21652000000000007	0.26289365245285046	25	2.535169616236866	bioB
PA1517	PA1517	0.15505816608542497	5458.0	0.881499999999999	0.7907806963839961	1248.5	-0.1408200000000001	0.19968610158613107	25	5.1196352268865315	
PA3609	PA3609	0.27596340180840695	5457.0	0.8805000000000011	0.59562433649352	5486.0	0.5081600000000003	0.267878031947377	25	1.3899609359275293	potC
PA4727	PA4727	0.122493376776499	5456.0	0.878499999999999	0.7377250842643559	5322.0	0.36041999999999974	0.25069369091915095	25	2.066585713028896	pcnB
PA4292	PA4292	0.11719234690204801	5455.0	0.8775	0.550415323487245	5525.0	0.5478400000000002	0.2646915154162164	25	1.2454498191285925	
PA2008	PA2008	0.11493816500167099	5454.0	0.876000000000001	0.875463394933727	2786.0	-0.038960000000000335	0.37153081186715425	25	2.46267596327154	fahA
PA4620	PA4620	0.100338893430086	5453.0	0.873000000000001	0.7377250842643559	4818.0	0.2067000000000004	0.17100121831924645	25	3.8964634670383953	
PA1013	PA1013	0.15002543498691698	5452.0	0.872999999999999	0.81210073372301	4848.0	0.20196000000000006	0.23620224032242654	25	2.840955272414011	purC
PA4519	PA4519	0.228614173633839	5451.0	0.8729999999999979	0.781104621107469	4771.0	0.22166000000000025	0.1545698143234961	25	4.213888739212826	speC
PA3763	PA3763	0.140072344524926	5450.0	0.871499999999997	0.61728074526957	5460.0	0.4429799999999997	0.20071888924563142	25	2.1349261228503136	purL
PA1635	PA1635	0.0939074899302098	5449.0	0.8690000000000001	0.912418620434624	2628.5	-0.13754000000000036	0.26659261680199203	25	3.7755734276301958	kdpC
PA1999	PA1999	0.15002543498691698	5448.0	0.867500000000001	0.7426831784447591	372.0	-0.3402999999999996	0.4019503752537952	25	3.0048485443940303	dchA
PA4743	PA4743	0.125076576513833	5447.0	0.864000000000003	0.6740393429707049	5489.5	0.4744599999999997	0.2594010697742011	25	1.5016900290314272	rbfA
PA2432	PA2432	0.106866546813497	5446.0	0.8634999999999989	0.985518875750515	2777.0	-0.027860000000000246	0.09808590197712759	25	9.087544509789524	bexR
PA2584	PA2584	0.11719234690204801	5445.0	0.853000000000003	0.7442197396773559	5026.0	0.28302000000000044	0.1772941576401581	25	3.2148831500519734	pgsA
PA1718	PA1718	0.13714305870346302	5444.0	0.8524999999999989	0.869484006551258	4709.5	0.2558200000000002	0.29999048179345045	25	1.9889964389297694	pscE
PA4499	PA4499	0.107796464058231	5443.0	0.8509999999999979	0.92347201037686	2948.0	-0.004559999999999932	0.13829160916941688	25	6.186637100678155	psdR
PA0932	PA0932	0.135208173019091	5442.0	0.8505	0.7044747745975241	4904.0	0.22749999999999995	0.21352507659133022	25	2.9176900902949767	cysM
PA1127	PA1127	0.112125631784279	5441.0	0.844499999999997	0.8852244253502422	2927.0	-0.051720000000000176	0.16111131503818513	25	5.5627377865271805	
PA5491	PA5491	0.22636421880191895	5440.0	0.840999999999999	0.84392689895701	5099.0	0.3192200000000004	0.25088360847213625	25	2.079769193282903	
PA4003	PA4003	0.12454976075737599	5439.0	0.84	0.550415323487245	5372.5	0.3908199999999999	0.17711736222064725	25	2.536058545409149	pbpA
PA3641	PA3641	0.19012593696010102	5438.0	0.8394999999999989	0.7377250842643559	5473.0	0.5264399999999998	0.3053721199891484	25	1.0251754482731557	
PA4719	PA4719	0.19260057984256	5437.0	0.838499999999997	0.578730388847232	5507.0	0.49461999999999967	0.21957730605263664	25	1.5660999134289548	
PA4928	PA4928	0.118544600834142	5436.0	0.8380000000000011	0.6740393429707049	5491.0	0.4425600000000003	0.19329432005795338	25	2.045792136475817	
PA1707	PA1707	0.11937320176831098	5435.0	0.8330000000000011	0.8983674028652209	4173.0	0.13516000000000009	0.2320476208310126	25	3.0073137466390967	pcrH
PA3744	PA3744	0.13915880892285	5434.0	0.8305000000000021	0.6740393429707049	5481.0	0.49616	0.27593389606933055	25	1.2116670143199681	rimM
PA4776	PA4776	0.118544600834142	5433.0	0.8240000000000001	0.80669000904322	363.0	-0.3643599999999999	0.4151471004354964	25	2.8625034325264225	pmrA
PA1009	PA1009	0.21707922307445002	5432.0	0.821999999999999	0.804372815842198	5268.0	0.3332800000000002	0.2901287817504494	25	1.6844933379286893	
PA3745	PA3745	0.13714305870346302	5431.0	0.82	0.6740393429707049	5519.0	0.5599600000000001	0.2843634675317252	25	0.9144634585347652	rpsP
PA5564	PA5564	0.15002543498691698	5430.0	0.817499999999997	0.682638228168986	5452.0	0.4262000000000002	0.2551509765478727	25	1.5336018121278054	gidB
PA4746	PA4746	0.143562194695971	5428.5	0.8155	0.7617767637928728	4715.5	0.22670000000000015	0.22782239061748671	25	2.584469412352861	
PA5336	PA5336	0.18135852423051	5428.5	0.8155	0.550068736215429	5501.0	0.49429999999999974	0.17882620753122283	25	1.7961573106890338	gmk
PA4852	PA4852	0.183145984969097	5426.0	0.8124999999999979	0.6763227685590529	5497.0	0.5123799999999997	0.22619881004697304	25	1.3267974307100663	
PA4052	PA4052	0.19698560456403	5426.0	0.8124999999999979	0.550415323487245	5531.0	0.53104	0.23121458827966163	25	1.2173107332637803	nusB
PA4451	PA4451	0.17216901697479098	5426.0	0.8124999999999979	0.7564720668210891	5187.0	0.30328000000000016	0.27094014867986393	25	1.8794556749198486	
PA2378	PA2378	0.372734719397497	5424.0	0.8095	0.8546993438180849	4574.5	0.17675999999999956	0.23257651608305918	25	2.720567023086855	
PA3824	PA3824	0.400854833521555	5423.0	0.809000000000002	0.550566984038558	5540.0	0.6520999999999993	0.2895642559663285	25	0.5418486459124553	queA
PA2264	PA2264	0.20570179926032603	5422.0	0.8089999999999989	0.875463394933727	3505.0	0.03003999999999999	0.1500438074919012	25	5.191550474630847	
PA5335	PA5335	0.21971980625723603	5421.0	0.804499999999999	0.5986735634776551	5392.0	0.4021399999999997	0.19248043840002702	25	2.0903942413295273	
PA5030	PA5030	0.147166584155306	5420.0	0.8029999999999979	0.876173524850433	3802.0	0.11079999999999962	0.21513924754291858	25	3.2174510597463626	
PA4276	PA4276	0.1200020552761	5419.0	0.802500000000004	0.7377250842643559	5130.0	0.29459999999999975	0.16298721831276605	25	3.116195277505529	secE
PA2006	PA2006	0.3987857066654629	5418.0	0.800500000000001	0.856717618218638	4801.5	0.2320999999999999	0.19312857332185024	25	2.943117065607678	
PA2379	PA2379	0.26166308885287504	5417.0	0.799	0.8320447566168392	4364.0	0.1374199999999998	0.23836127516859715	25	2.775534740414747	
PA3966	PA3966	0.19012593696010102	5416.0	0.7985000000000021	0.876057178377643	4572.0	0.20553999999999972	0.17384067897551075	25	3.410939277817327	
PA0944	PA0944	0.224306930622726	5415.0	0.7965	0.6740393429707049	5482.0	0.44209999999999977	0.20175965487017802	25	1.7565454313848743	purN
PA0965	PA0965	0.140072344524926	5414.0	0.7959999999999989	0.7226220215286892	5351.0	0.3628399999999997	0.23687337158631083	25	1.8286563706979042	ruvC
PA4572	PA4572	0.15505816608542497	5413.0	0.793000000000001	0.6740393429707049	5446.0	0.3870999999999997	0.18179108889051698	25	2.232782709412413	fklB
PA5426	PA5426	0.164596252881453	5412.0	0.790000000000003	0.6740393429707049	5505.0	0.4930399999999999	0.21539696492754926	25	1.3786638084705063	purE
PA2265	PA2265	0.34415721218572304	5411.0	0.783000000000001	0.861729574424368	2946.0	0.030120000000000098	0.15276897590806823	25	4.928225744296809	
PA4051	PA4051	0.24384499161110698	5410.0	0.7810000000000021	0.6289542253156171	5444.0	0.42945999999999956	0.21059157350979993	25	1.6692975608715113	thiL
PA0579	PA0579	0.30896044529601097	5409.0	0.7809999999999989	0.6740393429707049	5484.0	0.4332999999999997	0.26461650710666773	25	1.31397698428481	rpsU
PA4544	PA4544	0.22409759659072198	5408.0	0.779	0.7442197396773559	5206.0	0.3341599999999994	0.16930481141026837	25	2.627450432711217	rluD
PA4221	PA4221	0.142011606104212	5407.0	0.778	0.923708752319329	1976.0	-0.14237999999999978	0.37987984065139996	25	2.422818748217267	fptA
PA0124	PA0124	0.21971980625723603	5406.0	0.7735000000000011	0.8976889974606469	3961.0	0.10047999999999947	0.10579672726507203	25	6.361444417025875	
PA3344	PA3344	0.20121154515278	5405.0	0.772	0.7044747745975241	5174.0	0.28334000000000004	0.12894707570679242	25	3.789616765805099	recQ
PA5174	PA5174	0.35138702338854605	5403.5	0.769	0.763664279171322	5319.0	0.3133599999999999	0.2571394530859343	25	1.7719567904958105	
PA3472	PA3472	0.2099559136177	5403.5	0.769	0.8696516936634392	4133.0	0.13972000000000012	0.2572433219087847	25	2.446244261388969	
PA1708	PA1708	0.200713142929962	5402.0	0.768499999999998	0.8350222020701461	4610.5	0.19757999999999967	0.24343379832444592	25	2.345278280705633	popB
PA4846	PA4846	0.19377618533810198	5401.0	0.7675000000000021	0.8320447566168392	5194.5	0.3340600000000001	0.24239410574516887	25	1.7881622932518062	aroQ1
PA4854	PA4854	0.335878598779416	5400.0	0.762499999999999	0.555402983929542	5532.0	0.5683199999999995	0.20332198807146615	25	0.9550368941491298	purH
PA0769	PA0769	0.17841112941495602	5399.0	0.7600000000000021	0.84392689895701	4420.5	0.1653599999999996	0.1842165573448814	25	3.2279400319415696	
PA1516	PA1516	0.24384499161110698	5398.0	0.759000000000001	0.944011221277678	1999.0	-0.0675800000000003	0.1243564835462958	25	6.64685890456431	
PA4275	PA4275	0.20342424241849602	5397.0	0.7575	0.700832844588178	5383.0	0.38641999999999965	0.1978230311835977	25	1.875817986307188	nusG
PA5462	PA5462	0.21971980625723603	5396.0	0.756999999999999	0.7237692701455078	5426.0	0.4068799999999998	0.1990384322185041	25	1.759057263954119	
PA2740	PA2740	0.294110286891499	5395.0	0.755000000000001	0.7377250842643559	5229.0	0.33208000000000004	0.23297915142776177	25	1.8152697243861875	pheS
PA4662	PA4662	0.19260057984256	5394.0	0.754	0.606322146911454	5298.0	0.33456000000000025	0.12588754240723488	25	3.331862644860832	murI
PA4855	PA4855	0.279428337870971	5393.0	0.7535000000000011	0.595660398578884	5506.0	0.5104599999999998	0.20155390718118046	25	1.205831250800453	purD
PA5375	PA5375	0.18135852423051	5392.0	0.750999999999999	0.9388822610490029	3443.5	0.06389999999999983	0.15917135682444014	25	4.316731437791561	betT1
PA5565	PA5565	0.15002543498691698	5391.0	0.745500000000002	0.7442197396773559	5293.0	0.3452799999999999	0.19183386258253035	25	2.086284426597626	gidA
PA4602	PA4602	0.26814891634772603	5390.0	0.7444999999999989	0.577519951131308	5496.0	0.44848000000000016	0.21913392404341783	25	1.3508634105477306	glyA3
PA4281	PA4281	0.18256759694032001	5389.0	0.742500000000001	0.899757540041012	3196.0	0.021299999999999524	0.10907785827869271	25	6.61179098472344	sbcD
PA2997	PA2997	0.34415721218572304	5388.0	0.742000000000001	0.778489093807445	5142.0	0.30114000000000046	0.17721570660262265	25	2.487702746283981	nqrC
PA1518	PA1518	0.18135852423051	5387.0	0.739999999999999	0.8488802314236191	792.0	-0.19645999999999994	0.15217635876399038	25	6.153781097183107	
PA3168	PA3168	0.24713663698857102	5386.0	0.7360000000000011	0.688333746294611	5249.0	0.30669999999999964	0.18588375623849793	25	2.3095078810931096	gyrA
PA4960	PA4960	0.298696272850598	5385.0	0.732	0.6740393429707049	5266.5	0.35501999999999967	0.15129830358158883	25	2.4916340175401293	
PA2630	PA2630	0.38621348510800396	5384.0	0.7310000000000021	0.636408366266403	5389.0	0.3699000000000002	0.23594927950727052	25	1.5304136581984138	
PA4449	PA4449	0.19260057984256	5383.0	0.7280000000000021	0.6740393429707049	5468.0	0.43359999999999943	0.1967617531432367	25	1.4962257415224807	hisG
PA5296	PA5296	0.218881300574468	5382.0	0.728	0.550068736215429	5470.0	0.4960999999999999	0.23454543802854	25	0.9887209998592341	rep
PA4775	PA4775	0.183145984969097	5381.0	0.726999999999999	0.81210073372301	418.5	-0.29143999999999953	0.3154134627754496	25	3.228904660689928	
PA2971	PA2971	0.380339596622793	5380.0	0.726500000000001	0.7442197396773559	5321.0	0.3696400000000002	0.2160812212263405	25	1.6515086224276638	
PA3634	PA3634	0.21158604834878303	5379.0	0.723500000000001	0.739698379362326	4788.0	0.2348200000000002	0.14311030710609232	25	3.4147086249890197	
PA5407	PA5407	0.296721160957803	5378.0	0.723	0.7653843400782301	5259.0	0.4037799999999997	0.30793397831353425	25	1.0366507838734664	
PA0865	PA0865	0.218881300574468	5377.0	0.722	0.864301366245244	3955.5	0.0317999999999999	0.3847765856095365	25	1.7937681912391652	hpd
PA4455	PA4455	0.369983945358713	5376.0	0.720500000000001	0.84392689895701	4908.0	0.2424800000000001	0.18550440695573794	25	2.576866004666176	
PA4456	PA4456	0.272022541530604	5375.0	0.716999999999999	0.84392689895701	4774.5	0.20638000000000023	0.13493233489419793	25	3.784267132117606	
PA4428	PA4428	0.347938623029298	5374.0	0.715499999999997	0.6740393429707049	5308.0	0.3286000000000003	0.16557161089188346	25	2.3367532508494975	sspA
PA0390	PA0390	0.265515764906252	5373.0	0.713999999999999	0.600556210703552	5488.0	0.47652	0.20920417060852284	25	1.1351590138438865	metX
PA3810	PA3810	0.26502856552315696	5372.0	0.7070000000000001	0.723883491897841	5252.5	0.36614000000000035	0.20034862947705268	25	1.7013343235224916	hscA
PA3525	PA3525	0.21257994942513	5371.0	0.7065	0.78586396275904	4975.5	0.2392199999999994	0.20142156662085592	25	2.319910463607807	argG
PA3726	PA3726	0.36950705166297704	5370.0	0.7044999999999989	0.6740393429707049	5347.0	0.35646000000000017	0.14986486412765332	25	2.3223588932996457	
PA4768	PA4768	0.275914716886544	5369.0	0.7034999999999989	0.6740393429707049	5437.0	0.43959999999999966	0.20351028843771085	25	1.296740336942582	smpB
PA1526	PA1526	0.26814891634772603	5368.0	0.7034999999999979	0.9482360105907901	3523.5	0.0297799999999999	0.07853384090101961	25	8.578722144115213	
PA5202	PA5202	0.29694195465631	5367.0	0.702999999999999	0.555402983929542	5498.0	0.5118599999999996	0.2750972752197546	25	0.6948087720872986	
PA0578	PA0578	0.30088858512096	5366.0	0.701500000000001	0.5488815952719489	5528.0	0.55466	0.2357315174798088	25	0.6229120381095341	
