	Gene ID	Adj P-value (Real)	Rank (Real)	Test statistic (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean test statistic (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score	Gene Name
PA4558	PA4558	1.6973495126337803e-09	5532.0	3.7546666666666604	1.53729356405254e-05	5245.5	0.9642666666666654	0.6990856395903738	25	3.9914995273469183	
PA3531	PA3531	2.90152006439352e-09	5531.0	3.715	0.0185483224095565	4287.0	0.48434666666666737	0.37302302927617087	25	8.660734270487868	bfrB
PA1000	PA1000	2.1603909989200302e-09	5530.0	3.702	0.0001233234433617	5388.0	0.9731199999999991	0.49902466798672246	25	5.468427063955501	pqsE
PA2406	PA2406	1.6973495126337803e-09	5529.0	3.64733333333333	0.000541233733298979	4284.0	0.5617066666666666	0.4965249175053596	25	6.2144447496602355	fpvK
PA1903	PA1903	2.0396975034813202e-08	5528.0	3.6453333333333395	0.007521927461586491	4894.0	0.7107733333333338	0.4808817491511478	25	6.102456591833834	phzE2
PA0997	PA0997	4.5679787269018e-09	5527.0	3.6310000000000002	0.00011048148158812801	5528.0	1.205813333333333	0.5756422747840174	25	4.213010011428719	pqsB
PA4470	PA4470	5.23193568522121e-09	5526.0	3.61466666666667	0.024955301638363	2272.0	0.34781333333333386	0.3936459454514558	25	8.298963500276171	fumC1
PA1905	PA1905	6.98298654518916e-08	5525.0	3.6016666666666697	0.0236200463148031	4446.0	0.6227333333333324	0.47735715334731355	25	6.240470709288685	phzG2
PA1585	PA1585	3.2578307549496e-09	5524.0	3.57966666666667	1.61758706493645e-05	5483.0	1.2032399999999992	0.7155545862657343	25	3.3210976664527183	sucA
PA4385	PA4385	4.17873148669785e-07	5523.0	3.5246666666666604	2.27499501220428e-05	5425.0	1.0373199999999994	0.6129909104516121	25	4.057721940500136	groEL
PA3732	PA3732	2.57326203948694e-09	5522.0	3.50933333333334	0.00602727430050905	3928.0	0.530573333333333	0.8131054696746383	25	3.6634361852121704	
PA1001	PA1001	3.2578307549496e-09	5521.0	3.498	0.00021519515283409098	5489.0	1.0554133333333329	0.5480324510532271	25	4.4570110072358355	phnA
PA4469	PA4469	3.977784831871861e-09	5520.0	3.4513333333333303	0.0340470111457279	2400.5	0.386373333333333	0.44711457973030405	25	6.8549766412197	
PA1155	PA1155	7.07893534867583e-09	5519.0	3.42133333333333	6.308266040725121e-05	5006.0	0.780733333333332	0.7702360148152765	25	3.4282998317512923	nrdB
PA2407	PA2407	4.5679787269018e-09	5518.0	3.418	0.000612928317801793	4189.0	0.5016933333333328	0.3330329051699335	25	8.756812379180944	fpvC
PA1904	PA1904	1.3244723900871598e-07	5517.0	3.4130000000000003	0.0303869761583059	4677.0	0.6609466666666667	0.5110649980405839	25	5.384938009616522	phzF2
PA2394	PA2394	6.62175543159022e-08	5516.0	3.3983333333333303	0.0016205671376820301	4397.0	0.45466666666666655	0.3878331065271743	25	7.590034520326361	pvdN
PA3803	PA3803	4.969147544026099e-08	5515.0	3.37333333333333	2.2541652834757102e-05	5184.5	0.8294799999999996	0.5594465773985606	25	4.547088919843439	gcpE
PA2404	PA2404	1.53092123273455e-08	5514.0	3.28066666666667	0.000650201965628063	4492.0	0.5531333333333326	0.4351533041907736	25	6.267982586977144	fpvH
PA5564	PA5564	2.6985726739355498e-08	5513.0	3.2760000000000002	0.000137172489318996	4956.0	0.6785999999999998	0.4942271557507559	25	5.2554781132056965	gidB
PA3731	PA3731	3.977784831871861e-09	5512.0	3.26966666666667	0.007502208612454009	3318.0	0.469986666666666	0.7859168241260941	25	3.562310812105503	
PA5555	PA5555	4.7551798116025105e-09	5511.0	3.2693333333333303	3.4050860633265098e-06	5513.0	1.2676533333333329	0.6069681750763831	25	3.297833530972359	atpG
PA3819	PA3819	6.233665993796899e-09	5510.0	3.265	1.7634894629752103e-05	5519.0	1.2824933333333335	0.688862038813664	25	2.877944428583807	
PA4429	PA4429	7.74450420009847e-09	5509.0	3.241	5.3681400884070504e-05	5405.0	1.0850266666666657	0.7596762707208219	25	2.838015897597579	
PA1553	PA1553	2.2461375975360896e-08	5508.0	3.22866666666667	6.76192023238668e-06	5541.0	1.5021333333333344	0.7479509292678177	25	2.3083510772872082	ccoO1
PA5212	PA5212	2.34517580817507e-07	5507.0	3.2013333333333303	0.000131950982313863	5441.0	1.0984533333333355	0.752431274577927	25	2.794780162719307	
PA0293	PA0293	3.9699721943952103e-08	5506.0	3.182	0.00022375273671022797	4453.0	0.4443066666666664	0.26555898277658263	25	10.309172390664644	aguB
PA0594	PA0594	7.293205951741171e-09	5505.0	3.177	5.74822005336784e-06	5413.0	1.0270666666666677	0.493603210716493	25	4.355590252771214	surA
PA4635	PA4635	8.417569794702679e-09	5504.0	3.14466666666667	7.643179061118249e-05	4391.5	0.6048933333333334	0.5517998640811714	25	4.602707428285499	
PA4386	PA4386	9.60372600812912e-09	5503.0	3.14133333333333	4.64876951886026e-05	5179.0	0.8370933333333328	0.5320314537485338	25	4.331022129922986	groES
PA5553	PA5553	6.44245798784154e-08	5502.0	3.12	1.30463613292846e-05	5461.0	1.1226399999999996	0.4828172620345292	25	4.136886058264332	atpC
PA2482	PA2482	3.6881463910698197e-08	5501.0	3.1189999999999998	0.0494593147849851	3844.0	0.4136266666666662	0.41904554600858035	25	6.456036483628294	
PA4710	PA4710	2.9220388455642002e-08	5500.0	3.07466666666667	0.00797671362168851	2514.5	0.3095733333333334	0.2747577471694471	25	10.063750201111029	phuR
PA2639	PA2639	2.7115543264198304e-08	5499.0	3.05333333333333	5.90800545002337e-05	5420.0	1.04024	0.600727972885738	25	3.3510897181347548	nuoD
PA1812	PA1812	3.6881463910698197e-08	5498.0	3.03733333333333	0.00404120830605663	4071.0	0.5164800000000002	0.42909811836593403	25	5.874771352839052	mltD
PA4224	PA4224	4.20510177422922e-08	5497.0	3.0269999999999997	0.0215054361469485	3081.0	0.36509333333333294	0.3025562316881493	25	8.798055990498806	pchG
PA0447	PA0447	9.60372600812912e-09	5496.0	3.02566666666667	0.0054106492149217	4151.0	0.4602266666666663	0.3400643011092002	25	7.5439850393946495	gcdH
PA1552	PA1552	9.351184293429309e-09	5495.0	3.025	4.35773409089482e-06	5546.0	1.5483599999999995	0.7830119075770223	25	1.8858461611003638	ccoP1
PA2397	PA2397	2.51875475004e-08	5494.0	3.01833333333333	0.00263653170964838	3380.0	0.4361199999999995	0.448706256301875	25	5.754796812095487	pvdE
PA4220	PA4220	3.17261340365183e-08	5493.0	3.017	0.0520694200725053	3305.5	0.3496133333333333	0.2764045726426714	25	9.65029862264614	
PA3386	PA3386	5.571388853756009e-08	5492.0	3.00933333333333	0.00028360996522565097	4718.0	0.552746666666667	0.39111489834024926	25	6.280984634161296	
PA4761	PA4761	6.44245798784154e-08	5490.5	3.0073333333333303	2.5093362061304503e-05	5443.0	0.8650133333333331	0.5273742739410172	25	4.062238349228994	dnaK
PA4468	PA4468	1.5176094379613502e-08	5490.5	3.0073333333333303	0.00877127373847642	3431.5	0.3830933333333334	0.33776473183870753	25	7.769431656509205	sodM
PA2755	PA2755	1.0850932456439301e-07	5489.0	3.0023333333333397	0.014932255485993999	2494.0	0.3312133333333336	0.36823184725568275	25	7.253908155709594	eco
PA1584	PA1584	1.20281108758158e-08	5487.5	3.0010000000000003	2.49009742434494e-05	5396.0	1.0694666666666666	0.750047183700985	25	2.57521576683016	sdhB
PA2408	PA2408	3.30618519664155e-07	5487.5	3.0010000000000003	0.000551761701428609	4518.0	0.5362933333333333	0.3301343346107597	25	7.465768956060403	fpvD
PA5556	PA5556	3.2961181437279304e-08	5486.0	2.99	4.55081989817644e-06	5537.0	1.4139999999999995	0.5168225123379001	25	3.049402768603871	atpA
PA3646	PA3646	1.46400089916474e-07	5485.0	2.97966666666667	1.62821529902714e-05	5264.5	0.9150399999999996	0.5085421640263398	25	4.059892792999035	lpxD
PA2634	PA2634	4.75687467477818e-07	5484.0	2.96933333333333	0.023527276291579	2258.0	0.4402533333333327	0.6947781039322568	25	3.6401262297790997	aceA
PA5164	PA5164	2.0657459413564498e-06	5483.0	2.943	0.000413828446115583	4765.0	0.6242133333333328	0.46234247447504084	25	5.015300982890432	rmlC
PA1096	PA1096	3.9699721943952103e-08	5482.0	2.9343333333333304	0.0149877949764256	4865.5	0.5753733333333336	0.5140422622775367	25	4.589039020932427	
PA4326	PA4326	2.51875475004e-08	5481.0	2.93233333333334	0.00026405486530137597	5088.0	0.6821333333333335	0.3248499226138462	25	6.926890983670795	
PA4218	PA4218	3.7829157217339396e-07	5480.0	2.9223333333333303	0.0816667853734486	1905.5	0.2519866666666666	0.28997532589796254	25	9.208875473792256	ampP
PA4219	PA4219	5.571388853756009e-08	5479.0	2.8996666666666697	0.0336758325882926	2064.0	0.2158933333333333	0.1580054710726459	25	16.98531902163959	ampO
PA1587	PA1587	2.40813953083236e-08	5477.5	2.88066666666667	5.7474875074749e-06	5477.0	1.1795200000000006	0.5556786897986065	25	3.061385469511549	lpd
PA4217	PA4217	2.4992035542301304e-07	5477.5	2.88066666666667	0.0036288534757467	5065.0	0.7028000000000009	0.6372349630616219	25	3.4176823195686223	phzS
PA1029	PA1029	9.5803813485243e-08	5476.0	2.84166666666667	0.01420530411743	2862.0	0.4194666666666669	0.6324290913260994	25	3.8299945926286365	
PA3007	PA3007	2.40813953083236e-08	5475.0	2.8343333333333396	0.0126543464864727	3277.5	0.6043333333333342	0.7530981749487315	25	2.9611013200925846	lexA
PA2395	PA2395	5.2112086161905303e-08	5474.0	2.8103333333333396	0.00150863661326915	3116.0	0.40987999999999963	0.365846859785368	25	6.561361042545555	pvdO
PA5554	PA5554	5.44408424143842e-08	5473.0	2.80733333333333	3.45128005677986e-06	5540.0	1.429959999999999	0.44216279597920455	25	3.1150819242560397	atpD
PA2393	PA2393	1.34876395397896e-07	5472.0	2.8063333333333302	0.00200779600719409	3541.5	0.43041333333333276	0.4286462894759283	25	5.54284513439938	
PA4225	PA4225	2.1765867560438703e-08	5471.0	2.801	0.01605185894203	3247.5	0.35989333333333284	0.3369106475676366	25	7.245561053918909	pchF
PA5429	PA5429	7.196987103325619e-08	5470.0	2.78433333333333	0.00329474390664976	4345.0	0.5143733333333335	0.4428911257400173	25	5.1253228346067425	aspA
PA5482	PA5482	2.81930072861971e-06	5469.0	2.77566666666667	0.00015766243606386398	5291.0	1.0181333333333342	0.7410669173063434	25	2.3716256822281054	
PA3266	PA3266	3.2400020054564097e-07	5468.0	2.76833333333333	0.00530078138830238	4417.0	0.49302666666666695	0.2975780152921001	25	7.646084555114869	capB
PA0771	PA0771	4.520074388180019e-08	5467.0	2.76366666666667	0.000216530363313671	4617.0	0.5448799999999998	0.4240591752032664	25	5.232257185811692	era
PA4757	PA4757	4.969147544026099e-08	5466.0	2.7546666666666697	0.00010815267920076401	5180.0	0.7711733333333328	0.5684663343887068	25	3.4892010543883165	
PA3195	PA3195	6.64353542776708e-08	5465.0	2.74166666666667	0.0013333837935759199	4436.0	0.5815199999999997	0.5444428351450147	25	3.967628054268187	gapA
PA3331	PA3331	5.12594173895015e-08	5464.0	2.738	8.1543959942041e-05	5451.0	1.0318399999999994	0.6108683339979912	25	2.7930077645923794	
PA4239	PA4239	2.4992035542301304e-07	5463.0	2.73166666666667	3.17913504796115e-06	5542.0	1.408546666666665	0.7241433820575714	25	1.8271519602105721	rpsD
PA4756	PA4756	3.60396541901881e-08	5462.0	2.7230000000000003	1.7896315983368803e-05	5394.0	0.9295333333333334	0.5007615496717278	25	3.581478385955085	carB
PA2630	PA2630	1.3778513850994698e-07	5461.0	2.70233333333333	3.36705301545411e-05	5141.0	0.7401733333333328	0.537113384815671	25	3.653157890811789	
PA3183	PA3183	1.1292912492198299e-06	5460.0	2.7	0.000301182769221106	5033.5	0.8124266666666664	0.6091973811986222	25	3.0984593689806275	zwf
PA3802	PA3802	1.5590847028178598e-07	5459.0	2.69933333333333	1.54304416409021e-05	5344.0	0.8667199999999994	0.4684531546997502	25	3.912052496493323	hisS
PA2976	PA2976	4.969147544026099e-08	5458.0	2.69433333333333	1.34896914349711e-05	5254.0	0.7912800000000001	0.40622047106357306	25	4.684779495111915	rne
PA3369	PA3369	1.7015304480463e-07	5457.0	2.68633333333333	0.000292777854286248	5213.0	0.8477200000000008	0.6815891335966542	25	2.6975390931354997	
PA5049	PA5049	1.3434732016702698e-07	5456.0	2.6853333333333302	0.052610681682617996	4191.0	0.5092933333333334	0.48724685089151987	25	4.4659908956178525	rpmE
PA4231	PA4231	8.83344476510687e-07	5455.0	2.6830000000000003	0.0776761873858528	2358.5	0.29462666666666637	0.28649076192203216	25	8.336650429179718	pchA
PA2645	PA2645	4.969147544026099e-08	5454.0	2.68233333333333	3.54009898120595e-05	5414.0	1.0252266666666665	0.568353027680925	25	2.91562917053196	nuoJ
PA1002	PA1002	1.1176575297246402e-06	5453.0	2.6706666666666696	0.000419571312222561	5078.0	0.7345466666666668	0.44003063740136505	25	4.399966355601758	phnB
PA2747	PA2747	8.48402453127908e-08	5452.0	2.66266666666666	5.9690385172654005e-05	5386.0	0.9080666666666677	0.5682580025018635	25	3.0876819900028387	
PA4226	PA4226	1.5361262426517502e-07	5451.0	2.66	0.0164947955771963	3179.5	0.3980666666666666	0.35928375250603134	25	6.295673872130808	pchE
PA0411	PA0411	6.62454869503837e-08	5450.0	2.634	2.33243790847292e-05	5017.0	0.7385333333333332	0.5367409110134571	25	3.531436914483949	pilJ
PA3013	PA3013	1.6733545017852e-06	5449.0	2.63133333333333	0.00317880408261804	3159.0	0.393693333333333	0.4027382653416118	25	5.55606504910076	faoB
PA1583	PA1583	5.31361965420311e-08	5448.0	2.6310000000000002	1.029678617267e-05	5444.0	1.0888933333333328	0.6413700159871886	25	2.404394699201952	sdhA
PA2644	PA2644	1.2390179634584302e-07	5447.0	2.63066666666667	5.8946890813174203e-05	5323.0	0.8838533333333334	0.549663054027613	25	3.17797115984729	nuoI
PA3031	PA3031	2.94238544508546e-07	5446.0	2.62766666666667	0.0125530531529596	3068.0	0.3828933333333345	0.4137991631303863	25	5.424789447014946	
PA0768	PA0768	1.9259652754052899e-07	5445.0	2.627	4.9577161273203705e-05	4766.0	0.6447999999999996	0.4465883119500224	25	4.438539807154263	lepB
PA5178	PA5178	1.50486675345537e-07	5444.0	2.6203333333333303	4.17746369115618e-05	5314.0	0.8756666666666675	0.694197144855786	25	2.5132149845259066	
PA1482	PA1482	5.44647595138453e-08	5443.0	2.617	0.000321699797136028	4502.0	0.5481333333333327	0.43848086870720115	25	4.718259824576676	ccmH
PA5526	PA5526	4.82717783046349e-07	5442.0	2.60633333333333	0.000119320811981872	5359.0	1.0039733333333336	0.6072845290794582	25	2.6385654882875187	
PA3332	PA3332	2.4992035542301304e-07	5441.0	2.6039999999999996	0.000105269991557759	5374.0	0.9584400000000002	0.5774350830917585	25	2.849774889307355	
PA4409	PA4409	7.80584274572914e-07	5440.0	2.582	0.00173308243455091	3388.0	0.43022666666666703	0.43818746749155907	25	4.91062271965773	ftsQ
PA3167	PA3167	5.87599445277661e-07	5439.0	2.5639999999999996	1.43541956895513e-05	5157.5	0.7709733333333323	0.4075959091860281	25	4.399030084103038	serC
PA2646	PA2646	1.0364912973633801e-05	5438.0	2.5593333333333304	5.97600884031417e-05	5328.0	0.8956799999999998	0.5016824423507004	25	3.316148210286291	nuoK
PA0085	PA0085	6.90962039237095e-07	5437.0	2.557	0.000158122830483758	5449.5	1.0526533333333332	0.674408317355679	25	2.2306170133920267	hcp1
PA5360	PA5360	1.84213956356358e-07	5436.0	2.55	0.0466012003268045	1654.0	0.31253333333333294	0.5360877743913322	25	4.173694632762444	phoB
PA0762	PA0762	5.73584752523471e-07	5435.0	2.503	5.7603648698516396e-05	5382.0	0.9249600000000007	0.4231768774751648	25	3.7290317217121833	algU
PA1787	PA1787	7.08106431693233e-07	5434.0	2.50033333333333	2.1937640128223198e-05	5306.0	0.8535999999999987	0.5538928396159112	25	2.973017911687095	acnB
PA5568	PA5568	3.8900346660606396e-07	5433.0	2.49633333333333	1.22931351878381e-05	5333.0	0.9656666666666659	0.5895561418935811	25	2.5963034864675536	
PA2486	PA2486	1.0479930334196e-07	5432.0	2.4926666666666697	8.208546186263101e-05	5538.0	1.4033333333333347	0.7309865289836439	25	1.4902235405732207	
PA2445	PA2445	5.2461413792619e-07	5431.0	2.4846666666666697	0.000101485058901481	5350.0	1.0436533333333322	0.8536179727098844	25	1.6881244062361005	gcvP2
PA3577	PA3577	3.2419424081315303e-07	5430.0	2.484	0.0270924960134697	4187.0	0.5559200000000002	0.5093804541175851	25	3.7851472007108518	
PA0955	PA0955	3.00237853426386e-07	5429.0	2.4833333333333303	2.1364759759311397e-05	4973.5	0.6673999999999992	0.4358893845410268	25	4.16604165583301	
PA2409	PA2409	1.46400089916474e-07	5428.0	2.4753333333333303	0.000977316264114837	4247.0	0.4555999999999992	0.3032166900272992	25	6.661022957382362	fpvE
PA5008	PA5008	1.69747552382001e-06	5427.0	2.4730000000000003	0.000101533042843412	4687.0	0.590306666666666	0.44522344494189237	25	4.22864823207828	wapP
PA0039	PA0039	7.43267394107556e-07	5426.0	2.47033333333333	0.00114833060537234	4464.5	0.5741333333333348	0.4858854174482796	25	3.9025661851682085	
PA4411	PA4411	1.7015304480463e-07	5425.0	2.46933333333333	0.000232422041758861	3969.0	0.5184799999999999	0.4698546571961261	25	4.152035748618764	murC
PA5481	PA5481	1.5344756430045798e-06	5424.0	2.45833333333334	0.000133350320041963	5258.0	0.7946933333333347	0.5879375354198411	25	2.8296203249075	
PA3496	PA3496	2.47042575141098e-07	5423.0	2.4583333333333304	0.00240673806123368	3800.0	0.4053066666666673	0.33083407388666103	25	6.2056082753132635	
PA2996	PA2996	1.9259652754052899e-07	5422.0	2.4553333333333303	1.7634894629752103e-05	5426.0	0.9974799999999999	0.4136342775394172	25	3.5244983612229874	nqrD
PA5369	PA5369	2.56266168526799e-07	5421.0	2.45433333333334	0.0713330401155395	1628.0	0.40862666666666664	0.7388520708454379	25	2.7687635284365593	pstS
PA3107	PA3107	1.4559211128903e-07	5420.0	2.45233333333333	0.00014510696850022098	4656.0	0.6045466666666662	0.35906770846075703	25	5.1460675051725255	metZ
PA3635	PA3635	5.24949491778863e-07	5419.0	2.44033333333334	1.51887701201163e-05	5206.5	0.811293333333333	0.4663446142706706	25	3.4932107075959444	eno
PA4222	PA4222	1.1035024230362199e-07	5418.0	2.43233333333333	0.0229710335226526	2198.0	0.23033333333333345	0.16307564706806046	25	13.502935843516726	
PA0329	PA0329	3.36666449844756e-07	5417.0	2.431	5.07642440442063e-05	5284.0	0.8009333333333342	0.5600090111708846	25	2.9107864947717013	
PA2992	PA2992	1.5796083554322e-07	5416.0	2.43066666666667	0.000753987630515462	3740.0	0.37595999999999974	0.31251375258627506	25	6.574771988952491	
PA2643	PA2643	1.7015304480463e-07	5415.0	2.42933333333333	2.9411256939428498e-05	5430.0	0.9815999999999993	0.4969269359067086	25	2.9133726282954466	nuoH
PA3648	PA3648	1.25015075299247e-06	5414.0	2.4206666666666696	5.0704145428670796e-05	5240.0	0.8511066666666669	0.48568015233316897	25	3.2316741634591426	opr86
PA3068	PA3068	1.7015304480463e-07	5413.0	2.42	2.6619411445209802e-05	5353.0	1.024346666666667	0.5899114927336634	25	2.365869033786481	gdhB
PA4459	PA4459	1.86502951255143e-07	5412.0	2.4153333333333302	0.0032653739770628	3984.0	0.45945333333333305	0.4210933067183135	25	4.644766299523172	lptC
PA4255	PA4255	1.97116630478516e-06	5411.0	2.4143333333333303	3.45986127521903e-06	5547.0	1.5829599999999993	0.6932191300175009	25	1.1992936970916286	rpmC
PA4465	PA4465	4.6878935055908296e-07	5410.0	2.40966666666667	0.0163982465102927	4368.0	0.4433999999999999	0.26383059590072877	25	7.452762102718802	
PA1337	PA1337	1.13381402548031e-06	5409.0	2.408	2.27246562891019e-05	5199.5	1.1550133333333334	1.0103821860325202	25	1.240111597361771	ansB
PA4402	PA4402	1.2858264512177099e-06	5408.0	2.406	4.46196912384435e-05	4990.0	0.71124	0.44439457900817425	25	3.8136378796124477	argJ
PA3999	PA3999	4.88787474159855e-07	5407.0	2.40333333333333	7.80637855753421e-06	5332.0	0.8662933333333324	0.3347848302904305	25	4.591127975143301	dacC
PA4370	PA4370	3.1788273170207897e-07	5406.0	2.40166666666667	2.43636338832712e-05	5487.0	1.1213199999999985	0.4633833054586415	25	2.763040125926476	icmP
PA0833	PA0833	1.18934620841825e-07	5405.0	2.394	0.008433198166963479	3337.5	0.3873466666666667	0.38564169082673505	25	5.20341389705944	
PA3385	PA3385	4.48937415318865e-07	5403.5	2.38566666666667	0.00198193182493946	4424.0	0.5179333333333339	0.35085601668554073	25	5.323361277875181	amrZ
PA2385	PA2385	5.924485498306089e-07	5403.5	2.38566666666667	0.00633781472852922	3949.0	0.3718800000000002	0.3414260111812086	25	5.898164172377224	pvdQ
PA4205	PA4205	6.60741515151676e-07	5402.0	2.38433333333333	0.00931692053932385	4263.0	0.38345333333333387	0.2037881043669658	25	9.81843374133834	mexG
PA2403	PA2403	4.1580257812658705e-05	5401.0	2.37933333333333	0.00046013788339423	4940.0	0.5510933333333334	0.33584591264006375	25	5.443686914717277	fpvG
PA0769	PA0769	4.5239117817371595e-06	5400.0	2.379	0.0516157452920536	2504.5	0.25657333333333304	0.2932024569145704	25	7.238775176038422	
PA3730	PA3730	3.8900346660606396e-07	5399.0	2.36633333333334	0.0007534299639784719	4204.0	0.46829333333333373	0.39503691013672554	25	4.80471558807778	
PA3014	PA3014	3.2400020054564097e-07	5398.0	2.3516666666666697	0.0008785008215818129	4163.5	0.573199999999999	0.6436131084225469	25	2.7632542647019336	faoA
PA1592	PA1592	1.11962632470482e-06	5397.0	2.349	0.000208131836398986	4837.0	0.7988933333333338	0.8179736181564784	25	1.8950570437225651	
PA2883	PA2883	1.9042485605041602e-05	5396.0	2.34333333333333	3.00558010534894e-05	5527.0	1.3380666666666687	0.7090265366187856	25	1.4178124720981382	
PA2640	PA2640	2.73021238863449e-07	5395.0	2.333	5.22535132406001e-05	5273.0	0.8168666666666659	0.45236105908640906	25	3.3516000170203104	nuoE
PA3820	PA3820	1.9044434166775898e-07	5394.0	2.331	8.2542536668731e-06	5395.0	1.0895199999999994	0.537545183975091	25	2.3095360855423994	secF
PA1901	PA1901	1.00847177522027e-06	5393.0	2.33	0.00675776776643835	4451.0	0.5516666666666665	0.45262077373317156	25	3.9289697612988803	phzC2
PA0899	PA0899	2.28296829672829e-07	5392.0	2.32866666666667	3.1024161283833e-05	5169.0	0.8443599999999998	0.5033660486056729	25	2.9487619810239662	aruB
PA3645	PA3645	2.66250747707487e-05	5391.0	2.3263333333333303	8.751383779394029e-05	5400.0	0.9489733333333326	0.5133089272697433	25	2.683296406563754	fabZ
PA4430	PA4430	1.17036498429591e-06	5390.0	2.323	1.80210437572479e-05	5496.0	1.2010133333333324	0.576707837965091	25	1.9455027187173122	
PA2995	PA2995	2.1227660488795801e-07	5388.5	2.3226666666666698	5.567895487848941e-05	5159.0	0.7320666666666665	0.3661169110988896	25	4.344513874614156	nqrE
PA0763	PA0763	1.1173927246024799e-06	5388.5	2.3226666666666698	4.78734852931365e-05	5201.0	0.8064933333333354	0.4972174250544512	25	3.049316570446612	mucA
PA4410	PA4410	6.63987075557987e-07	5387.0	2.32033333333333	0.00014153670650989298	4009.0	0.4914266666666663	0.3010894342340957	25	6.074297064986668	ddlB
PA1596	PA1596	2.94238544508546e-07	5386.0	2.30466666666667	5.93473185674783e-05	5523.0	1.2846933333333337	0.7230768293280533	25	1.4106016013280158	htpG
PA1838	PA1838	5.458324870637e-07	5385.0	2.302	8.35524651542212e-06	5369.0	1.025133333333333	0.6298092450775759	25	2.027386350147005	cysI
PA3834	PA3834	3.5200420203692796e-07	5384.0	2.29433333333334	3.36245648455219e-06	5490.0	1.1610799999999994	0.5856060905876354	25	1.93518023727547	valS
PA0460	PA0460	2.16381231256916e-07	5383.0	2.2933333333333303	7.216375727862321e-05	5215.0	0.7521466666666669	0.4965628161374654	25	3.1037093728742082	
PA1095	PA1095	4.76153747709584e-05	5382.0	2.29133333333333	0.037475087539222	4605.0	0.6274399999999993	0.6335183992767874	25	2.626432531766717	
PA3982	PA3982	2.47276609501798e-07	5381.0	2.291	0.000178959557535457	4806.5	0.5462266666666676	0.3015765936737328	25	5.7855064681211745	
PA1902	PA1902	5.8318359306801805e-06	5380.0	2.28366666666667	0.0133491288249013	4599.0	0.5293599999999996	0.3468995734705848	25	5.057102403198619	phzD2
PA1483	PA1483	3.96749688295383e-07	5379.0	2.28066666666667	0.000380807802234037	3925.0	0.45526666666666604	0.3507201057718134	25	5.2047201456641075	cycH
PA4739	PA4739	9.03152289946346e-06	5378.0	2.28033333333333	0.000122184360077463	5234.0	0.926093333333333	0.7505299456112726	25	1.8043783701355578	
