	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	log2FoldChange (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Percent DE (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
HOXB9	HOXB9	7.7874349924991e-14	17555.0	7.19774477518906	7.19774477518906	0.999994507706894	16720.0	94.17032781345048	0.0	1.0864642764633137	0.7261605605752292	25	8.415880496022375
ANKS4B	ANKS4B	7.873657155615541e-11	17554.0	7.042296306088929	7.042296306088929	0.999994507706894	12884.0	72.56392925537907	0.0	0.7623418449059614	0.5269263071987935	25	11.918088687900202
KRTAP4.1	KRTAP4.1	2.5688080212729605e-09	17553.0	7.0194407191560195	7.0194407191560195	0.999994507706894	10008.0	56.36476287033907	0.0	0.6946158227912528	0.5644848088838736	25	11.204597177505118
CDX2	CDX2	1.51478254274588e-09	17552.0	6.9987766040115895	6.9987766040115895	0.999993678328011	12983.0	73.12155007322293	0.0	1.1625690977539302	1.4745319477882888	25	3.9580068204094374
COL11A1	COL11A1	2.4616041035288098e-20	17551.0	6.966711638784009	6.966711638784009	0.30674592974192894	17744.0	99.93804213135067	0.04	3.588115321973153	1.4511526035465687	25	2.3282157290375105
ZIC4	ZIC4	2.66212323631864e-08	17550.0	6.95776901090222	6.95776901090222	0.999994507706894	12441.0	70.0687169088656	0.0	0.77140057252816	0.757813218347215	25	8.163447520573056
TFAP2D	TFAP2D	2.86262240748987e-05	17549.0	6.89978882360551	6.89978882360551	0.999994507706894	4150.0	23.36938154782021	0.0	0.6068385985218565	0.6339786113555775	25	9.926123866589162
SERPINA4	SERPINA4	1.71556002556553e-09	17548.0	6.8891645382426105	6.8891645382426105	0.999994507706894	7890.0	44.435056888588484	0.0	0.8713637285162573	0.8484967944495234	25	7.092308243345224
ITLN1	ITLN1	6.6699410755296695e-22	17547.0	6.8723904096910795	-6.8723904096910795	0.0740429946589909	17745.0	99.94367466486425	0.4	3.7459290178758904	0.4693828374511054	25	6.660791878955025
UGT2B15	UGT2B15	1.6755692360863999e-12	17546.0	6.847470414396059	6.847470414396059	0.999994507706894	15527.0	87.45071533175621	0.0	0.9637995285193294	0.6162334444959632	25	9.547795463599302
CEACAM7	CEACAM7	1.0015254046098698e-15	17545.0	6.79972256454565	6.79972256454565	0.999994507706894	17048.0	96.01779880590288	0.0	1.3007070470997286	0.5777865246489382	25	9.517382775216351
HOXC10	HOXC10	8.25035683529826e-14	17544.0	6.74008829483287	6.74008829483287	0.999994507706894	11996.0	67.56223949532499	0.0	0.8222786162467872	0.7383881223014013	25	8.014497389450833
LY6D	LY6D	2.51870309853871e-23	17543.0	6.736489260028581	6.736489260028581	0.999994507706894	17478.0	98.43978821673988	0.0	1.8275288174160158	0.6746953025465171	25	7.275818319891318
TRPM8	TRPM8	2.74510008070621e-09	17542.0	6.73250207990566	6.73250207990566	0.999994507706894	12395.0	69.80962036724118	0.0	0.6803031606106373	0.37803655589438195	25	16.009559988124327
DMRTA2	DMRTA2	2.0197278433893596e-17	17541.0	6.71483785765486	6.71483785765486	0.999994507706894	14673.0	82.64053171116367	0.0	0.9254029360584058	0.7028722825686542	25	8.236823481556142
FUT9	FUT9	1.17399867143288e-10	17540.0	6.71440830630221	6.71440830630221	0.999994507706894	7511.0	42.300326686943784	0.0	0.7987048479524779	0.7943132259624308	25	7.447570133535119
GLB1L3	GLB1L3	2.58858947578048e-24	17539.0	6.662787421871071	6.662787421871071	0.999944257017457	17593.0	99.08752957080094	0.0	2.1056554595910377	0.5476166820454131	25	8.321755183312908
CALML5	CALML5	4.76268214621575e-06	17538.0	6.51183352272417	6.51183352272417	0.999994507706894	9908.0	55.80150951898163	0.0	0.8765734001789279	0.6925956789222601	25	8.13643557712373
CLDN10.AS1	CLDN10.AS1	5.43582146669377e-06	17537.0	6.36573603476743	6.36573603476743	0.999994507706894	5909.0	33.27700799819758	0.0	0.6223564949478413	0.617534425151879	25	9.300501001878622
KRT75	KRT75	1.4111943640325e-09	17536.0	6.3457780599620595	6.3457780599620595	0.999994507706894	13124.0	73.91573729863693	0.0	0.8259388999023389	0.6968878461551432	25	7.920699421741498
SLC28A2	SLC28A2	8.43878192957822e-14	17535.0	6.34135953837976	6.34135953837976	0.999994507706894	8960.0	50.4618677481131	0.0	0.8106825028155071	0.6733649924408078	25	8.213490599677154
SLC6A4	SLC6A4	5.64151383347558e-16	17534.0	6.319224181300191	-6.319224181300191	0.0912933871096619	17742.0	99.92677706432353	0.24	3.625224625595787	0.5754766719153248	25	4.6813358163383505
GCNT3	GCNT3	1.6621128212687e-24	17533.0	6.29144969860924	6.29144969860924	0.504331172219771	17675.0	99.54939731891405	0.04	2.6880169268418497	0.8056791610848243	25	4.472540616435293
SPINK1	SPINK1	2.27393447445898e-10	17532.0	6.24804733607908	6.24804733607908	0.9999405462764821	17657.0	99.44801171566971	0.0	2.335486417955917	0.5582418287758009	25	7.008720444154521
IBSP	IBSP	3.2231733029309e-16	17531.0	6.21612031447505	6.21612031447505	0.999994507706894	14247.0	80.24107243438098	0.0	0.7754928187351128	0.6225428599360051	25	8.739362132109605
TINAG	TINAG	0.000300787942199405	17530.0	6.187453153913269	6.187453153913269	0.999994507706894	12574.0	70.817843866171	0.0	0.7291294130739915	0.5596428933211983	25	9.753226219753957
HABP2	HABP2	2.12640489552491e-30	17529.0	6.16846093873775	6.16846093873775	0.909238080129884	17603.0	99.14385490593668	0.0	2.2323617302621783	0.6802205001904852	25	5.786504828027571
ZPLD1	ZPLD1	5.39936490698083e-13	17528.0	6.15769295935688	6.15769295935688	0.999994507706894	8697.0	48.98051143404303	0.0	0.778707833212559	0.6481813487496884	25	8.29858053848685
PADI1	PADI1	1.27243041101866e-23	17527.0	6.15289754295362	6.15289754295362	0.999994507706894	11745.0	66.14847358341781	0.0	0.7055064502040939	0.4465261234498308	25	12.199490257509122
LINC00491	LINC00491	8.27101045865669e-11	17526.0	5.98880321944799	5.98880321944799	0.999994507706894	10145.0	57.13641996169877	0.0	0.7299783770374877	0.6875343192323082	25	7.648817950327828
UNC93A	UNC93A	3.11094958250069e-07	17525.0	5.983805756755969	5.983805756755969	0.999994507706894	15000.0	84.48237017010251	0.0	0.985170063261871	0.7146116932480976	25	6.99489770559727
SPRR1A	SPRR1A	0.00859678418522055	17524.0	5.971094636099339	5.971094636099339	0.999994507706894	10526.0	59.28241523037062	0.0	0.8083736972940792	0.7115099818517385	25	7.25600633931942
ABCA12	ABCA12	1.53860161824445e-45	17523.0	5.96277211621576	5.96277211621576	0.999993678328011	16515.0	93.01565844316774	0.0	1.1118648532612934	0.7901692018768803	25	6.139074076074035
B3GNT6	B3GNT6	1.66180766499425e-12	17522.0	5.90045453557095	5.90045453557095	0.999993678328011	17187.0	96.80072096428974	0.0	1.1903051924326227	0.7444108836062574	25	6.327351529736198
MUC3A	MUC3A	3.28003212616669e-21	17521.0	5.89991900444159	5.89991900444159	0.00147290637266274	17753.0	99.98873493297285	1.0	5.040627947642744	0.5092656072694527	25	1.6873141333971822
KLK6	KLK6	4.4102668300901e-09	17520.0	5.8735215367767095	5.8735215367767095	0.999993678328011	14479.0	81.54782020953024	0.0	0.9750458822553353	0.7912234022841464	25	6.1910146241632775
SALL1	SALL1	9.613423557172491e-11	17519.0	5.859326322660809	5.859326322660809	0.999994507706894	8907.0	50.163343471893654	0.0	0.7568382979119868	0.6967206544641316	25	7.323577953452947
EEF1A2	EEF1A2	2.38890708648536e-15	17518.0	5.859262489989099	5.859262489989099	0.999944257017457	17666.0	99.49870451729187	0.0	2.5963173211026094	0.8833875151270958	25	3.6936736290834262
BBOX1.AS1	BBOX1.AS1	1.84348194707486e-12	17517.0	5.8576352248459	5.8576352248459	0.999994507706894	12622.0	71.08820547482257	0.0	0.8927782660485515	0.7702291250361045	25	6.445948091828676
TMPRSS11E	TMPRSS11E	1.0867562651923201e-17	17516.0	5.852794047720639	5.852794047720639	0.999994507706894	15888.0	89.48405993015658	0.0	0.8943681268755747	0.6306501409450666	25	7.862403571994085
SLCO6A1	SLCO6A1	1.73609989410934e-09	17515.0	5.84127585232854	5.84127585232854	0.999994507706894	15207.0	85.64830460741241	0.0	0.9678427546397785	0.5302556230602768	25	9.190724031482404
NRAP	NRAP	5.1822358341620297e-20	17514.0	5.81485106350473	5.81485106350473	0.999994507706894	14658.0	82.55604370846007	0.0	0.8524578368447173	0.5341112106985042	25	9.290936283045351
HOXA13	HOXA13	2.20914362480935e-05	17513.0	5.793405805737191	5.793405805737191	0.999993678328011	11524.0	64.90368367691788	0.0	1.0235041427782852	0.980751026160436	25	4.863519421063162
BARX1	BARX1	7.58830700462017e-10	17512.0	5.76261517068243	5.76261517068243	0.999993678328011	16191.0	91.19071758476963	0.0	1.13368589339377	1.0201026104760174	25	4.537709471333116
MNX1.AS1	MNX1.AS1	1.77799575029356e-14	17511.0	5.761036338631951	5.761036338631951	0.999994507706894	8446.0	47.566745522135854	0.0	0.6673607426927749	0.6639269827296103	25	7.672041848634456
GLYATL2	GLYATL2	4.04777195306351e-06	17510.0	5.73222788500216	5.73222788500216	0.999994507706894	12615.0	71.04877774022755	0.0	0.7900615169830272	0.6436807620770837	25	7.6779774372490674
C11orf86	C11orf86	1.20481605370287e-06	17509.0	5.6499345919831105	5.6499345919831105	0.999993678328011	9811.0	55.25515376816492	0.0	0.976936387003071	1.0916922862532994	25	4.280508586368988
SYT12	SYT12	1.4251863819115802e-17	17508.0	5.613193007216231	5.613193007216231	0.999993088418833	17427.0	98.15252900754759	0.0	1.914615731942358	0.9621569576956085	25	3.844047736381873
CA10	CA10	4.1489323428831205e-13	17507.0	5.6002529173200895	5.6002529173200895	0.999994507706894	14944.0	84.16694829334234	0.0	0.8427101539599413	0.6289299263115669	25	7.564503713889581
FCN3	FCN3	9.30873057073454e-28	17506.0	5.583570972335139	-5.583570972335139	0.0611698182784526	17741.0	99.92114453080995	0.28	3.661962346361705	0.5518990027311795	25	3.4818121005183564
LINC01395	LINC01395	8.077471857255709e-06	17505.0	5.5820943369353495	5.5820943369353495	0.999994507706894	8296.0	46.72186549509969	0.0	0.6770899645758095	0.5179176261359947	25	9.470626456477435
COL10A1	COL10A1	7.800209532607819e-26	17504.0	5.541466121490929	5.541466121490929	0.278447036188813	17702.0	99.70147572378055	0.08	2.8398504683606016	0.8787688049291918	25	3.074319022223387
CLEC4M	CLEC4M	1.32499343977093e-12	17503.0	5.5105018487324	-5.5105018487324	0.999994507706894	16388.0	92.30032668694378	0.0	0.8787512700767954	0.5684880300350366	25	8.147490068295975
LY6G6E	LY6G6E	1.2507748660460899e-06	17502.0	5.509303306685609	-5.509303306685609	0.999993678328011	14379.0	80.9845668581728	0.0	0.9126436715455393	0.7750908320832403	25	5.930478654721613
MUC5AC	MUC5AC	1.28667869620682e-06	17501.0	5.485422768529191	5.485422768529191	0.0856270006811562	17751.0	99.9774698659457	0.36	4.710418099996257	0.6105468567151489	25	1.2693614912745559
PRAC2	PRAC2	6.669923021066751e-05	17500.0	5.474135683165519	5.474135683165519	0.999994507706894	11666.0	65.70350343584543	0.0	0.9653783441414009	1.0952912016995517	25	4.116491880906126
FAM83A	FAM83A	4.41268970337095e-18	17499.0	5.46908927801422	5.46908927801422	0.253128764565997	17716.0	99.78033119297059	0.12	3.1839330650653794	1.1925543420427331	25	1.9161862335217223
UBE2U	UBE2U	4.03195308628564e-06	17498.0	5.45071491740517	5.45071491740517	0.999994507706894	14516.0	81.7562239495325	0.0	0.8894823581002153	0.630850901661963	25	7.2302861853545535
SERTM1	SERTM1	2.51507211832721e-40	17497.0	5.43134054666466	-5.43134054666466	0.999994507706894	10401.0	58.57834854117382	0.0	0.8573237640162857	0.9757255667001535	25	4.687810731574278
PLAC1	PLAC1	2.18783621751067e-08	17496.0	5.4278689092481605	5.4278689092481605	0.999994507706894	6027.0	33.94164695279937	0.0	0.70843075387863	0.8253924155646749	25	5.717811390526077
CA4	CA4	1.0296690122390998e-34	17495.0	5.417339296154441	-5.417339296154441	0.6688471910851911	17584.0	99.03683676917878	0.08	2.2998011494649377	1.040452333156524	25	2.9963296225512956
CEACAM5	CEACAM5	3.09515019084781e-26	17494.0	5.38570057602924	5.38570057602924	6.8536703530289e-07	17755.0	100.0	1.0	5.305120328134467	0.23728638650730777	25	0.33959069072970954
SPP1	SPP1	2.02986367335166e-13	17493.0	5.35390547773473	5.35390547773473	2.38819510633996e-05	17752.0	99.98310239945927	1.0	4.87815948003365	0.42917707464446303	25	1.1085074804967046
PDX1	PDX1	3.11589738677292e-06	17492.0	5.34022201781641	5.34022201781641	0.999994507706894	7616.0	42.8917427058691	0.0	0.8990213381736066	1.27666729243629	25	3.4787455635113598
COL2A1	COL2A1	3.14434802107462e-13	17491.0	5.3339904654528	5.3339904654528	0.999994507706894	16363.0	92.15951334910442	0.0	0.880560392570307	0.5603057206839727	25	7.9482145344618855
IL1RAPL2	IL1RAPL2	4.10191240708133e-09	17490.0	5.31702393291195	5.31702393291195	0.999994507706894	13420.0	75.58296721865494	0.0	0.7544585505343239	0.4003319332236878	25	11.39695588517608
KRT24	KRT24	1.08910100580741e-05	17489.0	5.31579109820003	5.31579109820003	0.9999933513096791	9233.0	51.99954939731891	0.0	1.0596405237727622	1.7178121771752792	25	2.477657703781073
TMPRSS4	TMPRSS4	1.7744485369406799e-25	17488.0	5.25543837063029	5.25543837063029	0.0436647546359912	17735.0	99.88734932972851	0.64	3.535954031551975	0.7031194735264756	25	2.445508059184153
EFNA2	EFNA2	1.3413171792931799e-08	17487.0	5.2548484824017105	5.2548484824017105	0.999994507706894	12860.0	72.42874845105328	0.0	0.7830626228227221	0.5384030758630084	25	8.30564694009436
MOGAT2	MOGAT2	4.28429552534427e-09	17486.0	5.254514708590559	5.254514708590559	0.999994507706894	13153.0	74.07908077053058	0.0	0.8813164711739252	0.8225126439364142	25	5.316876609321415
LINC01082	LINC01082	8.59156053623986e-11	17485.0	5.20647749319008	-5.20647749319008	0.999994507706894	15948.0	89.82201194097104	0.0	0.8767901088061895	0.6832062131348716	25	6.337306805974799
IGF2BP1	IGF2BP1	3.2057799649792103e-09	17484.0	5.18458523361856	5.18458523361856	0.999993678328011	12093.0	68.1085952461417	0.0	0.8610307537109507	0.7350017664927446	25	5.882372909848358
CLDN6	CLDN6	2.2523656599299104e-08	17483.0	5.15660617881836	5.15660617881836	0.999994507706894	13056.0	73.53272501971387	0.0	0.8117629635243842	0.6480507065218589	25	6.704480330888155
ATP10B	ATP10B	4.0315584814056294e-30	17482.0	5.13867651412317	5.13867651412317	0.999994507706894	17057.0	96.06849160752506	0.0	1.1092336716594822	0.5615144162075539	25	7.176027411154258
SOSTDC1	SOSTDC1	2.65323459784887e-12	17481.0	5.11107598927621	-5.11107598927621	0.999993678328011	17263.0	97.22879351132138	0.0	1.5052964760908316	0.7897589757883491	25	4.565670823286353
CRABP1	CRABP1	0.00063737826791148	17480.0	5.1108515301281905	5.1108515301281905	0.999994507706894	15640.0	88.08719161879013	0.0	1.0095299459699594	1.0235030028589158	25	4.0071417208373115
TAS2R38	TAS2R38	9.74366299095143e-05	17479.0	5.104356908906309	5.104356908906309	0.999994507706894	13504.0	76.05610003379519	0.0	0.8206652768300746	0.5929775975249957	25	7.224036202979263
CSF3	CSF3	2.07530174843413e-25	17478.0	5.09558857992112	-5.09558857992112	0.9786142036576619	17646.0	99.38605384702038	0.0	2.314135155487651	0.5933114090613882	25	4.688016077145215
SCGB3A1	SCGB3A1	1.83566525437214e-09	17477.0	5.08550599910559	5.08550599910559	4.3856528228009995e-07	17754.0	99.99436746648642	1.0	5.1287352199150416	0.10597193897148383	25	-0.4079308280004617
LINC00461	LINC00461	2.7060201207485197e-09	17476.0	5.08286174698113	5.08286174698113	0.999993678328011	11138.0	62.729525740678156	0.0	1.111177255771358	1.6188514247802304	25	2.453396544249855
TMEM100	TMEM100	2.36156283113049e-26	17475.0	5.06493900814413	-5.06493900814413	0.26912022298891397	17712.0	99.7578010589163	0.04	2.770712850312283	0.5459084287453912	25	4.202584237624698
KIF1A	KIF1A	1.3971917639686401e-09	17474.0	5.058074549972719	5.058074549972719	0.999994507706894	16622.0	93.61833952912019	0.0	0.9629044810028482	0.5739675602706512	25	7.134845856164444
SLCO1B1	SLCO1B1	0.0156713111000938	17473.0	5.0528780538019005	5.0528780538019005	0.999994507706894	8338.0	46.958431902669815	0.0	0.6844084516037762	0.6132514954645683	25	7.123455278146192
OFCC1	OFCC1	0.00307026335188691	17472.0	5.0399458446994005	5.0399458446994005	0.999994507706894	12585.0	70.87980173482032	0.0	0.9984108118510534	0.8685184276702967	25	4.653367049089921
TM4SF4	TM4SF4	3.8054267285502004e-08	17471.0	5.03250393413039	5.03250393413039	0.999994507706894	10521.0	59.25425256280275	0.0	0.8670200602443966	0.6620451144629756	25	6.291842931678254
MNX1	MNX1	4.87815171065529e-44	17470.0	5.00252292932958	5.00252292932958	0.999994507706894	13730.0	77.329052607863	0.0	0.81353662768058	0.5645553908772488	25	7.419973964184165
SSX5	SSX5	1.51590511878699e-05	17469.0	4.94493049592757	4.94493049592757	0.999994507706894	11654.0	65.63591303368254	0.0	0.8951447905815105	0.7078903543564566	25	5.720922287502733
IL36RN	IL36RN	2.90407056895924e-05	17468.0	4.911465627631481	4.911465627631481	0.999994507706894	16144.0	90.92598850963162	0.0	1.0288409162947878	0.7589835754794453	25	5.1155582765859755
TFF2	TFF2	0.0210355292573749	17467.0	4.905505715980531	4.905505715980531	0.999994507706894	15521.0	87.41692013067477	0.0	0.9428789419727365	0.83700945424039	25	4.734267640505914
LGALS4	LGALS4	1.13165917622342e-08	17466.0	4.90319755301156	4.90319755301156	0.7070966811767501	17733.0	99.87608426270135	0.0	3.227490481640412	0.6479857823797396	25	2.586024442105941
MMP11	MMP11	5.5212377799429e-16	17465.0	4.90265730691056	4.90265730691056	0.0275864046327299	17747.0	99.9549397318914	0.56	3.7930079264697474	0.489493331428559	25	2.2669346223826223
CD300LG	CD300LG	9.748314125158999e-45	17464.0	4.8879955690445	-4.8879955690445	0.999994507706894	8801.0	49.56629491945477	0.0	0.7158283466395793	0.7887116128511446	25	5.289851391084238
XDH	XDH	7.687982924339219e-48	17463.0	4.883826020316531	4.883826020316531	0.999994507706894	17436.0	98.20322180916976	0.0	1.6189926234509513	0.6059985871200932	25	5.387526417150827
FENDRR	FENDRR	7.5644674400906594e-31	17462.0	4.877999446608991	-4.877999446608991	0.19484377343887602	17711.0	99.75216852540272	0.16	2.854797897339394	0.6608865135065533	25	3.0613448873919786
SLC10A2	SLC10A2	1.91228639789248e-05	17461.0	4.8652033770651695	4.8652033770651695	0.999994507706894	8149.0	45.893883068604254	0.0	0.5937737672740238	0.540862694653077	25	7.897438022659242
ZIC1	ZIC1	1.84100150861351e-05	17460.0	4.84281141504716	4.84281141504716	0.999994507706894	16386.0	92.28906161991664	0.0	1.0040991909010586	0.8047138230385443	25	4.77028244606435
GABRA3	GABRA3	6.47337438888029e-06	17459.0	4.8366345100847195	4.8366345100847195	0.999994507706894	6009.0	33.84026134955503	0.0	0.84574367720373	0.8582103449668114	25	4.650247874878885
AOC1	AOC1	1.02313829135865e-19	17458.0	4.83026334570426	4.83026334570426	0.9999933513096791	17420.0	98.11310127295256	0.0	1.7422415999542198	0.5798339413494462	25	5.325700214380853
NR2E1	NR2E1	0.0014202455342996801	17457.0	4.81107597244541	4.81107597244541	0.999994507706894	14461.0	81.4464346062859	0.0	0.827034574009511	0.7214625932750375	25	5.5221732014553595
ANKRD1	ANKRD1	1.5897397108668799e-22	17456.0	4.7990899591571505	-4.7990899591571505	0.999993088418833	17161.0	96.6542750929368	0.04	1.6995158672413808	1.1964013091216692	25	2.5907478270742645
SLC44A5	SLC44A5	1.48942392009606e-19	17455.0	4.79288591817603	4.79288591817603	0.999993678328011	14948.0	84.18947842739664	0.0	0.8534775841038429	0.7386402751973004	25	5.333324578083588
HOXA11.AS	HOXA11.AS	6.78477194064632e-06	17454.0	4.785291051609639	4.785291051609639	0.999994507706894	11831.0	66.63287146558521	0.0	0.7219718813526411	0.5161379306089374	25	7.872545165326467
LCT	LCT	2.38475261302043e-09	17453.0	4.7834498169755	4.7834498169755	0.999994507706894	11575.0	65.19094288611016	0.0	0.7560733636809153	0.6799390171507512	25	5.923143622748837
VSX1	VSX1	2.1416793050613e-09	17452.0	4.77820789910314	4.77820789910314	0.999994507706894	13018.0	73.31868874619803	0.0	0.8510658690406572	0.8215181778676419	25	4.780347088917611
MAP7D2	MAP7D2	1.3121341955031697e-21	17451.0	4.7677686833073	4.7677686833073	0.9999933513096791	16938.0	95.3982201194097	0.0	1.369603981760285	0.7638140368639132	25	4.4489424618317885
DMRTC2	DMRTC2	1.19700639955308e-05	17450.0	4.7607926725672	4.7607926725672	0.999994507706894	15798.0	88.97713191393488	0.0	0.921564547863531	0.7802858504484044	25	4.920284178544813
IL37	IL37	1.44718554838067e-09	17449.0	4.74008456268672	4.74008456268672	0.999994507706894	15817.0	89.0841500506928	0.0	1.0043951628484518	0.6924822139698984	25	5.394635883024507
COMP	COMP	5.512014909322731e-12	17448.0	4.72556141169903	4.72556141169903	0.586752875273433	17718.0	99.79159625999775	0.04	2.9365287198996812	0.6750193468292092	25	2.6503428386208956
AKR1B10	AKR1B10	1.60194123613792e-08	17447.0	4.72157418802416	4.72157418802416	0.999994507706894	14706.0	82.82640531711164	0.0	0.7941270640641791	0.5982913295052245	25	6.564439312881076
LGSN	LGSN	7.06150031988951e-26	17446.0	4.67365523014552	4.67365523014552	0.9999933513096791	17042.0	95.98400360482144	0.0	1.3619422933922594	0.7590099486678048	25	4.363200960100583
KCNK2	KCNK2	1.48604424882244e-16	17445.0	4.66554042095785	4.66554042095785	0.999994507706894	5301.0	29.85242762194435	0.0	0.5915868913428759	0.4608154098689784	25	8.840749337730053
FOXD3.AS1	FOXD3.AS1	5.17735579234124e-07	17444.0	4.65192615932024	4.65192615932024	0.999994507706894	15852.0	89.2812887236679	0.0	0.9074740097420176	0.6180594291620405	25	6.058401462550159
CASP14	CASP14	0.00608583905580707	17443.0	4.65026721336478	4.65026721336478	0.999994507706894	7525.0	42.37918215613382	0.0	0.5692893795631521	0.4451671404479949	25	9.167293501705288
GRIN2A	GRIN2A	6.863609551145381e-07	17442.0	4.6500991151751	4.6500991151751	0.999956288785155	17539.0	98.78337276106792	0.0	1.9128862394845165	0.8137079767694536	25	3.363876174051705
PLPP4	PLPP4	2.99776130529137e-15	17441.0	4.63824156618625	4.63824156618625	0.999994507706894	7515.0	42.32285682099808	0.0	0.6481827754341581	0.6897084981153928	25	5.785137926609291
TCN1	TCN1	1.02755806555679e-06	17440.0	4.6276376081428	4.6276376081428	0.999993678328011	14849.0	83.63185760955277	0.0	0.9957663278598742	0.7856013272290806	25	4.623046263291095
ADAM2	ADAM2	0.0200706417634065	17439.0	4.61771805972179	4.61771805972179	0.999994507706894	15930.0	89.7206263377267	0.0	0.9520954542963382	0.7237947620855311	25	5.064450307520026
IL6	IL6	2.6334810598492993e-34	17438.0	4.61437012010459	-4.61437012010459	0.33516934719662606	17695.0	99.66204798918552	0.0	2.6177181015183106	0.49334811282777224	25	4.047146359072647
LINC01561	LINC01561	1.09239480028412e-05	17437.0	4.5922327179541105	4.5922327179541105	0.999994507706894	13141.0	74.01149036836769	0.0	0.8697766354551147	0.5945628826195353	25	6.260828234178588
SMPX	SMPX	1.0290846577568401e-05	17436.0	4.570598119078441	4.570598119078441	0.999994507706894	12709.0	71.57823589050355	0.0	0.8565528334567962	0.62202542473285	25	5.9708898349561315
LINC01096	LINC01096	0.000889139267697488	17435.0	4.560173801095679	4.560173801095679	0.999994507706894	15481.0	87.1916187901318	0.0	0.8318323211135968	0.5225006139320271	25	7.135573395646016
NXPH1	NXPH1	0.000248553178169296	17434.0	4.55626970384508	4.55626970384508	0.999994507706894	10715.0	60.34696406443618	0.0	0.6934905494862886	0.5886364161856242	25	6.562249715010291
TFF1	TFF1	3.12222903508641e-06	17433.0	4.537682964936679	4.537682964936679	0.999994507706894	8462.0	47.656866058353046	0.0	0.6207339324173702	0.45700414015270285	25	8.570926799942127
LINC00858	LINC00858	2.12506378264952e-11	17432.0	4.53641915768427	4.53641915768427	0.999994507706894	13071.0	73.61721302241747	0.0	0.848847069555157	0.5549086944554669	25	6.645367291906888
DMBX1	DMBX1	1.7205752737934e-11	17431.0	4.5330213666074	4.5330213666074	0.999993678328011	15907.0	89.59107806691449	0.0	0.9462636263166995	0.7188720917823649	25	4.989424101021541
IL36G	IL36G	3.6790670025441297e-05	17430.0	4.5204442321039195	4.5204442321039195	0.999993678328011	8365.0	47.11051030753632	0.0	1.0444696291022217	1.7178635079156357	25	2.0234288620632386
