	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	abs(Z score)
KRTAP4.1	KRTAP4.1	2.5679714710150498e-09	17552.0	7.019498183897659	0.030557081406077886	10844.0	1.750896208170288	1.88650756476221	19	2.7927807309860784
CDX2	CDX2	1.5151844046821499e-09	17551.0	6.99884607785986	0.027190917326178263	16151.0	2.654120477859313	2.705620778813015	22	1.6058146928878279
COL11A1	COL11A1	2.4641937123108398e-20	17550.0	6.96677736228687	0.008043047039816315	13063.0	3.41815051987266	4.107549922197145	24	0.8639278668866515
ZIC4	ZIC4	2.66270763296004e-08	17549.0	6.95783553501432	2.03379534343368e-05	16348.0	2.813418000732036	2.2779466522295957	21	1.8193654931408663
TFAP2D	TFAP2D	2.8618364652831896e-05	17548.0	6.899854195126059	0.00976439049763475	15626.0	2.4112808018363165	1.7517761823985178	19	2.5622984479352975
SERPINA4	SERPINA4	1.7170281962490303e-09	17547.0	6.889232414998999	0.006226030048811999	14193.0	2.7077853773612808	2.664423051765613	21	1.5693630314701081
ITLN1	ITLN1	6.6697524322413095e-22	17546.0	6.87233769110184	0.053630978367196894	13539.0	2.436720936939658	2.680725445946429	19	1.6546329878240063
UGT2B15	UGT2B15	1.6764316734108997e-12	17545.0	6.8475336342618	2.1680251317512197e-05	17092.0	3.1476699322213246	2.3359832662258078	24	1.5838571087104816
CEACAM7	CEACAM7	1.00341145804338e-15	17544.0	6.79978344687214	0.00011538422196471799	17039.0	4.355260489707564	4.947596064055482	21	0.4940829698940361
HOXC10	HOXC10	8.253169453131401e-14	17543.0	6.74014999495701	0.000400112755442534	15774.0	3.1666988591824192	3.1959971513988443	22	1.1181021028790779
LY6D	LY6D	2.51634465402426e-23	17542.0	6.73655625682595	0.000107346142851525	14595.0	3.536298831596921	3.5015700982431515	21	0.9139492671686623
TRPM8	TRPM8	2.7455769032366297e-09	17541.0	6.732551116871161	5.8216039529162e-05	17240.0	3.5749675700287757	3.2047641104578966	23	0.9852779917680835
DMRTA2	DMRTA2	2.02201311305362e-17	17540.0	6.71489440410562	0.00602465597142275	13232.0	2.5026776570740874	2.518028826890853	23	1.672823083694632
FUT9	FUT9	1.1743285500244e-10	17539.0	6.71446437088009	0.000108814635004889	17012.0	3.2490658022851213	2.831157379395632	24	1.2240218766413926
GLB1L3	GLB1L3	2.58540786020216e-24	17538.0	6.662838955854981	1.2934089499079248e-05	13323.0	2.552645200843202	2.6833274763226225	24	1.5317525688830984
CALML5	CALML5	4.76259336771739e-06	17537.0	6.5119108227849605	0.0369747551121883	14263.0	2.8876660717839386	3.320626674004835	21	1.0914339691881139
CLDN10.AS1	CLDN10.AS1	5.43726153693341e-06	17536.0	6.365803473513969	0.0009280809112835265	15507.0	2.4496209785143295	1.8973207926702342	20	2.064059230325578
KRT75	KRT75	1.41143324940133e-09	17535.0	6.34582118603895	0.012064990085947726	13713.0	2.4909715177065057	2.439274798484331	22	1.5803261160766702
SLC28A2	SLC28A2	8.441971708233369e-14	17534.0	6.34141065957832	4.46558898984691e-06	15536.0	2.72488017907576	1.966416693097069	23	1.8391475688739158
SLC6A4	SLC6A4	5.65472804103793e-16	17533.0	6.31916240717883	7.787880649799504e-05	16181.0	2.0786309126646687	1.7107445350151445	24	2.478763724051073
GCNT3	GCNT3	1.66008386871311e-24	17532.0	6.29151081187117	3.19743509869845e-06	15034.0	3.1394453406309935	3.0862546276768676	24	1.021323854154201
SPINK1	SPINK1	2.27352385577159e-10	17531.0	6.248112985238611	0.0003495113913903095	16354.0	4.518373056622495	4.979737809005497	22	0.34735562291813954
IBSP	IBSP	3.22584789599794e-16	17530.0	6.216177019039071	0.0003477200525296351	14985.0	3.3018600750274314	3.523125765780745	19	0.8271963982431976
TINAG	TINAG	0.000300812272189783	17529.0	6.18751444995072	0.0069305821829676395	13459.0	1.9346225237742127	1.917532254907966	21	2.21789850746507
HABP2	HABP2	2.1249175675711998e-30	17528.0	6.168514674000901	0.02240266298210265	14443.0	2.6716123017385165	2.756610692377403	22	1.2685514069621948
ZPLD1	ZPLD1	5.400450261507629e-13	17527.0	6.15775179474594	5.15777738062662e-06	16428.0	2.6834753115533903	2.3043723655401687	22	1.507688833257703
PADI1	PADI1	1.2714100989146599e-23	17526.0	6.15295986334653	0.000805923858969907	16779.0	3.214916913325638	3.006422342073839	23	0.9772555601732994
LINC00491	LINC00491	8.272093812463801e-11	17525.0	5.988876371660861	0.0006894675128670815	13871.0	1.8256648916559362	1.4210536105083023	21	2.929665319604493
UNC93A	UNC93A	3.1098761185626896e-07	17524.0	5.98385873867507	0.0293514803547977	11167.0	2.0834007481459955	2.141288010134108	19	1.8215475788727693
SPRR1A	SPRR1A	0.00859651408840192	17523.0	5.97116550473258	0.1518635907143025	14445.0	2.622523205437488	3.004116864684223	21	1.1146844314417454
ABCA12	ABCA12	1.53562805072742e-45	17522.0	5.96283264772038	4.5941547038930206e-07	16144.0	3.7039590103720634	4.12274963965647	23	0.5479046352027669
B3GNT6	B3GNT6	1.6620940271851298e-12	17521.0	5.90051100106667	2.4410048645111104e-05	16163.0	2.8788862094876873	2.277286583970541	24	1.3268531123169656
MUC3A	MUC3A	3.28395859297881e-21	17520.0	5.89996322751567	0.001039786687997414	15070.0	3.1057012864486846	4.195032258047698	24	0.6660883085479278
KLK6	KLK6	4.41097645679813e-09	17519.0	5.87359356816768	0.0004268215272014601	16168.0	3.6579036792039004	3.7932829385726574	22	0.5841087851457509
SALL1	SALL1	9.61558657577731e-11	17518.0	5.8593928240474495	1.4231082724048982e-05	13075.0	2.525673055799882	2.7971440762427364	24	1.1918298369262361
EEF1A2	EEF1A2	2.38779145180862e-15	17517.0	5.85931166434706	0.026332561575443	11717.0	2.1348942210651813	2.702935537748917	24	1.3779157479958555
BBOX1.AS1	BBOX1.AS1	1.84410016311657e-12	17516.0	5.857697281904151	3.28014409755265e-05	14240.0	2.0023283612218163	1.5942036444174252	23	2.4183666460574513
TMPRSS11E	TMPRSS11E	1.08779349209385e-17	17515.0	5.85286105294105	0.000776574289068375	15109.0	3.507071120654163	3.290398440930537	21	0.7129197191156851
SLCO6A1	SLCO6A1	1.7349772770698e-09	17514.0	5.84134201005254	0.0370159446794524	12172.0	1.5497438103657162	1.2989152832612088	21	3.303986222189822
NRAP	NRAP	5.1891644878440497e-20	17513.0	5.8149070691326905	0.000341196296176725	17167.0	3.35275335427612	2.979752635792003	19	0.8262946679807678
HOXA13	HOXA13	2.2104867642393103e-05	17512.0	5.79346928717455	0.0035287344266661264	13489.0	3.342207766569579	3.381376197120947	24	0.7249301401873246
BARX1	BARX1	7.58974742852381e-10	17511.0	5.76268395514063	0.00188063961329146	14939.0	2.941714182595075	2.6243791746929355	23	1.0749093727569383
MNX1.AS1	MNX1.AS1	1.7802032056564603e-14	17510.0	5.76109729202067	8.895282493992856e-08	16877.0	2.7228349847637823	1.8014721419492252	24	1.6865441527002651
GLYATL2	GLYATL2	4.04790945013586e-06	17509.0	5.73229336675934	5.5915621632259e-08	16778.0	3.536644370792946	3.24408627982738	24	0.6768158447632981
C11orf86	C11orf86	1.2049652121712098e-06	17508.0	5.64998718838908	0.00011982194580023501	15598.0	2.6464586306554994	2.355972181140084	21	1.274857395081862
SYT12	SYT12	1.4262654013649403e-17	17507.0	5.6132444727223705	0.000913683088206518	12050.0	2.281490748587655	2.6664462250946412	24	1.2495109381088156
CA10	CA10	4.1504565241930604e-13	17506.0	5.60032148885584	0.002650935032675465	16762.0	2.8919264101115014	2.076572067185189	22	1.304262501428901
FCN3	FCN3	9.3312079199211e-28	17505.0	5.583513366133981	3.03592987605697e-05	17355.0	3.60810675460224	2.315358407917281	21	0.8531753031310021
LINC01395	LINC01395	8.07482074536048e-06	17504.0	5.58215755990982	0.019748985807386252	11845.0	1.5833836922095414	1.4225996784877522	18	2.810891868013807
COL10A1	COL10A1	7.79529166580247e-26	17503.0	5.54152272523242	2.47799356534558e-07	15841.0	2.5354856892577184	2.3667516321706223	24	1.2701108959277534
CLEC4M	CLEC4M	1.32736083741405e-12	17502.0	5.51044367324738	4.77190001712626e-05	17418.0	3.093699305256756	2.293779640351677	20	1.0536079078721332
LY6G6E	LY6G6E	1.25156241271142e-06	17501.0	5.5092511558445	0.0022819525253420397	14738.0	1.5131841978088947	1.1847174702317036	21	3.37301260295762
MUC5AC	MUC5AC	1.28671910196984e-06	17500.0	5.4854807991336	3.3581127646281897e-07	17232.0	4.69683250034122	4.772384085324705	22	0.16525247857093256
PRAC2	PRAC2	6.671192165163211e-05	17499.0	5.47419926090577	0.0278123792875746	13174.0	2.116355624763944	2.0867683184880814	21	1.609111853190618
FAM83A	FAM83A	4.41486601986392e-18	17498.0	5.469167352010929	1.64519816635203e-06	16234.0	4.137999897914646	4.8316457753886635	23	0.27551015036676657
UBE2U	UBE2U	4.031931787265429e-06	17497.0	5.45076229970039	0.01176846183049834	15947.0	2.052022477675818	1.6357779050654002	18	2.077751393694663
SERTM1	SERTM1	2.5207530494158097e-40	17496.0	5.431274130004719	6.63204212576023e-05	15737.0	2.2764308663400223	1.7822554700683657	23	1.7701408785933925
PLAC1	PLAC1	2.18774026234648e-08	17495.0	5.4279315242768	7.46211195743581e-05	15393.0	2.4887192477942035	1.8205209376736908	21	1.6144896857041362
CA4	CA4	1.03238579477092e-34	17494.0	5.4172804629053894	8.490131413933509e-05	16274.0	2.5957330254066675	2.022716523914355	24	1.3949297413354156
CEACAM5	CEACAM5	3.0932956640105597e-26	17493.0	5.3857627475314604	5.939161611323045e-07	17659.0	5.488000065648577	5.4054523452165535	23	0.01891373960730395
SPP1	SPP1	2.0308804273908e-13	17492.0	5.35395364717067	8.961573618415745e-05	13131.0	3.1199762771843758	3.800666833559686	24	0.5877856354733313
PDX1	PDX1	3.11579585811709e-06	17491.0	5.34030049288836	0.00194344947027382	16714.0	2.891521406871974	2.0243449236191604	21	1.2096649426909003
COL2A1	COL2A1	3.14583008017075e-13	17490.0	5.33404789832986	0.0004589323361457685	15048.0	3.170523671134239	3.2655139032434866	24	0.6625371354403639
IL1RAPL2	IL1RAPL2	4.10217596636648e-09	17489.0	5.31708365078307	0.00524978677253675	13727.0	1.993431507014572	1.819432690279406	21	1.8267519109256485
KRT24	KRT24	1.08942178077776e-05	17488.0	5.31584138197136	0.03752052160994265	16321.0	2.6324042141549255	2.439483371455307	18	1.1000022378572696
TMPRSS4	TMPRSS4	1.77329436481398e-25	17487.0	5.255496323393531	1.296864084798925e-11	17609.0	4.529363632269871	3.4315552747435034	24	0.21160454458304923
EFNA2	EFNA2	1.34135111381663e-08	17486.0	5.25491284164339	1.0571964998086399e-05	15259.0	2.1331795498852153	1.8384740298664055	21	1.6980023873304417
MOGAT2	MOGAT2	4.284559793477379e-09	17485.0	5.25456776018253	0.00018430811528093838	14727.0	2.5093931073896436	2.3788635627536	21	1.1539857500760873
LINC01082	LINC01082	8.60113287237504e-11	17484.0	5.20641779598696	0.20207518256194898	12951.0	1.6783672378968737	1.5816135361872938	19	2.2306653789742836
IGF2BP1	IGF2BP1	3.20646593267029e-09	17483.0	5.18465077746681	1.86503879399651e-05	15119.0	2.0664866109412365	1.8827680750952822	23	1.656159464233411
CLDN6	CLDN6	2.2516920862350602e-08	17482.0	5.156667558203231	0.000124245909756853	17478.0	4.254180495935923	4.422880693704771	22	0.20404960584893156
ATP10B	ATP10B	4.02812479898161e-30	17481.0	5.1387332425336	0.000100914264602255	17164.0	3.6572784735187205	3.982485426059615	23	0.3719925148553959
SOSTDC1	SOSTDC1	2.65453117560491e-12	17480.0	5.11101746076986	0.0239058000648245	11889.0	1.7535832005931467	2.0687050970959837	24	1.6229641744924532
CRABP1	CRABP1	0.000637207781773459	17479.0	5.11092253877319	9.509881752655134e-05	14808.0	3.2187443464759395	3.1811556900094753	22	0.5948084208011883
TAS2R38	TAS2R38	9.74254597908979e-05	17478.0	5.10441537004737	0.339200736641646	9421.0	1.3186857056334391	1.4728047776026403	18	2.570421906544978
CSF3	CSF3	2.08023228562828e-25	17477.0	5.09552801879497	0.0019808049305009403	16813.0	2.8225798236980784	2.7455700608521845	22	0.8278602056111444
SCGB3A1	SCGB3A1	1.8358284415474898e-09	17476.0	5.08555078144705	0.003440441228773005	16687.0	4.196995282885594	4.810626921713402	23	0.18470679872322723
LINC00461	LINC00461	2.70563878600307e-09	17475.0	5.0829150800326	0.004074448610252279	16975.0	3.007931235402797	1.8576708732217113	20	1.1169814171824803
TMEM100	TMEM100	2.3666882314424798e-26	17474.0	5.06488296257734	7.75380136161587e-05	16648.0	2.4868183791332914	1.5819363426429909	23	1.6296892067962705
KIF1A	KIF1A	1.398047752287e-09	17473.0	5.058121256977111	6.474244581263248e-07	15096.0	3.0614616064945896	3.114142217809853	24	0.6411587881451197
SLCO1B1	SLCO1B1	0.0156684175793039	17472.0	5.05292594000914	0.0012433581821727406	15867.0	2.487787598951142	1.8592088709158794	18	1.3796934713388955
OFCC1	OFCC1	0.00307038290327697	17471.0	5.0400136262424	0.00279946065885612	15174.0	1.7067180102563608	1.565250130279828	21	2.129560989328989
TM4SF4	TM4SF4	3.80551900569806e-08	17470.0	5.03255225052351	0.0007470759737663808	17641.0	4.189297245583049	3.612911681406906	20	0.23340039261964163
MNX1	MNX1	4.86083351831012e-44	17469.0	5.00258266054578	0.009659910060441545	13181.0	1.9563510021406991	2.033151345007461	24	1.498280817060327
SSX5	SSX5	1.5155108390330499e-05	17468.0	4.94499015979728	0.0544558808770993	14397.0	1.766405067280145	1.5709700272814393	18	2.0233263762629963
IL36RN	IL36RN	2.90332574069141e-05	17467.0	4.911550522429191	0.0644132360397487	12422.0	2.6235078661279836	3.1249053717822117	21	0.7321958216598025
TFF2	TFF2	0.0210355372354175	17466.0	4.90557335672013	0.00018474049196857902	17362.0	3.674231496247162	3.0701876192571125	21	0.40106404336648127
LGALS4	LGALS4	1.13163586994114e-08	17465.0	4.90325654381453	0.000193593276961248	17458.0	3.3607785280342877	2.8536581272640786	23	0.5405265616940178
MMP11	MMP11	5.52381486773804e-16	17464.0	4.90271474402622	3.59400609639723e-06	13879.0	2.2243264958685636	2.1680504103467277	24	1.2353902083528179
CD300LG	CD300LG	9.78063571961014e-45	17463.0	4.88793803493852	1.2744524775327975e-05	17487.0	3.3698359664532176	1.7871078681789616	22	0.8494742234178776
XDH	XDH	7.664476740224219e-48	17462.0	4.88389028137989	0.000592301086773464	16948.0	4.7460701241899175	5.185334438661647	23	0.026578836682623796
FENDRR	FENDRR	7.58319557614364e-31	17461.0	4.8779400811681795	0.0730987941920037	14625.0	2.485991880999902	2.5550833905880768	23	0.9361526942640207
SLC10A2	SLC10A2	1.91176241450937e-05	17460.0	4.86526314392803	0.002438909163809658	16301.0	2.4342061774511614	1.911405008565725	17	1.2718690992136086
ZIC1	ZIC1	1.84099136556001e-05	17459.0	4.84288502486762	2.6163354174232002e-05	17410.0	3.2686088190464866	2.455967363962984	21	0.6410004582800558
GABRA3	GABRA3	6.47329384363085e-06	17458.0	4.83668887779647	2.60415753686635e-05	17093.0	3.2022171685818144	2.4366673743390357	23	0.6707816283944041
AOC1	AOC1	1.0245000164984699e-19	17457.0	4.83032851168705	0.000151980486281549	17034.0	3.7175514514541077	4.053247080487442	24	0.27453965626470517
NR2E1	NR2E1	0.0014201610807677801	17456.0	4.81113736755676	5.05453827532321e-05	16810.0	2.813280949471939	2.2587933636602395	21	0.8844794969856887
ANKRD1	ANKRD1	1.59307516689656e-22	17455.0	4.79902701464624	7.66747359196759e-05	15900.0	2.7262113823458507	2.1434599958628597	24	0.9670419024853171
SLC44A5	SLC44A5	1.49086056162603e-19	17454.0	4.79295449011564	3.85683217087104e-07	14279.0	2.185028130307075	2.407627617249579	24	1.0831934062908792
HOXA11.AS	HOXA11.AS	6.78412075763454e-06	17453.0	4.785359877262	0.0032018400298106345	12765.0	3.233681257896024	3.1443888205997808	24	0.4934754281024313
LCT	LCT	2.3837542157349e-09	17452.0	4.7834971748121795	2.47744732089357e-05	16477.0	2.4905853603164414	2.0222057753083895	22	1.1338667125238853
VSX1	VSX1	2.14116112421483e-09	17451.0	4.778266616246361	0.0293438482026677	15194.0	2.273065519264457	2.162123847412282	20	1.1586760397561087
MAP7D2	MAP7D2	1.3140172722791802e-21	17450.0	4.767824256990849	0.000609643029878011	12235.0	1.9717005504739094	2.1074806124283776	25	1.3267612949924423
DMRTC2	DMRTC2	1.19711580332185e-05	17449.0	4.760853608120129	0.00318032148139162	15663.0	2.225961529881275	1.9174399067642722	17	1.322019047009691
IL37	IL37	1.4471759567265197e-09	17448.0	4.74014219500385	0.0025670723228797903	14966.0	2.294832242706284	2.0413718847074596	20	1.1978757866786205
COMP	COMP	5.512780831241e-12	17447.0	4.7256154368068	0.00198904604662886	16619.0	2.975145650447699	2.4087991473966	23	0.7266981094089919
AKR1B10	AKR1B10	1.60204274610378e-08	17446.0	4.72162924803488	1.505668228090845e-05	16898.0	4.651175946670499	4.608127357027548	22	0.015288922355181324
LGSN	LGSN	7.05247471682672e-26	17445.0	4.67371396761792	1.284116721652065e-07	15876.0	2.787598999429733	2.3138037134012266	22	0.8151577237360601
KCNK2	KCNK2	1.48640164310308e-16	17444.0	4.66560442799642	5.790015699370291e-05	14532.0	2.7486869871811592	2.7395173680081024	23	0.6997281576678038
FOXD3.AS1	FOXD3.AS1	5.17681351954563e-07	17443.0	4.65199992540895	0.00040698209281931204	13287.0	2.1873122351377403	1.9049571734353494	23	1.2938283992109163
CASP14	CASP14	0.00608574372164009	17442.0	4.65033265912483	0.033483978193247846	16651.0	3.400939741996484	3.5293264763109446	20	0.35400321435671867
GRIN2A	GRIN2A	6.86425093238074e-07	17441.0	4.65016106590479	0.000226301209839259	13153.0	2.1216450687128248	2.3343411284557143	23	1.0831818736213192
PLPP4	PLPP4	2.9990463872820397e-15	17440.0	4.63830227649578	4.180543002213211e-05	15656.0	2.4809277181898235	2.292503152442408	22	0.9410563104384452
TCN1	TCN1	1.02752930292966e-06	17439.0	4.62769146177595	3.832766222140895e-07	17447.0	5.2688307212790315	4.9837439220301665	23	0.12864610813348293
ADAM2	ADAM2	0.0200675275305542	17438.0	4.61778371343057	0.02893911521439295	14236.0	1.8467791126082886	1.3655874884693457	19	2.0291666584674366
IL6	IL6	2.64151309152581e-34	17437.0	4.61430901223395	4.05803538105944e-11	15738.0	2.3435936813086853	1.600771514317177	25	1.4185130798594066
LINC01561	LINC01561	1.0919632819982598e-05	17436.0	4.59229811731226	0.0015728634989032252	17237.0	2.3388297045776167	1.3663639920077542	18	1.64924458337296
SMPX	SMPX	1.02884034161112e-05	17435.0	4.570647098188981	5.58872156455672e-06	16900.0	3.1738063662162097	2.6653024347580927	19	0.5240833887204063
LINC01096	LINC01096	0.000889224335136581	17434.0	4.56023497508306	0.14823790104035758	8558.0	1.07367503478492	1.1185216427951281	20	3.1171144186226076
NXPH1	NXPH1	0.000248423668840246	17433.0	4.55633354507028	0.0045176698158835606	16086.0	2.458615016004641	2.0697745578131057	22	1.0135009734016918
TFF1	TFF1	3.12215683843483e-06	17432.0	4.53775139223083	0.00212777140683936	16271.0	4.303050557163433	5.086425017781528	23	0.0461425921441702
LINC00858	LINC00858	2.12530404983998e-11	17431.0	4.53647744761342	0.00017923191511625902	13794.0	2.115251536386526	1.9442796547563153	23	1.2453074357404395
DMBX1	DMBX1	1.72154783794111e-11	17430.0	4.53308805467159	3.6903140406154204e-06	14427.0	2.303215383043271	2.0733973349799175	24	1.0754680899837836
IL36G	IL36G	3.6790547697186105e-05	17429.0	4.52048700148471	0.06993754429577485	15755.0	2.9248820967420004	2.8955548003149625	20	0.5510532574169029
PNPLA5	PNPLA5	0.0124570979130936	17428.0	4.51931496315776	0.00126426801278636	15304.0	1.9184227852959546	1.3653660982933389	19	1.904904612113068
CST1	CST1	9.039728637775819e-07	17427.0	4.51713767415993	0.006620404160010521	16327.0	4.6548271116259	5.141693066543648	22	0.02677900755334813
DLK1	DLK1	1.02954262588973e-08	17426.0	4.5058894166551795	8.16115215188563e-05	15502.0	3.93251176194607	4.60660048899705	21	0.12446871745848863
PITX1	PITX1	5.7724423475637295e-31	17425.0	4.50443886870868	6.467333855687434e-05	14734.0	2.483364804405502	2.9998434571186694	24	0.6737265104641181
ONECUT1	ONECUT1	7.4373419764745194e-06	17424.0	4.50203533604416	0.000991324037396696	15331.5	2.3379964794068147	1.7437605173876758	21	1.2410183824320598
PIWIL1	PIWIL1	5.9922062365352696e-05	17423.0	4.48323240463055	0.0103105487890395	15488.0	2.5136183776893604	2.3175594555910397	19	0.8498655869171153
WFDC3	WFDC3	6.23892784504392e-20	17422.0	4.48313157532695	0.0111482306565549	13571.0	2.5272377134305213	2.546176936761603	21	0.7681688706143354
CFC1	CFC1	2.5611774543542e-08	17421.0	4.47862571764257	0.0598909697783334	16135.0	2.4357079175600083	2.46386190368462	18	0.8291527203807362
SYT4	SYT4	2.09081515825471e-10	17420.0	4.46566090590645	0.000401025472830071	15317.0	2.700897407706042	2.48643575829433	23	0.7097563218005752
AGER	AGER	8.335045371017858e-33	17419.0	4.45300763721454	7.288172965469719e-15	16517.0	2.224377975048503	1.2681561088019497	25	1.7573780126103438
PPP1R14D	PPP1R14D	1.72447823919932e-10	17418.0	4.44626625159162	0.00116297680264224	16434.0	2.5580874916237586	1.964561994224848	23	0.9611194584433947
KISS1R	KISS1R	7.73471490699726e-12	17417.0	4.44160350069609	0.00869866292169304	10327.0	1.4176681433364562	1.282613967994283	23	2.357634824520414
B3GNT3	B3GNT3	1.10109179984229e-27	17416.0	4.43860742942192	1.6962081208489505e-09	16544.0	3.3428914925237927	2.803795005744052	25	0.3907974494045987
ATP6V0A4	ATP6V0A4	2.42683534666887e-09	17415.0	4.42131843232814	0.00014978630969737517	14099.0	2.08606699035622	1.8690101740943086	24	1.2494589244831393
BPIFB6	BPIFB6	0.146554754427695	17414.0	4.4209059100943096	0.10312828485939698	13476.0	1.4853874840566943	1.2041037681579827	17	2.437928111900456
SSTR5	SSTR5	0.000763448525054425	17413.0	4.41983365919524	0.038310058285970554	12680.0	1.3574944481122935	1.0760117401365974	23	2.8460091064565796
CHRNA2	CHRNA2	2.2677113359071498e-14	17412.0	4.39355451454344	0.00736242908016036	15381.0	1.9867077106455258	1.7030054678984583	22	1.4132936442464918
MMP13	MMP13	1.42499712171529e-06	17411.0	4.38825379303136	9.73326589111298e-06	16894.0	4.0500831318994015	4.560655340390729	23	0.07414957629817
FABP7	FABP7	6.14556521203624e-06	17410.0	4.37864815916293	0.000218827775275686	16613.0	3.0948719710372488	2.9243377953093495	21	0.43899722876914693
HOXA10	HOXA10	2.0030312457790202e-12	17409.0	4.37579141774141	2.017495972886941e-06	17393.0	3.6498614513465637	3.4772514435269803	24	0.20876545115717446
CACNA1S	CACNA1S	1.2897500334785099e-15	17408.0	4.37372529989881	0.000115096361400006	17323.0	3.15092402223108	2.3773488550829587	20	0.5143550030754994
MUC5B	MUC5B	3.09181652225673e-05	17407.0	4.37313069870554	0.0001957035780557973	16391.0	4.194899772498804	4.831588847951832	24	0.036888678199986015
UPK3A	UPK3A	7.14776131646483e-12	17406.0	4.3704462686397205	0.00868472711330057	13057.0	2.2515537038679105	2.146388625884236	22	0.9871896166515053
HOXA11	HOXA11	5.91685292249099e-05	17405.0	4.36890255778795	8.69496957272624e-05	17073.0	3.4257892284325666	3.2375967990438506	24	0.29130042679616885
LINC00163	LINC00163	3.27832920867775e-28	17404.0	4.36753009227388	0.0050608692612811295	11944.0	1.4737253656183962	1.4767897449450136	21	1.9595238500002117
PRSS3	PRSS3	2.7965419108758104e-07	17403.0	4.36659362308273	9.6561645898085e-05	14468.0	2.9309377365653013	2.784003168777409	23	0.5156804067676026
HOXA10.AS	HOXA10.AS	6.58347549982383e-09	17402.0	4.36599824549496	3.2902884963442944e-05	17654.0	5.215173868430137	5.61126968907879	14	0.15133395291763055
FAM71A	FAM71A	6.6872180287159e-11	17401.0	4.36337904175192	0.015455050644905401	14733.0	1.7448145632935308	1.7334230878909382	23	1.5106320532769675
ERN2	ERN2	3.6771439599603994e-13	17400.0	4.3620771023930605	1.96966958935244e-10	16157.0	3.028556947693409	2.6277273340550082	23	0.507480413746663
MYEOV	MYEOV	7.68878276557522e-09	17399.0	4.35763204569854	8.85074730450118e-06	15236.0	2.9760604506698884	2.9037779256953646	22	0.4757841785362453
MYO3B	MYO3B	2.0322792162606696e-21	17398.0	4.35602886577244	2.85570904835418e-07	15320.0	2.555495269906484	2.432754018314709	24	0.7401215175520606
MYOC	MYOC	5.937383943543109e-47	17397.0	4.35494829218577	2.9727950169261812e-05	17606.0	4.123094633111101	2.7782831806228554	21	0.08345213356641712
HTR3A	HTR3A	1.1167337068424301e-13	17396.0	4.3514949568424	1.1328957435733345e-06	17088.0	3.7520530777252907	3.2210174273998877	24	0.18610327097826304
