pathway	Pathway ID	Adj P-value (Real)	Rank (Real)	padj (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean padj (simulated)	Std deviation (simulated)	Number of experiments (simulated)	abs(Z score)
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	0.5820391521597077	12.0	0.5820391521597077	0.163461538461538	39.0	0.2931693280757328	0.3375741180166389	25	0.855722665532482
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	0.6097746650426309	11.0	0.6097746650426309	1.0	3.0	0.8895010778916972	0.18321877624639912	25	1.52673442416666
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	0.6831491870419505	10.0	0.6831491870419505	0.8359713979505609	17.0	0.6590638852376085	0.37044108124900504	16	0.06501790169474266
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	0.706691954975184	9.0	0.706691954975184	0.624468888679067	30.0	0.550077428777522	0.36435321847201435	25	0.4298425765372825
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	0.8971046715274069	7.5	0.8971046715274069	0.9996828417380276	7.0	0.8198322095154923	0.3246884677588129	24	0.23798954901384003
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	0.8971046715274069	7.5	0.8971046715274069	0.9992000799920009	9.0	0.6602161643729755	0.4292229672423376	23	0.5519008189994762
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	0.9273467841242777	5.5	0.9273467841242777	0.653591783678775	29.0	0.5570055528755757	0.4467731090173227	25	0.8289246236490541
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.9273467841242777	5.5	0.9273467841242777	0.999282881734028	8.0	0.8258616642344471	0.2852736263305957	20	0.3557465903708265
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.9998651564185544	2.5	0.9998651564185544	1.0	3.0	0.93841451603381	0.16262667781885978	25	0.377863221513943
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	0.9998651564185544	2.5	0.9998651564185544	1.0	3.0	0.8345170206837109	0.2995893243733154	17	0.5519159805868276
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	0.9998651564185544	2.5	0.9998651564185544	0.6641181618806915	27.0	0.5839013323426998	0.40665050435091105	24	1.0229025161048537
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.9998651564185544	2.5	0.9998651564185544	0.8443014620560735	16.0	0.6059986788885053	0.4343675891600948	14	0.9067584399923582
