pathway	Pathway ID	Adj P-value (Real)	Rank (Real)	padj (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean padj (simulated)	Std deviation (simulated)	Number of experiments (simulated)	abs(Z score)
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	0.0251004016064257	35.0	0.0251004016064257	0.999900009999	4.0	0.7471173906350502	0.3588296101411901	25	2.0121443956214473
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	0.03201902845119386	34.0	0.03201902845119386	0.394088669950739	30.0	0.5190270235991953	0.39517361475719076	23	1.2323899596566867
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	0.03765496466226393	33.0	0.03765496466226393	0.9966875230033121	7.0	0.8528551206763916	0.2433155825498582	25	3.350382032548547
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	0.0523753319563293	31.5	0.0523753319563293	0.30625	33.0	0.3746182678841746	0.363563053982941	25	0.8863467626800317
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.0523753319563293	31.5	0.0523753319563293	0.6896551724137929	18.0	0.6068170294283627	0.35452225628599215	25	1.5639122442704043
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	0.06197169133139981	30.0	0.06197169133139981	0.20337386228979148	37.0	0.2809059090510841	0.3223875591492585	24	0.6791025630685781
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	0.06574004507888806	29.0	0.06574004507888806	0.999900009999	4.0	0.744254680558327	0.36111956571800113	23	1.8789196152536696
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	0.15460088787549014	28.0	0.15460088787549014	0.505540189764682	27.0	0.5198002298720433	0.35352171825279577	25	1.0330322668759122
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	0.19688259487754722	27.0	0.19688259487754722	0.579256654947263	21.0	0.5326563467238568	0.303440869151717	25	1.1065541460679988
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	0.21457740378666007	26.0	0.21457740378666007	0.43618998489761396	29.0	0.4652390013989966	0.4355055498781626	24	0.5755646459211871
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	0.21522876612314432	24.0	0.21522876612314432	0.189228445576495	38.0	0.421581128855786	0.44880218358015694	25	0.4597846674598159
HALLMARK_COAGULATION	HALLMARK_COAGULATION	0.21522876612314432	24.0	0.21522876612314432	0.0208979102089791	44.0	0.10186938913437911	0.14191071127674634	25	0.798807757137501
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	0.21522876612314432	24.0	0.21522876612314432	0.0618658747834694	41.0	0.15187991284392013	0.23051666255734654	25	0.27481246941732307
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	0.2864371555073642	21.0	0.2864371555073642	0.999900009999	4.0	0.8518126721151288	0.2858269561625353	23	1.9780342770968886
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	0.2864371555073642	21.0	0.2864371555073642	0.7751259214783679	14.0	0.6255913908773529	0.38064844868172726	25	0.890990720031981
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	0.2864371555073642	21.0	0.2864371555073642	0.695903361344538	17.0	0.6920038708753878	0.2547195180900029	25	1.5922090242991123
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	0.32307476984324457	19.0	0.32307476984324457	0.106491426074926	39.0	0.33136424382079266	0.3751098875527127	17	0.022098788255436756
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.33518092449278397	17.0	0.33518092449278397	0.999900009999	4.0	0.8538581680063524	0.27236275181567404	25	1.9043618852279471
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.33518092449278397	17.0	0.33518092449278397	0.679300854401537	19.0	0.5733356386800159	0.4076528009452865	23	0.5842096844054215
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	0.33518092449278397	17.0	0.33518092449278397	0.341666666666667	32.0	0.5025244489075382	0.40814887799884914	25	0.4100060870808669
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	0.4004824344383968	15.0	0.4004824344383968	0.544037830745681	23.0	0.5154140436366602	0.40223024247101313	18	0.2857358723009148
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.45232635029615764	14.0	0.45232635029615764	0.9965084400533775	8.0	0.6864057227523631	0.41150968436434743	24	0.5688307744635079
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.5282983301157674	13.0	0.5282983301157674	0.0027997200279972	47.0	0.07813226378917904	0.18655807808353309	23	2.413007632534799
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	0.5855380026032704	12.0	0.5855380026032704	0.10163983601639802	40.0	0.29126406625728124	0.361193452212476	25	0.8147266639066294
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	0.638250223947447	11.0	0.638250223947447	0.999900009999	4.0	0.8594804565608226	0.24457386888535573	25	0.9045538414288957
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	0.6911623395596682	10.0	0.6911623395596682	0.5414419436809629	25.5	0.5377378295439823	0.38628006776471874	15	0.3971846409355401
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	0.7213392994908192	9.0	0.7213392994908192	0.5436975682276729	24.0	0.49307195682929966	0.31316989290079167	25	0.7288929997298041
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	0.8912814193669657	8.0	0.8912814193669657	0.8887550494290166	10.0	0.6845123205542022	0.3656515369318506	22	0.5654812791100088
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	0.8949914095764548	7.0	0.8949914095764548	0.669241676250988	20.0	0.555220153641149	0.4234213884751018	22	0.8024423545512162
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.9267751700986123	6.0	0.9267751700986123	0.837487537387836	12.0	0.6433436413610806	0.38271295710637315	21	0.7405851395273073
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	0.9326819161385624	5.0	0.9326819161385624	0.23811465331063403	36.0	0.39531248342356	0.36947980283410886	24	1.4543946072101637
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.999865010799136	2.5	0.999865010799136	1.0	1.0	0.9239165316324697	0.19696892535871852	25	0.38558609703713154
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	0.999865010799136	2.5	0.999865010799136	0.86	11.0	0.6728373707736272	0.3724822622215268	19	0.87796835767448
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	0.999865010799136	2.5	0.999865010799136	0.8156773024908235	13.0	0.6890830650082024	0.3480008064055843	22	0.8930494989391686
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.999865010799136	2.5	0.999865010799136	0.563218390804598	22.0	0.5018426092585345	0.42267990282199314	15	1.1782495411198626
