	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	log2FoldChange (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Percent DE (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
KRT75	KRT75	1.41124621012111e-09	17536.0	6.345786535252009	6.345786535252009	0.0274532672004281	14718.0	82.89399571927453	0.47619047619047616	1.8385676481060036	1.511518011707367	21	2.981915433514935
SLC28A2	SLC28A2	8.4391235455687e-14	17535.0	6.341365165122629	6.341365165122629	0.034214307104821845	15724.0	88.56032443393038	0.5909090909090909	1.9082421517561299	1.2392587146623906	22	3.577237715511412
SLC6A4	SLC6A4	5.641179513353519e-16	17534.0	6.3192363922504695	-6.3192363922504695	1.971714465184355e-05	15607.0	87.90131801284217	0.5416666666666666	1.9147898237737142	1.7817113995061606	24	2.472031424223666
GCNT3	GCNT3	1.6621997232042498e-24	17533.0	6.29145131548894	6.29145131548894	1.5272877877458186e-07	17221.0	96.99222710375126	0.7916666666666666	2.623040446423695	1.7134812929876075	24	2.140910953669674
SPINK1	SPINK1	2.2740446316710399e-10	17532.0	6.2480517219725	6.2480517219725	0.00412742587604022	17600.0	99.12695730539596	0.5909090909090909	3.5637463154832263	3.176619682516863	22	0.8450194466976529
IBSP	IBSP	3.2233475996959704e-16	17531.0	6.216125506779231	6.216125506779231	0.000249527501411378	16830.0	94.78990649994367	0.6666666666666666	3.00527564103349	2.103320391798263	21	1.5265624192425484
TINAG	TINAG	0.000300789955655796	17530.0	6.187483191111441	6.187483191111441	0.24392235242386104	11183.0	62.982989748789	0.42857142857142855	1.6023959427309595	1.6415412340524356	21	2.793159960448499
HABP2	HABP2	2.1265083638979196e-30	17529.0	6.16846228158554	6.16846228158554	0.001937506083990482	16943.0	95.42638278697757	0.5909090909090909	2.546507724440643	2.085522255988359	22	1.7367134523474075
ZPLD1	ZPLD1	5.39947099251055e-13	17528.0	6.15770107737712	6.15770107737712	0.0151583796111907	15317.0	86.2678832939056	0.4782608695652174	2.112068215587823	1.7669702635793931	23	2.289587405729151
PADI1	PADI1	1.2724920688063298e-23	17527.0	6.152900524295651	6.152900524295651	0.09279425550796525	14946.0	84.17821336036948	0.45454545454545453	1.624484727988701	1.3533861567201064	22	3.34598944567413
LINC00491	LINC00491	8.2714237971572e-11	17526.0	5.98881108316128	5.98881108316128	0.0221830847258603	13409.0	75.52100935000563	0.4090909090909091	1.5864736123326482	1.376066862903833	22	3.1992177048276833
UNC93A	UNC93A	3.11104264754071e-07	17525.0	5.9838210810834	5.9838210810834	0.011904029010705714	13285.0	74.8225751943224	0.55	1.9408993960042253	1.6669574417602553	20	2.4253298757345454
SPRR1A	SPRR1A	0.00859659596232482	17524.0	5.97116904076208	5.97116904076208	0.0121997076748472	17160.0	96.64864255942322	0.5238095238095238	2.9355165343384932	2.554431072380563	21	1.1883869325135308
ABCA12	ABCA12	1.53868025097138e-45	17523.0	5.9627733551488	5.9627733551488	0.0401802842084156	14057.0	79.17089106680184	0.45454545454545453	1.7215669577784554	1.503569153711021	22	2.820759116334921
B3GNT6	B3GNT6	1.6618747511992701e-12	17522.0	5.90045796176805	5.90045796176805	0.0007165531252979656	16037.0	90.32330742367917	0.5454545454545454	2.197393755995579	1.3340074096390888	22	2.7758947806551713
MUC3A	MUC3A	3.2802460106279302e-21	17521.0	5.89991932034469	5.89991932034469	0.0163333274920692	14237.0	80.18474709924523	0.5416666666666666	1.4945121893202584	1.041520597788054	24	4.229783971992955
KLK6	KLK6	4.41042071564919e-09	17520.0	5.87352949476526	5.87352949476526	0.00653482088641065	15138.0	85.25965979497578	0.6363636363636364	2.4689007363068716	1.971016601647312	22	1.7273465660375007
SALL1	SALL1	9.61380133737313e-11	17519.0	5.859333044655889	5.859333044655889	0.0027088931947649953	13823.0	77.85287822462543	0.4583333333333333	1.7597036758512674	1.5992461573543482	24	2.563476141525759
EEF1A2	EEF1A2	2.38893793460191e-15	17518.0	5.859264419389679	5.859264419389679	0.0223427944080469	13507.0	76.07299763433592	0.6	1.4798415781253342	1.2363503934312765	25	3.542218180648623
BBOX1.AS1	BBOX1.AS1	1.84344554631274e-12	17517.0	5.85764207415194	5.85764207415194	0.0039057016814340703	14858.0	83.68255041117494	0.5652173913043478	1.5694321290418367	1.0712267023753796	23	4.003083507535109
TMPRSS11E	TMPRSS11E	1.0867974912975998e-17	17516.0	5.8527972387837695	5.8527972387837695	0.0106112992095196	14174.0	79.82989748789005	0.5454545454545454	2.458003434953483	2.476597293939993	22	1.370749217943925
SLCO6A1	SLCO6A1	1.73611576263166e-09	17515.0	5.841286202210799	5.841286202210799	0.013890468791027896	13176.0	74.20862904134279	0.45	1.7661390102058028	1.2917604814008685	20	3.154723534803947
NRAP	NRAP	5.1824417248638096e-20	17514.0	5.81485392284957	5.81485392284957	1.3099762478500135e-06	17537.0	98.77210769404077	0.6	3.516131663372465	2.638071467681908	20	0.871364664543
HOXA13	HOXA13	2.2092151522866602e-05	17513.0	5.793421835270389	5.793421835270389	0.0021246755923319685	16769.0	94.44632195561563	0.5454545454545454	2.1523630218046375	1.6488327829441474	22	2.2082644469042494
BARX1	BARX1	7.58857245681473e-10	17512.0	5.762621977793599	5.762621977793599	0.000218117714776017	16495.0	92.90300777289625	0.6956521739130435	2.2223888907489675	1.5346152845676007	23	2.306918953985358
MNX1.AS1	MNX1.AS1	1.77810624698461e-14	17511.0	5.76104227835983	5.76104227835983	0.07818127026277814	11091.0	62.464796665540156	0.2727272727272727	0.9612486919948039	0.9645750324677038	22	4.976070730428878
GLYATL2	GLYATL2	4.04782775570764e-06	17510.0	5.7322420551764	5.7322420551764	0.09269375570008075	15346.0	86.43122676579925	0.5	2.196422099839422	2.386508141188099	22	1.4815872170361444
C11orf86	C11orf86	1.20482727595541e-06	17509.0	5.649947857633911	5.649947857633911	0.0015336975384934901	14133.0	79.59896361383349	0.5238095238095238	1.8571386213399284	1.530397294483306	21	2.4783167416500915
SYT12	SYT12	1.42524610750787e-17	17508.0	5.6131946385702	5.6131946385702	0.0156749876669361	11502.0	64.77976793961923	0.36	1.1768320208642562	1.3497677941235147	25	3.286759868638547
CA10	CA10	4.14906942891783e-13	17507.0	5.60025682041293	5.60025682041293	0.0004205870483402275	17210.0	96.93026923510195	0.6818181818181818	2.332819385470991	1.1869984504888067	22	2.7526888797507754
FCN3	FCN3	9.30823333224123e-28	17506.0	5.58357603424566	-5.58357603424566	0.013321639876383939	16802.0	94.63219556156359	0.6363636363636364	2.9292319791505026	2.6479242230068367	22	1.0024244772688513
LINC01395	LINC01395	8.077528059653371e-06	17505.0	5.5821095520178305	5.5821095520178305	0.130786538833283	15149.0	85.32161766362509	0.42857142857142855	1.9277840455538562	1.6637711794674976	21	2.1964111120337884
COL10A1	COL10A1	7.80059457029322e-26	17504.0	5.54146673216538	5.54146673216538	0.00152040793149735	14140.0	79.63839134842851	0.56	1.5806641303893898	1.0316908975578236	25	3.8391369073351713
CLEC4M	CLEC4M	1.32496999802303e-12	17503.0	5.51051004657875	-5.51051004657875	1.2159250249189386e-09	17377.0	97.87090233186886	0.75	3.4728443800433113	2.3622914835128492	20	0.8625801179731319
LY6G6E	LY6G6E	1.25076074436429e-06	17502.0	5.50931597088651	-5.50931597088651	5.8904575049545085e-08	17054.0	96.05159400698433	0.8888888888888888	2.781945189505268	1.2614157459321373	18	2.162150575792774
MUC5AC	MUC5AC	1.28675895252943e-06	17501.0	5.48542275371372	5.48542275371372	0.0005069974292527179	16384.0	92.27779655288948	0.6363636363636364	2.8669256013533104	2.091063535252438	22	1.2522322293015828
PRAC2	PRAC2	6.66995239159324e-05	17500.0	5.474153713178801	5.474153713178801	0.07535775708456366	16872.0	95.02647290751379	0.5	2.9070726922050505	2.713734404961391	20	0.9459588293830371
FAM83A	FAM83A	4.41290372516763e-18	17499.0	5.469090101119	5.469090101119	0.021568872363853745	14587.0	82.15613382899627	0.4090909090909091	1.5066182660512126	1.1477125207131147	22	3.4524950835299437
UBE2U	UBE2U	4.03199170934086e-06	17498.0	5.45072783233642	5.45072783233642	0.06550560366754204	15105.0	85.07378618902781	0.4	2.15013628324934	1.5009727047001484	20	2.1989684014583357
SERTM1	SERTM1	2.51503657889816e-40	17497.0	5.4313429783841904	-5.4313429783841904	0.0253152084456866	14914.0	83.99797228793511	0.5652173913043478	1.984903998404794	1.4755939068341202	23	2.335628362259719
PLAC1	PLAC1	2.18780763241284e-08	17496.0	5.42787801326138	5.42787801326138	0.00043039813406901096	15776.0	88.85321617663625	0.7619047619047619	2.2416834598850444	1.4089877760862335	21	2.2613358380061155
CA4	CA4	1.0296254493005598e-34	17495.0	5.41734273452158	-5.41734273452158	0.0018587150115029602	14895.0	83.8909541511772	0.5217391304347826	2.3777551247392057	2.228006348721588	23	1.3642634418553004
CEACAM5	CEACAM5	3.0953603078925896e-26	17494.0	5.3857001606132995	5.3857001606132995	0.000157858172232785	16744.0	94.30550861777627	0.6956521739130435	3.3056747578527417	3.0373883380603863	23	0.6848071998883156
SPP1	SPP1	2.0299953809487e-13	17493.0	5.3539048937822	5.3539048937822	2.5576579505918398e-05	14475.0	81.52529007547594	0.5652173913043478	2.0759899546502	2.2114873941679454	23	1.4822218511289726
PDX1	PDX1	3.1159895975576303e-06	17492.0	5.34023220819806	5.34023220819806	0.1579119008581	12777.0	71.9612481694266	0.23809523809523808	1.7300130496828245	1.9207638490118126	21	1.8795747120983184
COL2A1	COL2A1	3.1444449402161997e-13	17491.0	5.33399344396368	5.33399344396368	0.00046515362486815597	15892.0	89.50659006421088	0.6818181818181818	2.2681999282118817	1.9552086619810152	22	1.568013468519283
IL1RAPL2	IL1RAPL2	4.102049773866e-09	17490.0	5.31703017867737	5.31703017867737	0.03599568785510795	15338.0	86.38616649769065	0.5	1.79533283548634	1.425711720163529	22	2.4701328419935353
KRT24	KRT24	1.08913110735974e-05	17489.0	5.315801902178809	5.315801902178809	0.060525211327361446	16214.0	91.32026585558184	0.45	2.801850665825751	2.456074476297017	20	1.0235647414663505
TMPRSS4	TMPRSS4	1.77453850271793e-25	17488.0	5.25543860595175	5.25543860595175	4.3530109157216996e-05	17113.0	96.38391348428523	0.6666666666666666	2.8288882741378854	1.776091388895716	24	1.3662305594097672
EFNA2	EFNA2	1.34137115033905e-08	17487.0	5.25485557302709	5.25485557302709	0.00130963083902124	14151.0	79.70034921707784	0.6666666666666666	1.8673302555074065	1.5942920954268558	21	2.1247833613656018
MOGAT2	MOGAT2	4.28439828190507e-09	17486.0	5.25451976634355	5.25451976634355	0.0291804631657321	16421.0	92.48620029289174	0.5238095238095238	2.267783826589174	2.0051910187098207	21	1.4895019536224035
LINC01082	LINC01082	8.59143438669798e-11	17485.0	5.20648328769096	-5.20648328769096	0.17898124383081498	13523.0	76.1631181705531	0.3333333333333333	1.66119733335854	1.7350386810560214	21	2.043346925369181
IGF2BP1	IGF2BP1	3.2058669823101695e-09	17484.0	5.18458956382127	5.18458956382127	3.3150201530474285e-06	13775.0	77.58251661597386	0.7272727272727273	1.8858616929604906	1.8142823565836443	22	1.8181998291999026
CLDN6	CLDN6	2.25243151582261e-08	17483.0	5.15661012963838	5.15661012963838	0.00198990789824064	15666.0	88.23363749014307	0.5238095238095238	2.1945029634091178	1.9979956031859532	21	1.4825393817213417
ATP10B	ATP10B	4.031701953781009e-30	17482.0	5.13867730786866	5.13867730786866	2.77245693779899e-05	16273.0	91.65258533288272	0.6521739130434783	2.2990825565089836	1.5437272955258325	23	1.839440657420285
SOSTDC1	SOSTDC1	2.65313281327192e-12	17481.0	5.11108451587146	-5.11108451587146	0.0919120661338581	11394.0	64.1714543201532	0.21739130434782608	1.4460535617271082	1.6104204200856302	23	2.2758224550763413
CRABP1	CRABP1	0.000637392431828299	17480.0	5.11086416546782	5.11086416546782	0.008168914788066844	16585.0	93.40993578911794	0.6363636363636364	2.4851276259617903	2.0487513460139626	22	1.2816277312591624
TAS2R38	TAS2R38	9.743692744794359e-05	17479.0	5.10437246490102	5.10437246490102	0.36407740585462706	11596.0	65.30922608989523	0.2857142857142857	1.2185780673292508	1.0044392111980391	21	3.868620772915675
CSF3	CSF3	2.07521425476635e-25	17478.0	5.0955927059517405	-5.0955927059517405	0.02001449829707225	15136.0	85.24839472794862	0.5454545454545454	1.9058744703186583	1.9551617364836817	22	1.6314344619743453
SCGB3A1	SCGB3A1	1.83579901504954e-09	17477.0	5.08550356213394	5.08550356213394	0.0794016507756256	16491.0	92.88047763884194	0.47619047619047616	2.8725946894816268	2.596766407279467	21	0.8521786428108847
LINC00461	LINC00461	2.70611090743928e-09	17476.0	5.0828685086677	5.0828685086677	0.00033471358510542596	16901.0	95.18981637940745	0.6666666666666666	2.726206974189	1.7429718358204493	21	1.3520938698182554
TMEM100	TMEM100	2.3614535788235196e-26	17475.0	5.06494309088287	-5.06494309088287	0.0025408548159681094	13208.0	74.38887011377717	0.5416666666666666	1.5492419149091525	1.405563565684406	24	2.501275119679009
KIF1A	KIF1A	1.39723828990803e-09	17474.0	5.0580769743609295	5.0580769743609295	0.0128453580262987	13952.0	78.57947504787653	0.5	1.9927056466607758	2.0853752794909624	24	1.4699375013443179
SLCO1B1	SLCO1B1	0.0156713826585287	17473.0	5.052913804720849	5.052913804720849	0.14961279112627202	13634.0	76.78832939055987	0.42857142857142855	2.3176376486160533	2.4093402181836447	21	1.135280163200392
OFCC1	OFCC1	0.00307029247159431	17472.0	5.03996820626943	5.03996820626943	0.0264072518228703	13529.0	76.19691337163455	0.5238095238095238	1.497372243062679	1.1538170286030813	21	3.070327335605151
TM4SF4	TM4SF4	3.8055515394428e-08	17471.0	5.03250682705528	5.03250682705528	0.0044479787919023605	16988.0	95.67984679508842	0.6666666666666666	3.1597005855900115	2.443879228133813	21	0.7663252013052112
MNX1	MNX1	4.878354816218009e-44	17470.0	5.00252368052098	5.00252368052098	0.0756263050753143	11304.0	63.6645263039315	0.21739130434782608	1.037658985043404	0.9236159762891316	23	4.292763223312199
SSX5	SSX5	1.51594035369822e-05	17469.0	4.944939641754139	4.944939641754139	0.0424553293893104	14358.0	80.86628365438774	0.47619047619047616	1.837101069636164	1.4234618845665707	21	2.183295953206559
IL36RN	IL36RN	2.90413615175987e-05	17468.0	4.91147516867981	4.91147516867981	0.00296497132198392	15538.0	87.51267320040553	0.6190476190476191	2.2930678432841685	2.1022853544548035	21	1.245505192645309
TFF2	TFF2	0.021035549224112	17467.0	4.9055415439871695	4.9055415439871695	0.0050915864037994	17455.0	98.31023994592768	0.6666666666666666	4.010144843119946	3.0995502188680844	21	0.2888795591749473
LGALS4	LGALS4	1.13171176743055e-08	17466.0	4.90319793524832	4.90319793524832	0.0033765171944481	16738.0	94.27171341669482	0.5909090909090909	3.1057252716024384	2.6780992881423558	22	0.6711747662248496
MMP11	MMP11	5.52151096588499e-16	17465.0	4.9026572626511	4.9026572626511	0.0814455409363671	10859.0	61.158048890390894	0.36	1.317094641114436	1.6907000438923132	25	2.120756212486998
CD300LG	CD300LG	9.748054531624681e-45	17464.0	4.88799739909147	-4.88799739909147	0.000302643259497453	17269.0	97.26258871240283	0.7391304347826086	3.305168635227986	2.093081772625354	23	0.7562192669988905
XDH	XDH	7.68827570778786e-48	17463.0	4.8838262839931605	4.8838262839931605	0.001030807387673229	15475.0	87.15782358905035	0.5833333333333334	2.52450029730329	2.1173871554194887	24	1.1142629162792148
FENDRR	FENDRR	7.56412108518164e-31	17462.0	4.87800264753295	-4.87800264753295	0.0103800229146929	16428.0	92.52562802748676	0.5652173913043478	2.6311118897766126	1.9474939516737226	23	1.1537343958502702
SLC10A2	SLC10A2	1.9122946886276003e-05	17461.0	4.86521370341851	4.86521370341851	0.008904503944196665	15736.0	88.62791483609327	0.6111111111111112	2.854346800888867	2.584175846360539	18	0.7781463112743183
ZIC1	ZIC1	1.84104068745454e-05	17460.0	4.84281851477424	4.84281851477424	0.0008709296344442865	16602.0	93.5056888588487	0.6818181818181818	2.389438097750652	1.604997918825158	22	1.5285879117023637
GABRA3	GABRA3	6.47353231544231e-06	17459.0	4.83664269083816	4.83664269083816	0.0667004886691224	13300.0	74.90706319702602	0.5	1.7016058604135396	1.4914325743085761	22	2.102030547293105
AOC1	AOC1	1.0231769699653e-19	17458.0	4.83026388477352	4.83026388477352	0.0026896490802052154	14547.0	81.9308324884533	0.5454545454545454	1.7759173801766281	1.36811225131899	22	2.2325262431150747
NR2E1	NR2E1	0.00142024944824073	17457.0	4.81109448900815	4.81109448900815	0.0005436164293322141	15808.0	89.03345724907062	0.7	2.3706583001793726	1.5651641779710987	20	1.559220574542079
ANKRD1	ANKRD1	1.58968136552443e-22	17456.0	4.799093834135441	-4.799093834135441	0.0051959484779836	15642.5	88.10127295257406	0.5652173913043478	2.1182484302734053	2.1969909242544325	23	1.2202350834798297
SLC44A5	SLC44A5	1.48946815832649e-19	17455.0	4.7928870196667805	4.7928870196667805	0.000182873779618338	12828.0	72.2485073786189	0.5217391304347826	1.1647333552896273	0.760107168309116	23	4.77321332523163
HOXA11.AS	HOXA11.AS	6.7849640684650295e-06	17454.0	4.78529951034406	4.78529951034406	0.0013185693515729742	14929.0	84.08246029063872	0.5	2.2633647225873803	1.7928129346655277	22	1.4066915398661928
LCT	LCT	2.38480986755516e-09	17453.0	4.78345342348635	4.78345342348635	0.038291014392694	15745.0	88.67860763771544	0.5714285714285714	1.9275962712097974	1.3530223884481578	21	2.1107242397903434
VSX1	VSX1	2.1417025968494003e-09	17452.0	4.77821358696216	4.77821358696216	0.111907858816485	15032.0	84.66261124253688	0.45454545454545453	1.7632987038838719	1.4537216132993684	22	2.0739286363333576
MAP7D2	MAP7D2	1.31217910745351e-21	17451.0	4.767769310409809	4.767769310409809	0.0077179297318379	12315.0	69.35901768615523	0.4	1.3807747270147015	1.5268585180208125	25	2.218276640186344
DMRTC2	DMRTC2	1.1970174416869999e-05	17450.0	4.76080201242096	4.76080201242096	0.00790799870448643	15529.0	87.46198039878337	0.5	2.140741222811835	1.888391391195605	20	1.3874564361100352
IL37	IL37	1.4472210789040801e-09	17449.0	4.7400881915975805	4.7400881915975805	0.102867021597341	13803.0	77.74022755435395	0.42857142857142855	1.4880788625377956	1.1017185434689656	21	2.951760545683682
COMP	COMP	5.512258213236709e-12	17448.0	4.72556154036593	4.72556154036593	0.0151016136823315	16789.0	94.55897262588712	0.6086956521739131	2.336702331381045	1.7067849582504693	23	1.3996251826788841
AKR1B10	AKR1B10	1.6019787206564097e-08	17447.0	4.721578293237849	4.721578293237849	0.000301047613886981	15941.0	89.78258420637603	0.6521739130434783	2.803137636552653	2.437988737295979	23	0.786894798707305
LGSN	LGSN	7.06173221713779e-26	17446.0	4.6736557425536605	4.6736557425536605	0.0318107187330621	11996.0	67.56223949532499	0.42857142857142855	1.6827160004846875	2.006872546067905	21	1.4903486262389534
KCNK2	KCNK2	1.48608659830814e-16	17445.0	4.66554221719082	4.66554221719082	0.150055394468037	11822.0	66.58217866396305	0.375	1.436171199308742	1.4633454774634798	24	2.2068411510587205
FOXD3.AS1	FOXD3.AS1	5.17750805318143e-07	17444.0	4.65193242903559	4.65193242903559	0.0017126887801623275	16052.0	90.40779542638278	0.5	1.713441967317639	1.485948856309373	22	1.9775178999203458
CASP14	CASP14	0.00608587402827928	17443.0	4.65028770785438	4.65028770785438	0.0225018994227464	16538.0	93.14520671397995	0.5238095238095238	3.066298571070809	2.9268632567383635	21	0.5411900037136467
GRIN2A	GRIN2A	6.863865720924929e-07	17442.0	4.65010032068061	4.65010032068061	0.00425302605737434	12977.5	73.09057113889827	0.5652173913043478	1.5562205501775486	1.5335696808464292	23	2.0174367093612884
PLPP4	PLPP4	2.9978396109260697e-15	17441.0	4.63824310296474	4.63824310296474	0.0430106657902288	12297.0	69.25763208291089	0.391304347826087	1.431549354113164	1.2873116669185396	23	2.4910003002827548
TCN1	TCN1	1.0275846910327401e-06	17440.0	4.62764084055642	4.62764084055642	0.00223365886315877	16483.0	92.83541737073335	0.6086956521739131	2.7826339548072996	2.27116759922401	23	0.8123605172861327
ADAM2	ADAM2	0.0200706447036126	17439.0	4.61774804838911	4.61774804838911	0.0588110350976538	15718.0	88.52652923284893	0.47619047619047616	2.3586241242805377	1.8866957133740312	21	1.1973970726145964
IL6	IL6	2.63336952447448e-34	17438.0	4.61437259255237	-4.61437259255237	0.00580401020330796	12046.0	67.84386617100371	0.391304347826087	1.666885459370279	2.0134276094380352	23	1.463915126307799
LINC01561	LINC01561	1.09240285926095e-05	17437.0	4.59224134170294	4.59224134170294	0.0014272736681778199	14436.0	81.30562126844654	0.5238095238095238	2.1875926242411583	1.9493590006624002	21	1.2335586809021182
