	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	log2FoldChange (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
CHST9	CHST9	1.46165835358557e-13	15845.0	8.00662967426415	-8.00662967426415	0.0022149794435806897	11311.0	2.661105492977231	1.6980700461800706	23	3.1479998091433603
SLIT3	SLIT3	6.82689076254432e-23	15844.0	7.801347346056219	-7.801347346056219	3.220563407637115e-07	16824.0	4.7644758236557605	2.2419788280311796	25	1.3545495989662504
LXN	LXN	7.534686531721699e-101	15843.0	7.68677456052367	7.68677456052367	0.000659584232384318	4174.0	1.9352983992285004	1.841940728837647	25	3.12250881434422
DPEP2	DPEP2	7.435520067355709e-09	15842.0	7.63287270509928	-7.63287270509928	3.46785344356121e-05	14371.0	3.7658049273663265	1.8313204021970813	25	2.1116281853757184
QPRT	QPRT	1.1043191684969997e-148	15841.0	7.622459531748429	-7.622459531748429	1.33609135094177e-07	14444.0	3.771055017778052	2.455072856293922	25	1.5687536539279332
BLNK	BLNK	4.53516338556318e-09	15840.0	7.615263797532459	-7.615263797532459	1.7132540655352544e-06	13672.0	3.6197334431014263	2.5412832888497423	25	1.572249096337278
ITLN1	ITLN1	1.4700403953273001e-08	15839.0	7.50475931422889	-7.50475931422889	8.42714036380996e-05	16602.0	5.459110845075127	3.2262702297014405	22	0.6340598658851547
SNX31	SNX31	7.503129803070552e-09	15838.0	7.37702958097476	-7.37702958097476	0.0131479546475304	14240.0	3.591989647775328	1.624905022025744	24	2.329391491744349
TFF2	TFF2	3.60896929264429e-24	15837.0	7.3431075916782	-7.3431075916782	1.45719976326984e-06	16756.0	5.220276742112783	3.0197620494848114	21	0.7029795112259205
FGD5	FGD5	5.686206669250118e-110	15836.0	7.302563288076941	-7.302563288076941	5.38117491172543e-07	16245.0	4.285082498143315	2.360200572724789	25	1.2784848986160633
SEMA6D	SEMA6D	3.1573828741545e-08	15835.0	7.28520466804276	-7.28520466804276	0.000290416030165233	13859.0	3.3886760915132608	2.1306196156237713	24	1.828824135456357
NEURL2	NEURL2	4.81393079145722e-08	15834.0	7.2529823138291	-7.2529823138291	0.0523202672150532	6973.0	1.7037514689441031	1.1687072277530197	25	4.748178768051312
INA	INA	5.0304527146740595e-31	15833.0	7.2438661467152095	-7.2438661467152095	0.0013889235968460546	14963.0	3.925392379928435	2.1619666346136057	22	1.5349329234120506
CCSER1	CCSER1	4.21947456989365e-08	15832.0	7.23607435020031	-7.23607435020031	0.0205406985067119	5697.0	1.8899390856805889	1.4040556549458598	25	3.807637714137384
CECR2	CECR2	4.17939473242034e-15	15831.0	7.16362665275952	-7.16362665275952	4.27087672557995e-06	17268.0	4.489476364483826	2.329689416378397	25	1.1478569930719675
ECM2	ECM2	1.5076798260932099e-10	15830.0	7.15661079513222	7.15661079513222	0.0020864018226755604	10194.0	2.5502415355187344	1.8827005828617451	25	2.4466818046084127
GABRG2	GABRG2	2.4521327085456896e-24	15829.0	7.111378488853901	7.111378488853901	0.0075392172855694205	12774.0	3.4589556681581053	1.5229758080482638	20	2.398214601567754
FAM155B	FAM155B	8.4902110190927e-08	15828.0	7.10473373186736	-7.10473373186736	0.0034003631339627896	13567.0	3.3763075375984384	1.8636461461933294	25	2.000608431962569
TNN	TNN	1.71621768373148e-37	15827.0	6.9498842655361	-6.9498842655361	0.01620115903220265	11731.0	2.846005669161747	1.387969489739567	24	2.9567498613707914
VIT	VIT	2.58180639644496e-14	15826.0	6.889065906122889	-6.889065906122889	0.009589365355628661	11243.0	2.883568072084921	1.7283669394655228	22	2.3175043114841234
WDFY4	WDFY4	9.552335225942128e-14	15825.0	6.86597675400315	6.86597675400315	2.7808945202841604e-08	17258.0	4.68431011106556	2.846654844248751	25	0.7663966171892346
SLC6A17	SLC6A17	4.16988970460057e-07	15824.0	6.85272688286603	-6.85272688286603	8.560054666478415e-06	16285.0	4.432505961282112	2.205331566286288	22	1.0974408377328482
LRFN2	LRFN2	4.61994096351006e-07	15823.0	6.823239200634969	-6.823239200634969	0.0166157568929642	12365.0	2.6951147791004084	1.5666214693608616	22	2.635049054459034
HEXA	HEXA	1.2818261378120192e-203	15822.0	6.81570821465157	-6.81570821465157	0.0247467835099385	1046.0	1.2164486397965075	1.3760032537231293	25	4.069219720015075
SOX15	SOX15	2.4715548623824788e-179	15821.0	6.794115728567291	6.794115728567291	0.0058358801636089795	12625.0	3.105591835159943	2.128919888827588	25	1.732579940074046
FAM71E1	FAM71E1	6.348662905917621e-07	15820.0	6.780081403460049	-6.780081403460049	0.00244918882781372	6907.0	1.8994635235056188	1.4697359617882353	25	3.320744682613711
SIGLEC6	SIGLEC6	9.195620619089541e-07	15819.0	6.7539300235925195	-6.7539300235925195	0.000217468143080519	14225.0	3.7870553417701855	2.000654938371547	25	1.4829517199189037
FBXO4	FBXO4	2.8490065608944e-07	15818.0	6.69955578604807	-6.69955578604807	4.1036262455462e-05	4557.0	1.8125475036417675	1.4406261530750173	25	3.39228069126399
GMFG	GMFG	7.745459165943929e-25	15817.0	6.667573342662751	-6.667573342662751	4.264398710941071e-05	15634.0	4.067676491224217	2.7526028353512237	25	0.9445230594288748
NOL4	NOL4	9.44705129763532e-06	15816.0	6.63719739578308	6.63719739578308	0.00070139399345433	12927.0	3.0597906710252762	1.6021685876586604	21	2.2328528672414367
SH3RF3	SH3RF3	3.02852782460379e-06	15815.0	6.54905674252465	-6.54905674252465	0.0012084438926789698	11966.0	2.7721493901840306	1.6636346466833036	25	2.2702745220354905
TEX15	TEX15	1.1009110585706098e-05	15814.0	6.54840691675575	6.54840691675575	0.070440809638476	10747.0	2.8623139368884223	2.113566430707368	23	1.7440156724260931
LINC00858	LINC00858	2.30982097702746e-05	15813.0	6.536572852756501	6.536572852756501	0.36587706709474255	2955.0	1.5212437751507368	1.3965959582212972	22	3.591109546094692
FAM171A1	FAM171A1	2.8868827382585297e-62	15812.0	6.50156252325006	6.50156252325006	9.17798555188754e-06	16299.0	4.165607775355599	2.423668429402201	25	0.963809537458317
CACNA2D1	CACNA2D1	4.571125852439691e-12	15811.0	6.50018590826918	6.50018590826918	0.0003909237025146475	11818.0	3.24967203347974	2.3289215695104097	25	1.3957163338363383
EMC10	EMC10	2.4734563922920486e-276	15810.0	6.48570808746143	-6.48570808746143	3.00409688784304e-08	4754.0	2.514511764870703	2.4312061989568927	25	1.633426372594215
TM4SF18	TM4SF18	1.0895102057106597e-133	15809.0	6.48437165929685	6.48437165929685	0.002419862454141767	11886.0	3.0694526465804786	1.946661272304448	25	1.754244080005664
SDC2	SDC2	1.6910503579163393e-187	15808.0	6.44671402514256	-6.44671402514256	1.3788188866987065e-05	9801.0	3.213385225936795	2.7720770221966484	25	1.166392121617029
MYBPC1	MYBPC1	4.3776104973131e-06	15807.0	6.444524277631731	-6.444524277631731	3.769544614533588e-08	17588.0	5.884622330991709	3.5696299109383967	23	0.15685153940589694
SPP1	SPP1	1.73714456050329e-39	15806.0	6.3751640957266	-6.3751640957266	3.33386790353554e-09	17561.0	5.574832184546572	3.1221145012923257	25	0.2563429082593703
GABBR2	GABBR2	4.31644705135155e-41	15805.0	6.34800421838021	-6.34800421838021	0.000340444723514259	14410.0	3.6206578320368017	2.200345996761257	21	1.239507963910156
PRKCB	PRKCB	9.34346807764608e-12	15804.0	6.332451722779171	-6.332451722779171	5.563811817957605e-06	15193.0	3.97532169264407	2.6094974624327687	25	0.9032888761415416
GALNT13	GALNT13	6.021495617604248e-51	15803.0	6.30930330740709	6.30930330740709	0.0261593349893188	10737.0	2.673117709910971	1.855676377040234	23	1.9594933914585693
LINC01341	LINC01341	7.102730998063941e-06	15802.0	6.2933066737324	-6.2933066737324	0.0325587759051216	9257.0	2.200694396897008	1.5549871990743356	25	2.6319266674810398
LILRA4	LILRA4	1.28647262073009e-05	15801.0	6.21948567945786	-6.21948567945786	0.00027472883305466097	12080.0	3.283514714312571	1.8205356041813727	23	1.612696262793216
SULT2A1	SULT2A1	1.68763659344163e-05	15800.0	6.19675703194402	-6.19675703194402	0.00287756187665106	14462.0	3.8483257742884187	2.1605385706853903	21	1.0869656712078994
TAS2R1	TAS2R1	0.000121298459613784	15799.0	6.08971129307103	6.08971129307103	0.292533596722834	8599.0	2.2498451777611748	1.465192333357315	17	2.620724957324378
CPAMD8	CPAMD8	1.33116585542264e-07	15798.0	6.079233338862691	-6.079233338862691	7.5135082944968e-07	15673.0	4.2635156415411055	2.0253074302213014	24	0.8965146082158922
THSD7A	THSD7A	6.20232981618219e-45	15797.0	6.05235094543675	-6.05235094543675	0.00018781909429285	10389.0	2.982594890384673	2.255617820622178	25	1.3609380219408496
SNAP91	SNAP91	2.53701650602751e-05	15796.0	6.0309610887402	-6.0309610887402	0.0013817289796408754	15330.0	4.278928669807237	2.1142993725420327	22	0.8286586288045318
PLA2G2A	PLA2G2A	1.8563392170693e-17	15795.0	6.02096209806903	-6.02096209806903	8.179129423696291e-08	17444.0	5.442370846540253	3.067519183299038	25	0.1886186253304916
TSKS	TSKS	0.000276880512609011	15794.0	6.01289741731295	6.01289741731295	0.0472114414441183	10109.0	2.705644642192067	1.5857703114868928	23	2.085581216374172
RBP4	RBP4	2.87156487794842e-05	15793.0	6.006201511907821	-6.006201511907821	7.86175270987994e-07	17075.0	5.514733521022157	2.8226351014778555	23	0.17411672894889776
PCDHA2	PCDHA2	6.380001373021729e-07	15792.0	5.970928650617781	5.970928650617781	0.0019928123134554	14055.0	3.5675293586230454	1.706904816054729	25	1.4080452930877865
PCSK5	PCSK5	3.657060573797889e-30	15791.0	5.96475410079636	5.96475410079636	0.000101350721693338	13645.0	3.044414257558168	1.8272461463562049	25	1.598219183037696
ENOX1	ENOX1	4.581196392968599e-28	15790.0	5.857678059910821	-5.857678059910821	0.0015010186238965854	13549.0	3.704825448657871	2.0746153621694425	25	1.0377116888798579
CALB2	CALB2	7.54765807675984e-12	15789.0	5.85754686449729	5.85754686449729	7.44077653059567e-05	15554.0	4.085529132581227	1.7450852633036955	25	1.0154333253387173
TMEM74	TMEM74	6.38842102294522e-05	15788.0	5.8333380088128495	5.8333380088128495	0.20604480240496803	7593.0	1.7353249046224362	1.0825217588793319	23	3.785617305681536
FGR	FGR	2.14926718819726e-05	15787.0	5.808730038399481	-5.808730038399481	9.467128516523291e-11	17452.0	5.490977326747009	2.800995933083744	25	0.11344276080495527
DLGAP3	DLGAP3	0.00010656561671918	15786.0	5.8059020959632806	-5.8059020959632806	0.000508766654253465	14780.0	3.2841936242084078	1.9343413860139735	24	1.3036522353229825
SEMA6A	SEMA6A	1.7608018882286496e-68	15785.0	5.7791727537997195	-5.7791727537997195	7.119321929396339e-06	15149.0	3.5967635930511506	2.3865673970458285	25	0.9144552814431416
FSTL4	FSTL4	4.955463374492839e-71	15784.0	5.768391799229901	-5.768391799229901	0.00364459830377625	10648.0	2.8348756029705044	2.008206252807774	25	1.4607643971618454
ANKRD19P	ANKRD19P	5.0561413032007e-07	15783.0	5.760810950080121	-5.760810950080121	0.0067165719298786794	9059.0	2.1739683498111875	1.7904277835945601	25	2.0033439120721157
LINC00518	LINC00518	0.00105276040159446	15782.0	5.74816846194942	5.74816846194942	0.19610377455907896	6457.0	2.0527282193122423	1.620661668896191	21	2.2802046309604447
SPARC	SPARC	0.00100225475232166	15781.0	5.73760700884774	5.73760700884774	9.036299858136309e-10	17554.0	5.442680847199448	3.5071674903754846	25	0.08409240860541763
PARM1	PARM1	2.3075038481150497e-49	15780.0	5.73072222937214	-5.73072222937214	8.01114965281528e-08	14601.0	3.85375622747841	2.162638077418215	25	0.8679057404438546
IFITM3	IFITM3	5.610742348873998e-132	15779.0	5.71492982058416	-5.71492982058416	5.0090482924675635e-05	16316.0	4.599448404647748	3.1655354551486328	25	0.35238316921142704
LINC01568	LINC01568	0.000698210538506006	15778.0	5.70827242270697	5.70827242270697	0.246945919082537	9388.0	2.2120300503462835	1.3358333087204208	17	2.6172744380133
IL9R	IL9R	1.2808782270978202e-12	15777.0	5.68868926043473	-5.68868926043473	0.021008794915731713	9996.0	2.7082927293588246	1.8112539276675568	24	1.6454879603291805
DSG3	DSG3	3.93658690104409e-70	15776.0	5.63636479642578	5.63636479642578	4.0099086622898203e-07	17368.0	5.367849290298173	3.1659224764809486	23	0.08481430234705971
FXYD7	FXYD7	7.138978927463519e-06	15775.0	5.584287609273731	5.584287609273731	0.00307464326671965	13066.0	3.4934099981734086	1.976709626179411	23	1.0577565786137113
FABP4	FABP4	4.864543102815039e-65	15774.0	5.58236375047296	-5.58236375047296	6.11269136090178e-07	17373.0	5.705738039420043	3.3001593828425597	24	-0.037384342583119734
TFF1	TFF1	1.21148344788933e-09	15773.0	5.575395102813129	-5.575395102813129	2.27592432704757e-08	16700.0	5.331640404206891	3.3611689338991595	22	0.07252081147955498
DYNLRB2	DYNLRB2	0.000264330949096167	15772.0	5.556134193139809	-5.556134193139809	0.0119783980730278	12199.5	3.2053707135240153	1.8199212377366558	23	1.2916841843877374
BNC2	BNC2	0.000218148696716204	15771.0	5.54993890192826	5.54993890192826	0.0001655907309830505	15081.0	3.2438979948395597	2.314756183428941	25	0.9962349052558399
KCNH8	KCNH8	0.0018891080573201398	15770.0	5.54311216073137	5.54311216073137	0.0012059748396398076	13723.0	2.7798624856324334	1.8836363233671354	24	1.4669762102269452
EFHD1	EFHD1	8.027658276089841e-14	15769.0	5.5368694154628395	-5.5368694154628395	8.828346215752951e-07	16147.0	4.522277845952183	2.1828984403315395	25	0.46479100940516505
RSPO4	RSPO4	0.000257429555393668	15768.0	5.53138065060877	-5.53138065060877	0.019320963227335487	12153.0	2.8692116413965656	1.690233691582426	24	1.5750301407847547
CRISP3	CRISP3	9.47981427903652e-12	15767.0	5.526493388068941	-5.526493388068941	1.52380720367096e-07	17408.0	6.233618360214271	3.02705634943728	23	-0.23360152257383054
KCNMB4	KCNMB4	2.99911769442319e-22	15766.0	5.502883498489081	-5.502883498489081	0.000701428795286516	11944.0	2.717847018596305	1.653080823871852	25	1.6847551793442581
ADAM12	ADAM12	2.3334791599537794e-151	15765.0	5.49962638830608	-5.49962638830608	8.103151818535925e-06	17185.0	4.861252644339287	2.832873761514525	24	0.22534493158124425
AGAP11	AGAP11	0.00029353996787208396	15764.0	5.497092123944401	-5.497092123944401	0.000646656143664011	7179.0	2.123870850256448	1.2999964551145156	25	2.59479267071602
SRGN	SRGN	0.000396168935460357	15763.0	5.49249194657485	-5.49249194657485	3.6716534404932896e-08	16821.0	5.004911679550412	3.385829566100901	25	0.1440061460583002
HEY2	HEY2	2.7409500440950703e-10	15762.0	5.4830270514121295	5.4830270514121295	0.00107727109268089	13478.0	3.4925896977360056	2.0520769600832436	25	0.9699623320147704
GPR156	GPR156	6.540926290546269e-51	15761.0	5.48138602432534	5.48138602432534	0.12083337997157101	6720.0	2.1077543791692843	1.4030480612484166	25	2.4045018401965756
RGS6	RGS6	2.92401134324973e-06	15760.0	5.477880667986571	-5.477880667986571	0.0180031250424848	11357.0	2.3518607404441103	1.4482455635641205	25	2.1584874873356084
HUNK	HUNK	1.7187646952302598e-26	15759.0	5.47527274273927	5.47527274273927	0.0009817556545378288	13265.0	3.251574583605836	1.934283893780201	25	1.1496234685528122
ADAMTS9	ADAMTS9	4.494937244579279e-19	15758.0	5.45271670451239	5.45271670451239	3.7601530781331e-06	14649.0	3.698001856762788	2.1638577943050556	25	0.8109196696602451
MMEL1	MMEL1	3.99046893637552e-06	15757.0	5.4124079383492	-5.4124079383492	0.0001945755695035	10773.0	2.726121218114011	1.5753277919753204	25	1.7052239755554783
CPB1	CPB1	0.00248198404420893	15756.0	5.39723422145717	5.39723422145717	4.3020105494759856e-07	17582.0	6.281144003717313	3.929617628072328	17	-0.22493531582963314
KRT74	KRT74	0.00263066324535867	15755.0	5.38566026831846	5.38566026831846	0.0018075474234217801	12765.0	3.3651879040060284	2.053021665713735	23	0.984145661029842
ACHE	ACHE	7.804002653532705e-223	15754.0	5.3605016368548	5.3605016368548	8.91180691744266e-06	13982.0	3.7930536685777394	2.12037293276299	25	0.739232209606906
BRINP2	BRINP2	0.000542573874078945	15753.0	5.340317791636389	5.340317791636389	0.00292072150413624	14092.0	3.5330880215665426	1.8132949947661448	21	0.9966551362498629
PNPLA1	PNPLA1	0.000679933801339986	15752.0	5.3354110632537	-5.3354110632537	0.18563197829707898	8551.0	1.7786549566569578	1.1526603117508374	25	3.0856932179734677
IL6	IL6	0.000516677553714417	15751.0	5.33457681459043	5.33457681459043	0.000365647865336735	15410.0	3.6255583815312478	2.21432183158909	24	0.7718021873237455
AGBL2	AGBL2	0.000858783863746771	15750.0	5.32256808516984	-5.32256808516984	0.0157884986126251	9520.0	2.0311785586233153	1.3732878139634437	25	2.3967222989092507
COLEC10	COLEC10	0.000296234882525418	15749.0	5.32104646614021	-5.32104646614021	0.08895618591705601	10443.0	2.5796402869575195	2.039679583996516	20	1.3440376619406182
IL31RA	IL31RA	2.60296714574727e-05	15748.0	5.30781023289281	5.30781023289281	0.000641769462734886	14952.0	3.7819713017794307	1.8043540236239068	23	0.8456427680687898
LTF	LTF	0.00019838790004944799	15747.0	5.28870012802449	-5.28870012802449	1.2519640065650999e-07	17449.0	5.508245461990832	4.027871675339415	24	-0.05450653637018897
SORCS2	SORCS2	1.8286195670511395e-24	15746.0	5.26187985208679	-5.26187985208679	5.53490290177056e-06	13705.0	3.513946858408865	1.973980919726878	25	0.8854862659562943
MTTP	MTTP	0.000925324577280475	15745.0	5.2484787833161395	-5.2484787833161395	0.0006452317989261575	15008.0	3.913546239986043	2.0410785122005044	23	0.6540329219824544
GSTM3	GSTM3	1.1906158485933097e-98	15744.0	5.230070646234241	-5.230070646234241	0.009635084367502836	6112.0	2.1032771831943644	2.0086428453305527	25	1.5566697037796757
HDC	HDC	2.5549385910938e-17	15743.0	5.21170398722728	5.21170398722728	7.30719313182116e-08	15635.0	4.505591508997836	2.4901463090436273	25	0.283562646766983
SELENBP1	SELENBP1	1.52488556924198e-05	15742.0	5.19341748768313	-5.19341748768313	9.185165658631221e-09	15131.0	4.144190666894084	2.536610455399638	25	0.41363340537983473
FAM155A	FAM155A	0.00012072160919188999	15741.0	5.1854109829541795	5.1854109829541795	0.0018573789865303854	13709.0	3.597510573013381	2.170951722134175	22	0.7314305489851233
CDH10	CDH10	0.00138630537996905	15740.0	5.18428634960379	-5.18428634960379	0.01397700327694731	10205.0	3.0656682272677176	1.8111421324399506	22	1.1697691110978095
JPH3	JPH3	2.22325401915641e-63	15739.0	5.18272863954905	5.18272863954905	8.38413284288256e-05	14634.0	3.726191095946863	1.585098750347362	25	0.9188938817111543
AQP4	AQP4	7.17662234839092e-10	15738.0	5.1746825237941305	-5.1746825237941305	2.565042234131345e-06	17084.0	5.527064241166687	2.826665521040631	22	-0.12466339393520735
THEMIS	THEMIS	0.00566176601739483	15737.0	5.16858944584674	5.16858944584674	0.00282565079897197	11633.0	3.0669873967615335	2.456493701393133	24	0.8555291828728648
KHDC1L	KHDC1L	0.00575648455882887	15736.0	5.16228615988044	5.16228615988044	1.2545596739048604e-05	16734.0	5.560337140898963	3.3226855373402815	19	-0.11979796960778652
CD177	CD177	0.000320413956962213	15735.0	5.15640474755192	-5.15640474755192	0.0005617851894435219	15541.0	3.7218509396761847	2.9498091031064577	25	0.48632089661836087
EOMES	EOMES	0.006410996403004779	15734.0	5.1558818371146105	5.1558818371146105	0.000412175991533267	14209.0	3.305796102125174	1.8116737241207042	25	1.0212024993006814
DCLK2	DCLK2	0.000379646494418521	15733.0	5.109906562160219	-5.109906562160219	1.4645361387542202e-05	14745.0	3.603443610598978	1.83655232296869	24	0.8202668297117304
CFI	CFI	3.807241832329059e-100	15732.0	5.09252576329782	5.09252576329782	1.64943778008815e-07	16708.0	4.497216443066546	2.6121257301229788	25	0.22790224580929597
NTF3	NTF3	0.000251310922752478	15731.0	5.08056384471343	5.08056384471343	0.11837366101653099	10998.0	2.436581758567616	1.8219457446908214	25	1.4511859608610294
TMEM171	TMEM171	0.0019169251527742	15730.0	5.0472777530156705	-5.0472777530156705	0.010348528045067633	11327.0	2.718529983885547	1.8026921248339578	24	1.2918166874138974
NCAM1	NCAM1	0.0019005696308569198	15729.0	5.04151520730112	5.04151520730112	1.79958099521767e-06	14430.0	4.06299721706553	2.211999287992321	25	0.4423681307437141
SORBS2	SORBS2	2.6305798089884797e-34	15728.0	5.04001143356425	-5.04001143356425	4.89586736606753e-05	15439.0	3.6095767738114093	2.445412734343583	25	0.5849461073231915
STEAP1	STEAP1	0.0103830332182852	15727.0	5.0061514318830405	5.0061514318830405	0.00018226276895321776	15616.0	3.4060555152282466	2.248114621950962	25	0.7117501487829817
GAGE1	GAGE1	0.0207690629385529	15726.0	4.99810447319254	4.99810447319254	3.85683342837336e-07	16286.0	4.634359348653441	2.6211619899240697	20	0.13877247035374407
NOVA1	NOVA1	3.94890118635049e-41	15725.0	4.98802350550917	-4.98802350550917	2.068744976356754e-06	16320.0	4.574143582409982	2.476106018911784	21	0.16714951619118582
SCNN1G	SCNN1G	4.35847674820294e-18	15724.0	4.97730339003579	-4.97730339003579	4.125636240192625e-06	16859.0	4.5636004308933495	2.178299432574124	24	0.18992015191114603
NPR3	NPR3	0.00381039390425039	15723.0	4.970047594228981	4.970047594228981	0.00125115316151913	12377.0	2.8797380107882553	2.1867937865694422	24	0.9558786915706041
PLIN4	PLIN4	5.714889422391419e-70	15722.0	4.95566935183969	-4.95566935183969	2.71840511268663e-11	17249.0	5.856644882480819	3.191677086958973	24	-0.2822890618610725
XYLT1	XYLT1	5.321265982136519e-91	15721.0	4.94737968773009	-4.94737968773009	8.36294681597652e-06	10965.0	3.324728385026075	2.6910500381632927	25	0.6029807248814721
CDYL2	CDYL2	4.754672574050819e-158	15720.0	4.93480070815905	-4.93480070815905	0.0137089190900536	9400.0	2.058894419420142	1.743791520258451	25	1.6492259856342593
SMOC1	SMOC1	0.00226303439212658	15719.0	4.93284223301573	-4.93284223301573	2.65729627055857e-06	16701.0	4.443654336802331	2.411254224421307	25	0.20287694729940903
FAM174B	FAM174B	2.449547323508949e-190	15718.0	4.914681627296219	-4.914681627296219	3.0762012936289004e-05	8722.0	2.714147109820567	2.047971888989285	25	1.074494493457945
NUDT10	NUDT10	0.0148418071088969	15717.0	4.9134792428531195	4.9134792428531195	0.0142300475834007	12874.0	3.271783042941222	1.7885511335488025	21	0.9178916773011021
VWA5A	VWA5A	1.08316956455188e-38	15716.0	4.89564140184188	4.89564140184188	1.14055339595595e-06	12267.0	3.169569722114293	2.3942997542106697	25	0.7209087653674435
ST6GAL1	ST6GAL1	2.5317436313495598e-55	15715.0	4.8735723331317	-4.8735723331317	7.18386028300158e-06	5965.0	2.3505485944828663	2.3707457082042316	25	1.064232123216601
CCDC28B	CCDC28B	9.864370424694141e-11	15714.0	4.8728061065663795	-4.8728061065663795	0.00744853966213084	9194.0	2.456939937295474	2.0754143613760005	25	1.1640404028375255
SFRP5	SFRP5	0.00532022847306135	15713.0	4.86298449021122	-4.86298449021122	0.00054156951911817	14675.0	3.8722256714890015	2.219727629740649	23	0.4463425176349126
MMRN2	MMRN2	1.8223861474602194e-175	15712.0	4.862601406250111	-4.862601406250111	4.99825465657865e-07	16132.0	4.403984497805363	1.7730202891971727	25	0.2586642190385823
