	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	abs(Z score)
GSDMC	GSDMC	1.06778969443062e-32	16134.0	3.66323623829956	0.10101548668916199	12310.0	1.6451037722045583	2.363016011380805	20	0.8540494251309477
ANKRD2	ANKRD2	4.63544210424117e-09	16133.0	3.65696474335062	0.23425818757086303	16528.0	2.179265153833205	1.9229807143199797	18	0.7684422306023861
CHRNA10	CHRNA10	1.21527835066196e-09	16132.0	3.6423670124282403	0.29245408670299755	9570.0	0.43448666938298036	1.5188342072287335	24	2.1120674842439597
DDX60	DDX60	5.6628453649622795e-22	16131.0	3.6375495426322204	0.190769714017199	6578.0	0.816811562844939	1.7219703648259224	25	1.6380874127717266
PI16	PI16	0.00231066035325645	16130.0	3.6374599028679504	0.24423098796773898	12627.0	1.2367050960339543	2.296500366126153	19	1.0453970930053473
CCBE1	CCBE1	2.50239966656783e-20	16129.0	3.63452624757721	0.270882543494476	11729.0	1.2699506149712874	1.7189142893271006	25	1.3756216044556693
ACSS1	ACSS1	5.64147233562639e-16	16128.0	3.6232672380708504	0.0342980842185862	14478.0	1.5423541401472145	2.002770372644288	25	1.0390173163866885
OAS2	OAS2	3.1719474284232904e-08	16127.0	3.6211184420902	0.00619346108944235	17720.0	5.400164538159275	4.833845344184669	22	0.3680395150021393
NHS	NHS	6.94010720910164e-23	16126.0	3.60437076074434	0.5371335174766261	6130.0	0.5521759560509334	1.2819348105586088	25	2.3809282496692625
FAM151A	FAM151A	0.035379718282642	16125.0	3.60206680325998	0.0281520038093389	16299.0	1.9494379151405135	2.041108540584605	25	0.809672222353314
SERPINB11	SERPINB11		16124.0	3.5965394759020097	0.04599484230360585	17299.0	2.3615407240485884	2.944857719003379	20	0.4193746760272612
IL1RAPL2	IL1RAPL2	2.6876562563409194e-16	16123.0	3.59552996514282	0.29558466523701193	2529.0	-0.5302014453840495	1.8686316425086233	21	2.20788908668383
GGT3P	GGT3P	0.0243285063311851	16122.0	3.57413098451414	0.6388709954739334	6945.0	0.15506628261998556	1.692121122120309	24	2.0205791755674687
ITIH6	ITIH6		16121.0	3.56416450328858	0.4539425986348425	10357.0	0.5774922214478106	1.7112326859417566	18	1.7453338206879152
NUP98	NUP98	6.796771384313489e-48	16120.0	3.55192477437752	0.33810337962775	7070.0	0.23810223114140608	0.8272429952839023	25	4.005863527558598
ADIRF	ADIRF		16119.0	3.55123121074812	0.38700549933266604	11626.0	1.1226528264157458	2.6519719229142185	25	0.9157632338971522
FOXN1	FOXN1	1.73270202193791e-08	16118.0	3.54898173288568	0.0751945272441315	15957.0	2.182988489269994	2.0807959374626397	20	0.6564763122718335
TBX3	TBX3	3.636329565426379e-33	16117.0	3.52374894867216	0.129514098263254	12117.0	1.3269244854873856	1.830817820532689	25	1.1999142888753362
CA3	CA3		16116.0	3.5208913866974503	0.16850169757538053	13102.0	1.4179829215246527	3.386353037731666	19	0.6209950473980769
COL17A1	COL17A1	1.3606782655357997e-89	16115.0	3.51384230274705	0.002416118591682225	16791.0	2.47452260516785	3.2902969438654823	25	0.31587413394919733
TSPAN8	TSPAN8	7.8517517231166e-17	16114.0	3.47220172638812	0.10501016910667554	14943.0	1.6080079221484433	2.9669805702187997	19	0.6283134520500759
HSD11B1	HSD11B1		16113.0	3.4617720381401607	0.5451863775043155	9308.0	0.6390047601117808	2.1229219417721192	20	1.3296613608280206
DHX58	DHX58	0.000435708097484777	16112.0	3.45647440891145	0.0777406498039466	13241.0	1.5956710769544589	1.3770410891624005	25	1.3513055976338688
CXCL1	CXCL1	0.0019018075874784397	16111.0	3.45081225621567	0.39897159834407003	6188.0	0.9657915053873698	2.587501328059617	22	0.9603940001421498
GCM1	GCM1	0.14588020653369102	16110.0	3.44943529445341	0.161235273612576	10507.0	0.5264953822547365	2.1674817494093688	18	1.348541879531472
LIPC	LIPC	0.0529903492182028	16109.0	3.44859972697698	0.23629643121510302	11047.0	0.8139554459876587	1.3602315110168004	18	1.9369087244713745
PLA2G2F	PLA2G2F		16108.0	3.4479021668802594	0.18596470130973303	15797.0	2.026223496040103	2.9707159997568944	20	0.4785643161300165
IFIT3	IFIT3	4.6658276791581e-29	16107.0	3.44306680662668	0.389242594082782	5732.0	0.2899566353725436	1.7924858616829087	24	1.7590711528925425
RPE65	RPE65	0.14840173443816698	16106.0	3.4296289556822206	0.35553701249657793	10062.0	0.6796927416665666	2.3351554927583624	18	1.1776244547926609
MYBPC1	MYBPC1		16105.0	3.42369563173123	0.0155565993092328	17626.0	2.5711998963646487	3.7180889790152576	19	0.22928330660670906
GALR3	GALR3	0.150619023516297	16104.0	3.41350875931807	0.603823624862112	8712.0	0.0057595741349912065	1.7453943929964635	21	1.952423589107968
KCNJ2.AS1	KCNJ2.AS1	0.173706277018992	16103.0	3.4084166132376303	0.733930119325288	6886.0	-0.0033121934142212447	1.4751043425373733	21	2.3128728648328902
IL32	IL32	1.48488541305193e-06	16102.0	3.40590396589413	0.347777885401632	15162.0	1.3562116635876027	1.932728089389296	24	1.0605176763143074
MEGF10	MEGF10	3.23870501359615e-11	16101.0	3.3982802367629303	0.256121023891612	8354.0	0.2993783160161602	2.450111532531373	23	1.2648003487192636
LINC01197	LINC01197		16100.0	3.36251168506141	0.4255272509504075	3662.0	-0.5767510379750875	1.4236909956665547	18	2.766936600025473
KRT35	KRT35	0.193807054236406	16099.0	3.35710657935627	0.181924008975289	10985.0	0.6042850070595813	1.9817629870518674	17	1.3890770946286932
FCAMR	FCAMR		16098.0	3.34216705325726	0.266086372071232	10532.0	0.8383887645569089	2.335948411777441	19	1.071846568219033
KRTAP5.9	KRTAP5.9		16096.5	3.33501762686794	0.441480263499312	7005.0	0.26062086954114416	1.3853003006535607	20	2.2192998556893033
CAMK1G	CAMK1G		16096.5	3.33501762686794	0.3486905616161565	11270.0	0.698382326373208	1.700306437500001	21	1.5506824195592863
TFEC	TFEC		16095.0	3.3298232333429905	0.3679873921145929	9188.0	0.4215581063927665	2.27384339789438	21	1.2790085410645824
CYP2C8	CYP2C8	0.17091808996495098	16094.0	3.3253469931150605	0.0436739087438277	16334.0	2.2266332567354707	3.397496150983901	17	0.3233892512465119
RPPH1	RPPH1	0.118703825770318	16093.0	3.3248687436772104	0.0189429061235405	8864.0	0.4338933382577303	4.145725331078503	25	0.6973388670366636
CDH13	CDH13	1.1473705105084399e-32	16092.0	3.32271227410995	0.401609520551449	9926.0	1.241621969861572	2.351284039362174	25	0.8850867310837143
OLR1	OLR1	7.67775192377643e-06	16091.0	3.3183701153266094	0.243347288012936	4103.0	0.11880456672109149	1.9817731659318987	20	1.6144963528663843
LINC00993	LINC00993		16090.0	3.2897658892893498	0.0586727562879394	12098.0	0.9731325461430974	2.4686361518025244	16	0.9384264025521606
SECTM1	SECTM1	6.44131750548342e-22	16089.0	3.27742275586823	0.0364569610839651	16354.0	1.800638187579347	2.468168245045092	25	0.5983322130707921
KRT5	KRT5	2.45959812266888e-41	16088.0	3.2647259299972795	0.002354991641359125	17687.0	4.209896236971368	4.306482298577489	22	0.21947618530471985
SMC1B	SMC1B	3.37228033635318e-12	16087.0	3.2594089588516404	0.08239779943921124	12713.0	0.8361727110939179	2.0944463627868037	22	1.156981764161027
LAMA3	LAMA3	2.5884710850656997e-38	16086.0	3.2483722143954803	0.0036625976823188152	16654.0	2.4851158981223294	2.718450860128161	24	0.28076884797438173
C9	C9		16085.0	3.2421200299735804	0.19084621635335397	4226.0	0.012672642287190203	2.1785953771795326	23	1.482352997492962
PADI1	PADI1	1.9495230361933998e-05	16084.0	3.2261609441627903	0.00208523548456149	17553.0	2.920635753643604	2.798889401120972	21	0.10915943673830834
RALYL	RALYL	0.004708820544043479	16083.0	3.2180204448251803	0.48851771737745503	7750.0	-0.3936652596733508	2.0977590117237885	20	1.721687612501641
KRT6B	KRT6B	6.46653357042465e-06	16082.0	3.21569282049579	0.0018461283833764	17558.0	3.7814404955181793	3.7141168715795843	21	0.15232360601021722
SMCO1	SMCO1		16081.0	3.21139135219179	0.0845205800749498	13107.0	0.681541038057692	2.5124810335943084	20	1.0069131986699782
FOXC2	FOXC2	7.46368344065772e-17	16080.0	3.2023641457418996	0.3267779802816125	13832.0	1.2106840115009398	2.150125527910088	21	0.9263087705287902
MSMB	MSMB	0.23008587287221105	16079.0	3.1695443759576	0.06132864687719126	17019.0	2.934209242480138	4.021370593648488	19	0.0585211255707593
IL16	IL16	0.000200680013382159	16078.0	3.16775256879219	0.0741428234100331	14220.0	1.8073291417747859	1.7883812466270432	25	0.760701013602785
FST	FST	5.69225189896098e-40	16077.0	3.16252059883537	0.284043790233272	12076.0	1.6878256792221586	2.158425871375234	25	0.6832270402103799
FBP1	FBP1	9.23237636226692e-16	16076.0	3.1318563000184305	0.28262662518126896	12367.0	0.8708146652813215	1.6405636115503373	24	1.3782102801856115
TCTE1	TCTE1	0.242664908237312	16075.0	3.1300108748312496	0.0896029138251595	11998.0	1.1628218148949274	2.9809263457989688	21	0.6599254163755806
DUSP4	DUSP4	1.31964408123834e-40	16074.0	3.12244616613655	0.0809463618145521	13226.0	1.373459409340782	1.3220336319031982	25	1.3229517877528791
MYL7	MYL7		16073.0	3.12201874810868	0.1138954005497183	17412.0	3.060439660844243	3.794584763225376	17	0.016228149087937405
AKR1B10	AKR1B10	1.7598259450861498e-05	16072.0	3.10605750673584	0.12755996097914998	16216.0	2.1241082748828584	2.798322795561722	20	0.3509063476916964
KCNQ5	KCNQ5	2.32268488477478e-19	16071.0	3.10424378162111	0.30796657732826505	8122.0	0.5553635794773866	1.8824402354352465	25	1.3540298141547038
OR7E2P	OR7E2P		16070.0	3.1010971494937403	0.717664587292218	2805.0	-0.5525784491187405	1.2500012109602947	16	2.9229376472408366
OR51B2	OR51B2		16069.0	3.09149742389951	0.36319424068193196	2337.0	-0.607441139908096	2.0038491445974955	15	1.8459166817922292
AJUBA	AJUBA	9.978371715873179e-26	16068.0	3.09052494484227	0.0144451441958423	17346.0	3.636863778495737	3.4266452369775995	25	0.1594383999130747
SDR9C7	SDR9C7	0.24824723372654398	16067.0	3.08853744428672	0.0938662252957228	12624.0	0.8683116611176906	2.284513519590838	22	0.9718593320326147
ANXA3	ANXA3	1.0083428254590898e-12	16066.0	3.0862939246922405	0.3002781540630705	11782.0	1.378509195716116	2.0459737487557303	25	0.8347051031396286
ADGRE1	ADGRE1	5.31542349233804e-13	16065.0	3.08584560054771	0.18033790144773998	13699.0	1.2315704749061283	2.4772066081514383	19	0.7485347082233462
NCF2	NCF2	6.61976813637462e-12	16064.0	3.0784677477532405	0.2017726355250245	10137.0	0.8300664177959435	2.416704511386813	25	0.9303583948155348
SERPINB13	SERPINB13	1.21903994139035e-35	16063.0	3.06308806526529	0.0708524868932624	15732.0	1.7164923303250994	2.6294628368725066	20	0.5121181847703301
BEND2	BEND2		16062.0	3.0510827399503797	0.1313326157421922	9654.0	0.3222387416054278	3.007550479489248	16	0.907331071233881
MAF	MAF	1.53302826971595e-06	16061.0	3.0236870928611896	0.11769885791865599	8054.0	1.4052639794863644	2.3881435580929113	25	0.6776908816433305
EMP3	EMP3	3.8116802472381606e-25	16060.0	3.0213442521241896	0.5038689009911095	8366.0	0.5600083692938395	1.242435473136764	25	1.9810573152875626
FAM189A1	FAM189A1		16059.0	3.0206162815197004	0.0986858713986315	13818.0	0.846330075130531	1.985656516836836	24	1.094996132489632
HEATR4	HEATR4	0.15398942936317497	16058.0	3.01675474427127	0.3348052816348695	3352.0	-0.3742933063160768	0.8866985493230752	25	3.8243527669873214
OASL	OASL	6.09188430872537e-15	16057.0	3.00305487700957	0.276893172309544	8341.0	0.6499175641984023	1.754772617860767	21	1.3409927239917063
SH3PXD2A.AS1	SH3PXD2A.AS1	0.00155351569833106	16056.0	2.9837162966166297	0.319356442656398	8738.0	0.5162253175558401	1.4289196388368381	21	1.72682277715027
ZG16	ZG16		16055.0	2.9691047883559603	0.20153461643882897	17381.0	2.3795164150601864	3.470966561745094	16	0.16986287905906738
VSX1	VSX1		16053.0	2.9647289854634704	0.2565607055264365	11791.0	0.3194421494430335	2.2313406571750427	19	1.1855145593812937
NPY	NPY		16053.0	2.9647289854634704	0.0905384093289066	8149.0	0.9304042891359173	2.906078472092785	19	0.7000240068749946
BOLL	BOLL		16053.0	2.9647289854634704	0.570548852727492	4414.0	-0.44512787350263283	1.7750227720011473	20	1.9210214723734818
KCNV2	KCNV2	0.0664166934343915	16051.0	2.9495219137427	0.1656031963749835	13861.0	1.3100052586548985	2.230865855967373	20	0.7349239088949415
SLC24A3	SLC24A3	0.0037562447403866397	16050.0	2.9399240349507405	0.34032511903340845	9809.0	0.8051409009445595	1.7903012658881947	25	1.1924155865169896
AMIGO2	AMIGO2	3.2819642548270003e-17	16049.0	2.93861652715688	0.23786409726086602	12683.0	1.276691240498431	1.1057913774761097	25	1.5029284189678487
SH3RF2	SH3RF2	1.25949121460908e-38	16048.0	2.93811535341092	0.0919060900568239	12910.0	1.3580333567791296	1.629357001977821	25	0.9697580055898017
SLC28A3	SLC28A3	0.000235196580046311	16047.0	2.9351083411034704	0.2696891230080035	8068.0	0.994879859243552	2.556814832602199	24	0.7588459113737425
SLCO2A1	SLCO2A1	4.2341414640590103e-10	16046.0	2.93353860583718	0.0183624590229834	14623.0	1.5133208995885334	1.7249419075629728	25	0.8233423398328551
SHC3	SHC3	4.31717526782084e-10	16045.0	2.9232362324584598	0.2762218743569485	9194.0	0.309295658415263	1.648822071822766	25	1.5853381748786857
FOLR3	FOLR3	0.36175280144237504	16044.0	2.9232310760664304	0.06994325169037235	14861.0	1.2683810625647378	2.2865228326155433	20	0.7237408653421217
SPTLC3	SPTLC3	1.46397697592723e-16	16043.0	2.9201535853222698	0.42359944205352396	5895.0	0.43716597458953826	1.3330938470829696	25	1.862575253922235
CCR3	CCR3	0.17602151997701102	16042.0	2.9164322105321903	0.0586071545733836	12870.0	1.330213607117774	1.94132331332605	20	0.8170811077814565
CEMP1	CEMP1	4.0514574092438503e-05	16041.0	2.91625347934383	0.039763578339677155	15033.0	1.8342345074518567	1.4781162737540736	25	0.7320256133463002
FMO1	FMO1	0.287857239960443	16040.0	2.90948341003205	0.492930930020281	6426.0	0.015096837852897215	1.3636444803624688	23	2.122537519023873
LINC00671	LINC00671		16039.0	2.9087080307102	0.389719753112212	10928.0	0.9465209750767946	1.4397288812335933	19	1.3628864998194368
