	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	log2FoldChange (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Percent DE (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
PCDH17	PCDH17	0.0111219994288354	17134.0	4.9349540988480305	-4.9349540988480305	0.9999511445546929	12452.0	70.13067477751493	0.0	0.5182459322839807	0.5257691392195327	25	8.400470543250869
THSD7A	THSD7A	0.002343575617074	17133.0	4.8958100341875	-4.8958100341875	0.9999511445546929	4969.0	27.982426495437647	0.0	0.38586912726468525	0.4440517531209661	25	10.156340731063933
PLD5	PLD5	0.53654550078359	17132.0	4.89072877878354	4.89072877878354	0.9999511445546929	12067.0	67.96214937478878	0.0	0.518048732576776	0.4278754263469571	25	10.219516655908699
AKAP4	AKAP4	0.191454001205058	17131.0	4.8653445313134105	-4.8653445313134105	0.9999499060245214	17228.0	97.03165483834628	0.0	1.2675079119111021	1.1161772652209887	22	3.22335594130739
LPAR6	LPAR6	0.00012537060327376298	17130.0	4.84419222649161	-4.84419222649161	0.9999511445546929	10539.0	59.355638166047086	0.0	0.34751415747238	0.23680314557317236	25	18.98909770871161
CSN3	CSN3	0.5534663835992379	17129.0	4.7988046712513	-4.7988046712513	0.9999464675482359	17663.0	99.48180691675115	0.043478260869565216	1.9080606241968963	1.5057956445156082	23	1.9197452573216287
RGS7	RGS7	0.0016547911618614	17128.0	4.7739475063706704	4.7739475063706704	0.9999511445546929	13617.0	76.6925763208291	0.0	0.643110142317762	0.5946297417827822	25	6.94690674514209
LY86	LY86	0.568443500657284	17127.0	4.6901241416436905	4.6901241416436905	0.9999511445546929	14312.0	80.60718711276331	0.0	0.5545488803296714	0.5409500237178008	25	7.6450227932172865
CDH19	CDH19	0.0438793797542907	17126.0	4.67979780749373	-4.67979780749373	0.9999511445546929	12720.0	71.64019375915287	0.0	0.5470247251614698	0.5907547605600546	25	6.995750789065598
CYP4B1	CYP4B1	0.138038591667805	17125.0	4.67277561983346	4.67277561983346	0.9999511445546929	15260.0	85.94682888363185	0.0	0.8049566405564517	0.8824130788142923	25	4.383229433174582
KCNS1	KCNS1	2.99472075165409e-05	17124.0	4.663837490442349	-4.663837490442349	0.9999511445546929	13120.0	73.89320716458262	0.0	0.5232760718496849	0.4323766040353913	25	9.57628460917776
SSX3	SSX3	0.5722766998440519	17123.0	4.6571895648006505	-4.6571895648006505	0.9999499060245214	16300.0	91.80466373774924	0.0	0.9003769848235154	0.7729504473122225	24	4.860353717422229
MYH8	MYH8	0.152083763369088	17122.0	4.65441470443996	-4.65441470443996	0.9999499060245214	17440.0	98.22575194322405	0.0	1.16978345697057	1.0099465615578067	24	3.450312501776797
CRHBP	CRHBP	0.5458121356250479	17121.0	4.6225679481151305	4.6225679481151305	0.9999464675482359	13881.0	78.17956516841275	0.0	0.9096062075908747	1.3128907049715979	25	2.8280813676752925
TNN	TNN	0.012333304082221	17120.0	4.5907202553649595	-4.5907202553649595	0.9999511445546929	15605.0	87.89005294581503	0.0	0.6103648172018427	0.5628473233605826	25	7.071820852585171
SLC22A3	SLC22A3	0.096340643739374	17119.0	4.58941374316091	-4.58941374316091	0.99994866749435	6738.0	37.94637828095077	0.0	0.5175445343206562	0.606747727254555	25	6.7109756261714715
MYH4	MYH4	0.27520088920394703	17118.0	4.56868104568756	-4.56868104568756	0.9999499060245214	15029.0	84.64571364199617	0.0	0.9461603507419762	0.990681589689389	24	3.656594341357814
LCN2	LCN2	0.00267641489297866	17117.0	4.54254009161881	4.54254009161881	0.99994866749435	16590.0	93.43809845668581	0.0	1.3723200243793672	1.7495527045744925	25	1.812017471065823
EPHA5	EPHA5	0.0136135066120056	17116.0	4.531022006306349	-4.531022006306349	0.9999511445546929	5600.0	31.536555142503097	0.0	0.5272534352331415	0.6117198102280978	25	6.545102028950613
MFAP5	MFAP5	2.0397754148631303e-09	17115.0	4.52886792633609	-4.52886792633609	0.99994866749435	12464.0	70.19826517967782	0.0	0.5832931557593933	0.649875475302582	25	6.071278145616492
ECEL1	ECEL1	0.389292205665731	17114.0	4.51034445426595	-4.51034445426595	0.99994866749435	15624.0	87.99707108257293	0.04	0.9015658416897722	1.0468375323208958	25	3.447314889995699
RPTN	RPTN	0.596909621573153	17113.0	4.50699617182434	-4.50699617182434	0.9999499060245214	16389.0	92.30595922045735	0.0	0.8521514787396467	0.7285177905730131	24	5.016822842733857
PAX5	PAX5	0.00024374041335355299	17112.0	4.494341050715111	-4.494341050715111	0.9999464675482359	15871.0	89.38830686042581	0.04	1.8330058489962917	4.152462240190157	25	0.6409053346616214
NOS1	NOS1	0.0066076102886312394	17111.0	4.47521615610242	4.47521615610242	0.9999511445546929	13911.0	78.34854117381998	0.0	0.6585419381058224	0.6296269752558841	25	6.06180225433556
NTF3	NTF3	0.322249509294677	17110.0	4.46897083437823	4.46897083437823	0.9999511445546929	10413.0	58.64593894333671	0.0	0.537530546002279	0.6613421987756489	25	5.944638487691055
OLFM1	OLFM1	0.0835014076330481	17109.0	4.46841597837493	-4.46841597837493	0.99994866749435	10923.0	61.518531035259656	0.0	0.6307639803953959	0.7101618283553217	25	5.4039119602742245
NPY5R	NPY5R	0.599731516521191	17108.0	4.46794907559155	4.46794907559155	0.9999499060245214	11664.0	65.6922383688183	0.0	0.5956773193302374	0.6154034479835225	24	6.292249042395669
PRRX1	PRRX1	0.206096279810406	17107.0	4.40407324575065	-4.40407324575065	0.9999511445546929	13324.0	75.0422440013518	0.0	0.6587257563869369	0.7748092331923675	25	4.833896304942238
IL36B	IL36B	0.104051684683852	17106.0	4.38237323945001	-4.38237323945001	0.9999499060245214	17374.0	97.85400473132815	0.0	1.2042035439211347	0.8136069253404982	22	3.9062716854318777
ITLN1	ITLN1	0.27662491485065804	17105.0	4.375041351329029	-4.375041351329029	0.999947567521293	17347.0	97.70192632646163	0.041666666666666664	2.0697725984156543	4.199381483698178	24	0.5489543547930407
C1QTNF7	C1QTNF7	0.47754122670865995	17104.0	4.37445061706144	4.37445061706144	0.9999511445546929	10370.0	58.40374000225301	0.0	0.5008613091342823	0.5869128980912086	25	6.599938969692205
TAC1	TAC1	0.617900701175653	17103.0	4.36326226873633	-4.36326226873633	0.9999499060245214	10507.0	59.1753970936127	0.0	0.6952739489238945	0.7643302009879622	24	4.798957721507336
COL20A1	COL20A1	0.417601123214822	17102.0	4.34373992878188	-4.34373992878188	0.9999511445546929	16113.0	90.75137997071081	0.0	0.8827017909757974	0.7393994221084127	25	4.680877526164223
VGLL1	VGLL1	0.0471579839160845	17101.0	4.32553471070468	4.32553471070468	0.99994866749435	16467.0	92.74529683451615	0.0	0.9113204709290932	0.7969991455772711	23	4.2838367628395035
AMBN	AMBN	0.43096792982244	17100.0	4.30841007953205	-4.30841007953205	0.9999499060245214	16437.0	92.57632082910892	0.0	0.8184529008931017	0.8661052032587966	24	4.029484138309848
GABRA4	GABRA4	0.20417643483106301	17099.0	4.27438438929548	-4.27438438929548	0.9999511445546929	14329.0	80.70294018249407	0.0	0.6181326048138859	0.6146051661883094	25	5.948944111806167
CCDC190	CCDC190	0.0247940848955119	17098.0	4.26434990237017	4.26434990237017	0.9999511445546929	16357.0	92.12571814802297	0.0	0.7966068770083939	0.756052977677693	25	4.586640259011165
TBL1Y	TBL1Y	0.6368877545406789	17097.0	4.257480452831319	-4.257480452831319	0.99994866749435	5238.0	29.497578010589162	0.0	0.3665328663716443	0.40666152990142	25	9.568024758582133
LINC00494	LINC00494	0.0009137881755004661	17096.0	4.23069645743917	4.23069645743917	0.9999511445546929	11160.0	62.85344147797679	0.0	0.49345095162654046	0.5434884484619779	25	6.876402831354906
GRIA3	GRIA3	0.295229426459901	17095.0	4.22408144193725	-4.22408144193725	0.9999511445546929	12624.0	71.09947054184971	0.0	0.745120884508203	0.9392169483455295	25	3.70410751590182
ESM1	ESM1	0.11087418290218301	17094.0	4.18420619563045	-4.18420619563045	0.9999511445546929	14326.0	80.68604258195336	0.0	0.7326841058030672	0.7176415350255982	25	4.809535013471966
MYCT1	MYCT1	0.000996505875753816	17093.0	4.16170726497903	-4.16170726497903	0.9999511445546929	13076.0	73.64537568998536	0.0	0.5236192232647343	0.603028870437102	25	6.033024652828393
HPD	HPD	0.0297433341282467	17092.0	4.146656632344681	4.146656632344681	0.9999499060245214	13793.0	77.6839022192182	0.0	0.9897022942555989	1.1928859002797652	24	2.6464847453965947
CACNG5	CACNG5	0.652225039579421	17091.0	4.14280201608326	4.14280201608326	0.9999499060245214	15509.0	87.34932972851188	0.0	0.751048725006975	0.8118785495207488	24	4.177660923642377
DPEP2	DPEP2	0.337948158769437	17090.0	4.14208134204056	-4.14208134204056	0.99994866749435	13261.0	74.68739438999661	0.04	0.7542611269274785	1.113999369812604	25	3.0411329727080347
CPA3	CPA3	0.349853966058565	17089.0	4.1025795176525	-4.1025795176525	0.9999511445546929	13602.0	76.60808831812548	0.0	0.5393376649287004	0.44247895703645973	25	8.052906914690167
VSTM2A	VSTM2A	0.10479163162625699	17088.0	4.094353259604491	4.094353259604491	0.99994866749435	15544.0	87.54646840148699	0.0	0.8322786835052121	0.9587363906000109	23	3.4024728883585587
S100A7A	S100A7A	0.564332641049436	17087.0	4.08719156813339	-4.08719156813339	0.9999499060245214	17417.0	98.09620367241185	0.0	1.0705241814254998	0.7778848849398001	24	3.8780383127528535
ARMC3	ARMC3	0.0335849185632957	17086.0	4.04649813898077	-4.04649813898077	0.9999511445546929	16653.0	93.792948068041	0.0	0.7657750896545578	0.6027460131423207	25	5.442961011426161
FDCSP	FDCSP	0.41802508231061297	17085.0	4.04555506762832	-4.04555506762832	0.9999499060245214	17740.0	99.91551199729638	0.041666666666666664	2.127178402680796	1.6990522685164677	24	1.1290863150564285
NEURL1	NEURL1	0.00289766626832891	17084.0	4.0389505134184	4.0389505134184	0.9999511445546929	16211.0	91.30336825504111	0.0	0.8270483023325164	0.9576063853125979	25	3.3540943965587706
SLC40A1	SLC40A1	0.0121157043811537	17083.0	4.03757837295066	-4.03757837295066	0.99994866749435	15076.0	84.91044271713416	0.0	0.7996289023735375	1.0914231886951067	25	2.966722261461549
WSCD2	WSCD2	0.67034342361595	17082.0	4.03570320677089	-4.03570320677089	0.9999511445546929	13946.0	78.54567984679508	0.0	0.553203910161317	0.54103750072949	25	6.436705943514194
CDH9	CDH9	0.278575150455122	17081.0	4.01007628642235	-4.01007628642235	0.9999511445546929	16858.0	94.94761743832375	0.0	0.8530543384317966	0.7812312192077405	25	4.041085238749344
CAPN8	CAPN8	0.0295265250662197	17080.0	4.00669959243796	4.00669959243796	0.9999511445546929	16963.0	95.53903345724906	0.0	1.0344754896939439	1.0832434409433949	25	2.7438191549588447
MUC4	MUC4	0.000107827574724065	17079.0	4.00026846651621	4.00026846651621	0.99994866749435	16980.0	95.63478652697982	0.0	1.1371022827355106	1.192959677172727	25	2.4000527750999123
NME5	NME5	0.29369881196634995	17078.0	3.99857490605448	-3.99857490605448	0.9999499060245214	12201.0	68.71690886560775	0.0	0.4939393605345536	0.4813958899758081	24	7.280152611390278
CLVS2	CLVS2	0.641610925828044	17077.0	3.99853323104954	-3.99853323104954	0.9999499060245214	14277.0	80.41004843978821	0.0	0.7339676616982264	0.8172600118035581	24	3.9945250253306237
CASP14	CASP14	0.0529246495884721	17076.0	3.99421325422126	3.99421325422126	0.9999499060245214	17480.0	98.45105328376704	0.0	1.240126442645692	1.0392868991442588	24	2.6499774160948846
SH2D1A	SH2D1A	0.0646442704624174	17075.0	3.98382641191107	-3.98382641191107	0.9999511445546929	15608.0	87.90695054635574	0.0	0.6018778325724619	0.44381336497350526	25	7.620204451347478
CD244	CD244	0.18314213567612397	17074.0	3.97652769273907	-3.97652769273907	0.9999511445546929	12571.0	70.80094626563027	0.0	0.5956881951878801	0.5102189000725119	25	6.626252961367577
MPPED2	MPPED2	0.130120367130385	17073.0	3.9711258553157402	-3.9711258553157402	0.9999511445546929	10793.0	60.78630167849498	0.0	0.4224759284353226	0.3634034592184821	25	9.765041682630024
GABRB2	GABRB2	0.6739776074017769	17072.0	3.9687334340681804	-3.9687334340681804	0.9999511445546929	16638.0	93.70846006533738	0.0	0.601270110618659	0.4276919046639515	25	7.873572744135579
SMC1B	SMC1B	0.0130134828309503	17071.0	3.96864311980218	3.96864311980218	0.9999511445546929	13520.0	76.14622057001239	0.0	0.59995117159743	0.5233605198252917	25	6.436656607818425
LTF	LTF	0.0910607979410374	17070.0	3.9646261781591803	-3.9646261781591803	0.99994866749435	17446.0	98.2595471443055	0.04	1.606554932393997	1.9489209882254412	25	1.2099368111953512
CTNND2	CTNND2	0.0767035154022455	17069.0	3.95887128094431	-3.95887128094431	0.9999511445546929	14201.0	79.98197589275655	0.0	0.609030715723474	0.4814651950459758	25	6.957596519310092
ADAMTS5	ADAMTS5	0.00228507185110855	17068.0	3.95445633058078	-3.95445633058078	0.9999511445546929	11754.0	66.19916638503999	0.0	0.3799938449430422	0.3392418234278675	25	10.536620896325804
PDZK1IP1	PDZK1IP1	0.0066076102886312394	17067.0	3.95303190522067	3.95303190522067	0.9999511445546929	16714.0	94.13653261236904	0.0	1.06379653684025	1.0392154517391372	25	2.7802082460814614
NR1H4	NR1H4	0.27587672751502695	17066.0	3.9445878102455403	3.9445878102455403	0.9999511445546929	15215.0	85.693364875521	0.0	1.1105656307005685	1.1025018913958864	25	2.5705372495613537
SCG5	SCG5	3.7661747128522903e-06	17065.0	3.9434356562941404	-3.9434356562941404	0.9999511445546929	15257.0	85.92993128309112	0.0	0.708621433496673	0.6122891685934665	25	5.283147879666714
WDFY4	WDFY4	0.252257869562592	17064.0	3.93191239960617	3.93191239960617	0.99994866749435	13287.0	74.83384026134955	0.0	0.8569436868618812	1.1901030561360717	25	2.5837835613395055
DCAF12L1	DCAF12L1	0.22971789875046697	17063.0	3.91339893050115	3.91339893050115	0.9999499060245214	14250.0	80.2579700349217	0.0	0.6680785386184424	0.7285060691967068	24	4.4547609541004745
KISS1R	KISS1R	0.13006543573147802	17062.0	3.8621477870427103	-3.8621477870427103	0.9999511445546929	12449.0	70.1137771769742	0.0	0.5913872434940182	0.5514901418095502	25	5.9307688308202
NTNG1	NTNG1	0.0419374022128318	17061.0	3.86048507630516	-3.86048507630516	0.9999511445546929	14824.0	83.4910442717134	0.0	0.6184244550966317	0.32078622450873745	25	10.106607994696551
APBB1IP	APBB1IP	0.250557346158355	17060.0	3.86016989328512	-3.86016989328512	0.99994866749435	7748.0	43.635237129660915	0.0	0.4275839658875422	0.463315225808026	25	7.408748377330179
MSTN	MSTN	0.00385674422724757	17059.0	3.85900820918009	3.85900820918009	0.9999511445546929	16795.0	94.59276782696857	0.0	0.908106535726937	0.8207200603914897	25	3.595503285304797
SLCO2A1	SLCO2A1	0.0358534995568788	17058.0	3.84664860395621	-3.84664860395621	0.99994866749435	7769.0	43.75352033344598	0.0	0.40524407225818093	0.5088748143426428	25	6.762772365033601
CDH5	CDH5	0.0491303562131853	17057.0	3.8394661647638797	3.8394661647638797	0.9999511445546929	4815.0	27.11501633434719	0.0	0.4451649882088688	0.6774226776238128	25	5.0106104927888735
SGCD	SGCD	0.1980676944277	17056.0	3.8376867590397503	-3.8376867590397503	0.9999511445546929	12409.0	69.88847583643123	0.0	0.4008737366240609	0.29589918371803375	25	11.614810758284058
LRRC15	LRRC15	0.0076836879916904206	17055.0	3.81991211740805	-3.81991211740805	0.9999511445546929	16391.0	92.3172242874845	0.0	0.9376613233261023	0.8835961966009355	25	3.261954731323587
SLC38A3	SLC38A3	0.0476777869723858	17054.0	3.81559007782439	-3.81559007782439	0.9999511445546929	16966.0	95.55593105778979	0.0	0.9978247941421678	0.9554351937261166	25	2.9491956149251477
HTR1F	HTR1F	0.5086301383143139	17053.0	3.80458589944451	3.80458589944451	0.9999511445546929	13448.0	75.74067815703503	0.0	0.766379455676576	0.6966406105396288	25	4.361224995790142
SALL3	SALL3	0.6739776074017769	17052.0	3.80326009269385	3.80326009269385	0.99994866749435	15128.0	85.20333445984004	0.0	1.0209696372234887	1.609449957353048	25	1.728721320448014
LY6D	LY6D	0.0775686815220108	17051.0	3.7955237479601496	-3.7955237479601496	0.9999511445546929	16375.0	92.22710375126731	0.0	0.9672629544269443	0.9750016806608474	25	2.900775300834595
SIGLEC6	SIGLEC6	0.712721907670757	17050.0	3.7735205908860694	-3.7735205908860694	0.9999511445546929	15991.0	90.06421088205474	0.0	0.8805759606963619	0.9410145098055845	25	3.0742827023861676
NRG3	NRG3	0.335098099256802	17049.0	3.7704372192668303	-3.7704372192668303	0.9999511445546929	8492.0	47.82584206376028	0.0	0.4012002686901673	0.41623346853930515	25	8.094584422536661
GPR27	GPR27	0.169537181429361	17048.0	3.7604847152493703	-3.7604847152493703	0.99994866749435	9915.0	55.840937253576655	0.0	0.5344780197148892	0.5541286642815704	25	5.821764697404725
TMEM155	TMEM155	0.694338850579019	17047.0	3.75017159531867	-3.75017159531867	0.99994866749435	15137.0	85.2540272614622	0.0	0.9024003500973329	0.9884522307832834	25	2.8810408399449567
LINC00317	LINC00317	0.717699480683064	17046.0	3.7326390986732103	-3.7326390986732103	0.99994866749435	13630.0	76.76579925650557	0.0	0.6623881952862571	0.634779571999224	21	4.836719766701482
VNN1	VNN1	0.000975796944812903	17045.0	3.71298029010215	3.71298029010215	0.9999511445546929	9716.0	54.72006308437535	0.0	0.6941321535648102	0.6481060066282952	25	4.657954263134493
TMEM108	TMEM108	0.0341457422720865	17044.0	3.70841562476941	-3.70841562476941	0.9999511445546929	13581.0	76.48980511434043	0.0	0.5839670444606017	0.5437224083024342	25	5.746403923398535
ZNF280A	ZNF280A	0.398281233139713	17043.0	3.6721940600023903	-3.6721940600023903	0.99994866749435	14632.0	82.40959783710713	0.0	0.730893613436048	0.7111546554170409	23	4.13595049144617
THY1	THY1	0.0815240529848996	17042.0	3.66112875760109	-3.66112875760109	0.9999511445546929	14664.0	82.58983890954151	0.0	0.6113928316066485	0.584784785050428	25	5.215142397611205
CDH6	CDH6	0.0341869539568145	17041.0	3.64890990648894	-3.64890990648894	0.99994866749435	14256.0	80.29176523600314	0.0	0.8093779680203635	0.770645953566412	25	3.684612791811505
CYP27A1	CYP27A1	2.87514225077598e-06	17040.0	3.64228041653851	-3.64228041653851	0.9999511445546929	8315.0	46.82888363185761	0.0	0.48817788173785515	0.57839410182014	25	5.453206602340956
ADH7	ADH7	0.5278696826028171	17039.0	3.61556234459267	3.61556234459267	0.9999499060245214	17059.0	96.07975667455221	0.0	0.9613494721519956	0.7894895768181739	24	3.3619352938613427
MOGAT2	MOGAT2	0.102837854965426	17038.0	3.6120538547908394	-3.6120538547908394	0.9999499060245214	17166.0	96.68243776050467	0.0	0.8172950243902543	0.6137677942083141	24	4.553446526149982
CAMKV	CAMKV	0.731024650720545	17037.0	3.61035894516009	3.61035894516009	0.9999511445546929	15314.0	86.25098569336487	0.0	0.7172492959647954	0.6796038813395984	25	4.257052863636614
KLK6	KLK6	0.139491367220374	17036.0	3.60799875015844	3.60799875015844	0.999947567521293	16435.0	92.56505576208178	0.041666666666666664	1.1938484153661018	1.5509609630234948	24	1.5565513203414953
KRT20	KRT20	0.0747466304936353	17035.0	3.58749893828452	-3.58749893828452	0.9998938213870621	17746.0	99.94930719837782	0.08695652173913043	3.2614476545097046	5.297453070495671	23	0.06154868753642539
LRRC55	LRRC55	0.7380589400091491	17034.0	3.5869796367919906	-3.5869796367919906	0.9999499060245214	17346.0	97.69629379294807	0.0	1.081736570704565	0.8493763078263431	24	2.9495090020801804
MEG3	MEG3	9.721403909481221e-05	17033.0	3.5867685619439102	3.5867685619439102	0.9999511445546929	8205.0	46.20930494536442	0.0	0.4736228069129977	0.5255633132907829	25	5.9234457130162665
CRTAC1	CRTAC1	0.0306568779074275	17032.0	3.57812860205827	-3.57812860205827	0.9999499060245214	10012.0	56.38729300439337	0.0	0.4416012066160227	0.3758502847197158	24	8.345151042738364
GAPLINC	GAPLINC	0.00289766626832891	17031.0	3.57243561884057	-3.57243561884057	0.9999511445546929	12070.0	67.9790469753295	0.0	0.498815640298323	0.5315777926505979	25	5.782069945428503
HIF3A	HIF3A	0.00971515657653943	17030.0	3.56945745444179	-3.56945745444179	0.9999511445546929	12193.0	68.67184859749915	0.0	0.6860704449726556	0.7121440221119553	25	4.048881855271461
DEFB1	DEFB1	0.319113372749237	17029.0	3.5664255088452297	3.5664255088452297	0.9999499060245214	13437.0	75.6787202883857	0.0	0.756248512599877	0.7325950255668552	24	3.835921482091611
LILRA4	LILRA4	0.448651108242439	17028.0	3.56533414724779	-3.56533414724779	0.9999511445546929	11376.0	64.07006871690886	0.0	0.9722674201733983	1.4005043093517484	25	1.8515235617337336
FOXS1	FOXS1	0.105303236307728	17027.0	3.5571107365266	-3.5571107365266	0.9999511445546929	10400.0	58.57271600766024	0.0	0.6844525322941706	0.6875982070876896	25	4.177815146434899
MS4A4A	MS4A4A	0.574627669012848	17026.0	3.55458064480335	3.55458064480335	0.9999511445546929	11782.0	66.35687732342006	0.0	0.5960489882400792	0.6241633565362196	25	4.7399957488398154
ALDH1A1	ALDH1A1	0.0743637651173331	17025.0	3.55020722856485	-3.55020722856485	0.99994866749435	9010.0	50.743494423791816	0.0	1.0161957038648828	1.3705121958663296	25	1.8489521890742209
LGI1	LGI1	0.6581360961998161	17024.0	3.54909632590345	3.54909632590345	0.9999499060245214	11916.0	67.11163681423903	0.0	0.6138982166195786	0.6044165193722697	24	4.8562506404230765
EPHA5.AS1	EPHA5.AS1	0.0423557218915061	17023.0	3.5484461979610895	-3.5484461979610895	0.9999511445546929	8479.0	47.75261912808381	0.0	0.45554402875895844	0.5804994642006507	25	5.328001763896657
ASXL3	ASXL3	0.20315752714168697	17022.0	3.53524433773821	-3.53524433773821	0.9999511445546929	14746.0	83.0517066576546	0.0	0.7075446982637924	0.6951619382121511	25	4.067684785428304
CD163L1	CD163L1	0.0043881683510636205	17021.0	3.53249407250517	3.53249407250517	0.9999511445546929	6993.0	39.382674326912245	0.0	0.35700906241716174	0.2984313726773766	25	10.640587085731466
MYH1	MYH1	0.4850064314483621	17020.0	3.53072546851206	-3.53072546851206	0.9999499060245214	17569.0	98.95234876647515	0.041666666666666664	1.4274551507334134	1.1829675244684734	24	1.7779611648457385
KLHL14	KLHL14	0.0890455858127894	17019.0	3.4995549574019904	-3.4995549574019904	0.9999511445546929	14062.0	79.19905373436971	0.0	0.6182336917634526	0.5854952906196587	25	4.921168985986365
