	Gene ID	Adj P-value (Real)	Rank (Real)	Test statistic (Real)	Median adj p-value (simulated)	Rank (simulated)	Mean test statistic (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score
AQP1	AQP1	6.808428862276809e-06	17767.0	258.26393166666696	0.7353879322767151	14721.0	0.31609999999999794	0.2530823066419018	25	1019.2250698570155
FOS	FOS	0.0022236605366443302	17766.0	249.3725025	0.67296828311817	16116.0	0.7842566666666694	0.6759408381923044	25	367.76627744247975
RGCC	RGCC	2.7763443582259697e-07	17765.0	248.358300833333	0.17906666355584	16553.0	0.6616366666666665	0.09617635434065451	25	2575.4424345232533
HLA.C	HLA.C	0.0459126636101149	17764.0	241.686595	0.0762677661108181	17514.0	3.1901033333333335	1.1601682868729626	25	205.57060071818862
HBB	HBB	0.001906774409633	17763.0	238.0462	0.247420018496047	17788.0	383.6378166666662	92.07868197923413	25	-1.5811652983857922
EGR1	EGR1	5.3412188001324796e-06	17762.0	233.64725	0.815075930903095	13124.0	0.14746000000000165	0.08825869855357336	25	2645.6291994637195
MFAP4	MFAP4	3.5343813672364105e-08	17761.0	219.58585666666698	0.284439351621079	17175.0	1.4273400000000007	0.3189556670546759	25	683.9775529972632
JUND	JUND	1.9729258848962698e-05	17760.0	210.1032825	0.0195706023189255	17630.0	5.160036666666663	0.5426714340622946	25	377.65622616098017
SCGB1A1	SCGB1A1	0.10372728705232599	17759.0	208.44697833333302	0.9119283637247629	17518.0	3.7652466666666515	3.1359094944430352	25	65.27029304556496
GAPDH	GAPDH	1.22885894232406e-07	17758.0	207.87200333333303	0.0744123676523448	17711.0	10.63993	2.743734657183119	25	71.8845289273793
VIM	VIM	4.8192680494002995e-06	17757.0	200.3723675	0.0776319975034405	17404.0	2.1203966666666685	0.23743442720511718	25	834.9756737765138
FTH1	FTH1	0.00607043341041856	17756.0	198.865604166667	0.0128440690884838	17460.0	2.6792400000000027	0.5368847718896834	25	365.4161459565079
CAV1	CAV1	1.04879677067051e-06	17755.0	198.38571000000002	0.33620014823741695	16954.0	1.0600299999999963	0.2483580604766087	25	794.5209413430127
TIMP3	TIMP3	0.00230540875688204	17754.0	197.124635833333	0.223594622952347	17382.0	2.034769999999998	0.5894128209851448	25	330.9901971715846
LY6E	LY6E	0.0123523244963525	17753.0	196.07276833333302	0.599620715704397	17407.0	2.1386000000000074	1.3320585987607254	25	145.589817530369
GPX3	GPX3	0.000108364644964411	17752.0	191.667941666667	0.20828983501042703	17215.0	1.5060899999999993	0.5716427994086375	25	332.65852707912836
ENO1	ENO1	0.000148925161325607	17751.0	181.684388333333	0.43039460937482	16529.0	0.6252733333333318	0.36264136493260823	25	499.27871585649626
LGALS3BP	LGALS3BP	4.71957952462146e-06	17750.0	171.838148333333	0.214803150233715	16759.0	0.8436500000000012	0.27782528586792127	25	615.4749298615827
WFDC2	WFDC2	0.000103336559257816	17749.0	167.410455833333	0.129869800809896	17449.0	2.54787333333333	0.4585278748241392	25	359.54756853818316
CFD	CFD	7.25718314483845e-05	17748.0	162.441126666667	0.29622226252153	17664.0	6.604959999999982	0.9752829857372314	25	159.78558935780887
B2M	B2M	0.00315761649481108	17747.0	160.842360833333	0.0655521356213901	17758.0	31.833086666666656	4.972515627854709	25	25.944468317804922
HSPB1	HSPB1	0.0255700928994457	17746.0	160.450785833333	0.0592915392130798	17740.0	15.48178666666665	1.5982617014999247	25	90.70416880453114
SOCS3	SOCS3	3.93852307842325e-05	17745.0	155.466163333333	0.12341031989922	17290.0	1.7091366666666667	0.48033967887994	25	320.10061510054345
SFTPD	SFTPD	8.2598450291808e-06	17744.0	151.448209166667	0.00924330023000043	15312.0	0.33517666666666684	0.15751630816510032	25	959.3484907074612
CTSD	CTSD	0.12122232746193198	17743.0	151.105750833334	0.11803931927904303	17746.0	19.311663333333332	5.367859072558406	25	24.552449257425373
FOSB	FOSB	4.3049056951970396e-05	17742.0	150.322745	0.22817220850447897	17590.0	4.433216666666675	0.6166651492098442	25	236.57819567113037
MUC1	MUC1	0.009801500791035391	17741.0	149.666278333333	0.130500459743634	17450.0	2.5053666666666596	0.2608122051701939	25	564.2408934452895
RHOB	RHOB	0.000329382934285328	17740.0	148.94099333333298	0.566300554220843	16599.0	0.6928499999999999	0.3006666512687824	25	493.06480352157797
SLPI	SLPI	0.0882714737206958	17739.0	148.407165	0.8175266199834259	17716.0	12.545736666666707	12.500653092422032	25	10.868346423891506
SPARCL1	SPARCL1	1.52499525544707e-05	17738.0	147.913110833333	0.527356008664815	15801.0	0.46779666666666664	0.31395360359189045	25	469.6404579522875
COL1A2	COL1A2	0.10571962085741801	17737.0	147.335339166667	0.6388345358498829	16474.0	0.6027133333333343	0.288429882157338	25	508.72893174532896
JCHAIN	JCHAIN	0.0243423748019308	17736.0	145.400405833333	0.4721383814922199	17110.0	1.4330666666666676	0.789420248842409	25	182.3709733538978
CEBPD	CEBPD	0.000236873576530368	17735.0	136.794890833333	0.217700992311547	16289.0	0.5440800000000003	0.09908448824203252	25	1375.097285667104
C1QB	C1QB	0.00157507346879205	17734.0	134.365849166667	0.39557562345655	17453.0	2.668356666666674	0.9044919395460074	25	145.60383209838596
TIMP1	TIMP1	0.00809931876221112	17733.0	127.23579333333299	0.25278079576467605	17634.0	5.428703333333325	0.5968960555138259	25	204.06750702204675
CXCL17	CXCL17	0.000198183181859334	17732.0	127.007121666667	0.561058075674075	14036.0	0.2154633333333324	0.07263477288104743	25	1745.6054903754973
NR4A1	NR4A1	2.0802517928120898e-07	17731.0	125.469384166667	0.16667361039003198	16846.0	0.9078999999999978	0.09722120634389887	25	1281.2172246254365
IFI6	IFI6	0.0698981365110005	17730.0	125.404165833333	0.8742409039750699	15295.0	0.3644433333333263	0.29402079689136695	25	425.2750955783533
VWF	VWF	3.54651389334764e-05	17729.0	123.939319166667	0.910644274713361	13914.0	0.3456133333333302	0.36796358065685514	25	335.8857026358571
EEF2	EEF2	0.0019439140700156302	17728.0	122.76166166666701	0.809676214544184	17403.0	2.222536666666679	1.533400214626866	25	78.60904403833806
ITLN1	ITLN1	0.0030221635251824197	17727.0	121.02466499999998	0.000876455307219397	17010.0	1.1398300000000026	0.15909364322566247	25	753.5488695167555
CLEC3B	CLEC3B	3.20922202721498e-07	17726.0	120.15985333333299	0.802408126911961	17075.0	1.2186933333333325	0.6508117085964916	25	182.7581747975959
MYADM	MYADM	1.21439394532021e-07	17725.0	119.676120833333	0.0302389190431372	16279.5	0.5485633333333335	0.1741849011587016	25	683.91437321804
SERPING1	SERPING1	7.965961623975679e-07	17724.0	119.363011666667	0.311332292268295	16684.0	0.7207000000000023	0.29410737225040523	25	403.3979521113603
AHNAK	AHNAK	8.03341095015022e-09	17723.0	117.34589916666701	0.572105348769217	13195.0	0.17524666666666686	0.11393114514184924	25	1028.433905005675
APOE	APOE	0.46382911797667	17722.0	116.062453333333	0.35162065254532004	17285.0	1.5122000000000029	0.8997941958622407	25	127.30717075093328
NFKBIA	NFKBIA	8.1027684312085e-06	17721.0	114.945309166667	0.529159108348985	17381.0	2.0741733333333285	0.727090941507481	25	155.2366140050066
MALAT1	MALAT1	0.0179212394356323	17720.0	114.68051000000001	0.8201014222095141	17455.0	2.8955999999999813	1.4150963298253325	25	78.9945586346039
KRT19	KRT19	0.00645262819870412	17719.0	113.686240833333	0.217456855926869	17697.0	8.958943333333325	1.7942486419317845	25	58.368330371004014
SDC1	SDC1	0.0005700869787731661	17718.0	111.69375	0.9088172544319392	13675.0	0.28853333333332876	0.36859876135846464	25	302.2398020440562
SFRP2	SFRP2	0.035836871786551	17717.0	109.959544166667	0.46095660764465896	16317.0	0.5228566666666664	0.1858326474825373	25	588.899146530666
C1QA	C1QA	0.0007702373733868241	17716.0	107.569031666667	0.770762241167203	16796.0	0.875359999999992	0.5666957027487413	25	188.27330284869362
CALR	CALR	3.08420890845423e-06	17715.0	106.14800249999999	0.304681748605348	17688.0	8.354483333333338	1.1485710375247837	25	85.143640203061
S100A11	S100A11	0.0029883711568799	17714.0	105.136715	0.136040273898298	17714.0	10.737939999999986	1.7430171688756857	25	54.15825884313631
ALDOA	ALDOA	8.771345859321701e-05	17713.0	104.06741	0.408333751784872	14742.0	0.2551933333333332	0.04101501334199986	25	2531.0784565894974
LYZ	LYZ	0.131893387489493	17712.0	103.963323333333	0.825731184978913	17408.0	2.2547299999999852	1.5529124551414157	25	65.49538127316451
MUC5B	MUC5B	0.0709542439821145	17711.0	103.254191666667	0.317245819832179	12380.5	0.1481399999999988	0.0931008349208699	25	1107.466455637062
GRN	GRN	0.000571363239481492	17710.0	102.369569166667	0.7940057713555991	12409.0	0.17625333333333199	0.1722625604865124	25	593.2415932093096
RPL8	RPL8	0.10018538733139001	17709.0	102.085680833333	0.178836785461553	17377.0	2.163056666666665	0.45008712615921315	25	222.0072922754957
CLDN18	CLDN18	1.09862523954552e-05	17708.0	101.050254166667	0.308109278302308	17197.0	1.5398033333333305	0.3785210031356496	25	262.892811783214
HLA.DRA	HLA.DRA	0.6281274699486701	17707.0	99.860848333333	0.6885640558779189	17693.0	10.203006666666642	5.544441904864067	25	16.170760412875946
UBC	UBC	0.13244713916617099	17706.0	99.07242499999991	0.524165019231988	17023.0	1.2740199999999964	0.7151095435704613	25	136.760033311405
LTBP4	LTBP4	4.5277917943368e-08	17705.0	98.38472166666661	0.27891965718111605	14037.0	0.2136066666666667	0.06420449155714245	25	1529.0381189706482
LAPTM4B	LAPTM4B	0.005208371303899229	17704.0	97.5780666666667	0.289003756727152	16824.0	0.8748866666666661	0.1402455144691047	25	689.5277925006521
IFITM1	IFITM1	0.0347810417624895	17703.0	96.6289216666667	0.119509999225767	17745.0	18.31252999999998	3.4852982541053152	25	22.470499210338236
HSP90AB1	HSP90AB1	0.000171106272853801	17702.0	96.4025158333334	0.631659081899802	17302.0	1.7832966666666628	0.6791750038172706	25	139.31493154910584
THBS4	THBS4	0.230978827614455	17701.0	93.367285	0.520767077596365	15873.0	0.4017633333333341	0.21277616542760341	25	436.9169896442088
EMP2	EMP2	1.3603227585282801e-06	17700.0	92.337325	0.69096429131766	6723.0	0.05097333333333318	0.032406504762562044	25	2847.772456265677
C11orf96	C11orf96	6.448221482827829e-05	17699.0	91.4956183333334	0.26340719315676103	14826.0	0.2628999999999994	0.08332855541858473	25	1094.8553935087875
AZGP1	AZGP1	0.0792632883900457	17698.0	91.0051108333333	0.00888295163482433	17718.0	10.208246666666682	5.51731819968702	25	14.644227728473222
C16orf89	C16orf89	0.00292004110855191	17697.0	89.6131933333334	0.31020070899284197	16843.0	0.896846666666665	0.07848032042776446	25	1130.427936368122
RNASE1	RNASE1	0.43466592704644397	17696.0	88.71644083333331	0.899185997025611	13025.0	0.26749666666667565	0.27710540062502426	25	319.18881395730966
NAPSA	NAPSA	0.230929882030885	17695.0	88.18022916666669	0.528323437839356	9582.5	0.07908666666666718	0.0543888098682886	25	1619.8394984805027
TXNIP	TXNIP	0.0478334244573558	17694.0	86.0891775	0.810827970574303	16500.0	0.7705500000000005	0.5086248902041534	25	167.74371278950696
PDIA4	PDIA4	0.000193284381582717	17693.0	85.7767875	0.310661929486641	16963.0	1.0853433333333333	0.23654776492833837	25	358.03104794637886
SRGN	SRGN	6.93615288918428e-05	17692.0	85.2958283333333	0.6207240138474139	17374.0	2.368699999999993	1.6664181988402358	25	49.7636958063993
CD68	CD68	0.00561682967034654	17691.0	85.09322333333341	0.5610347012277939	11829.5	0.13133666666666594	0.08662461747016197	25	980.8053316475775
ATP1B1	ATP1B1	0.000482741302090672	17690.0	84.1806108333333	0.102582299092081	17669.0	7.59864666666668	1.529342662873871	25	50.07508521521088
CSRNP1	CSRNP1	1.69994253493732e-08	17689.0	84.01718249999999	0.0572741206832939	15703.0	0.3908	0.07463744157716826	25	1120.4347406996526
IFITM3	IFITM3	0.0820617584569631	17688.0	81.3458958333334	0.39095066763180203	12627.0	0.14154666666666663	0.04248578248029522	25	1911.3299656027064
CYP4B1	CYP4B1	0.00169774680838694	17687.0	81.3431191666667	0.129719338268969	14447.5	0.2310800000000005	0.045107385245696435	25	1798.1986480673995
MCL1	MCL1	0.0101306619448937	17686.0	80.125065	0.23589563530004398	16527.0	0.6957466666666664	0.15372012183342085	25	516.713865341631
GADD45B	GADD45B	1.06658473460226e-05	17685.0	79.3340583333334	0.856162544273659	7436.0	0.04862333333333325	0.02814781091415917	25	2816.7531479372406
KLF2	KLF2	1.88987372706203e-07	17684.0	78.63390749999999	0.25147252714225105	14438.5	0.2564966666666664	0.12502255926061567	25	626.9061463535694
ABCA3	ABCA3	2.76845512222158e-07	17683.0	78.5969883333333	0.0014036289764715	9351.0	0.06285333333333344	0.014076947927834458	25	5578.917774123026
P4HB	P4HB	2.07423165446101e-10	17682.0	78.5821141666667	0.6472711255843149	16687.5	0.7918099999999939	0.44234633076650465	25	175.85836878508846
ENG	ENG	0.000334682116363462	17681.0	78.5045091666667	0.800956426244622	16612.0	0.7827500000000183	0.5838483297111272	25	133.11977650963112
AOC3	AOC3	1.47350534573744e-08	17680.0	78.3947783333333	0.7657926786951921	7927.5	0.0487799999999996	0.027475545524190053	25	2851.481083946298
S100A4	S100A4	5.81982930608363e-07	17679.0	78.2659766666667	0.8957819023556981	15988.0	0.4243033333333279	0.2651968836229674	25	293.52408772646635
ID1	ID1	4.3771974162679e-07	17678.0	78.07755333333341	0.525743008953891	16306.0	0.5664400000000008	0.2383747129482236	25	325.16499915059904
CXCL2	CXCL2	0.000443094196301526	17677.0	77.528575	0.217222345404583	17274.0	1.6550133333333321	0.2903201374727962	25	261.34446727373927
DMBT1	DMBT1	0.300254442819106	17676.0	76.4840066666667	0.613671492516381	14259.0	0.23228333333333356	0.12229104911825785	25	623.5266103539308
MARCO	MARCO	1.4607062184479198e-07	17675.0	75.7240875000001	0.18106509965869896	15914.0	0.45886333333333296	0.09176912796372319	25	820.158432762045
SPOCK2	SPOCK2	5.46162128890492e-09	17674.0	75.56360749999999	0.745449422466064	2189.0	0.011679999999999973	0.00995056298425891	25	7592.728935992649
ADIRF	ADIRF	6.200140852264081e-08	17673.0	74.8042425	0.37506646421567297	15850.0	0.41390333333333396	0.19048211657819952	25	390.53713021992195
CD24	CD24	0.0115688403591034	17672.0	74.41412333333341	0.184814019488581	17513.0	3.216896666666663	0.47112670818160024	25	151.1211855117819
FLNA	FLNA	0.00531010397077123	17671.0	73.9664025	0.32147461733858695	17025.0	1.1571966666666673	0.23736926455341617	25	306.7339234939104
RRAS	RRAS	3.6309228707676794e-05	17670.0	73.70592083333341	0.312520029724466	16774.0	0.834763333333334	0.1946124571947288	25	374.44241006157876
INMT	INMT	4.09223031414572e-06	17669.0	72.3957608333333	0.8192759574425781	8981.5	0.06035333333333349	0.04720457153787181	25	1532.381401703136
S100A9	S100A9	0.31538864900372604	17668.0	72.04672083333341	0.771339193014688	17683.0	8.069626666666784	5.136107265494163	25	12.456339180546918
MYL9	MYL9	3.5531019005478204e-05	17667.0	71.93092666666669	0.499743726252615	17318.0	1.8865400000000045	1.034134755338529	25	67.73235915829684
CLDN5	CLDN5	3.98454198814937e-07	17666.0	71.7295375	0.731273177538639	12393.0	0.15149666666666733	0.1116983720536901	25	640.8154346146414
UBB	UBB	0.0111581144623467	17665.0	71.33529	0.132968376925225	17521.0	3.769346666666672	1.6395466741419082	25	41.21013716715043
JUN	JUN	0.006235204591478629	17664.0	71.10166583333341	0.44910986621938304	16785.0	0.8234466666666674	0.47060240273327686	25	149.33671982652052
TYROBP	TYROBP	0.0016702366026005	17663.0	71.0018241666666	0.162727198091571	17603.0	4.653810000000002	0.9816869693830591	25	67.58571340552984
CP	CP	0.0066338305708612206	17662.0	70.3459341666667	0.639069904453701	11674.0	0.1511100000000003	0.13337782400078763	25	526.2855702778011
HSPA5	HSPA5	3.5877651644434703e-07	17661.0	70.3125058333334	0.551805880685878	17628.0	4.64944666666667	1.8398536955094233	25	35.68928297229947
PECAM1	PECAM1	7.43382487210027e-08	17660.0	69.4824766666667	0.0265961515407221	15779.0	0.42078000000000026	0.13134704498713348	25	525.7955873573849
SCGB3A2	SCGB3A2	0.26560181647666803	17659.0	69.3137375	0.8104870831100329	16160.0	0.5635333333333314	0.3493390460530059	25	196.80080123718855
PPP1R15A	PPP1R15A	3.38430714156653e-06	17658.0	69.2599275	0.18608163474723	17158.0	1.3975566666666657	0.2719138741045705	25	249.57303505313362
TSPAN1	TSPAN1	0.0400033571204682	17657.0	68.4829641666667	0.702186732269305	12685.5	0.13216000000000033	0.0895441319912927	25	763.3197468854034
CNMD	CNMD	0.23443219702934198	17656.0	68.4502741666667	0.7800752931353879	10297.0	0.08904666666666756	0.06341927684802025	25	1077.9250552449978
CEBPB	CEBPB	9.53917366371743e-05	17655.0	67.7244633333333	0.85323671497603	9494.0	0.12223333333333214	0.1336706388818219	25	505.7373149818417
RAMP3	RAMP3	0.0005085704989199481	17654.0	67.4760816666667	0.509122936719799	16318.0	0.5922233333333314	0.2463848142435222	25	271.4609605250533
PTGDS	PTGDS	8.78694978851189e-06	17653.0	66.5184041666667	0.48848453740269604	17167.0	1.341606666666669	0.3498998761550742	25	186.27270811354603
C1QC	C1QC	0.0399050325412906	17652.0	66.1641116666667	0.7805142267841421	13706.0	0.24506666666666865	0.18207826874472097	25	362.0368616994071
GDF15	GDF15	0.0791416865498459	17651.0	65.66483249999999	0.589491467669879	17594.0	5.939900000000027	5.114246805968717	25	11.678148272057655
MYH9	MYH9	0.000858034327872311	17650.0	65.4104316666667	0.33885379945541194	17454.0	2.4877999999999973	0.40834987494839387	25	154.0899986185099
FCN3	FCN3	0.0260529382951549	17649.0	64.4535041666667	0.483146188174611	10601.5	0.08447666666666655	0.04033507313740724	25	1595.8574633227433
IFI30	IFI30	0.008743995031955241	17648.0	64.41664166666669	0.190098900210797	17070.0	1.1713333333333324	0.19780854795361874	25	319.72990544454547
THBS1	THBS1	0.0591149061412696	17647.0	64.4094266666667	0.37065290502374104	16812.0	0.8131466666666646	0.3329396583981221	25	191.0144327833513
SPTBN1	SPTBN1	3.7622944887551e-08	17646.0	64.11099	0.117816021070584	16369.0	0.5666633333333331	0.079029367343904	25	804.0596654424339
CLDN3	CLDN3	0.00529359396831115	17645.0	64.0503175	0.302893150056055	17020.0	1.1131299999999944	0.15651602738603126	25	402.1133717173365
AGR2	AGR2	0.00172808464788412	17644.0	64.0061008333333	0.14465348970899	17731.0	12.842079999999976	2.041989932809279	25	25.05596134988978
TMSB4X	TMSB4X	0.406140650596449	17643.0	63.7466658333333	0.7650414800277829	17757.0	32.01231999999996	18.45137281864841	25	1.7198907715560392
FBLN1	FBLN1	3.15012064974414e-06	17642.0	63.3944008333333	0.0375829807212684	12930.0	0.16014999999999996	0.03408039582560078	25	1855.443556375378
ZYX	ZYX	3.82265336470549e-08	17641.0	62.83218000000001	0.34412862641891495	16672.0	0.7840766666666658	0.21371374492184325	25	290.33276898509644
MDK	MDK	0.0017656661794018	17640.0	62.7267375	0.32477895584970196	14813.0	0.27606666666666646	0.09257460704950536	25	674.5982815777668
BTG2	BTG2	4.1212484812599295e-06	17639.0	61.627897499999996	0.4785239770034221	17298.0	1.8080333333333332	0.4649051414098014	25	128.67111769352763
MUC4	MUC4	0.024759057433977	17638.0	60.957855833333305	0.6594959183410339	4183.0	0.018590000000000006	0.009990212803131528	25	6099.896672294238
CDKN1A	CDKN1A	0.00503574751404772	17637.0	60.5322108333333	0.23269837596564003	17442.5	2.48423	0.19664090032482034	25	295.1979000169701
PKM	PKM	0.000164986948528888	17636.0	60.4251258333334	0.22823963620297	16536.0	0.721629999999997	0.2011078763743871	25	296.8729863279347
EPCAM	EPCAM	0.000308134221940735	17635.0	60.1177791666667	0.816028016966326	11873.0	0.11952666666666692	0.07534727363029486	25	796.2896281342893
SUSD2	SUSD2	0.00238712623177918	17634.0	60.110053333333305	0.5529505743627161	7021.0	0.0384733333333331	0.013350005201829806	25	4499.742066899443
MMP7	MMP7	0.0541274945972661	17633.0	59.57731999999999	0.272690327153051	15645.0	0.38364999999999994	0.11482842222605834	25	515.4966762799168
ICAM1	ICAM1	0.19051459930223102	17632.0	59.5532491666666	0.498971032901548	14755.0	0.2578233333333336	0.05789956941885538	25	1024.1082348018865
RGS2	RGS2	6.958448837151621e-06	17631.0	59.51695	0.146117181579447	17668.0	7.053293333333329	0.9012511574451981	25	58.21202695083007
KLF4	KLF4	3.46925489104591e-09	17630.0	58.84336	0.465439659640098	13582.0	0.1753633333333331	0.06272836003577517	25	935.2706914895782
LAMP3	LAMP3	3.25035766825889e-06	17629.0	58.3850525	0.273484105148395	12882.0	0.15329333333333267	0.05068751923779119	25	1148.838215843294
AQP5	AQP5	0.0180129507032666	17628.0	58.206415833333395	0.285022753306784	17235.0	1.5942333333333314	0.3628675331901733	25	156.01335837982091
RAMP2	RAMP2	1.0365110552761e-06	17627.0	58.1058158333333	0.20876247487704003	13043.0	0.15476333333333353	0.03136128961173508	25	1847.8529810940959
LAPTM5	LAPTM5	0.021218634626738002	17626.0	57.2921708333333	0.8376103754362421	12597.0	0.15662333333333422	0.09794915867523163	25	583.3184100074135
THBD	THBD	6.195535242626881e-08	17625.0	56.8461	0.820253661905712	10222.0	0.09165666666666672	0.06677522983445597	25	849.9325794015925
LMNA	LMNA	0.0103384528491439	17624.0	56.8071941666667	0.15604194213569597	17787.0	151.35564	72.44053244535306	25	-1.305187063674025
CRABP2	CRABP2	4.815653865488929e-10	17623.0	55.6641291666667	0.855836538962231	14366.0	0.2965666666666697	0.2476689086465741	25	223.55475623712653
DHCR24	DHCR24	0.0357178416649348	17622.0	55.1544483333333	0.8794629059839358	15361.0	0.44124000000000474	0.4828049166790276	25	113.32363537156573
MAL2	MAL2	0.00250515006348269	17621.0	55.0018941666667	0.8789276882918559	12674.0	0.13886333333333298	0.0787842330061711	25	696.3706916971064
EHD2	EHD2	1.6879468629958798e-06	17620.0	54.358785	0.165738885821333	14838.0	0.35348	0.23953345166717774	25	225.46038820096925
C7	C7	0.000422902612882005	17619.0	54.1358591666667	0.4115171247148039	17104.0	1.2854100000000017	0.24942442297773793	25	211.88963188012988
SPINT2	SPINT2	1.0231915985623e-06	17618.0	53.997540833333396	0.49112335360396797	15858.0	0.46241333333333323	0.19449963177152654	25	275.24539256139224
CCL2	CCL2	0.007514253100699479	17617.0	53.751245	0.0703844157540654	17312.0	1.7531066666666648	0.27322952330853134	25	190.30936958674457
XBP1	XBP1	0.000750769887228735	17616.0	53.681651666666696	0.215260358381356	16902.0	0.9841133333333323	0.15281932240696977	25	344.83557120477025
CTSE	CTSE	0.10174746363969502	17615.0	53.5695066666667	0.45412031511673706	17456.0	2.4696533333333406	0.6503769035820391	25	78.56960026085486
CTSB	CTSB	0.0721325837792225	17614.0	53.244268333333395	0.6300143592170661	16416.0	0.6077900000000024	0.439544035315556	25	119.75245732897908
MGP	MGP	0.00136998294288746	17613.0	52.977540000000005	0.754682952259471	17012.0	1.125766666666671	0.5727294017183022	25	90.5345057853983
PDLIM1	PDLIM1	1.67033564346113e-07	17612.0	52.4130483333333	0.470913442512082	16215.0	0.5450533333333314	0.16434600835725455	25	315.60240202031304
IGFBP7	IGFBP7	0.0432999451104832	17611.0	51.935125	0.5572939795318841	16707.0	0.9346999999999994	0.800693767827599	25	63.695294067757914
LDHA	LDHA	0.00433183363020033	17610.0	51.6518983333333	0.364338615273692	17525.0	3.3318833333333266	0.5358742316342859	25	90.1704395313723
MSN	MSN	0.000179799973878971	17609.0	51.4287291666667	0.664173770575118	15691.0	0.40423000000000064	0.11522388954649056	25	442.82916821757976
CDH5	CDH5	1.48167856072524e-07	17608.0	51.093445	0.122171105235937	15155.0	0.2989400000000003	0.12263554840045884	25	414.19071111529314
C3	C3	0.075301050593942	17607.0	50.934377500000004	0.439785680214773	17258.0	1.5989633333333313	0.47748744655788244	25	103.32295544587912
ZFP36L2	ZFP36L2	5.54491742301554e-06	17606.0	50.9254241666667	0.26601801313275	15127.0	0.29687333333333304	0.05843937345976911	25	866.3431490788848
MIF	MIF	0.0010933766293157	17605.0	50.8226625	0.4280277729322729	17280.0	1.8883633333333398	1.0821964972273364	25	45.21757304892391
FHL1	FHL1	1.15246161122839e-07	17604.0	50.6864266666667	0.25104048689279396	12413.5	0.13251333333333304	0.05769858361282316	25	876.1725187669609
CANX	CANX	6.9617197168180895e-06	17603.0	50.653547499999995	0.47309628731242204	13648.0	0.17978999999999865	0.0598857521467764	25	842.8341582200026
